,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
non-targeting|7|non-targeting:7-7,2000,negative control,550.2681884765625,0.0,608.1847534179688,0.0,559.0863647460938,0.0,598.4453125,0.0,601.796630859375,0.0,555.7902221679688,0.0,552.91845703125,0.0,605.5047607421875,0.0,592.2786865234375,0.0,629.488525390625,0.0,626.73681640625,0.0,559.9008178710938,0.0,507.385986328125,0.0,523.8114624023438,0.0,631.388671875,0.0,567.1680297851562,0.0,612.0645141601562,0.0,539.1692504882812,0.0,570.6022338867188,0.0,545.3151245117188,0.0,576.8652404785156,0.0,5.0,2.761074370951256
non-targeting|8|non-targeting:8-8,2000,negative control,462.6893310546875,0.0,519.95263671875,0.0,473.0924072265625,0.0,502.9166259765625,0.0,513.7615966796875,0.0,471.1575927734375,0.0,470.9873046875,0.0,513.23974609375,0.0,502.36181640625,0.0,530.9535522460938,0.0,541.6448974609375,0.0,476.6357421875,0.0,420.7510986328125,0.0,440.88623046875,0.0,538.4189453125,0.0,479.3846435546875,0.0,528.6453857421875,0.0,455.0213623046875,0.0,481.23974609375,0.0,455.5811767578125,0.0,488.9660919189453,0.0,5.0,2.689278743370893
non-targeting|9|non-targeting:9-9,2000,negative control,523.8496704101562,0.0,581.0980224609375,0.0,532.4668579101562,0.0,564.7755126953125,0.0,568.23828125,0.0,523.7240600585938,0.0,533.6235961914062,0.0,567.8289794921875,0.0,563.35498046875,0.0,599.6084594726562,0.0,590.5790405273438,0.0,531.8257446289062,0.0,476.8226318359375,0.0,494.49481201171875,0.0,603.9750366210938,0.0,534.4906005859375,0.0,587.5065307617188,0.0,510.592529296875,0.0,537.8582763671875,0.0,511.21502685546875,0.0,546.8964324951172,0.0,5.0,2.7379050904019966
non-targeting|10|non-targeting:10-10,2000,negative control,519.4354248046875,0.0,578.498779296875,0.0,534.0919799804688,0.0,563.2140502929688,0.0,565.167236328125,0.0,526.905029296875,0.0,523.1624145507812,0.0,573.1182861328125,0.0,566.030029296875,0.0,598.7176513671875,0.0,594.753173828125,0.0,534.3079223632812,0.0,481.67279052734375,0.0,496.4080810546875,0.0,598.8783569335938,0.0,531.4631958007812,0.0,583.7613525390625,0.0,518.77294921875,0.0,538.1255493164062,0.0,509.43670654296875,0.0,546.7960479736328,0.0,5.0,2.7378253669977486
non-targeting|11|non-targeting:11-11,2000,negative control,557.6921997070312,0.0,619.8601684570312,0.0,569.31103515625,0.0,599.3381958007812,0.0,605.9595336914062,0.0,564.6022338867188,0.0,563.03173828125,0.0,616.4284057617188,0.0,600.7329711914062,0.0,639.0609130859375,0.0,636.8825073242188,0.0,568.2088623046875,0.0,514.7474365234375,0.0,534.92138671875,0.0,638.7926025390625,0.0,570.5101928710938,0.0,621.3573608398438,0.0,552.3717651367188,0.0,576.1383056640625,0.0,549.3917846679688,0.0,584.9669799804688,0.0,5.0,2.7671313518650718
non-targeting|12|non-targeting:12-12,2000,negative control,489.3123779296875,0.0,544.689208984375,0.0,495.54998779296875,0.0,529.6004028320312,0.0,534.4068603515625,0.0,495.06695556640625,0.0,497.7967529296875,0.0,542.002685546875,0.0,528.6165771484375,0.0,558.9971923828125,0.0,560.4176025390625,0.0,495.93133544921875,0.0,446.80035400390625,0.0,466.337158203125,0.0,565.5643310546875,0.0,503.12908935546875,0.0,546.75927734375,0.0,477.5048828125,0.0,506.38409423828125,0.0,477.78857421875,0.0,513.1327850341797,0.0,5.0,2.7102297634461965
non-targeting|13|non-targeting:13-13,2000,negative control,511.02716064453125,0.0,577.5838012695312,0.0,518.3504028320312,0.0,553.0428466796875,0.0,557.6309814453125,0.0,516.9588012695312,0.0,516.6323852539062,0.0,564.5775146484375,0.0,547.3517456054688,0.0,586.9900512695312,0.0,579.345458984375,0.0,519.99658203125,0.0,469.79443359375,0.0,485.20880126953125,0.0,590.0897827148438,0.0,529.0338134765625,0.0,573.8882446289062,0.0,504.63958740234375,0.0,530.1923828125,0.0,500.2705078125,0.0,536.6302642822266,0.0,5.0,2.7296751618881627
non-targeting|14|non-targeting:14-14,2000,negative control,513.462646484375,0.0,571.3128051757812,0.0,523.93994140625,0.0,553.3296508789062,0.0,560.5219116210938,0.0,517.2937622070312,0.0,517.94287109375,0.0,571.1292724609375,0.0,559.3634643554688,0.0,588.0082397460938,0.0,585.2818603515625,0.0,527.9586791992188,0.0,469.5177001953125,0.0,487.1591796875,0.0,594.684326171875,0.0,526.8318481445312,0.0,574.6661987304688,0.0,506.619384765625,0.0,530.2131958007812,0.0,505.8050537109375,0.0,539.252099609375,0.0,5.0,2.731791844728668
non-targeting|15|non-targeting:15-15,2000,negative control,476.6868896484375,0.0,535.5171508789062,0.0,490.7763671875,0.0,518.1965942382812,0.0,523.1607055664062,0.0,484.13885498046875,0.0,482.69720458984375,0.0,531.6068725585938,0.0,517.5016479492188,0.0,549.80712890625,0.0,545.0213623046875,0.0,489.82781982421875,0.0,438.79449462890625,0.0,457.8255615234375,0.0,556.9047241210938,0.0,491.4771728515625,0.0,539.4127197265625,0.0,475.79791259765625,0.0,497.20428466796875,0.0,469.922119140625,0.0,503.61387939453124,0.0,5.0,2.702097690580772
non-targeting|16|non-targeting:16-16,2000,negative control,542.7987060546875,0.0,599.6954345703125,0.0,550.3543701171875,0.0,586.5951538085938,0.0,589.0477294921875,0.0,550.0037841796875,0.0,546.6255493164062,0.0,599.5492553710938,0.0,588.9475708007812,0.0,614.4270629882812,0.0,617.7490234375,0.0,551.5123291015625,0.0,498.8104248046875,0.0,513.894775390625,0.0,621.09033203125,0.0,559.7056274414062,0.0,604.8759765625,0.0,533.85595703125,0.0,561.377685546875,0.0,533.5363159179688,0.0,568.2226531982421,0.0,5.0,2.754518543647536
non-targeting|17|non-targeting:17-17,2000,negative control,480.13336181640625,0.0,537.1766357421875,0.0,491.2666015625,0.0,524.5382080078125,0.0,526.0964965820312,0.0,486.2645263671875,0.0,486.45721435546875,0.0,531.5154418945312,0.0,516.4345092773438,0.0,545.4060668945312,0.0,551.2080688476562,0.0,489.4105224609375,0.0,437.14337158203125,0.0,453.77069091796875,0.0,563.7797241210938,0.0,492.05810546875,0.0,542.1187744140625,0.0,468.68463134765625,0.0,498.3082275390625,0.0,473.1243896484375,0.0,504.7447784423828,0.0,5.0,2.703071834885831
non-targeting|18|non-targeting:18-18,2000,negative control,472.9140625,0.0,525.386962890625,0.0,478.5242919921875,0.0,510.71466064453125,0.0,513.8366088867188,0.0,472.69000244140625,0.0,473.94415283203125,0.0,515.0628662109375,0.0,505.01025390625,0.0,535.7515258789062,0.0,536.4014282226562,0.0,481.0914306640625,0.0,426.43017578125,0.0,447.53759765625,0.0,545.5172729492188,0.0,483.162353515625,0.0,528.1892700195312,0.0,462.386474609375,0.0,487.32769775390625,0.0,456.49066162109375,0.0,492.9184875488281,0.0,5.0,2.692775107239464
non-targeting|19|non-targeting:19-19,2000,negative control,463.4415283203125,0.0,516.6002197265625,0.0,471.69384765625,0.0,504.1253662109375,0.0,512.449951171875,0.0,472.5013427734375,0.0,471.1329345703125,0.0,512.4970703125,0.0,505.752197265625,0.0,532.1932373046875,0.0,536.25244140625,0.0,472.0311279296875,0.0,427.873046875,0.0,439.6591796875,0.0,544.1131591796875,0.0,479.26513671875,0.0,524.8321533203125,0.0,458.944091796875,0.0,483.493896484375,0.0,455.0184326171875,0.0,489.1935180664062,0.0,5.0,2.689480693894416
non-targeting|20|non-targeting:20-20,2000,negative control,505.45574951171875,0.0,559.093994140625,0.0,514.9552001953125,0.0,545.1854858398438,0.0,547.0455932617188,0.0,511.91748046875,0.0,508.3746337890625,0.0,553.2146606445312,0.0,539.9653930664062,0.0,572.4913940429688,0.0,572.7305297851562,0.0,511.94384765625,0.0,462.10992431640625,0.0,480.34515380859375,0.0,584.5526733398438,0.0,520.92578125,0.0,558.4151611328125,0.0,497.13018798828125,0.0,518.4509887695312,0.0,494.36505126953125,0.0,527.9334442138672,0.0,5.0,2.722579175123636
non-targeting|21|non-targeting:21-21,2000,negative control,499.18890380859375,0.0,556.5857543945312,0.0,505.53021240234375,0.0,538.3222045898438,0.0,541.0316772460938,0.0,504.4771728515625,0.0,500.12347412109375,0.0,552.0202026367188,0.0,535.17578125,0.0,569.453857421875,0.0,564.0634765625,0.0,508.367431640625,0.0,454.303466796875,0.0,475.682373046875,0.0,578.3203735351562,0.0,514.2734375,0.0,561.0777587890625,0.0,488.0867919921875,0.0,512.326171875,0.0,490.7064208984375,0.0,522.4558471679687,0.0,5.0,2.718049594033725
non-targeting|22|non-targeting:22-22,2000,negative control,478.14300537109375,0.0,533.6290283203125,0.0,489.78448486328125,0.0,523.5013427734375,0.0,528.87841796875,0.0,484.67108154296875,0.0,485.98187255859375,0.0,536.1568603515625,0.0,520.1480712890625,0.0,552.6410522460938,0.0,550.89306640625,0.0,489.43621826171875,0.0,439.82757568359375,0.0,456.529052734375,0.0,559.7410278320312,0.0,496.90069580078125,0.0,539.3400268554688,0.0,475.2232666015625,0.0,498.63726806640625,0.0,476.66070556640625,0.0,505.8362060546875,0.0,5.0,2.7040099114595724
non-targeting|23|non-targeting:23-23,2000,negative control,537.8535766601562,0.0,601.01953125,0.0,551.0457763671875,0.0,581.9725341796875,0.0,587.1328735351562,0.0,543.2111206054688,0.0,543.7991333007812,0.0,593.2216796875,0.0,577.1139526367188,0.0,611.6600952148438,0.0,617.14111328125,0.0,550.1658935546875,0.0,496.5965576171875,0.0,514.9860229492188,0.0,624.868408203125,0.0,557.9996337890625,0.0,607.1229248046875,0.0,528.1207275390625,0.0,556.9758911132812,0.0,531.3301391601562,0.0,565.666879272461,0.0,5.0,2.7525607508275467
non-targeting|24|non-targeting:24-24,2000,negative control,506.64111328125,0.0,561.3899536132812,0.0,515.0737915039062,0.0,545.4463500976562,0.0,551.119873046875,0.0,513.3806762695312,0.0,509.664306640625,0.0,561.4950561523438,0.0,547.291259765625,0.0,577.1422729492188,0.0,577.36376953125,0.0,516.7839965820312,0.0,465.60089111328125,0.0,479.48138427734375,0.0,592.1305541992188,0.0,521.6361694335938,0.0,569.3629760742188,0.0,505.02081298828125,0.0,522.765869140625,0.0,497.63555908203125,0.0,531.8213317871093,0.0,5.0,2.7257657532505863
non-targeting|25|non-targeting:25-25,2000,negative control,452.0030517578125,0.0,502.773681640625,0.0,462.0472412109375,0.0,492.2379150390625,0.0,502.6192626953125,0.0,453.8687744140625,0.0,455.9630126953125,0.0,502.12548828125,0.0,490.9481201171875,0.0,522.051025390625,0.0,518.419189453125,0.0,462.72119140625,0.0,411.7769775390625,0.0,429.2418212890625,0.0,526.2412109375,0.0,468.4315185546875,0.0,512.8226318359375,0.0,444.3160400390625,0.0,471.1820068359375,0.0,442.7462158203125,0.0,476.22681884765626,0.0,5.0,2.6778138491738215
non-targeting|26|non-targeting:26-26,2000,negative control,574.0651245117188,0.0,634.4547119140625,0.0,586.235107421875,0.0,622.52392578125,0.0,623.357177734375,0.0,580.5922241210938,0.0,584.427734375,0.0,635.7047119140625,0.0,614.1000366210938,0.0,654.11865234375,0.0,655.1612548828125,0.0,586.2793579101562,0.0,528.0687866210938,0.0,551.3351440429688,0.0,657.7063598632812,0.0,587.4347534179688,0.0,643.015380859375,0.0,563.9359741210938,0.0,596.9926147460938,0.0,567.0091552734375,0.0,602.3259094238281,0.0,5.0,2.7798315450197943
non-targeting|27|non-targeting:27-27,2000,negative control,475.8837890625,0.0,536.355712890625,0.0,487.93695068359375,0.0,522.6144409179688,0.0,520.222412109375,0.0,480.62994384765625,0.0,480.6243896484375,0.0,529.8959350585938,0.0,513.5059204101562,0.0,548.4853515625,0.0,554.0045776367188,0.0,489.50396728515625,0.0,438.06109619140625,0.0,455.29815673828125,0.0,554.5369262695312,0.0,495.66131591796875,0.0,534.6827392578125,0.0,469.54962158203125,0.0,495.846435546875,0.0,462.22637939453125,0.0,502.27630310058595,0.0,5.0,2.700942689058574
non-targeting|28|non-targeting:28-28,2000,negative control,539.7122192382812,0.0,599.4597778320312,0.0,549.2041625976562,0.0,580.6376342773438,0.0,585.5667724609375,0.0,545.1399536132812,0.0,543.6821899414062,0.0,591.0185546875,0.0,589.2928466796875,0.0,617.9674682617188,0.0,612.6433715820312,0.0,555.8939819335938,0.0,495.11767578125,0.0,514.6423950195312,0.0,623.40576171875,0.0,553.3004150390625,0.0,600.3950805664062,0.0,532.565673828125,0.0,556.6842041015625,0.0,528.1362915039062,0.0,565.7233215332031,0.0,5.0,2.7526040825841576
non-targeting|29|non-targeting:29-29,2000,negative control,552.4517211914062,0.0,608.0932006835938,0.0,561.2802124023438,0.0,591.276611328125,0.0,591.018310546875,0.0,549.573974609375,0.0,552.2738037109375,0.0,596.3842163085938,0.0,582.9044799804688,0.0,622.8689575195312,0.0,618.7576293945312,0.0,553.6822509765625,0.0,504.46490478515625,0.0,520.4392700195312,0.0,632.9749145507812,0.0,561.34033203125,0.0,608.6063842773438,0.0,536.723876953125,0.0,561.3722534179688,0.0,535.33251953125,0.0,572.0909912109375,0.0,5.0,2.7574651089294795
non-targeting|30|non-targeting:30-30,2000,negative control,523.592041015625,0.0,581.6710815429688,0.0,536.677001953125,0.0,563.51318359375,0.0,578.36962890625,0.0,529.4662475585938,0.0,529.4807739257812,0.0,576.7498168945312,0.0,566.3169555664062,0.0,600.85107421875,0.0,603.5956420898438,0.0,536.964599609375,0.0,486.28472900390625,0.0,502.5321044921875,0.0,606.4572143554688,0.0,540.6863403320312,0.0,588.7823486328125,0.0,516.6226806640625,0.0,548.5162353515625,0.0,518.7481689453125,0.0,551.7938934326172,0.0,5.0,2.741776889939483
non-targeting|31|non-targeting:31-31,2000,negative control,500.09967041015625,0.0,554.067138671875,0.0,511.9945068359375,0.0,543.6648559570312,0.0,548.0089721679688,0.0,506.94696044921875,0.0,506.6319580078125,0.0,555.6592407226562,0.0,544.1534423828125,0.0,572.7360229492188,0.0,567.9852294921875,0.0,511.4429931640625,0.0,457.9058837890625,0.0,479.9930419921875,0.0,584.7467651367188,0.0,513.5989990234375,0.0,562.1300659179688,0.0,493.67755126953125,0.0,521.6713256835938,0.0,498.4884033203125,0.0,526.7801513671875,0.0,5.0,2.721629402747412
non-targeting|32|non-targeting:32-32,2000,negative control,445.794189453125,0.0,496.6719970703125,0.0,456.1971435546875,0.0,485.22998046875,0.0,487.6885986328125,0.0,446.60546875,0.0,450.2684326171875,0.0,493.447265625,0.0,482.4373779296875,0.0,515.937744140625,0.0,509.987548828125,0.0,457.2147216796875,0.0,404.9959716796875,0.0,422.1641845703125,0.0,521.1817626953125,0.0,455.89404296875,0.0,503.1695556640625,0.0,437.4071044921875,0.0,460.0538330078125,0.0,434.4658203125,0.0,468.34063720703125,0.0,5.0,2.6705618424907795
non-targeting|33|non-targeting:33-33,2000,negative control,445.1370849609375,0.0,500.8187255859375,0.0,456.2071533203125,0.0,484.9599609375,0.0,489.34423828125,0.0,451.3408203125,0.0,454.878173828125,0.0,495.793212890625,0.0,486.3350830078125,0.0,519.9730224609375,0.0,516.6334228515625,0.0,455.6240234375,0.0,407.0250244140625,0.0,422.754150390625,0.0,526.9385986328125,0.0,457.859130859375,0.0,506.2275390625,0.0,439.923583984375,0.0,468.6009521484375,0.0,437.324462890625,0.0,471.18491821289064,0.0,5.0,2.673191381011338
non-targeting|34|non-targeting:34-34,2000,negative control,528.5552368164062,0.0,585.912841796875,0.0,538.1890869140625,0.0,564.888427734375,0.0,573.6828002929688,0.0,531.7105712890625,0.0,535.3153076171875,0.0,582.3713989257812,0.0,565.3311157226562,0.0,608.1251831054688,0.0,601.340576171875,0.0,540.7409057617188,0.0,482.47808837890625,0.0,502.167724609375,0.0,610.6888427734375,0.0,547.3521728515625,0.0,591.81982421875,0.0,518.3245239257812,0.0,548.6660766601562,0.0,519.7427368164062,0.0,553.8701721191406,0.0,5.0,2.7434079774722484
non-targeting|35|non-targeting:35-35,2000,negative control,498.20086669921875,0.0,550.585205078125,0.0,506.6529541015625,0.0,536.373291015625,0.0,545.5318603515625,0.0,499.574462890625,0.0,501.97100830078125,0.0,555.3307495117188,0.0,537.8170166015625,0.0,575.6463623046875,0.0,574.9141235351562,0.0,509.86358642578125,0.0,459.3963623046875,0.0,475.6898193359375,0.0,577.062255859375,0.0,514.3811645507812,0.0,553.9312744140625,0.0,491.74542236328125,0.0,512.9846801757812,0.0,490.0482177734375,0.0,523.3850341796875,0.0,5.0,2.7188213001416472
non-targeting|36|non-targeting:36-36,2000,negative control,511.265625,0.0,573.29833984375,0.0,529.0769653320312,0.0,558.4266357421875,0.0,561.47705078125,0.0,520.9323120117188,0.0,523.7158813476562,0.0,567.4921875,0.0,553.543701171875,0.0,591.8786010742188,0.0,583.861083984375,0.0,524.8314819335938,0.0,472.8636474609375,0.0,489.578857421875,0.0,593.7340698242188,0.0,526.0313110351562,0.0,582.5333251953125,0.0,503.3575439453125,0.0,534.81689453125,0.0,512.7474975585938,0.0,540.7731506347657,0.0,5.0,2.733015120765252
non-targeting|37|non-targeting:37-37,2000,negative control,529.7227783203125,0.0,586.6997680664062,0.0,538.1458740234375,0.0,569.3052368164062,0.0,578.2991943359375,0.0,533.9674682617188,0.0,536.9398193359375,0.0,582.10107421875,0.0,570.5734252929688,0.0,602.2479858398438,0.0,609.4576416015625,0.0,540.7494506835938,0.0,486.8087158203125,0.0,509.12091064453125,0.0,609.57275390625,0.0,547.7477416992188,0.0,596.0835571289062,0.0,521.785888671875,0.0,548.4036865234375,0.0,524.712646484375,0.0,556.122280883789,0.0,5.0,2.745170295312535
non-targeting|38|non-targeting:38-38,2000,negative control,544.0512084960938,0.0,600.5891723632812,0.0,553.9423217773438,0.0,587.0181274414062,0.0,591.3980712890625,0.0,549.0996704101562,0.0,546.519775390625,0.0,597.4981689453125,0.0,582.5894165039062,0.0,620.7861328125,0.0,611.4647216796875,0.0,555.2177734375,0.0,500.2586669921875,0.0,517.9964599609375,0.0,631.436279296875,0.0,562.419921875,0.0,612.0431518554688,0.0,531.6368408203125,0.0,561.3005981445312,0.0,533.5907592773438,0.0,569.5428619384766,0.0,5.0,2.755526413231459
non-targeting|39|non-targeting:39-39,2000,negative control,473.8236083984375,0.0,526.4931640625,0.0,481.2864990234375,0.0,511.4736328125,0.0,519.4327392578125,0.0,472.71563720703125,0.0,475.78582763671875,0.0,527.01513671875,0.0,512.5371704101562,0.0,541.5269165039062,0.0,541.8225708007812,0.0,484.63861083984375,0.0,432.8480224609375,0.0,444.20452880859375,0.0,549.7596435546875,0.0,489.4193115234375,0.0,527.5043334960938,0.0,463.76300048828125,0.0,492.727783203125,0.0,465.58258056640625,0.0,496.71803588867186,0.0,5.0,2.6961099295638125
non-targeting|40|non-targeting:40-40,2000,negative control,527.3875732421875,0.0,587.2109375,0.0,532.0667114257812,0.0,564.3067626953125,0.0,571.9461059570312,0.0,532.7181396484375,0.0,530.1832885742188,0.0,579.5386352539062,0.0,566.5198364257812,0.0,599.7183227539062,0.0,593.393310546875,0.0,539.2921142578125,0.0,478.1314697265625,0.0,501.07965087890625,0.0,610.3597412109375,0.0,540.8680419921875,0.0,594.7999267578125,0.0,515.1381225585938,0.0,547.0262451171875,0.0,516.935791015625,0.0,551.4310363769531,0.0,5.0,2.741491205998849
non-targeting|41|non-targeting:41-41,2000,negative control,481.42767333984375,0.0,536.1220092773438,0.0,491.231201171875,0.0,522.42578125,0.0,528.3546142578125,0.0,486.67449951171875,0.0,486.2862548828125,0.0,530.5030517578125,0.0,518.2117919921875,0.0,556.087890625,0.0,551.7074584960938,0.0,490.528076171875,0.0,440.293701171875,0.0,461.00634765625,0.0,564.9979858398438,0.0,491.049560546875,0.0,543.49560546875,0.0,477.46136474609375,0.0,503.4288330078125,0.0,472.38055419921875,0.0,506.6837127685547,0.0,5.0,2.704736944218778
non-targeting|42|non-targeting:42-42,2000,negative control,476.3646240234375,0.0,527.4420166015625,0.0,488.1993408203125,0.0,514.9388427734375,0.0,519.670654296875,0.0,481.43798828125,0.0,480.951904296875,0.0,522.9551391601562,0.0,511.0185546875,0.0,547.1258544921875,0.0,546.056640625,0.0,488.246826171875,0.0,436.287353515625,0.0,452.8770751953125,0.0,547.451416015625,0.0,488.80596923828125,0.0,536.60302734375,0.0,462.689208984375,0.0,491.560302734375,0.0,466.89703369140625,0.0,499.3789886474609,0.0,5.0,2.6984302654754178
non-targeting|43|non-targeting:43-43,2000,negative control,486.4564208984375,0.0,542.6902465820312,0.0,490.58587646484375,0.0,525.6497802734375,0.0,531.3374633789062,0.0,490.0667724609375,0.0,484.554443359375,0.0,539.0056762695312,0.0,521.9633178710938,0.0,559.044189453125,0.0,554.6156005859375,0.0,496.0606689453125,0.0,443.51776123046875,0.0,456.7537841796875,0.0,561.5479125976562,0.0,499.6669921875,0.0,544.9984130859375,0.0,478.38800048828125,0.0,500.8946533203125,0.0,473.6483154296875,0.0,509.072314453125,0.0,5.0,2.7067794788735586
