,index,x,y,cluster
143,ENSG00000180035|chr16:30395465-30395994,-95.02363,23.431581,5
144,ENSG00000180053|chr8:23706141-23706612,16.168877,17.917412,13
145,ENSG00000180257|chr19:52962453-52962859,-108.84118,0.5469646,14
146,ENSG00000181450|chr1:227563558-227563916,19.712065,7.022598,13
147,ENSG00000181666|chr19:37317887-37318080,58.75976,-40.91633,17
148,ENSG00000183495|chr12:131949997-131950319,-103.391106,32.254032,5
149,ENSG00000185591|chr12:53380184-53380609,-7.15188,64.60654,16
150,ENSG00000186130|chr9:122913079-122913320,-8.562168,58.27292,16
151,ENSG00000187140|chr1:63323785-63323898,-11.666012,-33.678505,13
152,ENSG00000188620|chr10:123135982-123136378,-13.714994,68.10769,3
153,ENSG00000188981|chr4:3249156-3249361,-99.48213,18.766087,5
154,ENSG00000189299|chrX:55623405-55623829,-41.890846,-38.98256,18
155,ENSG00000196378|chr8:144786891-144787326,-15.9491825,9.1493635,13
156,ENSG00000196466|chr19:12400949-12401251,110.59247,50.374306,19
157,ENSG00000196482|chr1:217076892-217076980,49.204655,-45.014267,1
158,ENSG00000196967|chr19:37172579-37172706,-43.94416,-39.723293,18
159,ENSG00000197016|chr19:56567472-56567742,-19.14448,42.54117,16
160,ENSG00000197362|chr7:149090514-149090726,-103.71443,38.95019,5
161,ENSG00000197757|chr12:54016889-54017041,-22.51585,80.14731,3
162,ENSG00000197905|chr12:2959413-2960045,65.13387,-39.76713,17
163,ENSG00000198028|chr19:9498329-9498565,-56.55405,-93.37933,2
164,ENSG00000198039|chr7:64882559-64882971,-14.700853,22.572527,5
165,ENSG00000198046|chr19:56477265-56477326,78.10767,-47.9529,17
166,ENSG00000198160|chr1:66925017-66925377,-60.831585,-58.078697,5
167,ENSG00000198353|chr12:54053840-54054486,-33.348396,-34.324318,18
168,ENSG00000198466|chr19:57849864-57850330,54.687267,-87.602776,13
169,ENSG00000198715|chr1:156291408-156291546,-54.712063,-94.9295,2
170,ENSG00000198728|chr10:102120103-102120377,-61.547176,63.869305,14
171,ENSG00000198791|chr8:17246615-17246901,16.337866,-14.444972,13
172,ENSG00000198807|chr14:36657577-36657854,21.63533,-3.669393,0
173,ENSG00000203667|chr1:244835661-244835879,-66.96597,-66.83522,9
174,ENSG00000203883|chr20:64049282-64049635,66.30219,25.842497,6
175,ENSG00000204498|chr6:31547595-31547677,-69.701996,70.15801,14
176,ENSG00000205250|chr16:67192147-67192662,52.27695,-43.102005,1
177,ENSG00000213921|chr19:39776606-39777006,115.72425,2.9450972,7
178,ENSG00000214022|chr7:150368865-150369642,-9.978842,64.64406,16
179,ENSG00000214513|chr2:73202554-73202681,4.5800176,-31.989386,13
180,ENSG00000217236|chr2:174334930-174335177,-104.73825,-0.37781575,14
181,ENSG00000221923|chr19:52369942-52370264,18.084839,-39.36264,7
182,ENSG00000228623|chr9:113011973-113012220,-128.36447,-58.18073,1
183,ENSG00000229544|chr10:124449538-124450027,27.58086,-61.50805,1
184,ENSG00000234444|chr7:64307448-64307870,-14.065362,24.329805,18
185,ENSG00000236609|chr7:6621436-6621978,-47.946514,-41.07645,18
186,ENSG00000248496|chr6:28587057-28587321,-69.15926,68.79455,5
187,ENSG00000254004|chr19:36528039-36528685,-68.897865,-60.193413,16
188,ENSG00000256229|chr19:20167219-20167664,56.504993,-93.28924,7
189,ENSG00000261678|chr8:144336352-144336724,112.94736,55.03074,19
190,ENSG00000261787|chr8:66962512-66962576,-9.046878,67.36829,16
191,ENSG00000269404|chr19:50418934-50419189,-8.438851,55.939323,16
192,ENSG00000272333|chr19:35720238-35720437,-12.129503,29.774302,18
193,ENSG00000275410|chr17:37744991-37745045,65.9771,-4.3474445,0
194,ENSG00000290687|chr17:18681916-18682305,-66.002426,77.64825,14
