intended_target_name	tf_gene_symbol	tf_family	tf_dbd	gene_id	log2_fc	log2_fc_std	p_value	fdr_bh	intended_target_chr	intended_target_start	intended_target_end
ENSG00000008018	PSMB1			ENSG00000206052	0.9851377	0.19052885	2.334146058712581e-07	7.661633218236228e-05	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000181163	-0.14579748	0.028284267	2.540104248868425e-07	8.059750781659512e-05	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000092010	0.43524957	0.08520017	3.2463548686211893e-07	9.968403869162936e-05	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000156103	0.38426298	0.076274335	4.706496491474816e-07	0.00014000356281983992	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000092439	0.39435914	0.07839341	4.891658947598753e-07	0.00014110212582482586	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000155093	0.57241553	0.11612343	8.249446001067305e-07	0.00023096022495341082	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000092421	0.16902752	0.03475644	1.1550322423667547e-06	0.0003141357690025468	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000162496	0.7277896	0.15224169	1.7487054660968491e-06	0.0004623868703271085	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000053254	0.2215905	0.04680886	2.2019904243944665e-06	0.0005665066716165115	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000130449	0.28414762	0.06180051	4.269339337314494e-06	0.0010694695039972807	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000113657	0.23979607	0.05270533	5.3709720488047145e-06	0.0013109303316044122	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000173812	-0.12474743	0.027786477	7.139001968471241e-06	0.0016989039934469437	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000099715	0.43466675	0.09835046	9.88975095709151e-06	0.002296110716111075	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000148357	0.7961347	0.18271214	1.316664808617391e-05	0.002984126741244987	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000183098	-0.3742312	0.0861804	1.4092393515115243e-05	0.0031196626481484187	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000146776	0.21700315	0.050217558	1.5514039614528405e-05	0.0033244943043549456	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000099139	0.34469458	0.07981991	1.5716172255065927e-05	0.0033244943043549456	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000253553	0.31734714	0.07384721	1.7285410424045943e-05	0.0035769526484020287	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000147481	0.38523397	0.09061595	2.125501301200828e-05	0.004215134767943892	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000078328	0.33157712	0.07796993	2.1127599316329128e-05	0.004215134767943892	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000008083	0.15366465	0.036280844	2.281236404816092e-05	0.004431650885192731	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000163584	-0.36002454	0.085270636	2.4199378950839942e-05	0.004607077764660909	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000117266	0.48699528	0.11574901	2.5839605982325067e-05	0.004822886457759849	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000283674	0.17730151	0.04227794	2.744259693946965e-05	0.005023578466669454	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000197958	-0.079593934	0.01901777	2.8486530955215448e-05	0.005116288455899922	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000143207	0.21337529	0.051403217	3.3101054401804385e-05	0.0058349803120514064	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000149557	0.50604534	0.122283414	3.498901733919066e-05	0.0060556446554864704	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000166165	-0.1534092	0.037418496	4.134672136399745e-05	0.006922622413026849	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000124486	0.23603214	0.05757964	4.145282882052005e-05	0.006922622413026849	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000174373	0.37967762	0.093364984	4.770493942537339e-05	0.007829367558450505	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000122566	-0.13647933	0.033775114	5.326350972876856e-05	0.00859348049335844	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000108107	-0.07631694	0.018941877	5.60131939907692e-05	0.008886493226635534	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000150893	0.3812142	0.09479922	5.788282260251541e-05	0.00903256702218597	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000189159	-0.18480654	0.046317928	6.60852405370366e-05	0.010146216204387926	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000272168	0.14070612	0.03536056	6.915266337861921e-05	0.010448638138112323	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000047249	0.41292176	0.104000986	7.176295262397182e-05	0.010673617906681058	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000183032	0.41508082	0.10517494	7.927695611750455e-05	0.011609805312038859	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000184384	0.23367527	0.059296846	8.122020176814199e-05	0.011714168191377933	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000115414	0.4187953	0.10668539	8.654381083680964e-05	0.012295679632173	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000020922	0.3011583	0.07708389	9.349160914525005e-05	0.013087450403729928	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000163913	0.46912685	0.12097968	0.0001054345192247	0.014337588407141706	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000175198	0.231508	0.059697762	0.0001053181761103	0.014337588407141706	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000290067	0.5670413	0.14651532	0.0001087531453951	0.014580580155154324	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000117335	0.20877366	0.054006256	0.0001107569553425	0.014642992470906354	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000111913	0.7135478	0.18480381	0.0001128729960671	0.014718329446064724	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000173193	0.36661327	0.09538504	0.0001212874497412	0.015601827487655172	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000092068	0.18340075	0.0479406	0.0001304628489766	0.016558344792110075	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000185787	-0.19222175	0.050487913	0.0001405023994184	0.017369381039788957	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000108306	0.3750264	0.09848938	0.0001402169581395	0.017369381039788957	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000152056	0.4333517	0.114281856	0.0001494658710641	0.018240584957168817	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000119715	0.74950075	0.1982656	0.000156648121241	0.018875107165735178	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000133943	0.50628823	0.1341465	0.000160557873474	0.019104379969987574	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000117114	0.22605716	0.059993148	0.000164528136941	0.01933510290791826	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000185344	0.34116036	0.090618744	0.0001666903507308	0.019350310348859576	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000143947	-0.08924793	0.023791658	0.0001759708511421	0.020181524482188556	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000121578	0.48021734	0.12824053	0.0001806372631911	0.020229248333130362	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000251129	0.7561779	0.2018329	0.0001792805156329	0.020229248333130362	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000145423	-0.1904173	0.05095076	0.0001860209303217	0.02058992134572398	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000144847	0.76050943	0.20367467	0.0001885057441556	0.02062512848985237	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000135862	0.295581	0.079363674	0.0001957905902805	0.02117875714636454	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000100632	-0.1730875	0.046571326	0.0002019130779808	0.02159562459886781	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000158109	0.50123113	0.13532527	0.0002123106582671	0.022208628088401374	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000125870	-0.27442726	0.074057996	0.000210914065486	0.022208628088401374	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000164111	0.17125008	0.04630431	0.000216995961129	0.022452006021597293	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000114279	0.37518612	0.101699024	0.000224977073253	0.02292043422530118	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000140545	0.31210652	0.08463737	0.0002264029850831	0.02292043422530118	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000089280	-0.17411144	0.047249325	0.0002287468485559	0.02292043422530118	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000197959	0.6666664	0.18145382	0.0002387566724224	0.023143987144302665	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000134330	0.47732753	0.12992384	0.0002388739174432	0.023143987144302665	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000115053	-0.11617101	0.031637385	0.0002407033015323	0.023143987144302665	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000124302	-0.36102283	0.098175794	0.0002357062927641	0.023143987144302665	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000137547	-0.33739585	0.09203754	0.0002465184817733	0.02346609428000043	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000152208	0.10245135	0.028018149	0.0002555760818927	0.024087413104322886	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000242485	-0.16086823	0.04402496	0.0002581628909771	0.0240926721491276	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000143494	0.25800472	0.07068249	0.0002620430905639	0.024217360961920044	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000177707	0.28623518	0.07857852	0.0002698302699667	0.024697253267432863	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000228495	0.18056323	0.049943235	0.0002999200651182	0.02668167383046865	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000165185	0.16964974	0.04686615	0.0002947418252906	0.02668167383046865	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000100823	-0.16810025	0.046476066	0.0002981283146969	0.02668167383046865	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000049323	0.29386285	0.08165264	0.0003195187469747	0.027719363578465356	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000136895	0.29491	0.08191589	0.000318025955376	0.027719363578465356	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000141030	-0.25269103	0.07022537	0.0003203204111389	0.027719363578465356	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000075539	0.21079366	0.05875759	0.0003338462024069	0.028629567573975504	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000089472	0.5147856	0.14373168	0.0003415307743865	0.029027066440938335	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000109586	0.2739608	0.07669287	0.0003540209528391	0.029822349115711445	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000184985	0.5048924	0.14158902	0.000362608127113	0.030005795088149812	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000111319	0.3031602	0.08506059	0.0003651764830911	0.030005795088149812	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000198899	-0.079177015	0.022217605	0.0003656552400699	0.030005795088149812	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000115091	-0.32964495	0.09259839	0.0003709361014101	0.030178980763442238	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000141736	0.3209323	0.090577416	0.0003953292709434	0.031891011272120545	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000197747	-0.12542094	0.03558876	0.0004248068607507	0.03398097905450348	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000117419	0.25373533	0.07289842	0.0005001607921386	0.03915978149595057	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000234690	-0.43249303	0.12436689	0.0005060041100958	0.03915978149595057	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000197061	-0.20616347	0.059216794	0.0004986072238041	0.03915978149595057	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000090861	-0.30586204	0.0878981	0.000501910964101	0.03915978149595057	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000204178	0.41417184	0.119390175	0.0005222801785059	0.0397726801535813	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000137876	-0.18638834	0.053716324	0.0005207217149853	0.0397726801535813	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000166508	-0.3016072	0.08709837	0.0005345177195216	0.04038154104861993	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000152348	0.23375864	0.06774527	0.0005594387972294	0.04193147961280833	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000182287	0.23534463	0.068287164	0.0005681165757012	0.04224923190702908	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000122376	0.3111438	0.090802714	0.0006112080608076	0.04475453485251957	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000186104	-0.7192123	0.20980406	0.0006080029386629	0.04475453485251957	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000167632	0.23761038	0.06946913	0.0006253512598316	0.045096353351037885	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000068383	0.38721624	0.11315775	0.0006218168756894	0.045096353351037885	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000112232	0.22410992	0.06561709	0.0006368377795535	0.0455793896509005	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000132128	-0.49026453	0.1438201	0.0006523172029614	0.04633886160439975	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000170579	0.16563562	0.048653025	0.0006630329236564	0.046720662652372666	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000188158	0.30829954	0.09060736	0.0006675081542938	0.046720662652372666	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000198963	0.5172986	0.15232076	0.0006835002569425	0.046807474430472354	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000289605	0.37380838	0.109985836	0.0006770804767923	0.046807474430472354	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000139514	-0.34552673	0.10172597	0.0006821810950137	0.046807474430472354	chr6	170552827	170553285
ENSG00000008018	PSMB1			ENSG00000171490	-0.24915339	0.07344974	0.000693434833823	0.04714861559400812	chr6	170552827	170553285
ENSG00000008196	TFAP2B	AP-2	AP-2	ENSG00000230876	0.10069671	0.01668803	1.598827060044231e-09	1.5219234784561036e-05	chr6	50818872	50819005
ENSG00000008441	NFIX	Nuclear factor 1	SMAD	ENSG00000186716	0.34293476	0.07422906	3.838274018419585e-06	0.04801300326565375	chr19	12995451	12995866
ENSG00000008441	NFIX	Nuclear factor 1	SMAD	ENSG00000198886	-0.075236075	0.01648846	5.043912518715595e-06	0.04801300326565375	chr19	13023980	13024265
ENSG00000009950	MLXIPL	bHLH-ZIP	bHLH	ENSG00000129757	0.42541882	0.08188403	2.04299208363192e-07	0.0019447241644092246	chr7	73624018	73624522
ENSG00000009950	MLXIPL	bHLH-ZIP	bHLH	ENSG00000241878	0.49857268	0.105614424	2.350489758754029e-06	0.0111871560067898	chr7	73624018	73624522
ENSG00000009954	BAZ1B			ENSG00000241743	-0.24487834	0.05246335	3.047269730523072e-06	0.029006960564849124	chr7	73522094	73522291
ENSG00000010244	ZNF207		C2H2 ZF	ENSG00000129636	-0.40992963	0.08340342	8.877253979893425e-07	0.016900516126921103	chr17	32350174	32350637
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000267041	0.6949253	0.08807356	3.015027369778973e-15	2.8700045532926046e-11	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000197928	0.5885481	0.099167064	2.939976293692877e-09	1.3992817169831249e-05	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000148296	0.41050205	0.08424468	1.100635353165321e-06	0.0034923159755935636	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000164182	0.27128428	0.060067024	6.291189538261447e-06	0.010877843794212796	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000169567	-0.12564214	0.027503949	4.9204985158956005e-06	0.010877843794212796	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000147677	0.14482561	0.032434266	7.999254812426682e-06	0.010877843794212796	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000148680	-0.6354699	0.1420254	7.664770635794271e-06	0.010877843794212796	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000115541	-0.14074461	0.03219917	1.2364274484540188e-05	0.014711941102292257	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000170681	0.45046994	0.10817296	3.12242191034956e-05	0.033024815738463845	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000110888	-0.37553275	0.0921528	4.599269175724549e-05	0.04378044328372198	chr16	3234926	3235157
ENSG00000010803	SCMH1		Unknown	ENSG00000198830	0.45082703	0.08300085	5.5852631461026794e-08	0.0010633223977550281	chr1	41160713	41160902
ENSG00000010803	SCMH1		Unknown	ENSG00000143033	0.265754	0.055576812	1.7378172764598803e-06	0.01239787240905713	chr1	41160713	41160902
ENSG00000010803	SCMH1		Unknown	ENSG00000147246	0.4593929	0.09655941	1.958893252703929e-06	0.01239787240905713	chr1	41160713	41160902
ENSG00000010803	SCMH1		Unknown	ENSG00000111145	-0.5752079	0.122391306	2.604868664577609e-06	0.01239787240905713	chr1	41161088	41161438
ENSG00000010803	SCMH1		Unknown	ENSG00000112473	0.3056876	0.069011405	9.44417349436612e-06	0.029966362497623703	chr1	41161088	41161438
ENSG00000010803	SCMH1		Unknown	ENSG00000214941	0.31050277	0.06956422	8.061598432548161e-06	0.029966362497623703	chr1	41161088	41161438
