intended_target_name	tf_gene_symbol	tf_family	tf_dbd	gene_id	log2_fc	log2_fc_std	p_value	fdr_bh	intended_target_chr	intended_target_start	intended_target_end
ENSG00000010030	ETV7	Ets-related	Ets	ENSG00000106638	-0.5065688	0.11425852	9.270182669845771e-06	0.02221135767695047	chr6	36387625	36387679
ENSG00000010030	ETV7	Ets-related	Ets	ENSG00000125870	0.2128414	0.04654339	4.808648961318938e-06	0.02221135767695047	chr6	36387625	36387679
ENSG00000010030	ETV7	Ets-related	Ets	ENSG00000113384	0.2070104	0.04878993	2.2065787576556166e-05	0.04229570162674286	chr6	36387625	36387679
ENSG00000010030	ETV7	Ets-related	Ets	ENSG00000129128	-0.2356174	0.056240126	2.7958350154902807e-05	0.04465880464743142	chr6	36387625	36387679
ENSG00000010244	ZNF207		C2H2 ZF	ENSG00000233593	0.8129162	0.17321613	2.691291777546226e-06	0.036731380372993484	chr17	32350174	32350637
ENSG00000010244	ZNF207		C2H2 ZF	ENSG00000177853	-0.25805858	0.055853684	3.832573077315681e-06	0.036731380372993484	chr17	32350174	32350637
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000197928	0.6167987	0.09228416	2.3299909624490084e-11	2.2330633384111297e-07	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000130396	-0.1638164	0.027569553	2.8168215626991393e-09	1.3498208928454275e-05	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000196724	0.6269624	0.10686571	4.442190419736797e-09	1.4191317660919155e-05	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000289605	-0.7915448	0.13782385	9.292438956567516e-09	2.226468373993577e-05	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000286046	-0.8402155	0.14996105	2.10805818814218e-08	4.040725935030931e-05	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000075213	-0.33141294	0.06510681	3.5750528733987417e-07	0.0005193942021670824	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000213988	-0.30683085	0.06041125	3.793572010819675e-07	0.0005193942021670824	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000255367	-0.51653796	0.11004968	2.6833339075995186e-06	0.003214634021304223	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000145349	0.1364641	0.031430777	1.4136201425764683e-05	0.013548135446452872	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000291130	-0.30716377	0.07040511	1.2840515238398791e-05	0.013548135446452872	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000198840	0.1091919	0.025317533	1.6112940662982583e-05	0.014038765755820463	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000156502	-0.44183344	0.10310977	1.8267461083121943e-05	0.01407410953742394	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000179988	0.51710397	0.12095232	1.909050751111344e-05	0.01407410953742394	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000124942	0.17737335	0.042216625	2.651468040122043e-05	0.018151192640378327	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000137309	-0.10295104	0.024877127	3.4976440726536055e-05	0.02196018628765682	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000235139	-0.5204645	0.1261618	3.701345501030553e-05	0.02196018628765682	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000267383	-0.2067338	0.05025611	3.89527511362861e-05	0.02196018628765682	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000115421	0.28550044	0.06999089	4.5208697258922026e-05	0.024071119696083818	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000133703	0.22371572	0.055094853	4.89559856522227e-05	0.02469442981531065	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000174718	0.15701492	0.03900752	5.6915301333224886e-05	0.027273812398881363	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000018510	-0.18723065	0.04824666	0.0001041576172296	0.04753555254897555	chr16	3234926	3235157
ENSG00000010539	ZNF200		C2H2 ZF	ENSG00000106701	0.19368981	0.050166693	0.0001129589038311	0.049209006105330105	chr16	3234926	3235157
ENSG00000010803	SCMH1		Unknown	ENSG00000143256	0.32893282	0.05584044	3.848319704674647e-09	7.376459209920363e-05	chr1	41160713	41160902
ENSG00000010818	HIVEP2		C2H2 ZF	ENSG00000033170	-0.1896908	0.03507439	6.364616633490709e-08	0.0006099848581537496	chr6	142944844	142945215
ENSG00000010818	HIVEP2		C2H2 ZF	ENSG00000291069	0.5307827	0.11159878	1.9730094747164644e-06	0.0091297263341713	chr6	142944844	142945215
ENSG00000010818	HIVEP2		C2H2 ZF	ENSG00000187109	0.09905423	0.021161892	2.857802483567811e-06	0.0091297263341713	chr6	142944844	142945215
ENSG00000011007	TCEB3			ENSG00000249532	-0.5914028	0.06931536	1.4376366849949398e-17	1.3778309988991502e-13	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000163249	-0.5800718	0.077048086	5.124856382993928e-14	2.4558311787306903e-10	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000249487	-0.82659066	0.11453423	5.315684538025565e-13	1.6981840204145671e-09	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000092841	-0.16547422	0.027214576	1.1991806990966003e-09	2.8732369550354545e-06	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000125864	0.6608683	0.11356802	5.915099615811601e-09	1.1338062943587676e-05	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000137073	-0.28646314	0.04951955	7.2577367198420115e-09	1.1593024787160974e-05	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000283674	-0.13681848	0.025045289	4.685676909626902e-08	6.41536107169489e-05	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000140416	-0.29272684	0.05574935	1.514669764441925e-07	0.00018145743778014262	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000149256	0.21037655	0.04094951	2.7847364763641325e-07	0.0002965434932163761	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000163637	0.38402152	0.07913808	1.2188369712984282e-06	0.0011681333532924136	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000164318	-0.19562304	0.04081775	1.646359197968995e-06	0.001434427868484986	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000196182	-0.6588689	0.13960932	2.3656911197757087e-06	0.0018893986409941994	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000164292	-0.26876014	0.05733056	2.760182103792526e-06	0.002034891175595967	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000049192	0.5436613	0.11712144	3.4528760409032115e-06	0.00236374028400117	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000261404	0.66981125	0.14807591	6.084492897363396e-06	0.0038875853285553854	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000134333	-0.18774027	0.042226803	8.748489557830897e-06	0.005240345245140708	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000151150	0.21552958	0.049029253	1.1029523258323015e-05	0.006218055935751046	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000189171	-0.19391023	0.04459154	1.3701686086821309e-05	0.006911418918741865	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000150625	0.26557845	0.060932495	1.3091617211883825e-05	0.006911418918741865	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000175893	-0.40477702	0.09345555	1.482820581404631e-05	0.007105676226090991	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000133112	-0.08638613	0.020046832	1.6383420789224942e-05	0.007477081183044374	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000051382	-0.28665265	0.06671074	1.7316474129043353e-05	0.0075436858205796134	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000198804	0.07041735	0.016441973	1.845725944396252e-05	0.007691059761345077	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000138336	0.16346714	0.03827463	1.946854579384557e-05	0.007774439287008998	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000173226	0.2456718	0.058177684	2.4130296834896616e-05	0.009250590594625968	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000170889	-0.08991872	0.021359568	2.556386387835285e-05	0.009423233515774374	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000142192	0.1465464	0.035112415	2.997778287051523e-05	0.010260966822536355	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000289084	0.49060923	0.11732569	2.894636890354337e-05	0.010260966822536355	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000291130	-0.34648368	0.08336095	3.2326352964687624e-05	0.010683302303916077	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000163251	-0.38203967	0.09273958	3.797130832988162e-05	0.011512689984063882	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000021826	0.52212363	0.12693928	3.902518628192108e-05	0.011512689984063882	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000112293	0.5224431	0.12702003	3.9042051061523306e-05	0.011512689984063882	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000234787	-0.21657135	0.05269937	3.964094005364234e-05	0.011512689984063882	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000223725	0.6808216	0.16821502	5.180533123932359e-05	0.014603008664637568	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000164418	0.42382294	0.10515276	5.564762731007867e-05	0.0152379102897084	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000284606	-0.24334918	0.0610379	6.695531885322214e-05	0.01782499377470225	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000164587	-0.08522144	0.02153491	7.578207387149106e-05	0.01795379857428127	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000186153	-0.24613172	0.06211604	7.418455650043476e-05	0.01795379857428127	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000135698	0.25109667	0.06347709	7.630923923674067e-05	0.01795379857428127	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000275066	0.24472058	0.061744254	7.387274644195667e-05	0.01795379857428127	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000185753	0.4706448	0.11902539	7.680569089581928e-05	0.01795379857428127	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000156026	0.18246153	0.046229836	7.919107024291655e-05	0.018070648028764576	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000090097	-0.40830457	0.10389574	8.49652156133275e-05	0.018865100650853218	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000135404	-0.10106845	0.025747731	8.660939363914249e-05	0.018865100650853218	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000147869	-0.5786661	0.14805269	9.28654759136826e-05	0.019778282692371866	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000158710	-0.31999895	0.08239544	0.0001028801114991	0.021434847578421182	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000143303	0.64340985	0.16729987	0.00012013631109	0.02449758309545872	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000165283	-0.13551188	0.035386145	0.0001283944441043	0.025636090672825237	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000066651	0.15489103	0.040553868	0.0001337821038116	0.02570694690982144	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000127989	0.31932437	0.0836195	0.000134113871608	0.02570694690982144	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000188517	0.5685893	0.14923997	0.0001390230871203	0.026125436607077553	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000111640	-0.1288608	0.033899	0.0001439298710728	0.026527382391571444	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000140545	0.182699	0.048465103	0.0001634425686504	0.02955535052727233	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000108107	-0.08473381	0.022520294	0.0001681876546209	0.029850194109013066	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000005194	0.25731936	0.06875239	0.0001820556852898	0.031724030687589874	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000243276	-0.33579153	0.08994168	0.0001888851195454	0.03232633903076988	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000143799	0.18976064	0.050944168	0.000195412214335	0.03285667828397614	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000130203	-0.10733057	0.028850235	0.0001990125915836	0.03288511513340038	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000088986	-0.12126566	0.032705937	0.0002091033410338	0.033966888482507444	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000185630	0.13527432	0.03680806	0.000237730168218	0.03406326457129706	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000143183	-0.23349072	0.06359777	0.0002412569129015	0.03406326457129706	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000069275	-0.09315049	0.025164971	0.0002142499811397	0.03406326457129706	chr1	23743462	23743869
ENSG00000011007	TCEB3			ENSG00000168374	0.14151141	0.03853577	0.0002404629047763	0.03406326457129706	chr1	23743462	23743869
