pattern_id	TF_name	peak_chr	peak_start	peak_end	peak_summit	signalValue	ElementName	ElementChr	ElementStart	ElementEnd	ElementClass	GeneSymbol	GeneEnsemblID	Score	isSelfPromoter
0	CTCF	chr1	3319886	3320315	3320213	3.55649	chr1:3319885-3320385	chr1	3319885	3320385	genic	PRDM16	ENSG00000142611	0.266106651186527	False
0	CTCF	chr1	3319886	3320315	3320213	3.55649	chr1:3319885-3320385	chr1	3319885	3320385	genic	ARHGEF16	ENSG00000130762	0.194961386279282	False
0	CTCF	chr1	3329946	3330262	3330001	2.26365	chr1:3329575-3330075	chr1	3329575	3330075	genic	ARHGEF16	ENSG00000130762	0.204124718725871	False
0	CTCF	chr1	3329946	3330262	3330001	2.26365	chr1:3329575-3330075	chr1	3329575	3330075	genic	PRDM16	ENSG00000142611	0.293100708964156	False
0	CTCF	chr1	3348479	3349863	3349769	2.98507	chr1:3349002-3350085	chr1	3349002	3350085	genic	PRDM16	ENSG00000142611	0.528745603291622	False
0	CTCF	chr1	3348479	3349863	3349769	2.98507	chr1:3349002-3350085	chr1	3349002	3350085	genic	ARHGEF16	ENSG00000130762	0.473517755301589	False
0	CTCF	chr1	3348479	3349863	3349769	2.98507	chr1:3348368-3348868	chr1	3348368	3348868	genic	PRDM16	ENSG00000142611	0.322979089385136	False
0	CTCF	chr1	3348479	3349863	3349769	2.98507	chr1:3348368-3348868	chr1	3348368	3348868	genic	ARHGEF16	ENSG00000130762	0.212230857380283	False
0	CTCF	chr1	3410117	3410551	3410452	8.43585	chr1:3410093-3410593	chr1	3410093	3410593	genic	ARHGEF16	ENSG00000130762	0.18602596391859	False
0	CTCF	chr1	3410117	3410551	3410452	8.43585	chr1:3410093-3410593	chr1	3410093	3410593	genic	PRDM16	ENSG00000142611	0.33756964626444	False
0	CTCF	chr1	3424185	3425041	3424701	3.5023	chr1:3424610-3425110	chr1	3424610	3425110	genic	PRDM16	ENSG00000142611	0.311837130905722	False
0	CTCF	chr1	3424185	3425041	3424701	3.5023	chr1:3424610-3425110	chr1	3424610	3425110	genic	ARHGEF16	ENSG00000130762	0.205468435717207	False
0	CTCF	chr1	3453117	3453619	3453489	5.93525	chr1:3453070-3453904	chr1	3453070	3453904	intergenic	PRDM16	ENSG00000142611	0.363378053655693	False
0	CTCF	chr1	3453117	3453619	3453489	5.93525	chr1:3453070-3453904	chr1	3453070	3453904	intergenic	ARHGEF16	ENSG00000130762	0.754735355925896	False
0	CTCF	chr1	3471346	3472155	3471782	10.2902	chr1:3471353-3472177	chr1	3471353	3472177	genic	ARHGEF16	ENSG00000130762	0.315551658033385	False
0	CTCF	chr1	3483775	3484216	3484130	4.22265	chr1:3483785-3484285	chr1	3483785	3484285	intergenic	ARHGEF16	ENSG00000130762	0.271283574534616	False
0	CTCF	chr1	3491207	3491894	3491559	5.95041	chr1:3491164-3491664	chr1	3491164	3491664	genic	ARHGEF16	ENSG00000130762	0.358246055267763	False
0	CTCF	chr1	3565516	3565743	3565608	3.44037	chr1:3565168-3565668	chr1	3565168	3565668	genic	ARHGEF16	ENSG00000130762	0.179602036053933	False
0	CTCF	chr1	3618888	3619352	3619019	6.70927	chr1:3618944-3619444	chr1	3618944	3619444	intergenic	MEGF6	ENSG00000162591	0.395210770675053	False
0	CTCF	chr1	3618888	3619352	3619019	6.70927	chr1:3618944-3619444	chr1	3618944	3619444	intergenic	TPRG1L	ENSG00000158109	0.476434472856345	False
0	CTCF	chr1	3649783	3650349	3650005	9.62733	chr1:3649857-3650367	chr1	3649857	3650367	promoter	WRAP73	ENSG00000116213	0.956689565738403	True
0	CTCF	chr1	3856813	3857697	3857311	11.9908	chr1:3856464-3857947	chr1	3856464	3857947	promoter	DFFB	ENSG00000169598	0.887372866149261	True
0	CTCF	chr1	3856813	3857697	3857311	11.9908	chr1:3856464-3857947	chr1	3856464	3857947	promoter	CEP104	ENSG00000116198	0.675282572503542	True
0	CTCF	chr1	5980346	5981173	5980497	6.32911	chr1:5980367-5980867	chr1	5980367	5980867	genic	NPHP4	ENSG00000131697	0.180595189139357	False
0	CTCF	chr1	5999756	6000334	6000125	3.52332	chr1:5999771-6000271	chr1	5999771	6000271	intergenic	KCNAB2	ENSG00000069424	0.323034600553393	False
0	CTCF	chr1	6109062	6109212	6109135	3.13316	chr1:6108783-6109283	chr1	6108783	6109283	genic	KCNAB2	ENSG00000069424	0.194798502726284	False
0	CTCF	chr1	6171496	6171955	6171821	9.04523	chr1:6171448-6171948	chr1	6171448	6171948	genic	KCNAB2	ENSG00000069424	0.185477055275961	False
0	CTCF	chr1	6205070	6205640	6205195	4.55179	chr1:6204790-6205577	chr1	6204790	6205577	intergenic	RPL22	ENSG00000116251	0.538914341068921	False
0	CTCF	chr1	6205070	6205640	6205195	4.55179	chr1:6204790-6205577	chr1	6204790	6205577	intergenic	RNF207	ENSG00000158286	0.811569721472137	False
0	CTCF	chr1	6246641	6247073	6246754	4.10023	chr1:6246644-6247144	chr1	6246644	6247144	intergenic	GPR153	ENSG00000158292	0.593339785568233	False
0	CTCF	chr1	6280784	6280958	6280864	3.51262	chr1:6280730-6281230	chr1	6280730	6281230	genic	GPR153	ENSG00000158292	0.291310397025871	False
0	CTCF	chr1	6343404	6343803	6343502	7.18816	chr1:6343384-6343884	chr1	6343384	6343884	genic	GPR153	ENSG00000158292	0.200849493317667	False
0	CTCF	chr1	6438020	6438377	6438098	4.57604	chr1:6437994-6438494	chr1	6437994	6438494	genic	TNFRSF25	ENSG00000215788	0.3763965501734	False
0	CTCF	chr1	6475488	6475647	6475567	3.34129	chr1:6475456-6475956	chr1	6475456	6475956	genic	TNFRSF25	ENSG00000215788	0.653984887871129	False
0	CTCF	chr1	6486403	6486844	6486524	6.03291	chr1:6486385-6486885	chr1	6486385	6486885	genic	TNFRSF25	ENSG00000215788	0.673032678758402	False
0	CTCF	chr1	6486403	6486844	6486524	6.03291	chr1:6486385-6486885	chr1	6486385	6486885	genic	NOL9	ENSG00000162408	0.196414643980641	False
0	CTCF	chr1	6489795	6490888	6490185	5.0655	chr1:6489809-6490309	chr1	6489809	6490309	genic	TNFRSF25	ENSG00000215788	0.570102038142782	False
0	CTCF	chr1	6489795	6490888	6490185	5.0655	chr1:6490395-6490895	chr1	6490395	6490895	genic	NOL9	ENSG00000162408	0.185785669147998	False
0	CTCF	chr1	6489795	6490888	6490185	5.0655	chr1:6490395-6490895	chr1	6490395	6490895	genic	TNFRSF25	ENSG00000215788	0.629195138394193	False
0	CTCF	chr1	6554117	6554875	6554453	13.0293	chr1:6554042-6554848	chr1	6554042	6554848	promoter	NOL9	ENSG00000162408	0.990815847223965	True
0	CTCF	chr1	6634529	6635011	6634668	7.42459	chr1:6634532-6635032	chr1	6634532	6635032	genic	THAP3	ENSG00000041988	0.31955921695888	False
0	CTCF	chr1	6701485	6702196	6701993	9.5791	chr1:6701312-6702156	chr1	6701312	6702156	promoter	DNAJC11	ENSG00000007923	0.974073637550667	True
0	CTCF	chr1	6720003	6720153	6720132	3.78708	chr1:6719934-6720434	chr1	6719934	6720434	intergenic	DNAJC11	ENSG00000007923	0.251265988972533	False
0	CTCF	chr1	6889881	6890053	6889959	4.8691	chr1:6889841-6890341	chr1	6889841	6890341	intergenic	VAMP3	ENSG00000049245	0.188449228640525	False
0	CTCF	chr1	7070207	7070775	7070445	7.8341	chr1:7070326-7070826	chr1	7070326	7070826	intergenic	VAMP3	ENSG00000049245	0.195653641379521	False
0	CTCF	chr1	8848682	8849361	8848998	8.30325	chr1:8848803-8849303	chr1	8848803	8849303	intergenic	RERE	ENSG00000142599	0.267036345396382	False
0	CTCF	chr1	9110778	9111277	9111107	8.18966	chr1:9110729-9111229	chr1	9110729	9111229	genic	GPR157	ENSG00000180758	0.292064535273849	False
0	CTCF	chr1	9181484	9181882	9181582	4.54545	chr1:9181185-9181685	chr1	9181185	9181685	genic	GPR157	ENSG00000180758	0.179213537961455	False
0	CTCF	chr1	9181484	9181882	9181582	4.54545	chr1:9181185-9181685	chr1	9181185	9181685	genic	MIR34AHG	ENSG00000228526	0.672174471865918	False
0	CTCF	chr1	9234189	9235403	9234516	7.69231	chr1:9234452-9235238	chr1	9234452	9235238	promoter	H6PD	ENSG00000049239	0.96271832263833	True
0	CTCF	chr1	9267085	9267466	9267180	3.9758	chr1:9267004-9267504	chr1	9267004	9267504	genic	H6PD	ENSG00000049239	0.406459250652832	False
0	CTCF	chr1	9267085	9267466	9267180	3.9758	chr1:9267004-9267504	chr1	9267004	9267504	genic	SPSB1	ENSG00000171621	0.634017012805408	False
0	CTCF	chr1	9322806	9323275	9322917	7.38255	chr1:9322823-9323323	chr1	9322823	9323323	genic	SPSB1	ENSG00000171621	0.433702660744351	False
0	CTCF	chr1	9455770	9456149	9456065	4.74138	chr1:9455716-9456216	chr1	9455716	9456216	intergenic	SPSB1	ENSG00000171621	0.207749020846463	False
0	CTCF	chr1	9491287	9491522	9491406	4.62725	chr1:9490992-9491492	chr1	9490992	9491492	intergenic	SPSB1	ENSG00000171621	0.210538007530846	False
0	CTCF	chr1	9495275	9495583	9495429	4.17755	chr1:9495160-9495660	chr1	9495160	9495660	intergenic	SPSB1	ENSG00000171621	0.202287111494065	False
0	CTCF	chr1	9588363	9588954	9588715	8.51986	chr1:9588449-9589123	chr1	9588449	9589123	promoter	TMEM201	ENSG00000188807	0.989048210412135	True
0	CTCF	chr1	9626923	9627501	9627287	7.33198	chr1:9626903-9627403	chr1	9626903	9627403	intergenic	PIK3CD	ENSG00000171608	0.356535513546265	False
0	CTCF	chr1	9721715	9721889	9721805	4.34783	chr1:9721686-9722186	chr1	9721686	9722186	genic	PIK3CD	ENSG00000171608	0.247589814560001	False
0	CTCF	chr1	9724971	9725395	9725086	6.27803	chr1:9724926-9725426	chr1	9724926	9725426	genic	PIK3CD	ENSG00000171608	0.184412219625886	False
0	CTCF	chr1	9874866	9875666	9875228	6.58307	chr1:9874832-9875332	chr1	9874832	9875332	genic	CLSTN1	ENSG00000171603	0.225488945715613	False
0	CTCF	chr1	10209926	10210809	10210309	12.3167	chr1:10210184-10211313	chr1	10210184	10211313	promoter	KIF1B	ENSG00000054523	0.987711521362318	True
0	CTCF	chr1	10430180	10431012	10430584	11.3369	chr1:10429851-10430990	chr1	10429851	10430990	promoter	CENPS-CORT	ENSG00000251503	0.97636678679231	True
0	CTCF	chr1	10494660	10495206	10494954	6.19469	chr1:10494588-10495467	chr1	10494588	10495467	genic	CASZ1	ENSG00000130940	0.199793497239429	False
0	CTCF	chr1	10507415	10507866	10507512	6.85225	chr1:10507388-10507888	chr1	10507388	10507888	genic	CASZ1	ENSG00000130940	0.217026653988678	False
0	CTCF	chr1	10530257	10531139	10530613	7.12946	chr1:10530236-10530736	chr1	10530236	10530736	genic	CASZ1	ENSG00000130940	0.193318020826515	False
0	CTCF	chr1	10788685	10789085	10788792	6.55226	chr1:10788664-10789164	chr1	10788664	10789164	genic	CASZ1	ENSG00000130940	0.518844170178027	False
0	CTCF	chr1	10866578	10867455	10867097	5.47945	chr1:10866773-10867525	chr1	10866773	10867525	intergenic	CASZ1	ENSG00000130940	0.387711069074578	False
0	CTCF	chr1	10960941	10961386	10961069	8.35073	chr1:10960923-10961681	chr1	10960923	10961681	genic	CASZ1	ENSG00000130940	0.183305438288518	False
0	CTCF	chr1	11645899	11646136	11646018	4.68019	chr1:11645632-11646132	chr1	11645632	11646132	intergenic	FBXO2	ENSG00000116661	0.332975931175506	False
0	CTCF	chr1	11719710	11719868	11719808	3.24607	chr1:11719255-11720188	chr1	11719255	11720188	genic	AGTRAP	ENSG00000177674	0.306688192543217	False
0	CTCF	chr1	11785072	11785587	11785419	3.33681	chr1:11785058-11785558	chr1	11785058	11785558	genic	C1orf167	ENSG00000215910	0.561070403316305	False
0	CTCF	chr1	11803363	11803973	11803628	4.84406	chr1:11803399-11803899	chr1	11803399	11803899	genic	MTHFR	ENSG00000177000	0.575815528869993	False
0	CTCF	chr1	11803363	11803973	11803628	4.84406	chr1:11803399-11803899	chr1	11803399	11803899	genic	NPPA	ENSG00000175206	0.189765320820032	False
0	CTCF	chr1	11803363	11803973	11803628	4.84406	chr1:11803399-11803899	chr1	11803399	11803899	genic	CLCN6	ENSG00000011021	0.574539319601033	False
0	CTCF	chr1	11803363	11803973	11803628	4.84406	chr1:11803399-11803899	chr1	11803399	11803899	genic	C1orf167	ENSG00000215910	0.704073632105055	False
0	CTCF	chr1	11803363	11803973	11803628	4.84406	chr1:11803399-11803899	chr1	11803399	11803899	genic	AGTRAP	ENSG00000177674	0.304369795346786	False
0	CTCF	chr1	11893870	11894303	11894213	5.0	chr1:11893879-11894379	chr1	11893879	11894379	intergenic	KIAA2013	ENSG00000116685	0.227882279257181	False
0	CTCF	chr1	11893870	11894303	11894213	5.0	chr1:11893879-11894379	chr1	11893879	11894379	intergenic	NPPB	ENSG00000120937	0.373593898933514	False
0	CTCF	chr1	12208761	12209223	12208902	9.05172	chr1:12208783-12209283	chr1	12208783	12209283	genic	VPS13D	ENSG00000048707	0.309518795032455	False
0	CTCF	chr1	12229759	12230745	12230119	9.96979	chr1:12229748-12230288	chr1	12229748	12230288	promoter	VPS13D	ENSG00000048707	0.99039624462231	True
0	CTCF	chr1	12276273	12276423	12276345	3.34129	chr1:12276217-12276717	chr1	12276217	12276717	genic	DHRS3	ENSG00000162496	0.238646372092905	False
0	CTCF	chr1	12619762	12620152	12619843	2.69695	chr1:12619758-12620258	chr1	12619758	12620258	intergenic	DHRS3	ENSG00000162496	0.934542748874928	False
0	CTCF	chr1	14731821	14732267	14731996	6.55738	chr1:14731830-14732330	chr1	14731830	14732330	genic	KAZN	ENSG00000189337	0.177512211089286	False
0	CTCF	chr1	15027665	15028460	15027802	5.56845	chr1:15027435-15027935	chr1	15027435	15027935	genic	KAZN	ENSG00000189337	0.205376628966245	False
0	CTCF	chr1	15027665	15028460	15027802	5.56845	chr1:15027973-15028473	chr1	15027973	15028473	genic	KAZN	ENSG00000189337	0.195880151320408	False
0	CTCF	chr1	15128504	15128990	15128600	8.15534	chr1:15128467-15128967	chr1	15128467	15128967	intergenic	TMEM51	ENSG00000171729	0.182871696855684	False
0	CTCF	chr1	15152269	15152923	15152368	3.65009	chr1:15152319-15153268	chr1	15152319	15153268	promoter	TMEM51	ENSG00000171729	0.991391722649751	True
0	CTCF	chr1	15153282	15154157	15154058	3.49781	chr1:15153426-15155122	chr1	15153426	15155122	promoter	TMEM51	ENSG00000171729	0.99052267510054	True
0	CTCF	chr1	15226493	15227110	15226950	9.79021	chr1:15226248-15227642	chr1	15226248	15227642	intergenic	FHAD1	ENSG00000142621	0.384177366630922	False
0	CTCF	chr1	15741298	15741821	15741664	8.17717	chr1:15741084-15741813	chr1	15741084	15741813	genic	SLC25A34	ENSG00000162461	0.848120212219585	False
0	CTCF	chr1	15741298	15741821	15741664	8.17717	chr1:15741084-15741813	chr1	15741084	15741813	genic	PLEKHM2	ENSG00000116786	0.267931594675517	False
0	CTCF	chr1	15741298	15741821	15741664	8.17717	chr1:15741084-15741813	chr1	15741084	15741813	genic	FBLIM1	ENSG00000162458	0.454771035314487	False
0	CTCF	chr1	15792195	15792398	15792292	5.42373	chr1:15791915-15792415	chr1	15791915	15792415	intergenic	FBLIM1	ENSG00000162458	0.323914849078615	False
0	CTCF	chr1	16032760	16033312	16033108	12.0894	chr1:16032766-16033266	chr1	16032766	16033266	genic	HSPB7	ENSG00000173641	0.286294380112045	False
0	CTCF	chr1	16032760	16033312	16033108	12.0894	chr1:16032766-16033266	chr1	16032766	16033266	genic	CLCNKA	ENSG00000186510	0.577955633644077	False
0	CTCF	chr1	16055950	16056591	16056164	10.8553	chr1:16056034-16056534	chr1	16056034	16056534	genic	CLCNKA	ENSG00000186510	0.186501841797606	False
0	CTCF	chr1	16440339	16440986	16440533	10.8247	chr1:16440120-16441517	chr1	16440120	16441517	promoter	NECAP2	ENSG00000157191	0.93895709046061	True
0	CTCF	chr1	16620904	16621558	16621084	8.26772	chr1:16620937-16621437	chr1	16620937	16621437	intergenic	CROCC	ENSG00000058453	0.298587097618184	False
0	CTCF	chr1	16620904	16621558	16621084	8.26772	chr1:16620937-16621437	chr1	16620937	16621437	intergenic	NBPF1	ENSG00000219481	0.667210788758054	False
0	CTCF	chr1	16620904	16621558	16621084	8.26772	chr1:16620937-16621437	chr1	16620937	16621437	intergenic	MFAP2	ENSG00000117122	0.17890693946685	False
0	CTCF	chr1	16921488	16922090	16921734	7.42188	chr1:16921619-16922199	chr1	16921619	16922199	promoter	CROCC	ENSG00000058453	0.995350364845486	True
0	CTCF	chr1	16951533	16952058	16951950	8.75912	chr1:16951575-16952075	chr1	16951575	16952075	genic	MFAP2	ENSG00000117122	0.493534824705234	False
0	CTCF	chr1	16951533	16952058	16951950	8.75912	chr1:16951575-16952075	chr1	16951575	16952075	genic	CROCC	ENSG00000058453	0.29799423139582	False
0	CTCF	chr1	16963392	16963904	16963536	5.64827	chr1:16963408-16963908	chr1	16963408	16963908	genic	CROCC	ENSG00000058453	0.266718844198547	False
0	CTCF	chr1	16963392	16963904	16963536	5.64827	chr1:16963408-16963908	chr1	16963408	16963908	genic	MFAP2	ENSG00000117122	0.595671422368837	False
0	CTCF	chr1	17406037	17406590	17406436	8.38323	chr1:17406105-17406605	chr1	17406105	17406605	intergenic	RCC2	ENSG00000179051	0.457351235027079	False
0	CTCF	chr1	17419734	17420194	17420091	4.86486	chr1:17419806-17420306	chr1	17419806	17420306	genic	RCC2	ENSG00000179051	0.567372913706096	False
0	CTCF	chr1	17439734	17440072	17439970	3.98126	chr1:17439504-17440089	chr1	17439504	17440089	promoter	RCC2	ENSG00000179051	0.993099993663407	True
0	CTCF	chr1	17653786	17654208	17654079	5.41761	chr1:17653688-17654188	chr1	17653688	17654188	genic	ARHGEF10L	ENSG00000074964	0.23120130802606	False
0	CTCF	chr1	17661500	17661927	17661650	4.32809	chr1:17661532-17662032	chr1	17661532	17662032	genic	ARHGEF10L	ENSG00000074964	0.199961805097657	False
0	CTCF	chr1	17680179	17680329	17680284	2.67261	chr1:17680139-17680639	chr1	17680139	17680639	genic	ARHGEF10L	ENSG00000074964	0.202892365494788	False
0	CTCF	chr1	17696421	17696854	17696719	4.93421	chr1:17696344-17696844	chr1	17696344	17696844	genic	ARHGEF10L	ENSG00000074964	0.236385420109999	False
0	CTCF	chr1	18913035	18913513	18913154	8.4317	chr1:18913007-18913507	chr1	18913007	18913507	genic	IFFO2	ENSG00000169991	0.187029137748912	False
0	CTCF	chr1	18913035	18913513	18913154	8.4317	chr1:18913007-18913507	chr1	18913007	18913507	genic	ALDH4A1	ENSG00000159423	0.432447470944987	False
0	CTCF	chr1	19241460	19241615	19241533	4.69974	chr1:19241186-19241686	chr1	19241186	19241686	genic	EMC1	ENSG00000127463	0.185764466668238	False
0	CTCF	chr1	19653579	19654134	19653813	6.01719	chr1:19653401-19654194	chr1	19653401	19654194	genic	TMCO4	ENSG00000162542	0.184200606777561	False
0	CTCF	chr1	19704429	19704914	19704548	10.4121	chr1:19704444-19704944	chr1	19704444	19704944	genic	TMCO4	ENSG00000162542	0.351400586210254	False
0	CTCF	chr1	19715461	19715981	19715840	15.917	chr1:19715500-19716000	chr1	19715500	19716000	genic	TMCO4	ENSG00000162542	0.319697912076524	False
0	CTCF	chr1	19882076	19882950	19882448	8.62656	chr1:19882144-19882971	chr1	19882144	19882971	promoter	OTUD3	ENSG00000169914	0.965613677844359	True
0	CTCF	chr1	20430402	20430557	20430476	4.32809	chr1:20430365-20430865	chr1	20430365	20430865	intergenic	CAMK2N1	ENSG00000162545	0.208127829531429	False
0	CTCF	chr1	20493720	20494160	20494015	4.0201	chr1:20493689-20494189	chr1	20493689	20494189	intergenic	CAMK2N1	ENSG00000162545	0.737294530684381	False
0	CTCF	chr1	20696421	20697385	20696800	12.4884	chr1:20696402-20697505	chr1	20696402	20697505	genic	DDOST	ENSG00000244038	0.314190807264866	False
0	CTCF	chr1	21217532	21218340	21217958	4.89978	chr1:21217169-21218313	chr1	21217169	21218313	genic	ECE1	ENSG00000117298	0.36982161386491	False
0	CTCF	chr1	21255139	21255657	21255295	6.82226	chr1:21255171-21255671	chr1	21255171	21255671	genic	ECE1	ENSG00000117298	0.472766023973035	False
0	CTCF	chr1	21270380	21270571	21270472	2.61194	chr1:21270105-21270605	chr1	21270105	21270605	genic	ECE1	ENSG00000117298	0.315595456491581	False
0	CTCF	chr1	21302599	21303055	21302738	5.82524	chr1:21302018-21303120	chr1	21302018	21303120	intergenic	ECE1	ENSG00000117298	0.407453857023152	False
