guide_id	n_cells_detected	frac_cells_detected	n_cells_assigned	frac_cells_assigned	total_umi	mean_umi	median_umi	std_umi	max_umi	total_cells	label	gene_name
non-targeting_00289	1417	0.0013446319105729632	46	4.365071833899527e-05	14300.0	10.091743119266056	1.0	66.08753670464971	1226.0	1053820	non_targeting	
non-targeting_00293	364	0.0003454100320737887	19	1.8029644531324135e-05	2595.0	7.1291208791208796	1.0	10.481397875519692	85.0	1053820	non_targeting	
non-targeting_00296	5780	0.00548480765216071	111	0.00010533108120931469	70945.0	12.274221453287197	1.0	110.74512522486968	2811.0	1053820	non_targeting	
non-targeting_00298	14201	0.013475735894175476	276	0.00026190431003397167	203487.0	14.329061333708895	1.0	128.903688016276	2825.0	1053820	non_targeting	
non-targeting_00306	576	0.0005465829078969843	45	4.27017896794519e-05	5508.0	9.5625	1.0	45.06607321324004	901.0	1053820	non_targeting	
non-targeting_00316	158	0.00014993072820785333	0	0.0	454.0	2.8734177215189876	1.0	3.350295995264968	21.0	1053820	non_targeting	
non-targeting_00320	7194	0.006826592776755043	88	8.350572203981705e-05	61575.0	8.559216013344454	1.0	101.17896161396537	4367.0	1053820	non_targeting	
non-targeting_00324	105	9.963750925205443e-05	1	9.489286595433756e-07	446.0	4.247619047619048	1.0	5.890720632415104	31.0	1053820	non_targeting	
non-targeting_00326	3975	0.0037719914216849176	84	7.971000740164354e-05	49357.0	12.41685534591195	1.0	123.47373847606544	3154.0	1053820	non_targeting	
non-targeting_00327	550	0.0005219107627488566	44	4.1752861019908525e-05	4722.0	8.585454545454546	1.0	24.89444931328207	186.0	1053820	non_targeting	
non-targeting_00340	26735	0.025369607712892144	927	0.0008796568673967091	342902.0	12.825958481391435	1.0	82.35018376099113	1625.0	1053820	non_targeting	
non-targeting_00341	5345	0.0050720236852593425	92	8.730143667799054e-05	55976.0	10.472591206735267	1.0	98.21202721144984	2063.0	1053820	non_targeting	
non-targeting_00347	2156	0.002045890189975518	86	8.160786472073029e-05	20840.0	9.66604823747681	1.0	56.64052563424736	861.0	1053820	non_targeting	
non-targeting_00352	617	0.0005854889829382627	65	6.168036287031941e-05	5808.0	9.413290113452188	1.0	26.439852876508095	255.0	1053820	non_targeting	
non-targeting_00407	5655	0.005366191569717789	117	0.00011102465316657493	78388.0	13.861715296198055	1.0	129.35811050551268	3658.0	1053820	non_targeting	
non-targeting_00410	55	5.2191076274885654e-05	1	9.489286595433756e-07	142.0	2.581818181818182	1.0	5.422816809441412	41.0	1053820	non_targeting	
non-targeting_00412	31733	0.030112353153289934	305	0.00028942324116072954	391196.0	12.327734535026629	1.0	160.5822991620603	7639.0	1053820	non_targeting	
non-targeting_00426	462	0.0004384050407090395	38	3.605928906264827e-05	3324.0	7.194805194805195	1.0	20.20974795508193	177.0	1053820	non_targeting	
non-targeting_00431	1345	0.00127630904708584	115	0.00010912679584748818	10419.0	7.746468401486989	1.0	23.23010074159419	400.0	1053820	non_targeting	
non-targeting_00445	2953	0.002802186331631588	68	6.452714884894954e-05	44633.0	15.114459871317305	1.0	119.94186043967699	2640.0	1053820	non_targeting	
non-targeting_00446	7694	0.0073010571065267316	129	0.00012241179708109544	110183.0	14.320639459318949	1.0	139.91780329732703	3728.0	1053820	non_targeting	
non-targeting_00461	6894	0.006541914178892031	151	0.0001432882275910497	78826.0	11.43400058021468	1.0	90.65607297312206	1509.0	1053820	non_targeting	
non-targeting_00474	4245	0.004028202159761629	102	9.67907232734243e-05	52043.0	12.259835100117785	1.0	95.09132725280853	1956.0	1053820	non_targeting	
non-targeting_00483	8444	0.008012753601184263	154	0.00014613501356967984	120106.0	14.223827569872098	1.0	125.65581867232356	2908.0	1053820	non_targeting	
non-targeting_00484	1169	0.001109297603006206	110	0.00010438215254977131	12052.0	10.30966638152267	1.0	32.35477391379418	339.0	1053820	non_targeting	
non-targeting_00485	187	0.00017744965933461123	16	1.518285855269401e-05	1709.0	9.13903743315508	1.0	23.79304543008673	141.0	1053820	non_targeting	
non-targeting_00492	263	0.0002495682374599078	21	1.9927501850410885e-05	1647.0	6.262357414448669	1.0	18.9195713480493	171.0	1053820	non_targeting	
non-targeting_00496	4278	0.00405951680552656	66	6.262929152986279e-05	51332.0	11.999064983637213	1.0	126.50469208403041	3156.0	1053820	non_targeting	
non-targeting_00497	1419	0.0013465297678920498	100	9.489286595433756e-05	15317.0	10.794221282593375	1.0	46.29083468732979	836.0	1053820	non_targeting	
non-targeting_00501	732	0.0006946157787857509	59	5.5986790913059155e-05	6621.0	9.045081967213115	1.0	33.083466069610566	325.0	1053820	non_targeting	
non-targeting_00503	2921	0.0027718206145262	90	8.54035793589038e-05	35623.0	12.19548099965765	1.0	81.05109605239033	1363.0	1053820	non_targeting	
non-targeting_00509	40	3.7957146381735024e-05	1	9.489286595433756e-07	103.0	2.575	1.0	5.7917505989122136	38.0	1053820	non_targeting	
non-targeting_00516	1315	0.001247841187299539	67	6.357822018940616e-05	19168.0	14.576425855513309	1.0	87.46868236591914	1582.0	1053820	non_targeting	
non-targeting_00517	28	2.6570002467214514e-05	0	0.0	100.0	3.5714285714285716	2.0	3.2996598464145994	16.0	1053820	non_targeting	
non-targeting_00518	414	0.00039285646505095745	42	3.985500370082177e-05	3514.0	8.48792270531401	1.0	24.718289089085637	275.0	1053820	non_targeting	
non-targeting_00528	8842	0.008390427207682526	144	0.00013664572697424606	122437.0	13.847206514363267	1.0	151.06785789874516	7400.0	1053820	non_targeting	
non-targeting_00531	879	0.0008341082917386271	52	4.934429029625553e-05	11507.0	13.091012514220706	1.0	62.816422848813104	859.0	1053820	non_targeting	
non-targeting_00538	1794	0.0017023780152208158	90	8.54035793589038e-05	24801.0	13.824414715719064	1.0	72.31017393517189	1288.0	1053820	non_targeting	
non-targeting_00539	2867	0.0027205784669108576	177	0.00016796037273917748	31806.0	11.093826299267526	1.0	51.554380216830324	868.0	1053820	non_targeting	
non-targeting_00544	7922	0.007517412840902621	185	0.00017555180201552447	122221.0	15.428048472607927	1.0	127.96426948581308	3860.0	1053820	non_targeting	
non-targeting_00545	1995	0.0018931126757890343	89	8.445465069936042e-05	24805.0	12.43358395989975	1.0	63.91276146147514	758.0	1053820	non_targeting	
non-targeting_00550	4698	0.004458066842534778	127	0.00012051393976200869	54653.0	11.633248190719454	1.0	77.83794482693743	1164.0	1053820	non_targeting	
non-targeting_00559	1514	0.0014366779905486706	107	0.00010153536657114118	19259.0	12.720607661822985	1.0	53.8107085014925	841.0	1053820	non_targeting	
non-targeting_00570	873	0.0008284147197813669	51	4.839536163671215e-05	12923.0	14.802978235967927	1.0	68.113729032906	811.0	1053820	non_targeting	
non-targeting_00582	1753	0.0016634719401795372	77	7.306750678483992e-05	16410.0	9.361095265259555	1.0	47.107119174835276	659.0	1053820	non_targeting	
non-targeting_00599	2831	0.002686417035167296	56	5.314000493442903e-05	34316.0	12.121511833274461	1.0	107.21195907226728	2641.0	1053820	non_targeting	
non-targeting_00609	570	0.0005408893359397241	34	3.226357442447477e-05	6585.0	11.552631578947368	1.0	53.63670713908448	568.0	1053820	non_targeting	
non-targeting_00610	2142	0.0020326051887419104	111	0.00010533108120931469	30147.0	14.07422969187675	1.0	72.36606546669036	1177.0	1053820	non_targeting	
non-targeting_00611	131	0.0001243096544001822	10	9.489286595433756e-06	959.0	7.320610687022901	1.0	19.83876503465737	194.0	1053820	non_targeting	
non-targeting_00612	2349	0.002229033421267389	71	6.737393482757967e-05	26823.0	11.418901660280971	1.0	82.37755287616643	1500.0	1053820	non_targeting	
non-targeting_00620	6201	0.005884306617828471	97	9.204607997570743e-05	67527.0	10.889695210449927	1.0	108.52199682458404	4088.0	1053820	non_targeting	
non-targeting_00629	756	0.0007173900666147918	40	3.7957146381735024e-05	8730.0	11.547619047619047	1.0	57.16833592030822	853.0	1053820	non_targeting	
non-targeting_00634	325	0.00030840181435159704	27	2.562107380767114e-05	2447.0	7.529230769230769	1.0	14.057352011034304	99.0	1053820	non_targeting	
non-targeting_00635	1863	0.0017678540927293085	95	9.014822265662067e-05	27803.0	14.923778851315083	1.0	77.83411064378184	1063.0	1053820	non_targeting	
non-targeting_00642	854	0.0008103850752500427	78	7.401643544438329e-05	9921.0	11.617096018735364	1.0	43.03214568816062	803.0	1053820	non_targeting	
non-targeting_00652	1570	0.0014898179954830996	97	9.204607997570743e-05	20237.0	12.889808917197453	1.0	60.38303394051657	930.0	1053820	non_targeting	
non-targeting_00657	8288	0.007864720730295496	174	0.00016511358676054734	82757.0	9.985159266409266	1.0	91.02174417133527	3695.0	1053820	non_targeting	
non-targeting_00659	18848	0.01788540737507354	176	0.0001670114440796341	224284.0	11.899617996604414	1.0	166.31899331722286	6801.0	1053820	non_targeting	
non-targeting_00664	8035	0.007624641779431022	233	0.0002211003776736065	91646.0	11.40584940883634	1.0	79.8826422372997	2035.0	1053820	non_targeting	
non-targeting_00678	3419	0.003244387086978801	90	8.54035793589038e-05	39549.0	11.567417373501023	1.0	82.58784789989213	1618.0	1053820	non_targeting	
non-targeting_00688	54	5.124214761534228e-05	1	9.489286595433756e-07	159.0	2.9444444444444446	1.0	4.531440236534512	31.0	1053820	non_targeting	
non-targeting_00689	289	0.0002742403826080355	12	1.1387143914520506e-05	1709.0	5.913494809688581	1.0	12.822563019473968	109.0	1053820	non_targeting	
non-targeting_00692	47	4.459964699853865e-05	4	3.7957146381735023e-06	394.0	8.382978723404255	1.0	17.907033197481862	90.0	1053820	non_targeting	
non-targeting_00696	5054	0.00479588544533222	96	9.109715131616405e-05	74908.0	14.821527502967946	1.0	144.49722134428185	3360.0	1053820	non_targeting	
non-targeting_00698	256	0.00024292573684310415	22	2.0876430509954262e-05	2171.0	8.48046875	1.0	21.110377922488112	232.0	1053820	non_targeting	
non-targeting_00699	1879	0.0017830369512820026	130	0.00012336072574063882	23020.0	12.251197445449707	1.0	59.26344712729922	944.0	1053820	non_targeting	
non-targeting_00702	3751	0.0035594314019472017	114	0.00010817786718794482	52846.0	14.088509730738469	1.0	105.91432106045427	2124.0	1053820	non_targeting	
non-targeting_00709	1159	0.0010998083164107722	65	6.168036287031941e-05	10792.0	9.311475409836065	1.0	39.85504967748369	488.0	1053820	non_targeting	
non-targeting_00712	8332	0.007906473591315405	217	0.0002059175191209125	113421.0	13.612698031685069	1.0	100.29717914801492	2198.0	1053820	non_targeting	
non-targeting_00718	11099	0.010532159192271925	129	0.00012241179708109544	144603.0	13.028471033426435	1.0	162.6169198962939	5368.0	1053820	non_targeting	
non-targeting_00749	907	0.0008606782942058416	78	7.401643544438329e-05	9442.0	10.410143329658213	1.0	34.39422893761676	326.0	1053820	non_targeting	
non-targeting_00750	290	0.0002751893112675789	27	2.562107380767114e-05	2939.0	10.13448275862069	1.0	31.5772591226341	220.0	1053820	non_targeting	
non-targeting_00753	527	0.0005000854035793589	33	3.1314645764931395e-05	3742.0	7.100569259962049	1.0	21.75748992410166	173.0	1053820	non_targeting	
non-targeting_00756	9553	0.009065115484617867	106	0.0001005864379115978	137872.0	14.43232492410761	1.0	192.8339197357551	9006.0	1053820	non_targeting	
non-targeting_00762	705	0.0006689947049780797	68	6.452714884894954e-05	7047.0	9.995744680851065	1.0	27.995414701404343	272.0	1053820	non_targeting	
non-targeting_00769	794	0.0007534493556774402	71	6.737393482757967e-05	6899.0	8.688916876574307	1.0	28.238685848031615	332.0	1053820	non_targeting	
non-targeting_00771	2593	0.002460572014195973	75	7.116964946575316e-05	32619.0	12.579637485537987	1.0	86.92813412942769	1496.0	1053820	non_targeting	
non-targeting_00781	7200	0.006832286348712304	81	7.686322142301341e-05	79158.0	10.994166666666667	1.0	128.55086312591087	3644.0	1053820	non_targeting	
non-targeting_00784	2883	0.0027357613254635517	83	7.876107874210018e-05	29558.0	10.252514741588623	1.0	91.49366041255465	3194.0	1053820	non_targeting	
non-targeting_00787	539	0.0005114725474938795	43	4.0803932360365144e-05	5357.0	9.938775510204081	1.0	32.383456792400956	270.0	1053820	non_targeting	
non-targeting_00797	3327	0.00315708565030081	87	8.255679338027367e-05	44475.0	13.367899008115419	1.0	97.94658759817139	1692.0	1053820	non_targeting	
non-targeting_00803	452	0.00042891575411360574	39	3.7008217722191643e-05	3466.0	7.668141592920354	1.0	22.07039327647293	225.0	1053820	non_targeting	
non-targeting_00811	10	9.489286595433756e-06	0	0.0	38.0	3.8	1.5	4.190465367951393	14.0	1053820	non_targeting	
non-targeting_00823	1137	0.001078931885900818	74	7.022072080620979e-05	11749.0	10.333333333333334	1.0	41.22110049908793	417.0	1053820	non_targeting	
non-targeting_00827	8707	0.008262321838644171	112	0.00010628000986885806	119458.0	13.719765705753991	1.0	174.2235976450316	8671.0	1053820	non_targeting	
non-targeting_00843	1627	0.001543906929077072	79	7.496536410392667e-05	15626.0	9.60417947141979	1.0	47.398434692472875	695.0	1053820	non_targeting	
non-targeting_00852	356	0.00033781860279744167	38	3.605928906264827e-05	3025.0	8.497191011235955	1.0	16.945799021265792	170.0	1053820	non_targeting	
non-targeting_00856	6341	0.006017156630164544	85	8.065893606118692e-05	83038.0	13.09541081848289	1.0	143.75940650035386	5221.0	1053820	non_targeting	
non-targeting_00860	20280	0.019244273215539655	211	0.00020022394716365225	251118.0	12.382544378698224	1.0	155.0611958823897	8193.0	1053820	non_targeting	
non-targeting_00862	2861	0.002714884894953597	26	2.4672145148127763e-05	29085.0	10.166025865082139	1.0	111.807294360665	2376.0	1053820	non_targeting	
non-targeting_00863	4445	0.004217987891670304	82	7.78121500825568e-05	49629.0	11.165129358830146	1.0	113.74469546716463	3543.0	1053820	non_targeting	
non-targeting_00881	2328	0.002209105919416978	65	6.168036287031941e-05	22280.0	9.570446735395189	1.0	67.05509623233914	1201.0	1053820	non_targeting	
non-targeting_00886	220	0.00020876430509954262	10	9.489286595433756e-06	1534.0	6.972727272727273	1.0	10.321609362629005	79.0	1053820	non_targeting	
non-targeting_00903	9991	0.009480746237497865	213	0.00020212180448273898	129012.0	12.912821539385448	1.0	120.96215095857113	4220.0	1053820	non_targeting	
non-targeting_00907	1098	0.0010419236681786263	70	6.642500616803628e-05	13009.0	11.847905282331512	1.0	54.513225949714084	817.0	1053820	non_targeting	
non-targeting_00923	4652	0.004414416124195783	126	0.00011956501110246531	60616.0	13.030094582975064	1.0	95.07131525468597	1679.0	1053820	non_targeting	
non-targeting_00932	354	0.00033592074547835496	43	4.0803932360365144e-05	3438.0	9.711864406779661	1.0	21.059681816658642	234.0	1053820	non_targeting	
non-targeting_00934	2482	0.002355240932986658	83	7.876107874210018e-05	25269.0	10.180902497985496	1.0	60.67323668463591	827.0	1053820	non_targeting	
non-targeting_00940	2525	0.002396044865347023	163	0.0001546753715055702	30971.0	12.265742574257425	1.0	52.41040138143797	599.0	1053820	non_targeting	
non-targeting_00954	12324	0.01169459680021256	291	0.00027613823992712227	152762.0	12.395488477766959	1.0	100.57869088338217	2490.0	1053820	non_targeting	
non-targeting_00962	2322	0.002203412347459718	67	6.357822018940616e-05	23127.0	9.959948320413437	1.0	67.63224285468144	1240.0	1053820	non_targeting	
non-targeting_00963	6441	0.006112049496118882	90	8.54035793589038e-05	81861.0	12.709361900326037	1.0	127.19349820015694	3794.0	1053820	non_targeting	
non-targeting_00977	1515	0.001437626919208214	89	8.445465069936042e-05	13973.0	9.223102310231024	1.0	44.22326039555016	690.0	1053820	non_targeting	
non-targeting_00979	8080	0.007667343569110474	145	0.00013759465563378944	99232.0	12.281188118811881	1.0	111.86199127343338	3439.0	1053820	non_targeting	
non-targeting_00984	3598	0.0034142453170370652	111	0.00010533108120931469	70402.0	19.56698165647582	1.0	138.6773555328418	2578.0	1053820	non_targeting	
non-targeting_00986	4499	0.0042692300392856465	91	8.635250801844718e-05	59889.0	13.311624805512336	1.0	122.28940519262315	2840.0	1053820	non_targeting	
non-targeting_00987	8299	0.007875158945550473	139	0.0001319010836765292	108578.0	13.08326304374021	1.0	137.1723758264421	4491.0	1053820	non_targeting	
non-targeting_00991	272	0.00025810859539579815	27	2.562107380767114e-05	4353.0	16.003676470588236	1.0	61.18976619079014	585.0	1053820	non_targeting	
non-targeting_00996	1339	0.0012706154751285798	52	4.934429029625553e-05	11853.0	8.852128454070202	1.0	50.94927643066185	724.0	1053820	non_targeting	
non-targeting_00998	2819	0.0026750298912527758	79	7.496536410392667e-05	30668.0	10.879035118836466	1.0	80.1259512043027	1745.0	1053820	non_targeting	
non-targeting_00999	4550	0.004317625400922359	140	0.00013285001233607257	72378.0	15.907252747252747	1.0	115.82009434933977	2991.0	1053820	non_targeting	
non-targeting_01008	153	0.00014518608491013646	16	1.518285855269401e-05	1314.0	8.588235294117647	1.0	15.847941418765105	93.0	1053820	non_targeting	
non-targeting_01012	3191	0.0030280313526029113	108	0.00010248429523068456	38593.0	12.094327796928862	1.0	75.12338666393246	1295.0	1053820	non_targeting	
non-targeting_01018	3334	0.003163728150917614	93	8.825036533753392e-05	53899.0	16.166466706658667	1.0	114.65508983629235	1788.0	1053820	non_targeting	
non-targeting_01031	1800	0.001708071587178076	68	6.452714884894954e-05	20272.0	11.262222222222222	1.0	69.37767905181957	1112.0	1053820	non_targeting	
non-targeting_01034	1367	0.0012971854775957943	47	4.459964699853865e-05	10803.0	7.902706656912948	1.0	45.1329666848328	603.0	1053820	non_targeting	
non-targeting_01035	3466	0.0032889867339773397	112	0.00010628000986885806	51842.0	14.95729948066936	1.0	131.85864898545202	4121.0	1053820	non_targeting	
non-targeting_01044	2161	0.0020506348332732347	61	5.788464823214591e-05	24618.0	11.391948172142527	1.0	77.24922263033653	1359.0	1053820	non_targeting	
non-targeting_01047	2060	0.0019547930386593537	57	5.408893359397241e-05	23960.0	11.631067961165048	1.0	87.09089552487951	1444.0	1053820	non_targeting	
non-targeting_01053	249	0.0002362832362263005	26	2.4672145148127763e-05	2250.0	9.036144578313253	1.0	20.64255699841743	152.0	1053820	non_targeting	
non-targeting_01055	30284	0.028737355525611585	549	0.0005209618340893131	381590.0	12.600383040549465	1.0	114.89944835917991	3208.0	1053820	non_targeting	
non-targeting_01086	1216	0.0011538972500047446	95	9.014822265662067e-05	11463.0	9.426809210526315	1.0	32.88591081223753	386.0	1053820	non_targeting	
non-targeting_01089	4816	0.004570040424360896	56	5.314000493442903e-05	77273.0	16.045058139534884	1.0	178.6124893454059	3713.0	1053820	non_targeting	
non-targeting_01093	403	0.0003824182497959803	35	3.321250308401814e-05	3302.0	8.193548387096774	1.0	14.67471139090877	178.0	1053820	non_targeting	
non-targeting_01101	3149	0.0029881763489020895	112	0.00010628000986885806	41471.0	13.169577643696412	1.0	86.8567357881622	1595.0	1053820	non_targeting	
non-targeting_01102	1887	0.0017906283805583496	94	8.91992939970773e-05	22304.0	11.81981981981982	1.0	64.90687446082102	1015.0	1053820	non_targeting	
non-targeting_01107	624	0.0005921314835550663	27	2.562107380767114e-05	9452.0	15.147435897435898	1.0	83.01695490150001	782.0	1053820	non_targeting	
non-targeting_01109	5036	0.004778804729460439	139	0.0001319010836765292	60541.0	12.02164416203336	1.0	92.07203192557638	2354.0	1053820	non_targeting	
non-targeting_01117	5254	0.004985671177240895	180	0.0001708071587178076	68680.0	13.07194518462124	1.0	89.12306432530063	1628.0	1053820	non_targeting	
non-targeting_01130	45	4.27017896794519e-05	0	0.0	131.0	2.911111111111111	1.0	2.6983305309618735	10.0	1053820	non_targeting	
