guide_id	gene_name	label	log2_fc	p_value
non-targeting_00702		non_targeting		
non-targeting_00709		non_targeting		
non-targeting_00712		non_targeting		
non-targeting_00718		non_targeting		
non-targeting_00749		non_targeting		
non-targeting_00750		non_targeting		
non-targeting_00753		non_targeting		
non-targeting_00756		non_targeting		
non-targeting_00762		non_targeting		
non-targeting_00769		non_targeting		
non-targeting_00771		non_targeting		
non-targeting_00781		non_targeting		
non-targeting_00784		non_targeting		
non-targeting_00787		non_targeting		
non-targeting_00797		non_targeting		
non-targeting_00803		non_targeting		
non-targeting_00811		non_targeting		
non-targeting_00823		non_targeting		
non-targeting_00827		non_targeting		
non-targeting_00843		non_targeting		
non-targeting_00852		non_targeting		
non-targeting_00856		non_targeting		
non-targeting_00860		non_targeting		
non-targeting_00862		non_targeting		
non-targeting_00863		non_targeting		
non-targeting_00881		non_targeting		
non-targeting_00886		non_targeting		
non-targeting_00903		non_targeting		
non-targeting_00907		non_targeting		
non-targeting_00923		non_targeting		
non-targeting_00932		non_targeting		
non-targeting_00934		non_targeting		
non-targeting_00940		non_targeting		
non-targeting_00954		non_targeting		
non-targeting_00962		non_targeting		
non-targeting_00963		non_targeting		
non-targeting_00977		non_targeting		
non-targeting_00979		non_targeting		
non-targeting_00984		non_targeting		
non-targeting_00986		non_targeting		
non-targeting_00987		non_targeting		
non-targeting_00991		non_targeting		
non-targeting_00996		non_targeting		
non-targeting_00998		non_targeting		
non-targeting_00999		non_targeting		
non-targeting_01008		non_targeting		
non-targeting_01012		non_targeting		
non-targeting_01018		non_targeting		
non-targeting_01031		non_targeting		
non-targeting_01034		non_targeting		
non-targeting_01035		non_targeting		
non-targeting_01044		non_targeting		
non-targeting_01047		non_targeting		
non-targeting_01053		non_targeting		
non-targeting_01055		non_targeting		
non-targeting_01086		non_targeting		
non-targeting_01089		non_targeting		
non-targeting_01093		non_targeting		
non-targeting_01101		non_targeting		
non-targeting_01102		non_targeting		
non-targeting_01107		non_targeting		
non-targeting_01109		non_targeting		
non-targeting_01117		non_targeting		
non-targeting_01130		non_targeting		
non-targeting_01136		non_targeting		
non-targeting_01139		non_targeting		
non-targeting_01142		non_targeting		
non-targeting_01155		non_targeting		
non-targeting_01177		non_targeting		
non-targeting_01185		non_targeting		
non-targeting_01188		non_targeting		
non-targeting_01190		non_targeting		
non-targeting_01197		non_targeting		
non-targeting_01206		non_targeting		
non-targeting_01209		non_targeting		
non-targeting_01215		non_targeting		
non-targeting_01218		non_targeting		
non-targeting_01224		non_targeting		
non-targeting_01227		non_targeting		
non-targeting_01236		non_targeting		
non-targeting_01241		non_targeting		
non-targeting_01242		non_targeting		
non-targeting_01245		non_targeting		
non-targeting_01269		non_targeting		
non-targeting_01273		non_targeting		
non-targeting_01278		non_targeting		
non-targeting_01288		non_targeting		
non-targeting_01294		non_targeting		
non-targeting_01295		non_targeting		
non-targeting_01296		non_targeting		
non-targeting_01298		non_targeting		
non-targeting_01311		non_targeting		
non-targeting_01326		non_targeting		
non-targeting_01332		non_targeting		
non-targeting_01339		non_targeting		
non-targeting_01341		non_targeting		
non-targeting_01342		non_targeting		
non-targeting_01344		non_targeting		
non-targeting_01348		non_targeting		
non-targeting_01349		non_targeting		
non-targeting_01355		non_targeting		
non-targeting_01359		non_targeting		
non-targeting_01368		non_targeting		
non-targeting_01371		non_targeting		
non-targeting_01373		non_targeting		
non-targeting_01376		non_targeting		
non-targeting_01382		non_targeting		
non-targeting_01395		non_targeting		
non-targeting_01401		non_targeting		
non-targeting_01403		non_targeting		
non-targeting_01412		non_targeting		
non-targeting_01421		non_targeting		
non-targeting_01425		non_targeting		
non-targeting_01431		non_targeting		
non-targeting_01432		non_targeting		
non-targeting_01436		non_targeting		
non-targeting_01451		non_targeting		
non-targeting_01460		non_targeting		
non-targeting_01469		non_targeting		
non-targeting_01482		non_targeting		
non-targeting_01485		non_targeting		
non-targeting_01493		non_targeting		
non-targeting_01498		non_targeting		
non-targeting_01499		non_targeting		
non-targeting_01524		non_targeting		
non-targeting_01525		non_targeting		
non-targeting_01527		non_targeting		
non-targeting_01528		non_targeting		
non-targeting_01530		non_targeting		
non-targeting_01538		non_targeting		
non-targeting_01550		non_targeting		
non-targeting_01566		non_targeting		
non-targeting_01570		non_targeting		
non-targeting_01572		non_targeting		
non-targeting_01581		non_targeting		
non-targeting_01586		non_targeting		
non-targeting_01591		non_targeting		
non-targeting_01593		non_targeting		
non-targeting_01603		non_targeting		
non-targeting_01607		non_targeting		
non-targeting_01615		non_targeting		
non-targeting_01628		non_targeting		
non-targeting_01629		non_targeting		
non-targeting_01636		non_targeting		
non-targeting_01648		non_targeting		
non-targeting_01655		non_targeting		
non-targeting_01666		non_targeting		
non-targeting_01668		non_targeting		
non-targeting_01669		non_targeting		
non-targeting_01679		non_targeting		
non-targeting_01681		non_targeting		
non-targeting_01684		non_targeting		
non-targeting_01695		non_targeting		
non-targeting_01705		non_targeting		
non-targeting_01721		non_targeting		
non-targeting_01723		non_targeting		
non-targeting_01725		non_targeting		
non-targeting_01736		non_targeting		
non-targeting_01744		non_targeting		
non-targeting_01757		non_targeting		
non-targeting_01759		non_targeting		
non-targeting_01763		non_targeting		
non-targeting_01778		non_targeting		
non-targeting_01779		non_targeting		
non-targeting_01786		non_targeting		
non-targeting_01796		non_targeting		
non-targeting_01800		non_targeting		
non-targeting_01801		non_targeting		
non-targeting_01806		non_targeting		
non-targeting_01822		non_targeting		
non-targeting_01826		non_targeting		
non-targeting_01831		non_targeting		
non-targeting_01833		non_targeting		
non-targeting_01855		non_targeting		
non-targeting_01857		non_targeting		
non-targeting_01859		non_targeting		
non-targeting_01861		non_targeting		
non-targeting_01869		non_targeting		
non-targeting_01879		non_targeting		
non-targeting_01890		non_targeting		
non-targeting_01900		non_targeting		
non-targeting_01903		non_targeting		
non-targeting_01908		non_targeting		
non-targeting_01910		non_targeting		
non-targeting_01914		non_targeting		
non-targeting_01920		non_targeting		
non-targeting_01922		non_targeting		
non-targeting_01923		non_targeting		
non-targeting_01933		non_targeting		
non-targeting_01938		non_targeting		
non-targeting_01939		non_targeting		
non-targeting_01942		non_targeting		
non-targeting_01946		non_targeting		
non-targeting_01948		non_targeting		
non-targeting_01955		non_targeting		
non-targeting_01956		non_targeting		
non-targeting_01957		non_targeting		
non-targeting_01958		non_targeting		
non-targeting_01961		non_targeting		
non-targeting_01967		non_targeting		
non-targeting_01976		non_targeting		
non-targeting_01981		non_targeting		
non-targeting_01987		non_targeting		
non-targeting_01989		non_targeting		
non-targeting_01992		non_targeting		
non-targeting_01999		non_targeting		
non-targeting_02002		non_targeting		
non-targeting_02004		non_targeting		
non-targeting_02010		non_targeting		
non-targeting_02021		non_targeting		
non-targeting_02027		non_targeting		
non-targeting_02030		non_targeting		
non-targeting_02034		non_targeting		
non-targeting_02037		non_targeting		
non-targeting_02046		non_targeting		
non-targeting_02049		non_targeting		
non-targeting_02052		non_targeting		
non-targeting_02057		non_targeting		
non-targeting_02074		non_targeting		
non-targeting_02080		non_targeting		
non-targeting_02085		non_targeting		
non-targeting_02093		non_targeting		
non-targeting_02095		non_targeting		
non-targeting_02097		non_targeting		
non-targeting_02100		non_targeting		
non-targeting_02114		non_targeting		
non-targeting_02119		non_targeting		
non-targeting_02121		non_targeting		
non-targeting_02126		non_targeting		
non-targeting_02152		non_targeting		
non-targeting_02154		non_targeting		
non-targeting_02178		non_targeting		
non-targeting_02180		non_targeting		
non-targeting_02181		non_targeting		
non-targeting_02183		non_targeting		
non-targeting_02196		non_targeting		
non-targeting_02198		non_targeting		
non-targeting_02200		non_targeting		
non-targeting_02202		non_targeting		
non-targeting_02205		non_targeting		
non-targeting_02216		non_targeting		
non-targeting_02223		non_targeting		
non-targeting_02226		non_targeting		
non-targeting_02227		non_targeting		
non-targeting_02229		non_targeting		
non-targeting_02233		non_targeting		
non-targeting_02237		non_targeting		
non-targeting_02242		non_targeting		
non-targeting_02243		non_targeting		
non-targeting_02244		non_targeting		
non-targeting_02260		non_targeting		
non-targeting_02262		non_targeting		
non-targeting_02271		non_targeting		
non-targeting_02272		non_targeting		
non-targeting_02273		non_targeting		
non-targeting_02276		non_targeting		
non-targeting_02282		non_targeting		
non-targeting_02293		non_targeting		
non-targeting_02298		non_targeting		
non-targeting_02307		non_targeting		
non-targeting_02309		non_targeting		
non-targeting_02310		non_targeting		
non-targeting_02312		non_targeting		
non-targeting_02314		non_targeting		
non-targeting_02332		non_targeting		
non-targeting_02340		non_targeting		
non-targeting_02354		non_targeting		
non-targeting_02357		non_targeting		
non-targeting_02364		non_targeting		
non-targeting_02385		non_targeting		
non-targeting_02396		non_targeting		
non-targeting_02401		non_targeting		
non-targeting_02416		non_targeting		
non-targeting_02417		non_targeting		
non-targeting_02421		non_targeting		
non-targeting_02432		non_targeting		
non-targeting_02433		non_targeting		
non-targeting_02442		non_targeting		
non-targeting_02443		non_targeting		
non-targeting_02446		non_targeting		
non-targeting_02455		non_targeting		
non-targeting_02456		non_targeting		
non-targeting_02459		non_targeting		
non-targeting_02461		non_targeting		
non-targeting_02462		non_targeting		
non-targeting_02465		non_targeting		
non-targeting_02466		non_targeting		
non-targeting_02467		non_targeting		
non-targeting_02468		non_targeting		
non-targeting_02478		non_targeting		
non-targeting_02484		non_targeting		
non-targeting_02487		non_targeting		
non-targeting_02488		non_targeting		
non-targeting_02493		non_targeting		
non-targeting_02496		non_targeting		
non-targeting_02498		non_targeting		
non-targeting_02510		non_targeting		
non-targeting_02511		non_targeting		
non-targeting_02513		non_targeting		
non-targeting_02514		non_targeting		
non-targeting_02515		non_targeting		
non-targeting_02520		non_targeting		
non-targeting_02524		non_targeting		
non-targeting_02537		non_targeting		
non-targeting_02542		non_targeting		
non-targeting_02567		non_targeting		
non-targeting_02570		non_targeting		
non-targeting_02573		non_targeting		
non-targeting_02577		non_targeting		
non-targeting_02578		non_targeting		
non-targeting_02580		non_targeting		
non-targeting_02595		non_targeting		
non-targeting_02597		non_targeting		
non-targeting_02600		non_targeting		
non-targeting_02602		non_targeting		
non-targeting_02607		non_targeting		
non-targeting_02608		non_targeting		
non-targeting_02610		non_targeting		
non-targeting_02611		non_targeting		
non-targeting_02628		non_targeting		
non-targeting_02633		non_targeting		
non-targeting_02643		non_targeting		
non-targeting_02649		non_targeting		
non-targeting_02654		non_targeting		
non-targeting_02668		non_targeting		
non-targeting_02691		non_targeting		
non-targeting_02694		non_targeting		
non-targeting_02705		non_targeting		
non-targeting_02712		non_targeting		
non-targeting_02729		non_targeting		
non-targeting_02736		non_targeting		
non-targeting_02741		non_targeting		
non-targeting_02748		non_targeting		
non-targeting_02764		non_targeting		
non-targeting_02766		non_targeting		
non-targeting_02773		non_targeting		
non-targeting_02776		non_targeting		
non-targeting_02777		non_targeting		
non-targeting_02778		non_targeting		
non-targeting_02779		non_targeting		
non-targeting_02785		non_targeting		
non-targeting_02787		non_targeting		
non-targeting_02789		non_targeting		
non-targeting_02790		non_targeting		
non-targeting_02794		non_targeting		
non-targeting_02799		non_targeting		
non-targeting_02802		non_targeting		
non-targeting_02803		non_targeting		
non-targeting_02811		non_targeting		
non-targeting_02816		non_targeting		
non-targeting_02820		non_targeting		
non-targeting_02821		non_targeting		
non-targeting_02823		non_targeting		
non-targeting_02829		non_targeting		
non-targeting_02830		non_targeting		
non-targeting_02836		non_targeting		
non-targeting_02840		non_targeting		
non-targeting_02845		non_targeting		
non-targeting_02872		non_targeting		
non-targeting_02877		non_targeting		
non-targeting_02879		non_targeting		
non-targeting_02894		non_targeting		
non-targeting_02896		non_targeting		
non-targeting_02900		non_targeting		
non-targeting_02908		non_targeting		
non-targeting_02923		non_targeting		
non-targeting_02937		non_targeting		
non-targeting_02949		non_targeting		
non-targeting_02957		non_targeting		
non-targeting_02960		non_targeting		
non-targeting_02963		non_targeting		
non-targeting_02983		non_targeting		
non-targeting_02989		non_targeting		
non-targeting_02996		non_targeting		
non-targeting_02999		non_targeting		
non-targeting_03001		non_targeting		
non-targeting_03004		non_targeting		
non-targeting_03006		non_targeting		
non-targeting_03012		non_targeting		
non-targeting_03027		non_targeting		
non-targeting_03035		non_targeting		
non-targeting_03037		non_targeting		
non-targeting_03045		non_targeting		
non-targeting_03049		non_targeting		
non-targeting_03054		non_targeting		
non-targeting_03060		non_targeting		
non-targeting_03063		non_targeting		
non-targeting_03068		non_targeting		
non-targeting_03080		non_targeting		
non-targeting_03081		non_targeting		
non-targeting_03097		non_targeting		
non-targeting_03108		non_targeting		
non-targeting_03123		non_targeting		
non-targeting_03124		non_targeting		
non-targeting_03129		non_targeting		
non-targeting_03141		non_targeting		
non-targeting_03155		non_targeting		
non-targeting_03158		non_targeting		
non-targeting_03171		non_targeting		
non-targeting_03197		non_targeting		
non-targeting_03198		non_targeting		
non-targeting_03203		non_targeting		
non-targeting_03205		non_targeting		
non-targeting_03216		non_targeting		
non-targeting_03219		non_targeting		
non-targeting_03223		non_targeting		
non-targeting_03231		non_targeting		
non-targeting_03238		non_targeting		
non-targeting_03240		non_targeting		
non-targeting_03246		non_targeting		
non-targeting_03249		non_targeting		
non-targeting_03262		non_targeting		
non-targeting_03269		non_targeting		
non-targeting_03273		non_targeting		
non-targeting_03284		non_targeting		
non-targeting_03290		non_targeting		
non-targeting_03294		non_targeting		
non-targeting_03296		non_targeting		
non-targeting_03306		non_targeting		
non-targeting_03315		non_targeting		
non-targeting_03318		non_targeting		
non-targeting_03319		non_targeting		
non-targeting_03323		non_targeting		
non-targeting_03342		non_targeting		
non-targeting_03345		non_targeting		
non-targeting_03347		non_targeting		
non-targeting_03358		non_targeting		
non-targeting_03368		non_targeting		
non-targeting_03370		non_targeting		
non-targeting_03393		non_targeting		
non-targeting_03394		non_targeting		
non-targeting_03398		non_targeting		
non-targeting_03404		non_targeting		
non-targeting_03424		non_targeting		
non-targeting_03426		non_targeting		
non-targeting_03438		non_targeting		
non-targeting_03449		non_targeting		
non-targeting_03454		non_targeting		
non-targeting_03471		non_targeting		
non-targeting_03473		non_targeting		
non-targeting_03475		non_targeting		
non-targeting_03478		non_targeting		
non-targeting_03479		non_targeting		
non-targeting_03482		non_targeting		
non-targeting_03483		non_targeting		
non-targeting_03484		non_targeting		
non-targeting_03486		non_targeting		
non-targeting_03491		non_targeting		
non-targeting_03492		non_targeting		
non-targeting_03500		non_targeting		
non-targeting_03514		non_targeting		
non-targeting_03523		non_targeting		
non-targeting_03525		non_targeting		
non-targeting_03530		non_targeting		
non-targeting_03549		non_targeting		
non-targeting_03552		non_targeting		
non-targeting_03553		non_targeting		
non-targeting_03554		non_targeting		
non-targeting_03555		non_targeting		
non-targeting_03560		non_targeting		
non-targeting_03572		non_targeting		
non-targeting_03581		non_targeting		
non-targeting_03591		non_targeting		
non-targeting_03600		non_targeting		
non-targeting_03605		non_targeting		
non-targeting_03614		non_targeting		
non-targeting_03616		non_targeting		
non-targeting_03617		non_targeting		
non-targeting_03623		non_targeting		
non-targeting_03624		non_targeting		
non-targeting_03627		non_targeting		
non-targeting_03629		non_targeting		
non-targeting_03631		non_targeting		
non-targeting_03639		non_targeting		
non-targeting_03647		non_targeting		
non-targeting_03649		non_targeting		
non-targeting_03670		non_targeting		
non-targeting_03674		non_targeting		
non-targeting_03679		non_targeting		
non-targeting_03691		non_targeting		
non-targeting_03692		non_targeting		
non-targeting_03694		non_targeting		
non-targeting_03695		non_targeting		
non-targeting_03700		non_targeting		
non-targeting_03705		non_targeting		
non-targeting_03706		non_targeting		
non-targeting_03713		non_targeting		
non-targeting_03715		non_targeting		
non-targeting_03731		non_targeting		
non-targeting_03735		non_targeting		
non-targeting_03740		non_targeting		
non-targeting_03750		non_targeting		
non-targeting_03751		non_targeting		
non-targeting_03753		non_targeting		
non-targeting_03756		non_targeting		
non-targeting_03758		non_targeting		
non-targeting_03761		non_targeting		
non-targeting_03762		non_targeting		
non-targeting_03768		non_targeting		
non-targeting_03783		non_targeting		
OR10G4#chr11:124015582-124015600(-)	OR10G4	negative control		
OR10G4#chr11:124015633-124015651(+)	OR10G4	negative control		
OR10G4#chr11:124015592-124015610(-)	OR10G4	negative control		
OR10G4#chr11:124015821-124015839(+)	OR10G4	negative control		
OR10G4#chr11:124015588-124015606(-)	OR10G4	negative control		
OR10G4#chr11:124015972-124015990(-)	OR10G4	negative control		
OR10H2#chr19:15728014-15728032(+)	OR10H2	negative control		
OR10H2#chr19:15728018-15728036(-)	OR10H2	negative control		
OR10H2#chr19:15728027-15728045(-)	OR10H2	negative control		
OR10H2#chr19:15728031-15728049(+)	OR10H2	negative control		
OR10H2#chr19:15728232-15728250(-)	OR10H2	negative control		
OR10H2#chr19:15728440-15728458(+)	OR10H2	negative control		
OR10H5#chr19:15793970-15793988(-)	OR10H5	negative control		
OR10H5#chr19:15794019-15794037(+)	OR10H5	negative control		
OR10H5#chr19:15794030-15794048(-)	OR10H5	negative control		
OR10H5#chr19:15794035-15794053(+)	OR10H5	negative control		
OR10H5#chr19:15794050-15794068(-)	OR10H5	negative control		
OR10H5#chr19:15794245-15794263(-)	OR10H5	negative control		
OR10K1#chr1:158465517-158465535(-)	OR10K1	negative control		
OR10K1#chr1:158465535-158465553(-)	OR10K1	negative control		
OR10K1#chr1:158465545-158465563(-)	OR10K1	negative control		
OR10K1#chr1:158465563-158465581(-)	OR10K1	negative control		
OR10K1#chr1:158465707-158465725(-)	OR10K1	negative control		
OR10K1#chr1:158465725-158465743(-)	OR10K1	negative control		
OR10P1#chr12:55636874-55636892(+)	OR10P1	negative control		
OR10P1#chr12:55636879-55636897(+)	OR10P1	negative control		
OR10P1#chr12:55636922-55636940(-)	OR10P1	negative control		
OR10P1#chr12:55637086-55637104(-)	OR10P1	negative control		
OR10P1#chr12:55637115-55637133(-)	OR10P1	negative control		
OR10P1#chr12:55637295-55637313(-)	OR10P1	negative control		
OR10V1#chr11:59713406-59713424(-)	OR10V1	negative control		
OR10V1#chr11:59713770-59713788(+)	OR10V1	negative control		
OR10V1#chr11:59713841-59713859(-)	OR10V1	negative control		
OR10V1#chr11:59713845-59713863(-)	OR10V1	negative control		
OR10V1#chr11:59713848-59713866(+)	OR10V1	negative control		
OR10V1#chr11:59713862-59713880(+)	OR10V1	negative control		
OR11H6#chr14:20223618-20223636(+)	OR11H6	negative control		
OR11H6#chr14:20223687-20223705(-)	OR11H6	negative control		
OR11H6#chr14:20223808-20223826(-)	OR11H6	negative control		
OR11H6#chr14:20223839-20223857(+)	OR11H6	negative control		
OR11H6#chr14:20223859-20223877(-)	OR11H6	negative control		
OR11H6#chr14:20223901-20223919(+)	OR11H6	negative control		
OR11L1#chr1:247841641-247841659(+)	OR11L1	negative control		
OR11L1#chr1:247841745-247841763(-)	OR11L1	negative control		
OR11L1#chr1:247841777-247841795(-)	OR11L1	negative control		
OR11L1#chr1:247841819-247841837(+)	OR11L1	negative control		
OR11L1#chr1:247841856-247841874(+)	OR11L1	negative control		
OR11L1#chr1:247841887-247841905(+)	OR11L1	negative control		
OR12D2#chr6:29396626-29396644(+)	OR12D2	negative control		
OR12D2#chr6:29396725-29396743(-)	OR12D2	negative control		
OR12D2#chr6:29396891-29396909(-)	OR12D2	negative control		
OR12D2#chr6:29396896-29396914(-)	OR12D2	negative control		
OR12D2#chr6:29396900-29396918(-)	OR12D2	negative control		
OR12D2#chr6:29397013-29397031(-)	OR12D2	negative control		
OR12D3#chr6:29374860-29374878(+)	OR12D3	negative control		
OR12D3#chr6:29375021-29375039(+)	OR12D3	negative control		
OR12D3#chr6:29375038-29375056(+)	OR12D3	negative control		
OR12D3#chr6:29375225-29375243(+)	OR12D3	negative control		
OR12D3#chr6:29375241-29375259(-)	OR12D3	negative control		
OR12D3#chr6:29375250-29375268(-)	OR12D3	negative control		
OR13C9#chr9:104617741-104617759(+)	OR13C9	negative control		
OR13C9#chr9:104617752-104617770(-)	OR13C9	negative control		
OR13C9#chr9:104617767-104617785(-)	OR13C9	negative control		
OR13C9#chr9:104618142-104618160(-)	OR13C9	negative control		
OR13C9#chr9:104618198-104618216(-)	OR13C9	negative control		
OR13C9#chr9:104618204-104618222(-)	OR13C9	negative control		
OR13G1#chr1:247672569-247672587(+)	OR13G1	negative control		
OR13G1#chr1:247672969-247672987(+)	OR13G1	negative control		
OR13G1#chr1:247672980-247672998(-)	OR13G1	negative control		
OR13G1#chr1:247673007-247673025(-)	OR13G1	negative control		
OR13G1#chr1:247673030-247673048(+)	OR13G1	negative control		
OR13G1#chr1:247673041-247673059(+)	OR13G1	negative control		
OR14J1#chr6:29306639-29306657(-)	OR14J1	negative control		
OR14J1#chr6:29306672-29306690(+)	OR14J1	negative control		
OR14J1#chr6:29306710-29306728(+)	OR14J1	negative control		
OR14J1#chr6:29306784-29306802(+)	OR14J1	negative control		
OR14J1#chr6:29306826-29306844(-)	OR14J1	negative control		
OR14J1#chr6:29307105-29307123(-)	OR14J1	negative control		
OR1J4#chr9:122519128-122519146(+)	OR1J4	negative control		
OR1J4#chr9:122519415-122519433(-)	OR1J4	negative control		
OR1J4#chr9:122519527-122519545(-)	OR1J4	negative control		
OR1J4#chr9:122519593-122519611(-)	OR1J4	negative control		
OR1J4#chr9:122519598-122519616(-)	OR1J4	negative control		
OR1J4#chr9:122519610-122519628(-)	OR1J4	negative control		
OR1L8#chr9:122568064-122568082(+)	OR1L8	negative control		
OR1L8#chr9:122568298-122568316(+)	OR1L8	negative control		
OR1L8#chr9:122568355-122568373(-)	OR1L8	negative control		
OR1L8#chr9:122568361-122568379(+)	OR1L8	negative control		
OR1L8#chr9:122568415-122568433(+)	OR1L8	negative control		
OR1L8#chr9:122568542-122568560(-)	OR1L8	negative control		
OR1M1#chr19:9093628-9093646(-)	OR1M1	negative control		
OR1M1#chr19:9093559-9093577(-)	OR1M1	negative control		
OR1M1#chr19:9083140-9083157(-)	OR1M1	negative control		
OR1M1#chr19:9093352-9093370(-)	OR1M1	negative control		
OR1M1#chr19:9093293-9093311(+)	OR1M1	negative control		
OR1M1#chr19:9093345-9093363(+)	OR1M1	negative control		
OR1N2#chr9:122553156-122553174(+)	OR1N2	negative control		
OR1N2#chr9:122553189-122553207(+)	OR1N2	negative control		
OR1N2#chr9:122553194-122553212(+)	OR1N2	negative control		
OR1N2#chr9:122553204-122553222(+)	OR1N2	negative control		
OR1N2#chr9:122553259-122553277(-)	OR1N2	negative control		
OR1N2#chr9:122553317-122553335(+)	OR1N2	negative control		
OR2A1#chr7:144318508-144318526(-)	OR2A1	negative control		
OR2A1#chr7:144318533-144318551(+)	OR2A1	negative control		
OR2A1#chr7:144318597-144318615(-)	OR2A1	negative control		
OR2A1#chr7:144318522-144318540(-)	OR2A1	negative control		
OR2A1#chr7:144318110-144318128(+)	OR2A1	negative control		
OR2A1#chr7:144318332-144318350(+)	OR2A1	negative control		
OR2A2#chr7:144109537-144109555(+)	OR2A2	negative control		
