guide_id	n_cells_detected	frac_cells_detected	n_cells_assigned	frac_cells_assigned	total_umi	mean_umi	median_umi	std_umi	max_umi	total_cells	gene_name
POLR1D#chr13:27621883-27621901(-)	2	1.8682806120113629e-06	1	9.341403060056814e-07	7.0	3.5	3.5	2.5	6.0	1070503	POLR1D
POLR1D#chr13:27621915-27621933(-)	5	4.670701530028407e-06	3	2.8024209180170443e-06	63.0	12.6	7.0	16.0822883943797	44.0	1070503	POLR1D
TFRC#chr3:196082075-196082093(-)	8887	0.008301704899472491	1773	0.0016562307625480732	184075.0	20.712838978282885	1.0	61.771801852587146	1017.0	1070503	TFRC
non-targeting_00006	337	0.00031480528312391465	91	8.5006767846517e-05	4850.0	14.391691394658753	1.0	41.2599164138808	431.0	1070503	
non-targeting_00010	147	0.00013731862498283517	39	3.643147193422158e-05	1121.0	7.625850340136054	1.0	15.983925124078871	121.0	1070503	
non-targeting_00013	857	0.000800558242246869	130	0.00012143823978073858	17569.0	20.500583430571762	1.0	75.25144353843831	913.0	1070503	
non-targeting_00018	114	0.00010649199488464768	49	4.577287499427839e-05	1146.0	10.052631578947368	2.5	14.581797175391856	78.0	1070503	
non-targeting_00020	656	0.000612796040739727	167	0.0001560014311029488	17681.0	26.952743902439025	1.0	72.53285142026286	539.0	1070503	
non-targeting_00021	942	0.0008799601682573519	156	0.0001457258877368863	17792.0	18.887473460721868	1.0	72.95740891864175	1049.0	1070503	
non-targeting_00026	423	0.00039514134944040327	94	8.780918876453406e-05	5007.0	11.836879432624114	1.0	42.71378561442447	636.0	1070503	
non-targeting_00037	107	9.995301274260791e-05	38	3.549733162821589e-05	687.0	6.420560747663552	2.0	9.11713738396463	47.0	1070503	
non-targeting_00047	184	0.00017188181630504537	85	7.940192601048293e-05	1614.0	8.771739130434783	2.0	13.668913684827022	77.0	1070503	
non-targeting_00062	6	5.604841836034089e-06	0	0.0	7.0	1.1666666666666667	1.0	0.3726779962499649	2.0	1070503	
non-targeting_00081	2	1.8682806120113629e-06	1	9.341403060056814e-07	16.0	8.0	8.0	5.0	13.0	1070503	
non-targeting_00095	281	0.00026249342598759647	107	9.995301274260791e-05	2703.0	9.619217081850534	1.0	19.18984163985831	147.0	1070503	
non-targeting_00131	19	1.7748665814107946e-05	5	4.670701530028407e-06	67.0	3.526315789473684	1.0	4.320921210899746	19.0	1070503	
non-targeting_00148	1143	0.0010677223697644939	135	0.00012610894131076698	24474.0	21.412073490813647	1.0	87.32731698429843	1229.0	1070503	
non-targeting_00158	256	0.00023913991833745445	84	7.846778570447723e-05	3746.0	14.6328125	1.0	32.702224478463904	218.0	1070503	
non-targeting_00162	2091	0.0019532873798578797	245	0.00022886437497139195	54403.0	26.017694882831183	1.0	109.2204023586554	1842.0	1070503	
non-targeting_00164	953	0.0008902357116234145	286	0.0002671641275176249	18977.0	19.912906610703043	1.0	48.106974309095335	438.0	1070503	
non-targeting_00166	1229	0.0011480584360809825	350	0.0003269491071019885	20825.0	16.944670463791702	1.0	50.28703807347418	832.0	1070503	
non-targeting_00169	1072	0.0010013984080380904	152	0.00014198932651286357	33729.0	31.463619402985074	1.0	140.39758504122278	1924.0	1070503	
non-targeting_00170	2265	0.0021158277931028683	228	0.00021298398976929536	59610.0	26.31788079470199	1.0	129.35511148739022	2536.0	1070503	
non-targeting_00176	1690	0.0015786971171496017	186	0.00017375009691705676	36195.0	21.41715976331361	1.0	87.56730936850558	1190.0	1070503	
non-targeting_00179	531	0.0004960285024890169	112	0.00010462371427263632	11209.0	21.109227871939737	1.0	71.88947973899887	685.0	1070503	
non-targeting_00183	2518	0.0023521652905223057	370	0.00034563191322210216	74493.0	29.58419380460683	1.0	170.33626935806083	2420.0	1070503	
non-targeting_00186	262	0.00024474476017348853	171	0.00015973799232697154	3011.0	11.492366412213741	8.0	13.354743665438095	86.0	1070503	
non-targeting_00190	1434	0.0013395571988121472	234	0.00021858883160532947	40436.0	28.19804741980474	1.0	94.46932362607845	1104.0	1070503	
non-targeting_00205	1507	0.0014077494411505619	650	0.000607191198903693	23611.0	15.667551426675514	1.0	28.982094594366668	241.0	1070503	
non-targeting_00215	1438	0.0013432937600361698	172	0.00016067213263297722	36048.0	25.068150208623088	1.0	119.89956193502583	1883.0	1070503	
non-targeting_00227	473	0.0004418483647406873	137	0.00012797722192277837	10871.0	22.9830866807611	1.0	68.8192144719469	902.0	1070503	
non-targeting_00234	977	0.0009126550789675508	440	0.00041102173464249985	16070.0	16.448311156601843	1.0	31.79237337514091	383.0	1070503	
non-targeting_00250	1160	0.0010836027549665905	181	0.00016907939538702833	31112.0	26.820689655172412	1.0	96.21936459810107	1288.0	1070503	
non-targeting_00265	20	1.868280612011363e-05	8	7.4731224480454516e-06	381.0	19.05	2.5	30.218330529663618	102.0	1070503	
non-targeting_00271	583	0.0005446037984013122	136	0.00012704308161677266	14786.0	25.361921097770153	1.0	69.17887216814752	659.0	1070503	
non-targeting_00284	1667	0.001557211890111471	247	0.0002307326555834033	38994.0	23.391721655668867	1.0	93.90515581051847	1472.0	1070503	
non-targeting_00287	339	0.000316673563735926	98	9.154574998855678e-05	6791.0	20.032448377581122	1.0	49.696739417739565	387.0	1070503	
non-targeting_00289	301	0.0002811762321077101	105	9.808473213059655e-05	4659.0	15.478405315614618	1.0	31.302675717764657	211.0	1070503	
non-targeting_00293	655	0.0006118619004337213	251	0.00023446921680742605	7630.0	11.648854961832061	1.0	24.68622129021878	186.0	1070503	
non-targeting_00296	900	0.0008407262754051133	175	0.00016347455355099425	22629.0	25.143333333333334	1.0	93.4179051954769	1138.0	1070503	
non-targeting_00298	2973	0.002777199129754891	410	0.0003829975254623294	76301.0	25.664648503195426	1.0	102.30416494127472	2136.0	1070503	
non-targeting_00306	85	7.940192601048293e-05	43	4.0168033158244304e-05	961.0	11.305882352941177	5.0	14.778381292726818	91.0	1070503	
non-targeting_00316	45	4.203631377025566e-05	2	1.8682806120113629e-06	76.0	1.6888888888888889	1.0	1.4578861748317087	8.0	1070503	
non-targeting_00320	679	0.0006342812677778577	139	0.00012984550253478973	13584.0	20.005891016200295	1.0	65.09795469975394	775.0	1070503	
non-targeting_00324	33	3.0826630098187486e-05	3	2.8024209180170443e-06	73.0	2.212121212121212	1.0	2.6714832533980837	15.0	1070503	
non-targeting_00326	915	0.0008547383799951986	126	0.00011770167855671587	19173.0	20.95409836065574	1.0	87.6459474287875	989.0	1070503	
non-targeting_00327	301	0.0002811762321077101	124	0.00011583339794470449	4565.0	15.16611295681063	1.0	28.130196491641097	201.0	1070503	
non-targeting_00340	2214	0.0020681866374965786	523	0.0004885553800409713	50647.0	22.875790424570912	1.0	60.097635264570066	782.0	1070503	
non-targeting_00341	1105	0.0010322250381362779	144	0.00013451620406481813	28705.0	25.97737556561086	1.0	105.52763543771908	998.0	1070503	
non-targeting_00347	1609	0.0015030317523631413	246	0.00022979851527739763	31349.0	19.48353014294593	1.0	75.7034949704771	1091.0	1070503	
non-targeting_00352	271	0.0002531520229275397	121	0.00011303097702668745	2408.0	8.885608856088561	2.0	16.228926599674846	144.0	1070503	
non-targeting_00407	989	0.0009238647626396189	224	0.00020924742854527264	25810.0	26.09706774519717	1.0	75.12840831935048	700.0	1070503	
non-targeting_00410	92	8.594090815252269e-05	19	1.7748665814107946e-05	314.0	3.4130434782608696	2.0	4.051709714034964	24.0	1070503	
non-targeting_00412	5915	0.005525439910023606	528	0.0004932260815709998	146973.0	24.847506339814032	1.0	123.44739054928067	2841.0	1070503	
non-targeting_00426	373	0.00034843433414011917	142	0.00013264792345280677	3494.0	9.367292225201073	1.0	16.777257120129207	143.0	1070503	
non-targeting_00431	520	0.00048575295912295434	139	0.00012984550253478973	11709.0	22.517307692307693	1.0	55.80280948659873	516.0	1070503	
non-targeting_00445	1031	0.0009630986554918575	229	0.00021391813007530104	23525.0	22.817652764306498	1.0	64.82497302551816	679.0	1070503	
non-targeting_00446	1315	0.0012283945023974711	200	0.00018682806120113628	50695.0	38.551330798479086	1.0	156.1662302535763	2621.0	1070503	
non-targeting_00461	1344	0.0012554845712716358	255	0.00023820577803144877	33930.0	25.245535714285715	1.0	77.69250751596174	777.0	1070503	
non-targeting_00474	770	0.0007192880356243748	104	9.715059182459087e-05	15120.0	19.636363636363637	1.0	80.37438518936905	927.0	1070503	
non-targeting_00483	731	0.0006828565636901532	159	0.00014852830865490335	13294.0	18.186046511627907	1.0	52.33767423722082	492.0	1070503	
non-targeting_00484	444	0.00041475829586652257	209	0.00019523532395518742	4857.0	10.93918918918919	1.5	22.24937280764509	250.0	1070503	
non-targeting_00485	166	0.0001550672907969431	70	6.53898214203977e-05	2952.0	17.783132530120483	1.0	44.044760418326	477.0	1070503	
non-targeting_00492	127	0.00011863581886272155	54	5.0443576524306795e-05	1648.0	12.976377952755906	2.0	21.847165825280612	109.0	1070503	
non-targeting_00496	1277	0.0011928971707692551	195	0.00018215735967110788	38764.0	30.355520751761944	1.0	121.11296264600128	1318.0	1070503	
non-targeting_00497	506	0.0004726749948388748	197	0.00018402564028311924	9717.0	19.203557312252965	1.0	43.33425635576079	426.0	1070503	
non-targeting_00501	403	0.0003764585433202896	131	0.00012237238008674426	7421.0	18.41439205955335	1.0	41.34091744748343	424.0	1070503	
non-targeting_00503	1067	0.0009967277065080621	189	0.0001765525178350738	27582.0	25.850046860356137	1.0	91.546056274413	977.0	1070503	
non-targeting_00509	52	4.8575295912295435e-05	18	1.6814525508102266e-05	315.0	6.0576923076923075	2.0	9.624514895944031	49.0	1070503	
non-targeting_00516	775	0.0007239587371544031	149	0.00013918690559484653	24820.0	32.0258064516129	1.0	112.13145214360469	1153.0	1070503	
non-targeting_00517	53	4.9509436218301115e-05	10	9.341403060056814e-06	146.0	2.7547169811320753	1.0	2.8675521108742847	12.0	1070503	
non-targeting_00518	153	0.00014292346681886927	78	7.286294386844316e-05	1586.0	10.366013071895425	4.0	16.483206599162642	105.0	1070503	
non-targeting_00528	1565	0.0014619295788988915	227	0.00021204984946328968	44002.0	28.11629392971246	1.0	106.17577455295532	1632.0	1070503	
non-targeting_00531	521	0.00048668709942896004	194	0.0001812232193651022	9932.0	19.06333973128599	1.0	40.256540813755635	274.0	1070503	
non-targeting_00538	412	0.00038486580607434076	152	0.00014198932651286357	7510.0	18.228155339805824	1.0	45.67191339648754	392.0	1070503	
non-targeting_00539	998	0.0009322720253936701	297	0.0002774396708836874	14223.0	14.251503006012024	1.0	39.86618238232717	576.0	1070503	
non-targeting_00544	1578	0.0014740734028769653	247	0.0002307326555834033	36224.0	22.955640050697085	1.0	86.71334743173013	1036.0	1070503	
non-targeting_00545	2500	0.0023353507650142034	218	0.00020364258670923857	63691.0	25.4764	1.0	130.1622735013491	1730.0	1070503	
non-targeting_00550	1201	0.0011219025075128234	247	0.0002307326555834033	20841.0	17.353039134054953	1.0	46.293818825570604	488.0	1070503	
non-targeting_00559	544	0.0005081723264670907	166	0.0001550672907969431	9435.0	17.34375	1.0	45.80370358833539	401.0	1070503	
non-targeting_00570	874	0.0008164386274489656	131	0.00012237238008674426	27486.0	31.448512585812356	1.0	120.31902759612778	1589.0	1070503	
non-targeting_00582	406	0.0003792609642383067	140	0.0001307796428407954	7467.0	18.391625615763548	1.0	42.6380901061392	447.0	1070503	
non-targeting_00599	940	0.0008780918876453406	153	0.00014292346681886927	23680.0	25.19148936170213	1.0	87.4899236259792	973.0	1070503	
non-targeting_00609	212	0.00019803774487320446	77	7.192880356243748e-05	2685.0	12.665094339622641	1.0	24.874138052584346	239.0	1070503	
non-targeting_00610	384	0.0003587098775061817	144	0.00013451620406481813	5516.0	14.364583333333334	1.0	30.593987628177132	234.0	1070503	
non-targeting_00611	90	8.407262754051133e-05	34	3.1760770404193166e-05	430.0	4.777777777777778	4.0	4.436659849175272	24.0	1070503	
non-targeting_00612	738	0.0006893955458321929	159	0.00014852830865490335	25629.0	34.72764227642276	1.0	103.19597647732108	1029.0	1070503	
non-targeting_00620	2336	0.002182151754829272	230	0.00021485227038130672	51268.0	21.94691780821918	1.0	94.50216851222936	1218.0	1070503	
non-targeting_00629	690	0.0006445568111439202	113	0.000105557854578642	13804.0	20.005797101449275	1.0	74.84749690190428	896.0	1070503	
non-targeting_00634	180	0.00016814525508102265	90	8.407262754051133e-05	1938.0	10.766666666666667	3.0	17.99231317350088	140.0	1070503	
non-targeting_00635	746	0.0006968686682802383	137	0.00012797722192277837	11021.0	14.773458445040214	1.0	53.07525026778696	813.0	1070503	
non-targeting_00642	234	0.00021858883160532947	104	9.715059182459087e-05	3774.0	16.128205128205128	2.0	28.619083484861598	170.0	1070503	
non-targeting_00652	463	0.0004325069616806305	120	0.00011209683672068177	10566.0	22.8207343412527	1.0	61.57125709027489	464.0	1070503	
non-targeting_00657	1633	0.0015254511197072779	221	0.0002064450076272556	38613.0	23.64543784445805	1.0	90.99545323698997	1257.0	1070503	
non-targeting_00659	3858	0.003603913300569919	365	0.00034096121169207373	100785.0	26.123639191290824	1.0	138.6926591886967	2182.0	1070503	
non-targeting_00664	1925	0.0017982200890609367	341	0.00031854184434793736	42794.0	22.23064935064935	1.0	76.01901194767282	950.0	1070503	
non-targeting_00678	886	0.0008276483111210337	179	0.00016721111477501697	27312.0	30.826185101580137	1.0	95.67383238760208	797.0	1070503	
non-targeting_00688	92	8.594090815252269e-05	34	3.1760770404193166e-05	407.0	4.423913043478261	2.0	4.50900956938288	24.0	1070503	
non-targeting_00689	225	0.00021018156885127832	111	0.00010368957396663064	2931.0	13.026666666666667	3.0	19.980861954491463	126.0	1070503	
non-targeting_00692	2	1.8682806120113629e-06	0	0.0	5.0	2.5	2.5	1.5	4.0	1070503	
non-targeting_00696	1539	0.0014376419309427438	178	0.0001662769744690113	40050.0	26.023391812865498	1.0	107.47507125283657	1604.0	1070503	
non-targeting_00698	136	0.00012704308161677266	61	5.6982558666346566e-05	1151.0	8.463235294117647	3.0	12.878908937298412	71.0	1070503	
non-targeting_00699	1326	0.0012386700457635337	192	0.00017935493875309084	30175.0	22.756410256410255	1.0	83.24923201360066	949.0	1070503	
non-targeting_00702	1380	0.0012891136222878403	236	0.00022045711221734083	40684.0	29.481159420289856	1.0	112.15436602712174	1396.0	1070503	
non-targeting_00709	229	0.00021391813007530104	96	8.967746937654542e-05	2857.0	12.475982532751091	1.0	22.79039845174311	135.0	1070503	
non-targeting_00712	2271	0.0021214326349389026	290	0.0002709006887416476	67441.0	29.696609423161604	1.0	118.70377259881387	2282.0	1070503	
non-targeting_00718	906	0.0008463311172411474	177	0.00016534283416300561	33356.0	36.81677704194261	1.0	145.8935911521867	1597.0	1070503	
non-targeting_00749	310	0.00028958349486176126	149	0.00013918690559484653	5773.0	18.62258064516129	2.0	31.77790071709319	224.0	1070503	
non-targeting_00750	155	0.00014479174743088063	62	5.7916698972352246e-05	1382.0	8.916129032258064	2.0	14.683304031234702	75.0	1070503	
non-targeting_00753	856	0.0007996241019408633	173	0.0001616062729389829	16532.0	19.313084112149532	1.0	62.03810719786557	988.0	1070503	
non-targeting_00756	1846	0.001724423004886488	184	0.00017188181630504537	47210.0	25.57421451787649	1.0	137.7327230438749	2890.0	1070503	
non-targeting_00762	759	0.0007090124922583122	252	0.00023540335711343173	10611.0	13.980237154150197	1.0	31.64170093228905	363.0	1070503	
non-targeting_00769	656	0.000612796040739727	183	0.0001709476759990397	19606.0	29.88719512195122	1.0	72.77956666427724	617.0	1070503	
non-targeting_00771	345	0.0003222784055719601	85	7.940192601048293e-05	5314.0	15.402898550724638	1.0	41.3775475454233	353.0	1070503	
non-targeting_00781	2422	0.0022624878211457604	317	0.000296122477003801	77701.0	32.081337737407104	1.0	174.84725783980187	2111.0	1070503	
non-targeting_00784	588	0.0005492744999313407	104	9.715059182459087e-05	11208.0	19.06122448979592	1.0	69.39458549814826	749.0	1070503	
non-targeting_00787	289	0.00026996654843564196	119	0.0001111626964146761	4549.0	15.740484429065743	1.0	34.73585626542078	360.0	1070503	
non-targeting_00797	910	0.0008500676784651701	172	0.00016067213263297722	16203.0	17.805494505494504	1.0	59.78886452725759	733.0	1070503	
non-targeting_00803	332	0.0003101345815938862	119	0.0001111626964146761	4034.0	12.150602409638553	1.0	24.015084985608905	177.0	1070503	
non-targeting_00811	3	2.8024209180170443e-06	0	0.0	6.0	2.0	2.0	0.816496580927726	3.0	1070503	
non-targeting_00823	1100	0.0010275543366062496	154	0.00014385760712487495	12633.0	11.484545454545454	1.0	42.246858272353194	454.0	1070503	
non-targeting_00827	1730	0.0016160627293898288	208	0.00019430118364918174	41416.0	23.939884393063583	1.0	104.92921849887341	1469.0	1070503	
non-targeting_00843	1078	0.0010070032498741247	186	0.00017375009691705676	24384.0	22.619666048237477	1.0	79.59716564279874	729.0	1070503	
non-targeting_00852	110	0.00010275543366062496	27	2.5221788262153397e-05	526.0	4.781818181818182	2.0	7.762827294440202	56.0	1070503	
non-targeting_00856	903	0.0008435286963231303	131	0.00012237238008674426	24731.0	27.387596899224807	1.0	107.57687684107908	1257.0	1070503	
non-targeting_00860	4844	0.004524975642291521	461	0.00043063868106861915	148848.0	30.728323699421967	1.0	146.92480569631306	1827.0	1070503	
non-targeting_00862	443	0.00041382415556051686	79	7.379708417444884e-05	12791.0	28.873589164785553	1.0	119.87170456487827	1670.0	1070503	
non-targeting_00863	2613	0.0024409086195928457	224	0.00020924742854527264	55234.0	21.138155376961347	1.0	110.63658669405653	1908.0	1070503	
non-targeting_00881	1929	0.0018019566502849595	199	0.0001858939208951306	50415.0	26.1353032659409	1.0	123.58940466935442	1685.0	1070503	
non-targeting_00886	1120	0.0010462371427263633	165	0.00015413315049093743	22516.0	20.103571428571428	1.0	66.28411510925017	636.0	1070503	
non-targeting_00903	2033	0.0018991072421095504	368	0.00034376363261009074	47609.0	23.41810132808657	1.0	70.7502643701506	690.0	1070503	
non-targeting_00907	371	0.0003465660535281078	147	0.00013731862498283517	6862.0	18.495956873315365	1.0	33.540045017437365	254.0	1070503	
non-targeting_00923	1366	0.0012760356580037609	213	0.00019897188517921014	31734.0	23.23133235724744	1.0	87.19723565311843	1136.0	1070503	
non-targeting_00932	162	0.0001513307295729204	77	7.192880356243748e-05	2364.0	14.592592592592593	4.0	30.092564102550618	192.0	1070503	
non-targeting_00934	254	0.0002372716377254431	94	8.780918876453406e-05	3410.0	13.4251968503937	1.0	27.543242932894863	159.0	1070503	
non-targeting_00940	475	0.00044371664535269867	226	0.000211115709157284	10791.0	22.717894736842105	2.0	43.3230751179222	333.0	1070503	
non-targeting_00954	371	0.0003465660535281078	117	0.00010929441580266473	6995.0	18.8544474393531	1.0	46.750877881021225	424.0	1070503	
non-targeting_00962	628	0.000586640112171568	135	0.00012610894131076698	18229.0	29.027070063694268	1.0	91.3512899986043	1175.0	1070503	
non-targeting_00963	1389	0.0012975208850418915	175	0.00016347455355099425	33306.0	23.978401727861772	1.0	115.87131137867246	1215.0	1070503	
non-targeting_00977	1118	0.0010443688621143519	177	0.00016534283416300561	24350.0	21.779964221824688	1.0	70.32973623528937	553.0	1070503	
non-targeting_00979	767	0.0007164856147063576	222	0.00020737914793326128	23605.0	30.775749674054758	1.0	82.22214819879709	794.0	1070503	
non-targeting_00984	654	0.0006109277601277157	122	0.00011396511733269313	12797.0	19.567278287461775	1.0	71.13230705284033	795.0	1070503	
non-targeting_00986	2181	0.002037360007398391	257	0.00024007405864346013	80135.0	36.742320036680425	1.0	168.013715275861	2067.0	1070503	
non-targeting_00987	1605	0.0014992951911391187	191	0.00017842079844708516	35205.0	21.934579439252335	1.0	92.00003430461612	1351.0	1070503	
non-targeting_00991	57	5.324599744232384e-05	16	1.4946244896090903e-05	1338.0	23.473684210526315	1.0	54.35558857407038	237.0	1070503	
non-targeting_00996	222	0.00020737914793326128	92	8.594090815252269e-05	3825.0	17.22972972972973	1.0	34.136667809206905	227.0	1070503	
non-targeting_00998	965	0.0009014453952954826	133	0.00012424066069875562	26062.0	27.007253886010364	1.0	120.71572803082978	2085.0	1070503	
non-targeting_00999	999	0.0009332061656996758	171	0.00015973799232697154	21842.0	21.863863863863862	1.0	79.78786617697305	876.0	1070503	
non-targeting_01008	148	0.00013825276528884085	80	7.473122448045452e-05	1667.0	11.263513513513514	5.0	16.099925082286028	93.0	1070503	
non-targeting_01012	536	0.0005006992040190452	156	0.0001457258877368863	12167.0	22.699626865671643	1.0	53.14863416207049	446.0	1070503	
non-targeting_01018	446	0.00041662657647853393	121	0.00011303097702668745	9872.0	22.134529147982065	1.0	67.97427514347277	604.0	1070503	
non-targeting_01031	584	0.000545537938707318	130	0.00012143823978073858	8719.0	14.929794520547945	1.0	42.17608476358581	415.0	1070503	
non-targeting_01034	73	6.819224233841474e-05	29	2.709006887416476e-05	1079.0	14.780821917808218	1.0	22.970049931269177	87.0	1070503	
non-targeting_01035	615	0.0005744962881934941	161	0.0001503965892669147	12005.0	19.520325203252032	1.0	52.2536262550726	473.0	1070503	
non-targeting_01044	329	0.0003073321606758692	80	7.473122448045452e-05	5345.0	16.246200607902736	1.0	43.26025917119014	310.0	1070503	
non-targeting_01047	582	0.0005436696580953066	105	9.808473213059655e-05	8985.0	15.438144329896907	1.0	48.03491129465837	357.0	1070503	
non-targeting_01053	439	0.00041008759433649414	152	0.00014198932651286357	8944.0	20.373576309794988	1.0	42.37393828465971	306.0	1070503	
non-targeting_01055	5839	0.005454445246767174	605	0.0005651548851334373	122303.0	20.945881144031514	1.0	87.88364469983745	1454.0	1070503	
non-targeting_01086	279	0.0002606251453755851	121	0.00011303097702668745	3922.0	14.057347670250897	1.0	24.966722112380538	150.0	1070503	
non-targeting_01089	712	0.0006651078978760452	113	0.000105557854578642	15690.0	22.036516853932586	1.0	101.79565515331394	1120.0	1070503	
non-targeting_01093	520	0.00048575295912295434	297	0.0002774396708836874	14480.0	27.846153846153847	9.0	37.00155122287995	209.0	1070503	
non-targeting_01101	996	0.0009304037447816588	192	0.00017935493875309084	28716.0	28.83132530120482	1.0	104.41177586079178	1591.0	1070503	
non-targeting_01102	832	0.000777204734596727	236	0.00022045711221734083	16370.0	19.67548076923077	1.0	48.314404751581385	353.0	1070503	
non-targeting_01107	111	0.00010368957396663064	30	2.8024209180170443e-05	2838.0	25.56756756756757	1.0	60.178506477238365	427.0	1070503	
non-targeting_01109	1071	0.0010004642677320847	172	0.00016067213263297722	24105.0	22.50700280112045	1.0	79.14452556358145	917.0	1070503	
non-targeting_01117	1811	0.0016917280941762891	284	0.00026529584690561354	39293.0	21.696852567642186	1.0	74.16649145692527	774.0	1070503	
non-targeting_01130	49	4.577287499427839e-05	11	1.0275543366062496e-05	198.0	4.040816326530612	2.0	5.118829520519473	31.0	1070503	
non-targeting_01136	931	0.0008696846248912894	152	0.00014198932651286357	20740.0	22.277121374865736	1.0	83.25418548866202	958.0	1070503	
non-targeting_01139	945	0.0008827625891753689	171	0.00015973799232697154	19989.0	21.152380952380952	1.0	61.32860624591526	531.0	1070503	
non-targeting_01142	1538	0.0014367077906367381	156	0.0001457258877368863	39453.0	25.652145643693107	1.0	127.37264196295759	1594.0	1070503	
non-targeting_01155	1638	0.0015301218212373062	250	0.00023353507650142037	42656.0	26.04151404151404	1.0	94.7911307662513	1039.0	1070503	
non-targeting_01177	234	0.00021858883160532947	104	9.715059182459087e-05	1406.0	6.0085470085470085	2.0	8.095578329378725	54.0	1070503	
non-targeting_01185	411	0.00038393166576833505	71	6.632396172640338e-05	9480.0	23.065693430656935	1.0	99.18445087350518	1396.0	1070503	
non-targeting_01188	824	0.0007697316121486815	223	0.00020831328823926696	19267.0	23.38228155339806	1.0	62.55351671206777	668.0	1070503	
non-targeting_01190	5546	0.00518074213710751	491	0.0004586628902487896	147655.0	26.623692751532637	1.0	133.031089457051	1920.0	1070503	
non-targeting_01197	791	0.0007389049820504941	116	0.00010836027549665904	21534.0	27.223767383059418	1.0	99.59081513438741	1249.0	1070503	
non-targeting_01206	1179	0.0011013514207806985	148	0.00013825276528884085	30278.0	25.68108566581849	1.0	100.57068747474901	1021.0	1070503	
non-targeting_01209	828	0.0007734681733727042	177	0.00016534283416300561	18039.0	21.786231884057973	1.0	68.26561829615883	817.0	1070503	
non-targeting_01215	700	0.000653898214203977	274	0.00025595444384555674	12929.0	18.47	1.0	40.95562703358704	444.0	1070503	
non-targeting_01218	127	0.00011863581886272155	27	2.5221788262153397e-05	2095.0	16.496062992125985	1.0	53.8321792964678	370.0	1070503	
non-targeting_01224	27	2.5221788262153397e-05	14	1.307796428407954e-05	720.0	26.666666666666668	6.0	57.08667873408725	255.0	1070503	
non-targeting_01227	1080	0.0010088715304861359	170	0.00015880385202096586	36323.0	33.632407407407406	1.0	116.15362219819038	1051.0	1070503	
non-targeting_01236	578	0.0005399330968712839	124	0.00011583339794470449	14102.0	24.397923875432525	1.0	68.3782791640273	563.0	1070503	
non-targeting_01241	621	0.0005801011300295281	153	0.00014292346681886927	11282.0	18.167471819645733	1.0	51.34632784475746	397.0	1070503	
