target_id	ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	type	cell_count	distance_mean	distance_rank_targeting	sig_distance_gt_NC_max	pval_mean	sig_pval_lt_0p05	n_outlier_grnas_in_run	n_grnas_in_run	locus
ENSG00000004848|chrX:25015643-25015955	ENSG00000004848	ARX	ARX		Homeodomain	targeting	2000	111.48054809570311	45.0	True	0.0	True	460	13534	chrX:25015643-25015955
ENSG00000108840|chr17:44123413-44123610	ENSG00000108840	HDAC5	HDAC5		Unknown	targeting	2000	111.33400268554688	46.0	True	0.0	True	460	13534	chr17:44123413-44123610
ENSG00000005073|chr7:27184970-27185227	ENSG00000005073	HOXA11	HOXA11		Homeodomain	targeting	2000	111.29627685546876	47.0	True	0.0	True	460	13534	chr7:27184970-27185227
ENSG00000171476|chr4:56655786-56656017	ENSG00000171476	HOPX	HOPX		Homeodomain	targeting	2000	111.24873046875	48.0	True	0.0	True	460	13534	chr4:56655786-56656017
ENSG00000290988|chr19:37692075-37692259	ENSG00000290988	ZNF781	ZNF781		C2H2 ZF	targeting	2000	111.2273681640625	49.0	True	0.0	True	460	13534	chr19:37692075-37692259
ENSG00000253293|chr7:27174026-27174311	ENSG00000253293	HOXA10	HOXA10	HOX	Homeodomain	targeting	2000	111.06386108398438	50.0	True	0.0	True	460	13534	chr7:27174026-27174311
ENSG00000143514|chr1:223845711-223845967	ENSG00000143514	TP53BP2	TP53BP2			targeting	2000	111.01514892578123	51.0	True	0.0	True	460	13534	chr1:223845711-223845967
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	1739	110.93283081054688	52.0	True	0.0	True	460	13534	chr8:144266603-144266696
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	1739	110.93283081054688	52.0	True	0.0	True	460	13534	chr8:144266603-144266696
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	1739	110.93283081054688	52.0	True	0.0	True	460	13534	chr8:144266603-144266696
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	1739	110.93283081054688	52.0	True	0.0	True	460	13534	chr8:144266603-144266696
ENSG00000184271|chr12:51217777-51218095	ENSG00000184271	POU6F1	POU6F1	POU domain factors	Homeodomain; POU	targeting	2000	110.92860107421876	54.0	True	0.0	True	460	13534	chr12:51217777-51218095
ENSG00000106479|chr7:149838423-149838637	ENSG00000106479	ZNF862	ZNF862		Unknown	targeting	2000	110.90643310546876	55.0	True	0.0	True	460	13534	chr7:149838423-149838637
ENSG00000155592|chr16:25257523-25257835	ENSG00000155592	ZKSCAN2	ZKSCAN2		C2H2 ZF	targeting	2000	110.85250854492188	56.0	True	0.0	True	460	13534	chr16:25257523-25257835
ENSG00000122180|chr1:203085771-203085972	ENSG00000122180	MYOG	MYOG	MyoD/ASC-related factors	bHLH	targeting	2000	110.79487915039064	57.0	True	0.0	True	460	13534	chr1:203085771-203085972
ENSG00000134874|chr13:95643045-95644713	ENSG00000134874	DZIP1	DZIP1		C2H2 ZF	targeting	2000	110.78375244140624	58.0	True	0.0	True	460	13534	chr13:95643045-95644713
ENSG00000130589|chr20:63573740-63574263	ENSG00000130589	HELZ2	HELZ2		Unknown	targeting	1346	110.71075439453124	59.0	True	0.0	True	460	13534	chr20:63573740-63574263
ENSG00000179588|chr16:88453285-88453532	ENSG00000179588	ZFPM1	ZFPM1		C2H2 ZF	targeting	2000	110.63502197265623	60.0	True	0.0	True	460	13534	chr16:88453285-88453532
ENSG00000115053|chr2:231464232-231464485	ENSG00000115053	NCL	NCL			targeting	2000	110.58636474609376	61.0	True	0.0	True	460	13534	chr2:231464232-231464485
ENSG00000161277|chr19:36054165-36054394	ENSG00000161277	THAP8	THAP8		THAP finger	targeting	2000	110.50912475585938	62.0	True	0.0	True	460	13534	chr19:36054165-36054394
ENSG00000198040|chr12:133037459-133037943	ENSG00000198040	ZNF84	ZNF84		C2H2 ZF	targeting	2000	110.41716918945312	63.0	True	0.0	True	460	13534	chr12:133037459-133037943
ENSG00000100987|chr20:25077611-25078007	ENSG00000100987	VSX1	VSX1	Paired-related HD factors	Homeodomain	targeting	2000	110.37670288085936	64.0	True	0.0	True	460	13534	chr20:25077611-25078007
ENSG00000142025|chr19:41845109-41845457	ENSG00000142025	DMRTC2	DMRTC2	DMRT factors	DM	targeting	2000	110.36889038085936	65.0	True	0.0	True	460	13534	chr19:41845109-41845457
ENSG00000177374|chr17:2055106-2055552	ENSG00000177374	HIC1	HIC1		C2H2 ZF	targeting	2000	110.33366088867189	66.0	True	0.0	True	460	13534	chr17:2055106-2055552
ENSG00000144655|chr3:39153191-39153573	ENSG00000144655	CSRNP1	CSRNP1		Unknown	targeting	2000	110.29962768554688	67.0	True	0.0	True	460	13534	chr3:39153191-39153573
ENSG00000125845|chr20:6767708-6767829	ENSG00000125845	BMP2	BMP2		Unknown	targeting	2000	110.27189331054689	68.0	True	0.0	True	460	13534	chr20:6767708-6767829
ENSG00000185947|chr16:31884557-31884981	ENSG00000185947	ZNF267	ZNF267		C2H2 ZF	targeting	2000	109.99723510742189	69.0	True	0.0	True	460	13534	chr16:31884557-31884981
ENSG00000273706|chr17:36936747-36937765	ENSG00000273706	LHX1	LHX1	HD-LIM	Homeodomain	targeting	2000	109.92597045898438	70.0	True	0.0	True	460	13534	chr17:36936747-36937765
non-targeting|81|non-targeting:81-81						negative control	2000	109.90040283203123		False	0.0	True	460	13534	non-targeting|81|non-targeting:81-81
ENSG00000135801|chr1:229625966-229626136	ENSG00000135801	TAF5L	TAF5L		Unknown	targeting	2000	109.8335693359375	71.0	False	0.0	True	460	13534	chr1:229625966-229626136
ENSG00000136931|chr9:124507318-124507454	ENSG00000136931	NR5A1	NR5A1	FTZF1-related (NR5A)	Nuclear receptor	targeting	2000	109.81798095703124	72.0	False	0.0	True	460	13534	chr9:124507318-124507454
ENSG00000198728|chr10:102120103-102120377	ENSG00000198728	LDB1	LDB1			targeting	2000	109.81593017578123	73.0	False	0.0	True	460	13534	chr10:102120103-102120377
ENSG00000140009|chr14:64294125-64294314	ENSG00000140009	ESR2	ESR2	Steroid hormone receptors (NR3)	Nuclear receptor	targeting	2000	109.79141845703126	74.0	False	0.0	True	460	13534	chr14:64294125-64294314
ENSG00000169375|chr15:75455340-75455817	ENSG00000169375	SIN3A	SIN3A		Unknown	targeting	2000	109.75591430664062	75.0	False	0.0	True	460	13534	chr15:75455340-75455817
ENSG00000156469|chr8:96261507-96261624	ENSG00000156469	MTERFD1	MTERF3		mTERF	targeting	1596	109.69760131835938	76.0	False	0.0	True	460	13534	chr8:96261507-96261624
ENSG00000128709|chr2:176122703-176123019	ENSG00000128709	HOXD9	HOXD9	HOX	Homeodomain	targeting	2000	109.6738525390625	77.0	False	0.0	True	460	13534	chr2:176122703-176123019
ENSG00000178573|chr16:79600543-79600743	ENSG00000178573	MAF	MAF	Maf-related	bZIP	targeting	2000	109.64422607421876	78.0	False	0.0	True	460	13534	chr16:79600543-79600743
ENSG00000162624|chr1:75136379-75136606	ENSG00000162624	LHX8	LHX8		Homeodomain	targeting	2000	109.48958129882811	79.0	False	0.0	True	460	13534	chr1:75136379-75136606
ENSG00000123609|chr2:151289396-151289682	ENSG00000123609	NMI	NMI			targeting	2000	109.43103637695312	80.0	False	0.0	True	460	13534	chr2:151289396-151289682
ENSG00000143578|chr1:153967871-153968164	ENSG00000143578	CREB3L4	CREB3L4	CREB-related factors	bZIP	targeting	2000	109.41318969726562	81.0	False	0.0	True	460	13534	chr1:153967871-153968164
ENSG00000124813|chr6:45422307-45422407	ENSG00000124813	RUNX2	RUNX2	Runt-related factors	Runt	targeting	2000	109.34179077148436	82.0	False	0.0	True	460	13534	chr6:45422307-45422407
ENSG00000196247|chr7:64666340-64666635	ENSG00000196247	ZNF107	ZNF107		C2H2 ZF	targeting	2000	109.25181274414062	83.0	False	0.0	True	460	13534	chr7:64666340-64666635
ENSG00000198034|chrX:72276872-72277245	ENSG00000198034	RPS4X	RPS4X			targeting	2000	109.21456298828124	84.0	False	0.0	True	460	13534	chrX:72276872-72277245
ENSG00000151789|chr3:21751092-21751194	ENSG00000151789	ZNF385D	ZNF385D		C2H2 ZF	targeting	2000	109.10557250976562	85.0	False	0.0	True	460	13534	chr3:21751092-21751194
ENSG00000183814|chr1:226308769-226309385	ENSG00000183814	LIN9	LIN9			targeting	2000	109.09742431640623	86.0	False	0.0	True	460	13534	chr1:226308769-226309385
ENSG00000166349|chr11:36567997-36568417	ENSG00000166349	RAG1	RAG1		Unknown	targeting	2000	109.07560424804689	87.0	False	0.0	True	460	13534	chr11:36567997-36568417
ENSG00000175329|chr22:35066158-35066389	ENSG00000175329	ISX	ISX	Paired-related HD factors	Homeodomain	targeting	2000	109.04784545898436	88.0	False	0.0	True	460	13534	chr22:35066158-35066389
ENSG00000111653|chr12:6662864-6663154	ENSG00000111653	ING4	ING4		Unknown	targeting	2000	109.04169921875	89.0	False	0.0	True	460	13534	chr12:6662864-6663154
ENSG00000198081|chr18:5295464-5296003	ENSG00000198081	ZBTB14	ZBTB14	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	108.88890380859377	90.0	False	0.0	True	460	13534	chr18:5295464-5296003
ENSG00000204514|chr19:57888774-57888976	ENSG00000204514	ZNF814	ZNF814	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	2000	108.80947265625	91.0	False	0.0	True	460	13534	chr19:57888774-57888976
ENSG00000078699|chr20:33490073-33490272	ENSG00000078699	CBFA2T2	CBFA2T2		Unknown	targeting	2000	108.7772705078125	92.0	False	0.0	True	460	13534	chr20:33490073-33490272
ENSG00000213967|chr19:23914882-23915302	ENSG00000213967	ZNF726	ZNF726	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	108.76708984375	93.0	False	0.0	True	460	13534	chr19:23914882-23915302
ENSG00000188227|chr19:37506929-37507216	ENSG00000188227	ZNF793	ZNF793		C2H2 ZF	targeting	2000	108.7651123046875	94.0	False	0.0	True	460	13534	chr19:37506929-37507216
ENSG00000105392|chr19:47821957-47822027	ENSG00000105392	CRX	CRX		Homeodomain	targeting	2000	108.64912109375	95.0	False	0.0	True	460	13534	chr19:47821957-47822027
ENSG00000275111|chr2:95165802-95166073	ENSG00000275111	ZNF2	ZNF2		C2H2 ZF	targeting	2000	108.58914794921876	96.0	False	0.0	True	460	13534	chr2:95165802-95166073
ENSG00000212993|chr8:127415817-127416221	ENSG00000212993	POU5F1B	POU5F1B	POU domain factors	Homeodomain; POU	targeting	2000	108.56961669921876	97.0	False	0.0	True	460	13534	chr8:127415817-127416221
ENSG00000174446|chr15:66497410-66497777	ENSG00000174446	SNAPC5	SNAPC5		Unknown	targeting	2000	108.55112915039062	98.0	False	0.0	True	460	13534	chr15:66497410-66497777
ENSG00000178662|chr2:165572313-165572445	ENSG00000178662	CSRNP3	CSRNP3		Unknown	targeting	2000	108.477001953125	99.0	False	0.0	True	460	13534	chr2:165572313-165572445
ENSG00000113658|chr5:136132866-136133370	ENSG00000113658	SMAD5	SMAD5	SMAD factors	SMAD	targeting	2000	108.42886962890626	100.0	False	0.0	True	460	13534	chr5:136132866-136133370
ENSG00000196652|chr7:99504930-99505393	ENSG00000196652	ZKSCAN5	ZKSCAN5	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	2000	108.42061157226564	101.0	False	0.0	True	460	13534	chr7:99504930-99505393
ENSG00000100625|chr14:60723908-60724347	ENSG00000100625	SIX4	SIX4		Homeodomain	targeting	2000	108.39820556640623	102.0	False	0.0	True	460	13534	chr14:60723908-60724347
ENSG00000214717|chrX:2500511-2500901	ENSG00000214717	ZBED1	ZBED1	BED zinc finger factors	BED ZF	targeting	2000	108.3873046875	103.0	False	0.0	True	460	13534	chrX:2500511-2500901
ENSG00000148835|chr10:103367999-103368480	ENSG00000148835	TAF5	TAF5		Unknown	targeting	2000	108.31099243164064	104.0	False	0.0	True	460	13534	chr10:103367999-103368480
ENSG00000134058|chr5:69234849-69235121	ENSG00000134058	CDK7	CDK7		Unknown	targeting	2000	108.29943237304688	105.0	False	0.0	True	460	13534	chr5:69234849-69235121
ENSG00000178177|chr4:18021653-18021923	ENSG00000178177	LCORL	LCORL		Pipsqueak	targeting	2000	108.2484619140625	106.0	False	0.0	True	460	13534	chr4:18021653-18021923
ENSG00000125520|chr20:63739767-63740380	ENSG00000125520	SLC2A4RG	SLC2A4RG	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	2000	108.1879638671875	107.0	False	0.0	True	460	13534	chr20:63739767-63740380
ENSG00000103199|chr16:4767090-4767168	ENSG00000103199	ZNF500	ZNF500	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	108.13389892578124	108.0	False	0.0	True	460	13534	chr16:4767090-4767168
ENSG00000256294|chr19:44113382-44113619	ENSG00000256294	ZNF225	ZNF225		C2H2 ZF	targeting	2000	108.06558837890626	109.0	False	0.0	True	460	13534	chr19:44113382-44113619
ENSG00000204595|chr19:53632066-53632262	ENSG00000204595	DPRX	DPRX	Paired-related HD factors	Homeodomain	targeting	2000	108.01646118164062	110.0	False	0.0	True	460	13534	chr19:53632066-53632262
ENSG00000163795|chr2:27380581-27380757	ENSG00000163795	ZNF513	ZNF513		C2H2 ZF	targeting	2000	107.99170532226564	111.0	False	0.0	True	460	13534	chr2:27380581-27380757
non-targeting|56|non-targeting:56-56						negative control	2000	107.98123779296876		False	0.0	True	460	13534	non-targeting|56|non-targeting:56-56
ENSG00000123685|chr1:212699536-212699950	ENSG00000123685	BATF3	BATF3	B-ATF-related factors	bZIP	targeting	2000	107.95244750976562	112.0	False	0.0	True	460	13534	chr1:212699536-212699950
ENSG00000205189|chr8:80486173-80486292	ENSG00000205189	ZBTB10	ZBTB10		C2H2 ZF	targeting	2000	107.94047241210936	113.0	False	0.0	True	460	13534	chr8:80486173-80486292
ENSG00000257923|chr7:101815965-101816347	ENSG00000257923	CUX1	CUX1	HD-CUT	CUT; Homeodomain	targeting	2000	107.89966430664064	114.0	False	0.0	True	460	13534	chr7:101815965-101816347
ENSG00000135341|chr6:90586992-90587077	ENSG00000135341	MAP3K7	MAP3K7		Unknown	targeting	2000	107.897802734375	115.0	False	0.0	True	460	13534	chr6:90586992-90587077
ENSG00000135373|chr11:34621107-34621507	ENSG00000135373	EHF	EHF	Ets-related	Ets	targeting	2000	107.88358154296876	116.0	False	0.0	True	460	13534	chr11:34621107-34621507
ENSG00000112837|chr6:84763067-84763464	ENSG00000112837	TBX18	TBX18	TBX1-related factors	T-box	targeting	2000	107.77203369140624	117.0	False	0.0	True	460	13534	chr6:84763067-84763464
ENSG00000178229|chr19:57320483-57320614	ENSG00000178229	ZNF543	ZNF543		C2H2 ZF	targeting	2000	107.76741943359374	118.0	False	0.0	True	460	13534	chr19:57320483-57320614
ENSG00000145734|chr5:71455663-71455894	ENSG00000145734	BDP1	BDP1		Unknown	targeting	874	107.76502075195312	119.0	False	0.0	True	460	13534	chr5:71455663-71455894
ENSG00000157933|chr1:2228531-2228929	ENSG00000157933	SKI	SKI		Unknown	targeting	2000	107.72225952148438	120.0	False	0.0	True	460	13534	chr1:2228531-2228929
ENSG00000112041|chr6:35512253-35512852	ENSG00000112041	TULP1	TULP1			targeting	2000	107.46869506835938	121.0	False	0.0	True	460	13534	chr6:35512253-35512852
ENSG00000189308|chr4:83012667-83012882	ENSG00000189308	LIN54	LIN54		TCR/CxC	targeting	2000	107.39718017578124	122.0	False	0.0	True	460	13534	chr4:83012667-83012882
ENSG00000171940|chr20:53593340-53593620	ENSG00000171940	ZNF217	ZNF217		C2H2 ZF	targeting	2000	107.33076782226564	123.0	False	0.0	True	460	13534	chr20:53593340-53593620
ENSG00000103479|chr16:53435641-53435883	ENSG00000103479	RBL2	RBL2		Unknown	targeting	2000	107.32569580078123	124.0	False	0.0	True	460	13534	chr16:53435641-53435883
ENSG00000115750|chr2:9843488-9843558	ENSG00000115750	TAF1B	TAF1B		Unknown	targeting	2000	107.29887084960936	125.0	False	0.0	True	460	13534	chr2:9843488-9843558
ENSG00000132846|chr5:77086957-77087195	ENSG00000132846	ZBED3	ZBED3		BED ZF	targeting	2000	107.2987548828125	126.0	False	0.0	True	460	13534	chr5:77086957-77087195
ENSG00000130254|chr19:5622527-5622775	ENSG00000130254	SAFB2	SAFB2		Unknown	targeting	2000	107.28746337890624	127.0	False	0.0	True	460	13534	chr19:5622527-5622775
ENSG00000112561|chr6:41733540-41733839	ENSG00000112561	TFEB	TFEB	bHLH-ZIP	bHLH	targeting	2000	107.24592895507811	128.0	False	0.0	True	460	13534	chr6:41733540-41733839
ENSG00000164924|chr8:100951536-100951962	ENSG00000164924	YWHAZ	YWHAZ			targeting	2000	107.16195678710938	129.0	False	0.0	True	460	13534	chr8:100951536-100951962
ENSG00000277462|chr1:247078347-247078806	ENSG00000277462	ZNF670	ZNF670		C2H2 ZF	targeting	2000	107.08544921875	130.0	False	0.0	True	460	13534	chr1:247078347-247078806
ENSG00000165891|chr12:77065471-77065577	ENSG00000165891	E2F7	E2F7	E2F	E2F	targeting	2000	107.03967895507812	131.0	False	0.0	True	460	13534	chr12:77065471-77065577
ENSG00000196482|chr1:217076892-217076980	ENSG00000196482	ESRRG	ESRRG		Nuclear receptor	targeting	2000	106.95077514648438	132.0	False	0.0	True	460	13534	chr1:217076892-217076980
ENSG00000196466|chr19:12400949-12401251	ENSG00000196466	ZNF799	ZNF799		C2H2 ZF	targeting	2000	106.9444580078125	133.0	False	0.0	True	460	13534	chr19:12400949-12401251
ENSG00000071655|chr19:1592226-1592750	ENSG00000071655	MBD3	MBD3		MBD	targeting	2000	106.93260498046877	134.0	False	0.0	True	460	13534	chr19:1592226-1592750
ENSG00000178691|chr17:31937137-31937387	ENSG00000178691	SUZ12	SUZ12		Unknown	targeting	2000	106.93052368164062	135.0	False	0.0	True	460	13534	chr17:31937137-31937387
ENSG00000029153|chr12:27332901-27333138	ENSG00000029153	ARNTL2	BMAL2		bHLH	targeting	2000	106.898193359375	136.0	False	0.0	True	460	13534	chr12:27332901-27333138
ENSG00000254004|chr19:36528039-36528685	ENSG00000254004	ZNF260	ZNF260	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	106.89718017578124	137.0	False	0.0	True	460	13534	chr19:36528039-36528685
ENSG00000178919|chr9:97853228-97853325	ENSG00000178919	FOXE1	FOXE1	FOX	Forkhead	targeting	2000	106.88345336914062	138.0	False	0.0	True	460	13534	chr9:97853228-97853325
non-targeting|69|non-targeting:69-69						negative control	2000	106.88197021484376		False	0.0	True	460	13534	non-targeting|69|non-targeting:69-69
ENSG00000146587|chr7:5072118-5072235	ENSG00000146587	RBAK	RBAK		C2H2 ZF	targeting	2000	106.87676391601562	139.0	False	0.0	True	460	13534	chr7:5072118-5072235
