chromosome	start	end	seq_name	seq_class	seq_score	gene_name
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.163521	AGRN
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.126501	ISG15
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.082819	HES4
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.062257	PERM1
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.04484	PLEKHN1
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.039266	KLHL17
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.038225	NOC2L
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.023464	SAMD11
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.036241	FAM41C
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.033787	LINC01128
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.033781	LINC00115
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.034656	FAM87B
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.026516	OR4F5
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.02625	FAM138F
chr1	1032558	1034190	genic|chr1:1032408-1034340	genic	0.02625	FAM138A
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.021548	LINC01342
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.01827	C1orf159
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.030764	RNF223
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.058097	AGRN
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.051102	ISG15
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.037545	HES4
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.030164	PERM1
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.022385	PLEKHN1
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.019763	KLHL17
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.01927	NOC2L
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.019187	FAM41C
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.018083	LINC01128
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.01808	LINC00115
chr1	1039839	1041333	genic|chr1:1039689-1041483	genic	0.018579	FAM87B
chr1	1058898	1060003	intergenic|chr1:1058748-1060153	intergenic	0.021727	LINC01342
chr1	1058898	1060003	intergenic|chr1:1058748-1060153	intergenic	0.019763	C1orf159
chr1	1058898	1060003	intergenic|chr1:1058748-1060153	intergenic	0.057464	RNF223
chr1	1058898	1060003	intergenic|chr1:1058748-1060153	intergenic	0.024007	AGRN
chr1	1058898	1060003	intergenic|chr1:1058748-1060153	intergenic	0.024006	ISG15
chr1	1058898	1060003	intergenic|chr1:1058748-1060153	intergenic	0.02046	HES4
chr1	1058898	1060003	intergenic|chr1:1058748-1060153	intergenic	0.018275	PERM1
chr1	1063662	1064440	intergenic|chr1:1063512-1064590	intergenic	0.040651	RNF223
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.015613	TNFRSF18
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.01671	TTLL10
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.030004	LINC01342
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.028886	C1orf159
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.210031	RNF223
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.022792	AGRN
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.023499	ISG15
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.020887	HES4
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.019325	PERM1
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.015444	PLEKHN1
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.015705	FAM41C
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.015345	LINC01128
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.015344	LINC00115
chr1	1069260	1069712	intergenic|chr1:1069110-1069862	intergenic	0.015855	FAM87B
chr1	1070280	1070480	intergenic|chr1:1070130-1070630	intergenic	0.022471	RNF223
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.01958	C1QTNF12
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.018413	B3GALT6
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.018443	SDF4
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.024893	TNFRSF4
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.026359	TNFRSF18
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.028819	TTLL10
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.055591	LINC01342
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.058454	C1orf159
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.279178	RNF223
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.029002	AGRN
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.030562	ISG15
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.028044	HES4
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.026699	PERM1
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.021703	PLEKHN1
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.019679	KLHL17
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.019291	NOC2L
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.023101	FAM41C
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.022821	LINC01128
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.022819	LINC00115
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.02362	FAM87B
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.021043	OR4F5
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.020864	FAM138F
chr1	1079601	1080663	intergenic|chr1:1079451-1080813	intergenic	0.020864	FAM138A
chr1	1121928	1122631	intergenic|chr1:1121778-1122781	intergenic	0.038317	LINC01342
chr1	1121928	1122631	intergenic|chr1:1121778-1122781	intergenic	0.064541	C1orf159
chr1	1142409	1142609	genic|chr1:1142259-1142759	genic	0.019653	LINC01342
chr1	1144070	1144764	genic|chr1:1143920-1144914	genic	0.032747	LINC01342
chr1	1157419	1158411	intergenic|chr1:1157269-1158561	intergenic	0.015549	C1QTNF12
chr1	1157419	1158411	intergenic|chr1:1157269-1158561	intergenic	0.015985	B3GALT6
chr1	1157419	1158411	intergenic|chr1:1157269-1158561	intergenic	0.016032	SDF4
chr1	1157419	1158411	intergenic|chr1:1157269-1158561	intergenic	0.025254	TNFRSF4
chr1	1157419	1158411	intergenic|chr1:1157269-1158561	intergenic	0.029175	TNFRSF18
chr1	1157419	1158411	intergenic|chr1:1157269-1158561	intergenic	0.056982	TTLL10
chr1	1157419	1158411	intergenic|chr1:1157269-1158561	intergenic	0.064632	LINC01342
chr1	1157419	1158411	intergenic|chr1:1157269-1158561	intergenic	0.021172	C1orf159
chr1	1173796	1174672	intergenic|chr1:1173646-1174822	intergenic	0.020751	C1QTNF12
chr1	1173796	1174672	intergenic|chr1:1173646-1174822	intergenic	0.022335	B3GALT6
chr1	1173796	1174672	intergenic|chr1:1173646-1174822	intergenic	0.022416	SDF4
chr1	1173796	1174672	intergenic|chr1:1173646-1174822	intergenic	0.038883	TNFRSF4
chr1	1173796	1174672	intergenic|chr1:1173646-1174822	intergenic	0.047987	TNFRSF18
chr1	1173796	1174672	intergenic|chr1:1173646-1174822	intergenic	0.254675	TTLL10
chr1	1173796	1174672	intergenic|chr1:1173646-1174822	intergenic	0.038795	LINC01342
chr1	1173796	1174672	intergenic|chr1:1173646-1174822	intergenic	0.016347	C1orf159
chr1	1182726	1182926	genic|chr1:1182576-1183076	genic	0.031586	TTLL10
chr1	1200954	1201789	intergenic|chr1:1200804-1201939	intergenic	0.024831	TNFRSF4
chr1	1200954	1201789	intergenic|chr1:1200804-1201939	intergenic	0.060716	TNFRSF18
chr1	1208105	1208305	intergenic|chr1:1207955-1208455	intergenic	0.026531	TNFRSF4
chr1	1208105	1208305	intergenic|chr1:1207955-1208455	intergenic	0.031731	TNFRSF18
chr1	1215935	1216397	intergenic|chr1:1215785-1216547	intergenic	0.034928	TNFRSF4
chr1	1215935	1216397	intergenic|chr1:1215785-1216547	intergenic	0.01816	TNFRSF18
chr1	1218040	1218240	genic|chr1:1217890-1218390	genic	0.020148	TNFRSF4
chr1	1240224	1240424	intergenic|chr1:1240074-1240574	intergenic	0.01704	C1QTNF12
chr1	1265090	1265290	genic|chr1:1264940-1265440	genic	0.019579	UBE2J2
chr1	1284852	1285305	genic|chr1:1284702-1285455	genic	0.023586	SCNN1D
chr1	1290238	1290438	genic|chr1:1290088-1290588	genic	0.025287	SCNN1D
chr1	1290238	1290438	genic|chr1:1290088-1290588	genic	0.015867	UBE2J2
chr1	1291693	1292409	genic|chr1:1291543-1292559	genic	0.016962	TAS1R3
chr1	1291693	1292409	genic|chr1:1291543-1292559	genic	0.020585	CPTP
chr1	1291693	1292409	genic|chr1:1291543-1292559	genic	0.020623	INTS11
chr1	1291693	1292409	genic|chr1:1291543-1292559	genic	0.029443	PUSL1
chr1	1291693	1292409	genic|chr1:1291543-1292559	genic	0.030703	ACAP3
chr1	1291693	1292409	genic|chr1:1291543-1292559	genic	0.071025	SCNN1D
chr1	1291693	1292409	genic|chr1:1291543-1292559	genic	0.047425	UBE2J2
chr1	1291693	1292409	genic|chr1:1291543-1292559	genic	0.021752	C1QTNF12
chr1	1299153	1299353	genic|chr1:1299003-1299503	genic	0.017113	TAS1R3
chr1	1299153	1299353	genic|chr1:1299003-1299503	genic	0.021775	CPTP
chr1	1299153	1299353	genic|chr1:1299003-1299503	genic	0.02183	INTS11
chr1	1299153	1299353	genic|chr1:1299003-1299503	genic	0.043382	PUSL1
chr1	1299153	1299353	genic|chr1:1299003-1299503	genic	0.046852	ACAP3
chr1	1299153	1299353	genic|chr1:1299003-1299503	genic	0.035532	SCNN1D
chr1	1299153	1299353	genic|chr1:1299003-1299503	genic	0.027636	UBE2J2
chr1	1299153	1299353	genic|chr1:1299003-1299503	genic	0.015336	C1QTNF12
chr1	1300100	1300300	genic|chr1:1299950-1300450	genic	0.018749	PUSL1
chr1	1300100	1300300	genic|chr1:1299950-1300450	genic	0.020438	ACAP3
chr1	1302039	1302239	genic|chr1:1301889-1302389	genic	0.018888	PUSL1
chr1	1302039	1302239	genic|chr1:1301889-1302389	genic	0.021175	ACAP3
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.015867	ATAD3C
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.0158	MRPL20
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.016096	CCNL2
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.020857	AURKAIP1
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.031627	MXRA8
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.03822	DVL1
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.064259	TAS1R3
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.086954	CPTP
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.087254	INTS11
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.250317	PUSL1
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.249873	ACAP3
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.081836	SCNN1D
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.067961	UBE2J2
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.041894	C1QTNF12
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.028617	B3GALT6
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.028556	SDF4
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.027086	TNFRSF4
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.024952	TNFRSF18
chr1	1304479	1305862	genic|chr1:1304329-1306012	genic	0.016643	TTLL10
chr1	1309555	1309932	genic|chr1:1309405-1310082	genic	0.017701	TAS1R3
chr1	1309555	1309932	genic|chr1:1309405-1310082	genic	0.025834	CPTP
chr1	1309555	1309932	genic|chr1:1309405-1310082	genic	0.025954	INTS11
chr1	1309555	1309932	genic|chr1:1309405-1310082	genic	0.056644	PUSL1
chr1	1309555	1309932	genic|chr1:1309405-1310082	genic	0.056544	ACAP3
chr1	1309555	1309932	genic|chr1:1309405-1310082	genic	0.015565	SCNN1D
chr1	1315170	1315955	genic|chr1:1315020-1316105	genic	0.0158	DVL1
chr1	1315170	1315955	genic|chr1:1315020-1316105	genic	0.03383	TAS1R3
chr1	1315170	1315955	genic|chr1:1315020-1316105	genic	0.059139	CPTP
chr1	1315170	1315955	genic|chr1:1315020-1316105	genic	0.059608	INTS11
chr1	1315170	1315955	genic|chr1:1315020-1316105	genic	0.05575	PUSL1
chr1	1315170	1315955	genic|chr1:1315020-1316105	genic	0.050532	ACAP3
chr1	1315170	1315955	genic|chr1:1315020-1316105	genic	0.017918	SCNN1D
chr1	1315170	1315955	genic|chr1:1315020-1316105	genic	0.015891	UBE2J2
chr1	1334717	1335179	genic|chr1:1334567-1335329	genic	0.019567	MXRA8
chr1	1334717	1335179	genic|chr1:1334567-1335329	genic	0.032877	DVL1
chr1	1334717	1335179	genic|chr1:1334567-1335329	genic	0.094451	TAS1R3
chr1	1334717	1335179	genic|chr1:1334567-1335329	genic	0.045838	CPTP
chr1	1334717	1335179	genic|chr1:1334567-1335329	genic	0.045473	INTS11
chr1	1337512	1338042	genic|chr1:1337362-1338192	genic	0.023071	MXRA8
chr1	1337512	1338042	genic|chr1:1337362-1338192	genic	0.042792	DVL1
chr1	1337512	1338042	genic|chr1:1337362-1338192	genic	0.075608	TAS1R3
chr1	1337512	1338042	genic|chr1:1337362-1338192	genic	0.036948	CPTP
chr1	1337512	1338042	genic|chr1:1337362-1338192	genic	0.036713	INTS11
chr1	1344688	1344888	genic|chr1:1344538-1345038	genic	0.019145	DVL1
chr1	1347998	1348198	genic|chr1:1347848-1348348	genic	0.020613	MXRA8
chr1	1347998	1348198	genic|chr1:1347848-1348348	genic	0.04426	DVL1
chr1	1351557	1351757	intergenic|chr1:1351407-1351907	intergenic	0.017455	MXRA8
chr1	1351557	1351757	intergenic|chr1:1351407-1351907	intergenic	0.024765	DVL1
chr1	1352120	1352320	intergenic|chr1:1351970-1352470	intergenic	0.020451	MXRA8
chr1	1352120	1352320	intergenic|chr1:1351970-1352470	intergenic	0.026674	DVL1
chr1	1353884	1354084	genic|chr1:1353734-1354234	genic	0.059962	MXRA8
chr1	1353884	1354084	genic|chr1:1353734-1354234	genic	0.059092	DVL1
chr1	1355528	1355728	genic|chr1:1355378-1355878	genic	0.02513	MXRA8
chr1	1355528	1355728	genic|chr1:1355378-1355878	genic	0.018883	DVL1
chr1	1360618	1360818	intergenic|chr1:1360468-1360968	intergenic	0.022211	MXRA8
chr1	1362055	1362255	intergenic|chr1:1361905-1362405	intergenic	0.02513	MXRA8
chr1	1372137	1372337	intergenic|chr1:1371987-1372487	intergenic	0.015967	CCNL2
chr1	1372137	1372337	intergenic|chr1:1371987-1372487	intergenic	0.086549	AURKAIP1
chr1	1372137	1372337	intergenic|chr1:1371987-1372487	intergenic	0.036137	MXRA8
chr1	1372137	1372337	intergenic|chr1:1371987-1372487	intergenic	0.020432	DVL1
chr1	1402064	1402264	genic|chr1:1401914-1402414	genic	0.053165	MRPL20
chr1	1402064	1402264	genic|chr1:1401914-1402414	genic	0.051356	CCNL2
chr1	1422797	1422997	intergenic|chr1:1422647-1423147	intergenic	0.015118	ATAD3B
chr1	1422797	1422997	intergenic|chr1:1422647-1423147	intergenic	0.026488	ATAD3C
chr1	1422797	1422997	intergenic|chr1:1422647-1423147	intergenic	0.036212	VWA1
chr1	1422797	1422997	intergenic|chr1:1422647-1423147	intergenic	0.038799	LINC01770
chr1	1422797	1422997	intergenic|chr1:1422647-1423147	intergenic	0.08798	TMEM88B
chr1	1422797	1422997	intergenic|chr1:1422647-1423147	intergenic	0.097983	ANKRD65
chr1	1422797	1422997	intergenic|chr1:1422647-1423147	intergenic	0.0322	MRPL20
chr1	1422797	1422997	intergenic|chr1:1422647-1423147	intergenic	0.019767	CCNL2
chr1	1427015	1427215	genic|chr1:1426865-1427365	genic	0.026168	ATAD3B
chr1	1427015	1427215	genic|chr1:1426865-1427365	genic	0.049816	ATAD3C
chr1	1427015	1427215	genic|chr1:1426865-1427365	genic	0.086662	VWA1
chr1	1427015	1427215	genic|chr1:1426865-1427365	genic	0.096898	LINC01770
chr1	1427015	1427215	genic|chr1:1426865-1427365	genic	0.138836	TMEM88B
chr1	1427015	1427215	genic|chr1:1426865-1427365	genic	0.135915	ANKRD65
chr1	1427015	1427215	genic|chr1:1426865-1427365	genic	0.039758	MRPL20
chr1	1427015	1427215	genic|chr1:1426865-1427365	genic	0.026351	CCNL2
chr1	1430248	1430933	genic|chr1:1430098-1431083	genic	0.027743	ATAD3B
chr1	1430248	1430933	genic|chr1:1430098-1431083	genic	0.057685	ATAD3C
chr1	1430248	1430933	genic|chr1:1430098-1431083	genic	0.143967	VWA1
chr1	1430248	1430933	genic|chr1:1430098-1431083	genic	0.142389	LINC01770
chr1	1430248	1430933	genic|chr1:1430098-1431083	genic	0.135466	TMEM88B
chr1	1430248	1430933	genic|chr1:1430098-1431083	genic	0.081283	ANKRD65
chr1	1430248	1430933	genic|chr1:1430098-1431083	genic	0.032872	MRPL20
chr1	1430248	1430933	genic|chr1:1430098-1431083	genic	0.022787	CCNL2
chr1	1440970	1441393	genic|chr1:1440820-1441543	genic	0.01667	ATAD3B
chr1	1440970	1441393	genic|chr1:1440820-1441543	genic	0.058515	ATAD3C
chr1	1440970	1441393	genic|chr1:1440820-1441543	genic	0.056189	VWA1
chr1	1440970	1441393	genic|chr1:1440820-1441543	genic	0.047415	LINC01770
chr1	1440970	1441393	genic|chr1:1440820-1441543	genic	0.019412	TMEM88B
chr1	1440970	1441393	genic|chr1:1440820-1441543	genic	0.016383	ANKRD65
chr1	1462031	1462558	genic|chr1:1461881-1462708	genic	0.031504	ATAD3B
chr1	1462031	1462558	genic|chr1:1461881-1462708	genic	0.02223	ATAD3C
chr1	1504777	1505194	intergenic|chr1:1504627-1505344	intergenic	0.054103	ATAD3A
chr1	1511006	1511206	intergenic|chr1:1510856-1511356	intergenic	0.016328	TMEM240
chr1	1511006	1511206	intergenic|chr1:1510856-1511356	intergenic	0.091485	ATAD3A
chr1	1535752	1535952	genic|chr1:1535602-1536102	genic	0.028483	TMEM240
chr1	1548776	1548976	genic|chr1:1548626-1549126	genic	0.015202	TMEM240
chr1	1551064	1551264	genic|chr1:1550914-1551414	genic	0.017291	SSU72
chr1	1551064	1551264	genic|chr1:1550914-1551414	genic	0.041482	TMEM240
chr1	1586008	1586470	intergenic|chr1:1585858-1586620	intergenic	0.031317	FNDC10
chr1	1586008	1586470	intergenic|chr1:1585858-1586620	intergenic	0.042149	SSU72
chr1	1597711	1597911	genic|chr1:1597561-1598061	genic	0.041045	FNDC10
chr1	1610182	1610382	intergenic|chr1:1610032-1610532	intergenic	0.023107	MIB2
chr1	1610182	1610382	intergenic|chr1:1610032-1610532	intergenic	0.016478	FNDC10
chr1	1620151	1620351	genic|chr1:1620001-1620501	genic	0.019585	MMP23B
chr1	1620151	1620351	genic|chr1:1620001-1620501	genic	0.035274	MIB2
chr1	1629124	1629324	genic|chr1:1628974-1629474	genic	0.027919	MMP23B
chr1	1629848	1630526	genic|chr1:1629698-1630676	genic	0.147603	MMP23B
chr1	1629848	1630526	genic|chr1:1629698-1630676	genic	0.035979	MIB2
chr1	1629848	1630526	genic|chr1:1629698-1630676	genic	0.024985	FNDC10
