chromosome	start	end	seq_name	seq_class	seq_score	gene_name
chr1	1539328	1539922	promoter|chr1:1539178-1540072	promoter	1.0	TMEM240
chr1	1540260	1541215	promoter|chr1:1540110-1541365	promoter	1.0	TMEM240
chr1	1573857	1575293	promoter|chr1:1573707-1575443	promoter	1.0	SSU72
chr1	1599452	1600775	promoter|chr1:1599302-1600925	promoter	1.0	FNDC10
chr1	1615295	1615902	promoter|chr1:1615145-1616052	promoter	1.0	MIB2
chr1	1631054	1632280	promoter|chr1:1630904-1632430	promoter	1.0	MMP23B
chr1	1692437	1693510	promoter|chr1:1692287-1693660	promoter	1.0	SLC35E2B
chr1	1724032	1724665	promoter|chr1:1723882-1724815	promoter	1.0	CDK11A
chr1	1724032	1724665	promoter|chr1:1723882-1724815	promoter	1.0	CDK11B
chr1	1745899	1746535	promoter|chr1:1745749-1746685	promoter	1.0	SLC35E2
chr1	1777577	1779254	promoter|chr1:1777427-1779404	promoter	1.0	NADK
chr1	1891017	1891832	promoter|chr1:1890867-1891982	promoter	1.0	GNB1
chr1	1914726	1914926	promoter|chr1:1914576-1915076	promoter	1.0	CALML6
chr1	1918749	1919520	promoter|chr1:1918599-1919670	promoter	1.0	TMEM52
chr1	2003736	2003937	promoter|chr1:2003586-2004087	promoter	1.0	CFAP74
chr1	2018839	2020048	promoter|chr1:2018689-2020198	promoter	1.0	GABRD
chr1	2050204	2051310	promoter|chr1:2050054-2051460	promoter	1.0	PRKCZ
chr1	2194675	2195432	promoter|chr1:2194525-2195582	promoter	1.0	FAAP20
chr1	2228594	2228794	promoter|chr1:2228444-2228944	promoter	1.0	SKI
chr1	2229294	2229714	promoter|chr1:2229144-2229864	promoter	1.0	SKI
chr1	2391041	2391241	promoter|chr1:2390891-2391391	promoter	1.0	RER1
chr1	2391041	2391241	promoter|chr1:2390891-2391391	promoter	1.0	MORN1
chr1	2391580	2391874	promoter|chr1:2391430-2392024	promoter	1.0	RER1
chr1	2391580	2391874	promoter|chr1:2391430-2392024	promoter	1.0	MORN1
chr1	2412019	2413127	promoter|chr1:2411869-2413277	promoter	1.0	PEX10
chr1	2476214	2476414	promoter|chr1:2476064-2476564	promoter	1.0	PLCH2
chr1	2525884	2526745	promoter|chr1:2525734-2526895	promoter	1.0	PANK4
chr1	2530145	2530430	promoter|chr1:2529995-2530580	promoter	1.0	HES5
chr1	2555849	2556464	promoter|chr1:2555699-2556614	promoter	1.0	TNFRSF14
chr1	2586392	2587495	promoter|chr1:2586242-2587645	promoter	1.0	FAM213B
chr1	2632942	2633142	promoter|chr1:2632792-2633292	promoter	1.0	MMEL1
chr1	3021381	3021581	promoter|chr1:3021231-3021731	promoter	1.0	ACTRT2
chr1	3069077	3069306	promoter|chr1:3068927-3069456	promoter	1.0	PRDM16
chr1	3069682	3069882	promoter|chr1:3069532-3070032	promoter	1.0	PRDM16
chr1	3454280	3455474	promoter|chr1:3454130-3455624	promoter	1.0	ARHGEF16
chr1	3610691	3610891	promoter|chr1:3610541-3611041	promoter	1.0	MEGF6
chr1	3611209	3611835	promoter|chr1:3611059-3611985	promoter	1.0	MEGF6
chr1	3624260	3624460	promoter|chr1:3624110-3624610	promoter	1.0	TPRG1L
chr1	3624780	3625091	promoter|chr1:3624630-3625241	promoter	1.0	TPRG1L
chr1	3625636	3625836	promoter|chr1:3625486-3625986	promoter	1.0	TPRG1L
chr1	3649805	3650242	promoter|chr1:3649655-3650392	promoter	1.0	WRAP73
chr1	3652174	3653400	promoter|chr1:3652024-3653550	promoter	1.0	TP73
chr1	3752300	3752500	promoter|chr1:3752150-3752650	promoter	1.0	CCDC27
chr1	3771708	3773216	promoter|chr1:3771558-3773366	promoter	1.0	SMIM1
chr1	3795976	3796663	promoter|chr1:3795826-3796813	promoter	1.0	LRRC47
chr1	3856626	3857777	promoter|chr1:3856476-3857927	promoter	1.0	DFFB
chr1	3856626	3857777	promoter|chr1:3856476-3857927	promoter	1.0	CEP104
chr1	3900191	3900974	promoter|chr1:3900041-3901124	promoter	1.0	LINC01134
chr1	3900191	3900974	promoter|chr1:3900041-3901124	promoter	1.0	C1orf174
chr1	3940511	3940711	promoter|chr1:3940361-3940861	promoter	1.0	LINC01346
chr1	4411950	4412150	promoter|chr1:4411800-4412300	promoter	1.0	LINC01777
chr1	4654944	4655144	promoter|chr1:4654794-4655294	promoter	1.0	AJAP1
chr1	5991687	5993220	promoter|chr1:5991537-5993370	promoter	1.0	NPHP4
chr1	6025912	6026374	promoter|chr1:6025762-6026524	promoter	1.0	KCNAB2
chr1	6180034	6180234	promoter|chr1:6179884-6180384	promoter	1.0	CHD5
chr1	6180538	6181133	promoter|chr1:6180388-6181283	promoter	1.0	CHD5
chr1	6199117	6200149	promoter|chr1:6198967-6200299	promoter	1.0	RPL22
chr1	6204955	6206313	promoter|chr1:6204805-6206463	promoter	1.0	RNF207
chr1	6235277	6235477	promoter|chr1:6235127-6235627	promoter	1.0	ICMT
chr1	6235884	6236339	promoter|chr1:6235734-6236489	promoter	1.0	ICMT
chr1	6235884	6236339	promoter|chr1:6235734-6236489	promoter	1.0	LINC00337
chr1	6244091	6244291	promoter|chr1:6243941-6244441	promoter	1.0	HES3
chr1	6260002	6261916	promoter|chr1:6259852-6262066	promoter	1.0	GPR153
chr1	6392868	6394146	promoter|chr1:6392718-6394296	promoter	1.0	ACOT7
chr1	6419819	6420880	promoter|chr1:6419669-6421030	promoter	1.0	HES2
chr1	6423548	6424318	promoter|chr1:6423398-6424468	promoter	1.0	ESPN
chr1	6424687	6424892	promoter|chr1:6424537-6425042	promoter	1.0	ESPN
chr1	6466095	6466356	promoter|chr1:6465945-6466506	promoter	1.0	TNFRSF25
chr1	6491601	6491830	promoter|chr1:6491451-6491980	promoter	1.0	PLEKHG5
chr1	6553990	6554698	promoter|chr1:6553840-6554848	promoter	1.0	NOL9
chr1	6553990	6554698	promoter|chr1:6553840-6554848	promoter	1.0	TAS1R1
chr1	6555177	6555377	promoter|chr1:6555027-6555527	promoter	1.0	NOL9
chr1	6555177	6555377	promoter|chr1:6555027-6555527	promoter	1.0	TAS1R1
chr1	6579521	6580727	promoter|chr1:6579371-6580877	promoter	1.0	ZBTB48
chr1	6602548	6604472	promoter|chr1:6602398-6604622	promoter	1.0	KLHL21
chr1	6612851	6614498	promoter|chr1:6612701-6614648	promoter	1.0	PHF13
chr1	6624503	6625743	promoter|chr1:6624353-6625893	promoter	1.0	THAP3
chr1	6701497	6702011	promoter|chr1:6701347-6702161	promoter	1.0	DNAJC11
chr1	6724644	6724844	promoter|chr1:6724494-6724994	promoter	1.0	LINC01672
chr1	6784215	6784839	promoter|chr1:6784065-6784989	promoter	1.0	CAMTA1
chr1	6785161	6785423	promoter|chr1:6785011-6785573	promoter	1.0	CAMTA1
chr1	7771164	7771616	promoter|chr1:7771014-7771766	promoter	1.0	VAMP3
chr1	7783456	7784528	promoter|chr1:7783306-7784678	promoter	1.0	PER3
chr1	7852896	7853144	promoter|chr1:7852746-7853294	promoter	1.0	UTS2
chr1	7942388	7942588	promoter|chr1:7942238-7942738	promoter	1.0	TNFRSF9
chr1	7943065	7943265	promoter|chr1:7942915-7943415	promoter	1.0	TNFRSF9
chr1	7961479	7961753	promoter|chr1:7961329-7961903	promoter	1.0	PARK7
chr1	8025698	8025898	promoter|chr1:8025548-8026048	promoter	1.0	ERRFI1
chr1	8026233	8026458	promoter|chr1:8026083-8026608	promoter	1.0	ERRFI1
chr1	8208571	8208771	promoter|chr1:8208421-8208921	promoter	1.0	LINC01714
chr1	8317984	8318584	promoter|chr1:8317834-8318734	promoter	1.0	SLC45A1
chr1	8817164	8817839	promoter|chr1:8817014-8817989	promoter	1.0	RERE
chr1	8877993	8879316	promoter|chr1:8877843-8879466	promoter	1.0	ENO1
chr1	8945733	8945933	promoter|chr1:8945583-8946083	promoter	1.0	CA6
chr1	9026245	9026445	promoter|chr1:9026095-9026595	promoter	1.0	SLC2A7
chr1	9069728	9070063	promoter|chr1:9069578-9070213	promoter	1.0	SLC2A5
chr1	9128171	9129733	promoter|chr1:9128021-9129883	promoter	1.0	GPR157
chr1	9181128	9183296	promoter|chr1:9180978-9183446	promoter	1.0	LINC01759
chr1	9181128	9183296	promoter|chr1:9180978-9183446	promoter	1.0	MIR34AHG
chr1	9234268	9234903	promoter|chr1:9234118-9235053	promoter	1.0	H6PD
chr1	9292144	9292344	promoter|chr1:9291994-9292494	promoter	1.0	SPSB1
chr1	9292761	9292981	promoter|chr1:9292611-9293131	promoter	1.0	SPSB1
chr1	9539234	9540219	promoter|chr1:9539084-9540369	promoter	1.0	SLC25A33
chr1	9588541	9588973	promoter|chr1:9588391-9589123	promoter	1.0	TMEM201
chr1	9589517	9589717	promoter|chr1:9589367-9589867	promoter	1.0	TMEM201
chr1	9651631	9652586	promoter|chr1:9651481-9652736	promoter	1.0	PIK3CD
chr1	9822986	9824698	promoter|chr1:9822836-9824848	promoter	1.0	CLSTN1
chr1	9910158	9911016	promoter|chr1:9910008-9911166	promoter	1.0	CTNNBIP1
chr1	9943013	9943785	promoter|chr1:9942863-9943935	promoter	1.0	LZIC
chr1	9943013	9943785	promoter|chr1:9942863-9943935	promoter	1.0	NMNAT1
chr1	9996714	9998154	promoter|chr1:9996564-9998304	promoter	1.0	RBP7
chr1	10032727	10033775	promoter|chr1:10032577-10033925	promoter	1.0	UBE4B
chr1	10210017	10211621	promoter|chr1:10209867-10211771	promoter	1.0	KIF1B
chr1	10398839	10399421	promoter|chr1:10398689-10399571	promoter	1.0	PGD
chr1	10430001	10431088	promoter|chr1:10429851-10431238	promoter	1.0	APITD1-CORT
chr1	10430001	10431088	promoter|chr1:10429851-10431238	promoter	1.0	CENPS
chr1	10449536	10449818	promoter|chr1:10449386-10449968	promoter	1.0	CORT
chr1	10450123	10450751	promoter|chr1:10449973-10450901	promoter	1.0	CORT
chr1	10471807	10472658	promoter|chr1:10471657-10472808	promoter	1.0	DFFA
chr1	10474819	10475490	promoter|chr1:10474669-10475640	promoter	1.0	PEX14
chr1	10796316	10796800	promoter|chr1:10796166-10796950	promoter	1.0	CASZ1
chr1	10981937	10982137	promoter|chr1:10981787-10982287	promoter	1.0	C1orf127
chr1	11012270	11013436	promoter|chr1:11012120-11013586	promoter	1.0	TARDBP
chr1	11047139	11047339	promoter|chr1:11046989-11047489	promoter	1.0	MASP2
chr1	11059208	11060263	promoter|chr1:11059058-11060413	promoter	1.0	SRM
chr1	11060566	11060766	promoter|chr1:11060416-11060916	promoter	1.0	SRM
chr1	11099312	11100234	promoter|chr1:11099162-11100384	promoter	1.0	EXOSC10
chr1	11189188	11189388	promoter|chr1:11189038-11189538	promoter	1.0	ANGPTL7
chr1	11262451	11262803	promoter|chr1:11262301-11262953	promoter	1.0	MTOR
chr1	11272821	11273783	promoter|chr1:11272671-11273933	promoter	1.0	UBIAD1
chr1	11478459	11479721	promoter|chr1:11478309-11479871	promoter	1.0	DISP3
chr1	11609430	11609630	promoter|chr1:11609280-11609780	promoter	1.0	LINC01647
chr1	11654084	11654956	promoter|chr1:11653934-11655106	promoter	1.0	FBXO2
chr1	11654084	11654956	promoter|chr1:11653934-11655106	promoter	1.0	FBXO44
chr1	11663992	11665070	promoter|chr1:11663842-11665220	promoter	1.0	FBXO6
chr1	11680404	11681964	promoter|chr1:11680254-11682114	promoter	1.0	MAD2L2
chr1	11690758	11693411	promoter|chr1:11690608-11693561	promoter	1.0	DRAXIN
chr1	11735534	11737012	promoter|chr1:11735384-11737162	promoter	1.0	AGTRAP
chr1	11762047	11762945	promoter|chr1:11761897-11763095	promoter	1.0	C1orf167
chr1	11805593	11806524	promoter|chr1:11805443-11806674	promoter	1.0	CLCN6
chr1	11805593	11806524	promoter|chr1:11805443-11806674	promoter	1.0	MTHFR
chr1	11847683	11847883	promoter|chr1:11847533-11848033	promoter	1.0	NPPA
chr1	11858835	11859556	promoter|chr1:11858685-11859706	promoter	1.0	NPPB
chr1	11926328	11926600	promoter|chr1:11926178-11926750	promoter	1.0	KIAA2013
chr1	11934061	11934979	promoter|chr1:11933911-11935129	promoter	1.0	PLOD1
chr1	11979593	11980757	promoter|chr1:11979443-11980907	promoter	1.0	MFN2
chr1	12019141	12019896	promoter|chr1:12018991-12020046	promoter	1.0	MIIP
chr1	12062928	12064123	promoter|chr1:12062778-12064273	promoter	1.0	TNFRSF8
chr1	12166832	12167609	promoter|chr1:12166682-12167759	promoter	1.0	TNFRSF1B
chr1	12229622	12230138	promoter|chr1:12229472-12230288	promoter	1.0	VPS13D
chr1	12617631	12620095	promoter|chr1:12617481-12620245	promoter	1.0	DHRS3
chr1	12644446	12644646	promoter|chr1:12644296-12644796	promoter	1.0	AADACL4
chr1	12716014	12716214	promoter|chr1:12715864-12716364	promoter	1.0	AADACL3
chr1	12746085	12746285	promoter|chr1:12745935-12746435	promoter	1.0	C1orf158
chr1	12774747	12774947	promoter|chr1:12774597-12775097	promoter	1.0	PRAMEF12
chr1	12791296	12791496	promoter|chr1:12791146-12791646	promoter	1.0	PRAMEF1
chr1	12831310	12831510	promoter|chr1:12831160-12831660	promoter	1.0	PRAMEF11
chr1	12848204	12848856	promoter|chr1:12848054-12849006	promoter	1.0	HNRNPCL4
chr1	12848204	12848856	promoter|chr1:12848054-12849006	promoter	1.0	HNRNPCL3
chr1	12848204	12848856	promoter|chr1:12848054-12849006	promoter	1.0	HNRNPCL1
chr1	12856985	12857185	promoter|chr1:12856835-12857335	promoter	1.0	PRAMEF2
chr1	12886101	12886301	promoter|chr1:12885951-12886451	promoter	1.0	PRAMEF4
chr1	12942423	12942623	promoter|chr1:12942273-12942773	promoter	1.0	PRAMEF9
chr1	13116754	13116954	promoter|chr1:13116604-13117104	promoter	1.0	HNRNPCL2
chr1	13303442	13303642	promoter|chr1:13303292-13303792	promoter	1.0	PRAMEF10
chr1	13303442	13303642	promoter|chr1:13303292-13303792	promoter	1.0	PRAMEF33
chr1	13347034	13347234	promoter|chr1:13346884-13347384	promoter	1.0	PRAMEF13
chr1	13347034	13347234	promoter|chr1:13346884-13347384	promoter	1.0	PRAMEF14
chr1	13371847	13372047	promoter|chr1:13371697-13372197	promoter	1.0	PRAMEF19
chr1	13389531	13389731	promoter|chr1:13389381-13389881	promoter	1.0	PRAMEF17
chr1	13410349	13410549	promoter|chr1:13410199-13410699	promoter	1.0	PRAMEF20
chr1	13512745	13514107	promoter|chr1:13512595-13514257	promoter	1.0	LRRC38
chr1	13583654	13584536	promoter|chr1:13583504-13584686	promoter	1.0	PDPN
chr1	13704754	13704954	promoter|chr1:13704604-13705104	promoter	1.0	PRDM2
chr1	14597680	14599724	promoter|chr1:14597530-14599874	promoter	1.0	KAZN
chr1	15152447	15153100	promoter|chr1:15152297-15153250	promoter	1.0	TMEM51
chr1	15153584	15154983	promoter|chr1:15153434-15155133	promoter	1.0	TMEM51
chr1	15171524	15171724	promoter|chr1:15171374-15171874	promoter	1.0	C1orf195
chr1	15247133	15247371	promoter|chr1:15246983-15247521	promoter	1.0	FHAD1
chr1	15247703	15247903	promoter|chr1:15247553-15248053	promoter	1.0	FHAD1
chr1	15409172	15409994	promoter|chr1:15409022-15410144	promoter	1.0	EFHD2
chr1	15438341	15438541	promoter|chr1:15438191-15438691	promoter	1.0	CTRC
chr1	15456627	15456827	promoter|chr1:15456477-15456977	promoter	1.0	CELA2A
chr1	15476000	15476200	promoter|chr1:15475850-15476350	promoter	1.0	CELA2B
chr1	15523926	15525157	promoter|chr1:15523776-15525307	promoter	1.0	CASP9
chr1	15526668	15527207	promoter|chr1:15526518-15527357	promoter	1.0	DNAJC16
chr1	15584536	15585210	promoter|chr1:15584386-15585360	promoter	1.0	AGMAT
chr1	15616804	15618120	promoter|chr1:15616654-15618270	promoter	1.0	DDI2
chr1	15659612	15659812	promoter|chr1:15659462-15659962	promoter	1.0	RSC1A1
chr1	15683814	15685109	promoter|chr1:15683664-15685259	promoter	1.0	PLEKHM2
chr1	15736213	15736833	promoter|chr1:15736063-15736983	promoter	1.0	SLC25A34
chr1	15742358	15742591	promoter|chr1:15742208-15742741	promoter	1.0	TMEM82
chr1	15742984	15743184	promoter|chr1:15742834-15743334	promoter	1.0	TMEM82
chr1	15757622	15758333	promoter|chr1:15757472-15758483	promoter	1.0	FBLIM1
chr1	15758659	15759643	promoter|chr1:15758509-15759793	promoter	1.0	FBLIM1
chr1	15807599	15807799	promoter|chr1:15807449-15807949	promoter	1.0	UQCRHL
chr1	15847208	15847963	promoter|chr1:15847058-15848113	promoter	1.0	SPEN
chr1	15975314	15976232	promoter|chr1:15975164-15976382	promoter	1.0	ZBTB17
chr1	16004094	16004335	promoter|chr1:16003944-16004485	promoter	1.0	C1orf64
chr1	16018690	16018890	promoter|chr1:16018540-16019040	promoter	1.0	HSPB7
chr1	16021890	16022090	promoter|chr1:16021740-16022240	promoter	1.0	CLCNKA
chr1	16043635	16043835	promoter|chr1:16043485-16043985	promoter	1.0	CLCNKB
chr1	16073092	16074016	promoter|chr1:16072942-16074166	promoter	1.0	FAM131C
chr1	16154746	16156233	promoter|chr1:16154596-16156383	promoter	1.0	EPHA2
chr1	16212571	16212798	promoter|chr1:16212421-16212948	promoter	1.0	ARHGEF19
chr1	16236854	16237321	promoter|chr1:16236704-16237471	promoter	1.0	RSG1
chr1	16351928	16352893	promoter|chr1:16351778-16353043	promoter	1.0	FBXO42
chr1	16366929	16368085	promoter|chr1:16366779-16368235	promoter	1.0	SZRD1
chr1	16437324	16437524	promoter|chr1:16437174-16437674	promoter	1.0	SPATA21
chr1	16440543	16441583	promoter|chr1:16440393-16441733	promoter	1.0	NECAP2
chr1	16535552	16535752	promoter|chr1:16535402-16535902	promoter	1.0	LINC01783
chr1	16538623	16538823	promoter|chr1:16538473-16538973	promoter	1.0	FAM231B
chr1	16612878	16613982	promoter|chr1:16612728-16614132	promoter	1.0	NBPF1
chr1	16921559	16922049	promoter|chr1:16921409-16922199	promoter	1.0	CROCC
chr1	16979557	16980244	promoter|chr1:16979407-16980394	promoter	1.0	MFAP2
chr1	16980578	16980779	promoter|chr1:16980428-16980929	promoter	1.0	MFAP2
chr1	17010724	17012102	promoter|chr1:17010574-17012252	promoter	1.0	ATP13A2
chr1	17053716	17054270	promoter|chr1:17053566-17054420	promoter	1.0	SDHB
chr1	17118728	17118928	promoter|chr1:17118578-17119078	promoter	1.0	PADI2
chr1	17119353	17120417	promoter|chr1:17119203-17120567	promoter	1.0	PADI2
chr1	17205025	17205225	promoter|chr1:17204875-17205375	promoter	1.0	PADI1
chr1	17248938	17249197	promoter|chr1:17248788-17249347	promoter	1.0	PADI3
chr1	17308086	17308294	promoter|chr1:17307936-17308444	promoter	1.0	PADI4
chr1	17372095	17372295	promoter|chr1:17371945-17372445	promoter	1.0	PADI6
chr1	17439210	17439854	promoter|chr1:17439060-17440004	promoter	1.0	RCC2
chr1	17539734	17540923	promoter|chr1:17539584-17541073	promoter	1.0	ARHGEF10L
chr1	17755210	17755412	promoter|chr1:17755060-17755562	promoter	1.0	ACTL8
chr1	18065556	18065756	promoter|chr1:18065406-18065906	promoter	1.0	LINC01654
chr1	18107086	18107286	promoter|chr1:18106936-18107436	promoter	1.0	IGSF21
chr1	18107645	18108363	promoter|chr1:18107495-18108513	promoter	1.0	IGSF21
chr1	18480733	18481121	promoter|chr1:18480583-18481271	promoter	1.0	KLHDC7A
chr1	18629743	18630543	promoter|chr1:18629593-18630693	promoter	1.0	PAX7
chr1	18630904	18631851	promoter|chr1:18630754-18632001	promoter	1.0	PAX7
chr1	18859561	18859761	promoter|chr1:18859411-18859911	promoter	1.0	TAS1R2
chr1	18902462	18903284	promoter|chr1:18902312-18903434	promoter	1.0	ALDH4A1
chr1	18955791	18957387	promoter|chr1:18955641-18957537	promoter	1.0	IFFO2
chr1	19209723	19210457	promoter|chr1:19209573-19210607	promoter	1.0	UBR4
chr1	19251012	19252466	promoter|chr1:19250862-19252616	promoter	1.0	EMC1
chr1	19251012	19252466	promoter|chr1:19250862-19252616	promoter	1.0	MRTO4
chr1	19288488	19289225	promoter|chr1:19288338-19289375	promoter	1.0	AKR7A3
chr1	19312046	19312811	promoter|chr1:19311896-19312961	promoter	1.0	AKR7A2
chr1	19312046	19312811	promoter|chr1:19311896-19312961	promoter	1.0	PQLC2
chr1	19484471	19486089	promoter|chr1:19484321-19486239	promoter	1.0	CAPZB
chr1	19596401	19597076	promoter|chr1:19596251-19597226	promoter	1.0	MINOS1-NBL1
chr1	19596401	19597076	promoter|chr1:19596251-19597226	promoter	1.0	MINOS1
chr1	19643128	19643834	promoter|chr1:19642978-19643984	promoter	1.0	NBL1
chr1	19664748	19665619	promoter|chr1:19664598-19665769	promoter	1.0	HTR6
chr1	19799572	19800598	promoter|chr1:19799422-19800748	promoter	1.0	TMCO4
chr1	19815178	19815378	promoter|chr1:19815028-19815528	promoter	1.0	RNF186
chr1	19882229	19882494	promoter|chr1:19882079-19882644	promoter	1.0	OTUD3
chr1	19923276	19923717	promoter|chr1:19923126-19923867	promoter	1.0	PLA2G2E
chr1	19980339	19980539	promoter|chr1:19980189-19980689	promoter	1.0	PLA2G2A
chr1	20070060	20070498	promoter|chr1:20069910-20070648	promoter	1.0	PLA2G5
chr1	20119466	20119666	promoter|chr1:20119316-20119816	promoter	1.0	PLA2G2D
chr1	20139229	20139429	promoter|chr1:20139079-20139579	promoter	1.0	PLA2G2F
chr1	20177264	20177464	promoter|chr1:20177114-20177614	promoter	1.0	PLA2G2C
chr1	20185411	20185611	promoter|chr1:20185261-20185761	promoter	1.0	UBXN10
chr1	20185977	20186620	promoter|chr1:20185827-20186770	promoter	1.0	UBXN10
chr1	20185977	20186620	promoter|chr1:20185827-20186770	promoter	1.0	UBXN10-AS1
chr1	20290724	20291018	promoter|chr1:20290574-20291168	promoter	1.0	VWA5B1
chr1	20428694	20428894	promoter|chr1:20428544-20429044	promoter	1.0	LINC01141
chr1	20485507	20486897	promoter|chr1:20485357-20487047	promoter	1.0	CAMK2N1
chr1	20508052	20508281	promoter|chr1:20507902-20508431	promoter	1.0	MUL1
chr1	20552035	20553627	promoter|chr1:20551885-20553777	promoter	1.0	FAM43B
chr1	20588850	20590254	promoter|chr1:20588700-20590404	promoter	1.0	CDA
chr1	20633314	20634785	promoter|chr1:20633164-20634935	promoter	1.0	PINK1
chr1	20661049	20662206	promoter|chr1:20660899-20662356	promoter	1.0	DDOST
chr1	20717479	20718388	promoter|chr1:20717329-20718538	promoter	1.0	KIF17
chr1	20732150	20732763	promoter|chr1:20732000-20732913	promoter	1.0	SH2D5
chr1	20733128	20733574	promoter|chr1:20732978-20733724	promoter	1.0	SH2D5
chr1	20786003	20786931	promoter|chr1:20785853-20787081	promoter	1.0	HP1BP3
chr1	21176562	21177087	promoter|chr1:21176412-21177237	promoter	1.0	EIF4G3
chr1	21289595	21290589	promoter|chr1:21289445-21290739	promoter	1.0	ECE1
chr1	21439731	21440202	promoter|chr1:21439581-21440352	promoter	1.0	NBPF3
chr1	21509111	21510347	promoter|chr1:21508961-21510497	promoter	1.0	ALPL
chr1	21668666	21669881	promoter|chr1:21668516-21670031	promoter	1.0	RAP1GAP
chr1	21782564	21783767	promoter|chr1:21782414-21783917	promoter	1.0	USP48
chr1	21812120	21812364	promoter|chr1:21811970-21812514	promoter	1.0	LDLRAD2
chr1	21936194	21936891	promoter|chr1:21936044-21937041	promoter	1.0	HSPG2
chr1	21937197	21938053	promoter|chr1:21937047-21938203	promoter	1.0	HSPG2
chr1	21976793	21976993	promoter|chr1:21976643-21977143	promoter	1.0	CELA3B
chr1	22001555	22001755	promoter|chr1:22001405-22001905	promoter	1.0	CELA3A
chr1	22025062	22026148	promoter|chr1:22024912-22026298	promoter	1.0	LINC00339
chr1	22025062	22026148	promoter|chr1:22024912-22026298	promoter	1.0	LINC01635
chr1	22052526	22053727	promoter|chr1:22052376-22053877	promoter	1.0	CDC42
chr1	22141943	22143833	promoter|chr1:22141793-22143983	promoter	1.0	WNT4
