chromosome	start	end	seq_name	seq_class	seq_score	gene_name
chr1	935371	935993	genic|chr1:935221-936143	genic	0.02389	NOC2L
chr1	935371	935993	genic|chr1:935221-936143	genic	0.050577	SAMD11
chr1	935371	935993	genic|chr1:935221-936143	genic	0.017592	FAM41C
chr1	939171	939371	genic|chr1:939021-939521	genic	0.015976	KLHL17
chr1	939171	939371	genic|chr1:939021-939521	genic	0.017052	NOC2L
chr1	939171	939371	genic|chr1:939021-939521	genic	0.022239	SAMD11
chr1	940313	941069	genic|chr1:940163-941219	genic	0.015318	HES4
chr1	940313	941069	genic|chr1:940163-941219	genic	0.028603	PERM1
chr1	940313	941069	genic|chr1:940163-941219	genic	0.047439	PLEKHN1
chr1	940313	941069	genic|chr1:940163-941219	genic	0.060169	KLHL17
chr1	940313	941069	genic|chr1:940163-941219	genic	0.064524	NOC2L
chr1	940313	941069	genic|chr1:940163-941219	genic	0.070462	SAMD11
chr1	940313	941069	genic|chr1:940163-941219	genic	0.034235	FAM41C
chr1	940313	941069	genic|chr1:940163-941219	genic	0.022718	LINC01128
chr1	940313	941069	genic|chr1:940163-941219	genic	0.022706	LINC00115
chr1	940313	941069	genic|chr1:940163-941219	genic	0.022355	FAM87B
chr1	941684	941884	genic|chr1:941534-942034	genic	0.025407	PERM1
chr1	941684	941884	genic|chr1:941534-942034	genic	0.04286	PLEKHN1
chr1	941684	941884	genic|chr1:941534-942034	genic	0.055101	KLHL17
chr1	941684	941884	genic|chr1:941534-942034	genic	0.059334	NOC2L
chr1	941684	941884	genic|chr1:941534-942034	genic	0.056654	SAMD11
chr1	941684	941884	genic|chr1:941534-942034	genic	0.029079	FAM41C
chr1	941684	941884	genic|chr1:941534-942034	genic	0.019443	LINC01128
chr1	941684	941884	genic|chr1:941534-942034	genic	0.019432	LINC00115
chr1	941684	941884	genic|chr1:941534-942034	genic	0.019147	FAM87B
chr1	942228	942654	genic|chr1:942078-942804	genic	0.016799	PERM1
chr1	942228	942654	genic|chr1:942078-942804	genic	0.028645	PLEKHN1
chr1	942228	942654	genic|chr1:942078-942804	genic	0.037154	KLHL17
chr1	942228	942654	genic|chr1:942078-942804	genic	0.040117	NOC2L
chr1	942228	942654	genic|chr1:942078-942804	genic	0.035351	SAMD11
chr1	942228	942654	genic|chr1:942078-942804	genic	0.018712	FAM41C
chr1	951453	951653	genic|chr1:951303-951803	genic	0.015338	PLEKHN1
chr1	951453	951653	genic|chr1:951303-951803	genic	0.024957	KLHL17
chr1	951453	951653	genic|chr1:951303-951803	genic	0.029252	NOC2L
chr1	976096	976643	genic|chr1:975946-976793	genic	0.070174	PERM1
chr1	976096	976643	genic|chr1:975946-976793	genic	0.041182	PLEKHN1
chr1	976096	976643	genic|chr1:975946-976793	genic	0.024751	KLHL17
chr1	976096	976643	genic|chr1:975946-976793	genic	0.022874	NOC2L
chr1	984012	984433	intergenic|chr1:983862-984583	intergenic	0.024089	HES4
chr1	984012	984433	intergenic|chr1:983862-984583	intergenic	0.10187	PERM1
chr1	984012	984433	intergenic|chr1:983862-984583	intergenic	0.028466	PLEKHN1
chr1	984012	984433	intergenic|chr1:983862-984583	intergenic	0.020601	KLHL17
chr1	984012	984433	intergenic|chr1:983862-984583	intergenic	0.019539	NOC2L
chr1	996956	997156	intergenic|chr1:996806-997306	intergenic	0.024445	HES4
chr1	1001889	1002089	intergenic|chr1:1001739-1002239	intergenic	0.024453	AGRN
chr1	1001889	1002089	intergenic|chr1:1001739-1002239	intergenic	0.042383	ISG15
chr1	1001889	1002089	intergenic|chr1:1001739-1002239	intergenic	0.103252	HES4
chr1	1001889	1002089	intergenic|chr1:1001739-1002239	intergenic	0.032394	PERM1
chr1	1001889	1002089	intergenic|chr1:1001739-1002239	intergenic	0.018267	PLEKHN1
chr1	1001889	1002089	intergenic|chr1:1001739-1002239	intergenic	0.01516	KLHL17
chr1	1005022	1005684	intergenic|chr1:1004872-1005834	intergenic	0.043071	AGRN
chr1	1005022	1005684	intergenic|chr1:1004872-1005834	intergenic	0.086307	ISG15
chr1	1005022	1005684	intergenic|chr1:1004872-1005834	intergenic	0.142123	HES4
chr1	1005022	1005684	intergenic|chr1:1004872-1005834	intergenic	0.039399	PERM1
chr1	1005022	1005684	intergenic|chr1:1004872-1005834	intergenic	0.023766	PLEKHN1
chr1	1005022	1005684	intergenic|chr1:1004872-1005834	intergenic	0.019977	KLHL17
chr1	1005022	1005684	intergenic|chr1:1004872-1005834	intergenic	0.019432	NOC2L
chr1	1021157	1021357	genic|chr1:1021007-1021507	genic	0.046464	AGRN
chr1	1021157	1021357	genic|chr1:1021007-1021507	genic	0.032008	ISG15
chr1	1024738	1025421	genic|chr1:1024588-1025571	genic	0.049432	AGRN
chr1	1024738	1025421	genic|chr1:1024588-1025571	genic	0.022626	ISG15
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.015451	TTLL10
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.022205	LINC01342
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.020366	C1orf159
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.030704	RNF223
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.125026	AGRN
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.088246	ISG15
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.053809	HES4
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.044224	PERM1
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.034317	PLEKHN1
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.030557	KLHL17
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.030052	NOC2L
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.01785	SAMD11
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.026111	FAM41C
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.02349	LINC01128
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.023484	LINC00115
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.024029	FAM87B
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.0178	OR4F5
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.017658	FAM138F
chr1	1032550	1033215	genic|chr1:1032400-1033365	genic	0.017658	FAM138A
chr1	1033786	1034191	genic|chr1:1033636-1034341	genic	0.015059	AGRN
chr1	1034523	1034968	genic|chr1:1034373-1035118	genic	0.020434	AGRN
chr1	1034523	1034968	genic|chr1:1034373-1035118	genic	0.015098	ISG15
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.017842	LINC01342
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.016703	C1orf159
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.028155	RNF223
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.057219	AGRN
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.046529	ISG15
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.032172	HES4
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.028414	PERM1
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.022772	PLEKHN1
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.020455	KLHL17
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.020152	NOC2L
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.018456	FAM41C
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.016797	LINC01128
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.016793	LINC00115
chr1	1039909	1041276	genic|chr1:1039759-1041426	genic	0.017214	FAM87B
chr1	1059262	1059973	intergenic|chr1:1059112-1060123	intergenic	0.017738	LINC01342
chr1	1059262	1059973	intergenic|chr1:1059112-1060123	intergenic	0.017829	C1orf159
chr1	1059262	1059973	intergenic|chr1:1059112-1060123	intergenic	0.052337	RNF223
chr1	1059262	1059973	intergenic|chr1:1059112-1060123	intergenic	0.02317	AGRN
chr1	1059262	1059973	intergenic|chr1:1059112-1060123	intergenic	0.021432	ISG15
chr1	1059262	1059973	intergenic|chr1:1059112-1060123	intergenic	0.017203	HES4
chr1	1059262	1059973	intergenic|chr1:1059112-1060123	intergenic	0.016902	PERM1
chr1	1063906	1064406	intergenic|chr1:1063756-1064556	intergenic	0.053182	RNF223
chr1	1069278	1069478	intergenic|chr1:1069128-1069628	intergenic	0.020285	LINC01342
chr1	1069278	1069478	intergenic|chr1:1069128-1069628	intergenic	0.021548	C1orf159
chr1	1069278	1069478	intergenic|chr1:1069128-1069628	intergenic	0.157197	RNF223
chr1	1069278	1069478	intergenic|chr1:1069128-1069628	intergenic	0.018408	AGRN
chr1	1069278	1069478	intergenic|chr1:1069128-1069628	intergenic	0.01754	ISG15
chr1	1070021	1070520	intergenic|chr1:1069871-1070670	intergenic	0.038574	RNF223
chr1	1074980	1075180	intergenic|chr1:1074830-1075330	intergenic	0.017765	RNF223
chr1	1079446	1079646	intergenic|chr1:1079296-1079796	intergenic	0.019275	LINC01342
chr1	1079446	1079646	intergenic|chr1:1079296-1079796	intergenic	0.022246	C1orf159
chr1	1079446	1079646	intergenic|chr1:1079296-1079796	intergenic	0.120511	RNF223
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.017473	TTLL10
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.03141	LINC01342
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.03658	C1orf159
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.164751	RNF223
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.019297	AGRN
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.018807	ISG15
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.016253	HES4
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.017021	PERM1
chr1	1080202	1080659	intergenic|chr1:1080052-1080809	intergenic	0.015061	FAM41C
chr1	1081001	1081201	intergenic|chr1:1080851-1081351	intergenic	0.016091	RNF223
chr1	1121881	1122384	intergenic|chr1:1121731-1122534	intergenic	0.044992	LINC01342
chr1	1121881	1122384	intergenic|chr1:1121731-1122534	intergenic	0.086732	C1orf159
chr1	1123249	1123449	intergenic|chr1:1123099-1123599	intergenic	0.021681	C1orf159
chr1	1133451	1133651	intergenic|chr1:1133301-1133801	intergenic	0.016262	LINC01342
chr1	1144123	1144774	genic|chr1:1143973-1144924	genic	0.02886	LINC01342
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.02039	SCNN1D
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.022285	UBE2J2
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.031035	C1QTNF12
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.033554	B3GALT6
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.033764	SDF4
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.056602	TNFRSF4
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.060514	TNFRSF18
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.133521	TTLL10
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.1402	LINC01342
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.050764	C1orf159
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.018259	RNF223
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.015133	PERM1
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.017456	FAM41C
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.017626	LINC01128
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.017623	LINC00115
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.018368	FAM87B
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.019189	OR4F5
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.019111	FAM138F
chr1	1157492	1158429	intergenic|chr1:1157342-1158579	intergenic	0.019111	FAM138A
chr1	1173783	1173983	intergenic|chr1:1173633-1174133	intergenic	0.027071	TNFRSF4
chr1	1173783	1173983	intergenic|chr1:1173633-1174133	intergenic	0.030852	TNFRSF18
chr1	1173783	1173983	intergenic|chr1:1173633-1174133	intergenic	0.175255	TTLL10
chr1	1173783	1173983	intergenic|chr1:1173633-1174133	intergenic	0.026715	LINC01342
chr1	1182735	1182935	genic|chr1:1182585-1183085	genic	0.023636	TTLL10
chr1	1200691	1201797	intergenic|chr1:1200541-1201947	intergenic	0.016834	B3GALT6
chr1	1200691	1201797	intergenic|chr1:1200541-1201947	intergenic	0.016998	SDF4
chr1	1200691	1201797	intergenic|chr1:1200541-1201947	intergenic	0.052291	TNFRSF4
chr1	1200691	1201797	intergenic|chr1:1200541-1201947	intergenic	0.116665	TNFRSF18
chr1	1200691	1201797	intergenic|chr1:1200541-1201947	intergenic	0.027615	TTLL10
chr1	1203129	1203329	intergenic|chr1:1202979-1203479	intergenic	0.029727	TNFRSF18
chr1	1208074	1208274	intergenic|chr1:1207924-1208424	intergenic	0.038524	TNFRSF4
chr1	1208074	1208274	intergenic|chr1:1207924-1208424	intergenic	0.042861	TNFRSF18
chr1	1237490	1237860	intergenic|chr1:1237340-1238010	intergenic	0.021674	C1QTNF12
chr1	1237490	1237860	intergenic|chr1:1237340-1238010	intergenic	0.032956	B3GALT6
chr1	1237490	1237860	intergenic|chr1:1237340-1238010	intergenic	0.031987	SDF4
chr1	1238228	1238881	intergenic|chr1:1238078-1239031	intergenic	0.033254	C1QTNF12
chr1	1238228	1238881	intergenic|chr1:1238078-1239031	intergenic	0.039045	B3GALT6
chr1	1238228	1238881	intergenic|chr1:1238078-1239031	intergenic	0.038072	SDF4
chr1	1239271	1239691	intergenic|chr1:1239121-1239841	intergenic	0.037054	C1QTNF12
chr1	1239271	1239691	intergenic|chr1:1239121-1239841	intergenic	0.033423	B3GALT6
chr1	1239271	1239691	intergenic|chr1:1239121-1239841	intergenic	0.03271	SDF4
chr1	1240909	1241109	intergenic|chr1:1240759-1241259	intergenic	0.021076	C1QTNF12
chr1	1244239	1244439	genic|chr1:1244089-1244589	genic	0.033594	C1QTNF12
chr1	1245654	1245854	genic|chr1:1245504-1246004	genic	0.023213	C1QTNF12
chr1	1284942	1285142	genic|chr1:1284792-1285292	genic	0.0189	SCNN1D
chr1	1290245	1290871	genic|chr1:1290095-1291021	genic	0.041189	SCNN1D
chr1	1290245	1290871	genic|chr1:1290095-1291021	genic	0.025472	UBE2J2
chr1	1291685	1292370	genic|chr1:1291535-1292520	genic	0.021256	PUSL1
chr1	1291685	1292370	genic|chr1:1291535-1292520	genic	0.022178	ACAP3
chr1	1291685	1292370	genic|chr1:1291535-1292520	genic	0.049158	SCNN1D
chr1	1291685	1292370	genic|chr1:1291535-1292520	genic	0.032038	UBE2J2
chr1	1299135	1299335	genic|chr1:1298985-1299485	genic	0.019016	PUSL1
chr1	1299135	1299335	genic|chr1:1298985-1299485	genic	0.020546	ACAP3
chr1	1302035	1302235	genic|chr1:1301885-1302385	genic	0.024475	PUSL1
chr1	1302035	1302235	genic|chr1:1301885-1302385	genic	0.027452	ACAP3
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.017809	AURKAIP1
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.026106	MXRA8
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.033495	DVL1
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.062736	TAS1R3
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.08446	CPTP
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.084767	INTS11
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.249149	PUSL1
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.248855	ACAP3
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.078878	SCNN1D
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.0638	UBE2J2
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.035504	C1QTNF12
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.025473	B3GALT6
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.025504	SDF4
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.025716	TNFRSF4
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.021915	TNFRSF18
chr1	1304491	1305199	genic|chr1:1304341-1305349	genic	0.016481	TTLL10
chr1	1305617	1305817	genic|chr1:1305467-1305967	genic	0.016094	CPTP
chr1	1305617	1305817	genic|chr1:1305467-1305967	genic	0.016155	INTS11
chr1	1305617	1305817	genic|chr1:1305467-1305967	genic	0.045348	PUSL1
chr1	1305617	1305817	genic|chr1:1305467-1305967	genic	0.045294	ACAP3
chr1	1315554	1315946	genic|chr1:1315404-1316096	genic	0.019191	TAS1R3
chr1	1315554	1315946	genic|chr1:1315404-1316096	genic	0.033816	CPTP
chr1	1315554	1315946	genic|chr1:1315404-1316096	genic	0.034099	INTS11
chr1	1315554	1315946	genic|chr1:1315404-1316096	genic	0.030608	PUSL1
chr1	1315554	1315946	genic|chr1:1315404-1316096	genic	0.027826	ACAP3
chr1	1334740	1335191	genic|chr1:1334590-1335341	genic	0.022575	MXRA8
chr1	1334740	1335191	genic|chr1:1334590-1335341	genic	0.040348	DVL1
chr1	1334740	1335191	genic|chr1:1334590-1335341	genic	0.129627	TAS1R3
chr1	1334740	1335191	genic|chr1:1334590-1335341	genic	0.062743	CPTP
chr1	1334740	1335191	genic|chr1:1334590-1335341	genic	0.06226	INTS11
chr1	1334740	1335191	genic|chr1:1334590-1335341	genic	0.016984	PUSL1
chr1	1334740	1335191	genic|chr1:1334590-1335341	genic	0.016521	ACAP3
chr1	1344715	1344915	genic|chr1:1344565-1345065	genic	0.0273	DVL1
chr1	1348005	1348205	genic|chr1:1347855-1348355	genic	0.016433	MXRA8
chr1	1348005	1348205	genic|chr1:1347855-1348355	genic	0.037487	DVL1
chr1	1351496	1352331	intergenic|chr1:1351346-1352481	intergenic	0.052372	MXRA8
chr1	1351496	1352331	intergenic|chr1:1351346-1352481	intergenic	0.076094	DVL1
chr1	1351496	1352331	intergenic|chr1:1351346-1352481	intergenic	0.019797	TAS1R3
chr1	1353880	1354470	genic|chr1:1353730-1354620	genic	0.015389	AURKAIP1
chr1	1353880	1354470	genic|chr1:1353730-1354620	genic	0.075427	MXRA8
chr1	1353880	1354470	genic|chr1:1353730-1354620	genic	0.078023	DVL1
chr1	1353880	1354470	genic|chr1:1353730-1354620	genic	0.018478	TAS1R3
chr1	1355520	1355720	genic|chr1:1355370-1355870	genic	0.028136	MXRA8
chr1	1355520	1355720	genic|chr1:1355370-1355870	genic	0.022506	DVL1
chr1	1359819	1360765	intergenic|chr1:1359669-1360915	intergenic	0.021986	AURKAIP1
chr1	1359819	1360765	intergenic|chr1:1359669-1360915	intergenic	0.076131	MXRA8
chr1	1359819	1360765	intergenic|chr1:1359669-1360915	intergenic	0.034989	DVL1
chr1	1362042	1362242	intergenic|chr1:1361892-1362392	intergenic	0.031962	MXRA8
chr1	1371909	1372338	intergenic|chr1:1371759-1372488	intergenic	0.018101	MRPL20
chr1	1371909	1372338	intergenic|chr1:1371759-1372488	intergenic	0.021575	CCNL2
chr1	1371909	1372338	intergenic|chr1:1371759-1372488	intergenic	0.110571	AURKAIP1
chr1	1371909	1372338	intergenic|chr1:1371759-1372488	intergenic	0.045083	MXRA8
chr1	1371909	1372338	intergenic|chr1:1371759-1372488	intergenic	0.027003	DVL1
chr1	1371909	1372338	intergenic|chr1:1371759-1372488	intergenic	0.016643	TAS1R3
chr1	1402053	1402253	genic|chr1:1401903-1402403	genic	0.048672	MRPL20
chr1	1402053	1402253	genic|chr1:1401903-1402403	genic	0.046047	CCNL2
chr1	1419810	1420259	genic|chr1:1419660-1420409	genic	0.019537	TMEM88B
chr1	1419810	1420259	genic|chr1:1419660-1420409	genic	0.027039	ANKRD65
chr1	1422786	1422986	intergenic|chr1:1422636-1423136	intergenic	0.022024	ATAD3C
chr1	1422786	1422986	intergenic|chr1:1422636-1423136	intergenic	0.029053	VWA1
chr1	1422786	1422986	intergenic|chr1:1422636-1423136	intergenic	0.031444	LINC01770
chr1	1422786	1422986	intergenic|chr1:1422636-1423136	intergenic	0.077146	TMEM88B
chr1	1422786	1422986	intergenic|chr1:1422636-1423136	intergenic	0.087211	ANKRD65
chr1	1422786	1422986	intergenic|chr1:1422636-1423136	intergenic	0.026752	MRPL20
chr1	1422786	1422986	intergenic|chr1:1422636-1423136	intergenic	0.016045	CCNL2
chr1	1426927	1427127	genic|chr1:1426777-1427277	genic	0.02458	VWA1
chr1	1426927	1427127	genic|chr1:1426777-1427277	genic	0.027727	LINC01770
chr1	1426927	1427127	genic|chr1:1426777-1427277	genic	0.043462	TMEM88B
chr1	1426927	1427127	genic|chr1:1426777-1427277	genic	0.043885	ANKRD65
chr1	1430243	1430988	genic|chr1:1430093-1431138	genic	0.025741	ATAD3B
chr1	1430243	1430988	genic|chr1:1430093-1431138	genic	0.05149	ATAD3C
chr1	1430243	1430988	genic|chr1:1430093-1431138	genic	0.123885	VWA1
chr1	1430243	1430988	genic|chr1:1430093-1431138	genic	0.123779	LINC01770
chr1	1430243	1430988	genic|chr1:1430093-1431138	genic	0.127293	TMEM88B
chr1	1430243	1430988	genic|chr1:1430093-1431138	genic	0.077312	ANKRD65
chr1	1430243	1430988	genic|chr1:1430093-1431138	genic	0.029213	MRPL20
chr1	1430243	1430988	genic|chr1:1430093-1431138	genic	0.019796	CCNL2
chr1	1431985	1432185	genic|chr1:1431835-1432335	genic	0.026571	ATAD3C
chr1	1431985	1432185	genic|chr1:1431835-1432335	genic	0.05889	VWA1
chr1	1431985	1432185	genic|chr1:1431835-1432335	genic	0.058839	LINC01770
chr1	1431985	1432185	genic|chr1:1431835-1432335	genic	0.050566	TMEM88B
chr1	1431985	1432185	genic|chr1:1431835-1432335	genic	0.031562	ANKRD65
chr1	1440957	1441157	genic|chr1:1440807-1441307	genic	0.019377	ATAD3B
chr1	1440957	1441157	genic|chr1:1440807-1441307	genic	0.064688	ATAD3C
chr1	1440957	1441157	genic|chr1:1440807-1441307	genic	0.062265	VWA1
chr1	1440957	1441157	genic|chr1:1440807-1441307	genic	0.052905	LINC01770
chr1	1440957	1441157	genic|chr1:1440807-1441307	genic	0.023158	TMEM88B
chr1	1440957	1441157	genic|chr1:1440807-1441307	genic	0.019797	ANKRD65
chr1	1462321	1462521	genic|chr1:1462171-1462671	genic	0.030345	ATAD3B
chr1	1462321	1462521	genic|chr1:1462171-1462671	genic	0.020096	ATAD3C
chr1	1504766	1505190	intergenic|chr1:1504616-1505340	intergenic	0.045189	ATAD3A
chr1	1510998	1511198	intergenic|chr1:1510848-1511348	intergenic	0.048999	ATAD3A
chr1	1548732	1548932	genic|chr1:1548582-1549082	genic	0.018992	TMEM240
chr1	1551040	1551455	genic|chr1:1550890-1551605	genic	0.015997	SSU72
chr1	1551040	1551455	genic|chr1:1550890-1551605	genic	0.040179	TMEM240
chr1	1597000	1597950	genic|chr1:1596850-1598100	genic	0.019195	MIB2
chr1	1597000	1597950	genic|chr1:1596850-1598100	genic	0.100846	FNDC10
chr1	1597000	1597950	genic|chr1:1596850-1598100	genic	0.022068	SSU72
chr1	1598796	1598996	genic|chr1:1598646-1599146	genic	0.027122	FNDC10
chr1	1616213	1616413	genic|chr1:1616063-1616563	genic	0.017251	MMP23B
chr1	1616213	1616413	genic|chr1:1616063-1616563	genic	0.037764	MIB2
chr1	1616213	1616413	genic|chr1:1616063-1616563	genic	0.01607	FNDC10
chr1	1620154	1620354	genic|chr1:1620004-1620504	genic	0.025644	MMP23B
chr1	1620154	1620354	genic|chr1:1620004-1620504	genic	0.041903	MIB2
chr1	1625147	1625347	genic|chr1:1624997-1625497	genic	0.017211	MMP23B
chr1	1630386	1630586	genic|chr1:1630236-1630736	genic	0.052861	MMP23B
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.023222	NADK
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.042105	SLC35E2
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.051211	CDK11A
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.051323	CDK11B
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.099046	SLC35E2B
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.093949	MMP23B
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.038316	MIB2
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.03996	FNDC10
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.028444	SSU72
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.022709	TMEM240
chr1	1658695	1659261	genic|chr1:1658545-1659411	genic	0.016032	ATAD3A
chr1	1677864	1678064	genic|chr1:1677714-1678214	genic	0.016159	SLC35E2B
chr1	1678524	1679165	genic|chr1:1678374-1679315	genic	0.016299	CDK11A
chr1	1678524	1679165	genic|chr1:1678374-1679315	genic	0.016351	CDK11B
chr1	1678524	1679165	genic|chr1:1678374-1679315	genic	0.053927	SLC35E2B
