chromosome	start	end	seq_name	seq_class	seq_score	gene_name
chr1	984013	984433	intergenic|chr1:983863-984583	intergenic	0.116015	PERM1
chr1	984013	984433	intergenic|chr1:983863-984583	intergenic	0.034272	PLEKHN1
chr1	984013	984433	intergenic|chr1:983863-984583	intergenic	0.025946	KLHL17
chr1	984013	984433	intergenic|chr1:983863-984583	intergenic	0.024767	NOC2L
chr1	1001886	1002086	intergenic|chr1:1001736-1002236	intergenic	0.033792	AGRN
chr1	1001886	1002086	intergenic|chr1:1001736-1002236	intergenic	0.054778	ISG15
chr1	1001886	1002086	intergenic|chr1:1001736-1002236	intergenic	0.114099	HES4
chr1	1001886	1002086	intergenic|chr1:1001736-1002236	intergenic	0.043117	PERM1
chr1	1001886	1002086	intergenic|chr1:1001736-1002236	intergenic	0.025702	PLEKHN1
chr1	1001886	1002086	intergenic|chr1:1001736-1002236	intergenic	0.022314	KLHL17
chr1	1001886	1002086	intergenic|chr1:1001736-1002236	intergenic	0.021794	NOC2L
chr1	1005008	1005668	intergenic|chr1:1004858-1005818	intergenic	0.049951	AGRN
chr1	1005008	1005668	intergenic|chr1:1004858-1005818	intergenic	0.093544	ISG15
chr1	1005008	1005668	intergenic|chr1:1004858-1005818	intergenic	0.132309	HES4
chr1	1005008	1005668	intergenic|chr1:1004858-1005818	intergenic	0.04407	PERM1
chr1	1005008	1005668	intergenic|chr1:1004858-1005818	intergenic	0.028097	PLEKHN1
chr1	1005008	1005668	intergenic|chr1:1004858-1005818	intergenic	0.024705	KLHL17
chr1	1005008	1005668	intergenic|chr1:1004858-1005818	intergenic	0.024185	NOC2L
chr1	1005008	1005668	intergenic|chr1:1004858-1005818	intergenic	0.015006	FAM41C
chr1	1014407	1014607	genic|chr1:1014257-1014757	genic	0.030771	AGRN
chr1	1014407	1014607	genic|chr1:1014257-1014757	genic	0.035166	ISG15
chr1	1021149	1021349	genic|chr1:1020999-1021499	genic	0.048015	AGRN
chr1	1021149	1021349	genic|chr1:1020999-1021499	genic	0.030972	ISG15
chr1	1023079	1023279	genic|chr1:1022929-1023429	genic	0.042857	AGRN
chr1	1023079	1023279	genic|chr1:1022929-1023429	genic	0.022033	ISG15
chr1	1024708	1024908	genic|chr1:1024558-1025058	genic	0.030782	AGRN
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.024171	RNF223
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.082533	AGRN
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.054482	ISG15
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.028393	HES4
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.028101	PERM1
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.023053	PLEKHN1
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.021474	KLHL17
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.021254	NOC2L
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.017472	FAM41C
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.016505	LINC01128
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.016501	LINC00115
chr1	1032553	1033203	genic|chr1:1032403-1033353	genic	0.017044	FAM87B
chr1	1034538	1034738	genic|chr1:1034388-1034888	genic	0.015645	AGRN
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.017794	LINC01342
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.016964	C1orf159
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.03346	RNF223
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.05558	AGRN
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.042436	ISG15
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.025177	HES4
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.026843	PERM1
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.02277	PLEKHN1
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.021404	KLHL17
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.021223	NOC2L
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.018427	FAM41C
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.017618	LINC01128
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.017614	LINC00115
chr1	1040377	1041434	genic|chr1:1040227-1041584	genic	0.018227	FAM87B
chr1	1058920	1059756	intergenic|chr1:1058770-1059906	intergenic	0.044784	RNF223
chr1	1058920	1059756	intergenic|chr1:1058770-1059906	intergenic	0.017065	AGRN
chr1	1063669	1064406	intergenic|chr1:1063519-1064556	intergenic	0.059213	RNF223
chr1	1069110	1069690	intergenic|chr1:1068960-1069840	intergenic	0.015049	C1orf159
chr1	1069110	1069690	intergenic|chr1:1068960-1069840	intergenic	0.127717	RNF223
chr1	1074971	1075171	intergenic|chr1:1074821-1075321	intergenic	0.021217	RNF223
chr1	1079479	1079679	intergenic|chr1:1079329-1079829	intergenic	0.015638	TTLL10
chr1	1079479	1079679	intergenic|chr1:1079329-1079829	intergenic	0.025438	LINC01342
chr1	1079479	1079679	intergenic|chr1:1079329-1079829	intergenic	0.029881	C1orf159
chr1	1079479	1079679	intergenic|chr1:1079329-1079829	intergenic	0.187024	RNF223
chr1	1079479	1079679	intergenic|chr1:1079329-1079829	intergenic	0.015981	AGRN
chr1	1080205	1080663	intergenic|chr1:1080055-1080813	intergenic	0.018612	LINC01342
chr1	1080205	1080663	intergenic|chr1:1080055-1080813	intergenic	0.022054	C1orf159
chr1	1080205	1080663	intergenic|chr1:1080055-1080813	intergenic	0.115528	RNF223
chr1	1121919	1122383	intergenic|chr1:1121769-1122533	intergenic	0.04785	LINC01342
chr1	1121919	1122383	intergenic|chr1:1121769-1122533	intergenic	0.093425	C1orf159
chr1	1123272	1124350	intergenic|chr1:1123122-1124500	intergenic	0.034047	LINC01342
chr1	1123272	1124350	intergenic|chr1:1123122-1124500	intergenic	0.045494	C1orf159
chr1	1132372	1132572	intergenic|chr1:1132222-1132722	intergenic	0.016682	LINC01342
chr1	1135501	1135701	intergenic|chr1:1135351-1135851	intergenic	0.018986	LINC01342
chr1	1137782	1137982	genic|chr1:1137632-1138132	genic	0.022522	LINC01342
chr1	1157467	1157667	intergenic|chr1:1157317-1157817	intergenic	0.015238	TNFRSF4
chr1	1157467	1157667	intergenic|chr1:1157317-1157817	intergenic	0.017627	TNFRSF18
chr1	1157467	1157667	intergenic|chr1:1157317-1157817	intergenic	0.038982	TTLL10
chr1	1157467	1157667	intergenic|chr1:1157317-1157817	intergenic	0.03872	LINC01342
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.015408	UBE2J2
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.022446	C1QTNF12
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.024171	B3GALT6
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.024294	SDF4
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.038148	TNFRSF4
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.044222	TNFRSF18
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.099772	TTLL10
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.09208	LINC01342
chr1	1158232	1158432	intergenic|chr1:1158082-1158582	intergenic	0.034225	C1orf159
chr1	1167124	1167659	intergenic|chr1:1166974-1167809	intergenic	0.017422	TTLL10
chr1	1171232	1171432	intergenic|chr1:1171082-1171582	intergenic	0.01594	TTLL10
chr1	1173730	1174375	intergenic|chr1:1173580-1174525	intergenic	0.084881	TTLL10
chr1	1181338	1181538	genic|chr1:1181188-1181688	genic	0.018117	TTLL10
chr1	1182694	1182894	genic|chr1:1182544-1183044	genic	0.022013	TTLL10
chr1	1200935	1201135	intergenic|chr1:1200785-1201285	intergenic	0.031529	TNFRSF18
chr1	1201589	1201789	intergenic|chr1:1201439-1201939	intergenic	0.027525	TNFRSF18
chr1	1208126	1208326	intergenic|chr1:1207976-1208476	intergenic	0.022128	TNFRSF4
chr1	1208126	1208326	intergenic|chr1:1207976-1208476	intergenic	0.02643	TNFRSF18
chr1	1212207	1212407	genic|chr1:1212057-1212557	genic	0.022515	TNFRSF4
chr1	1212207	1212407	genic|chr1:1212057-1212557	genic	0.020073	TNFRSF18
chr1	1212908	1213108	genic|chr1:1212758-1213258	genic	0.023848	TNFRSF4
chr1	1212908	1213108	genic|chr1:1212758-1213258	genic	0.018842	TNFRSF18
chr1	1215213	1215413	intergenic|chr1:1215063-1215563	intergenic	0.052536	TNFRSF4
chr1	1215213	1215413	intergenic|chr1:1215063-1215563	intergenic	0.03016	TNFRSF18
chr1	1237689	1237889	intergenic|chr1:1237539-1238039	intergenic	0.018128	B3GALT6
chr1	1237689	1237889	intergenic|chr1:1237539-1238039	intergenic	0.017586	SDF4
chr1	1238447	1238904	intergenic|chr1:1238297-1239054	intergenic	0.0336	C1QTNF12
chr1	1238447	1238904	intergenic|chr1:1238297-1239054	intergenic	0.037921	B3GALT6
chr1	1238447	1238904	intergenic|chr1:1238297-1239054	intergenic	0.036951	SDF4
chr1	1239888	1240088	intergenic|chr1:1239738-1240238	intergenic	0.027958	C1QTNF12
chr1	1239888	1240088	intergenic|chr1:1239738-1240238	intergenic	0.021737	B3GALT6
chr1	1239888	1240088	intergenic|chr1:1239738-1240238	intergenic	0.021283	SDF4
chr1	1244001	1244318	genic|chr1:1243851-1244468	genic	0.048442	C1QTNF12
chr1	1244001	1244318	genic|chr1:1243851-1244468	genic	0.017855	B3GALT6
chr1	1244001	1244318	genic|chr1:1243851-1244468	genic	0.017626	SDF4
chr1	1245400	1245600	genic|chr1:1245250-1245750	genic	0.029463	C1QTNF12
chr1	1265094	1265294	genic|chr1:1264944-1265444	genic	0.018449	UBE2J2
chr1	1267501	1267701	genic|chr1:1267351-1267851	genic	0.016131	UBE2J2
chr1	1282237	1282437	genic|chr1:1282087-1282587	genic	0.024707	SCNN1D
chr1	1283671	1284068	genic|chr1:1283521-1284218	genic	0.022761	SCNN1D
chr1	1285203	1285403	genic|chr1:1285053-1285553	genic	0.016295	SCNN1D
chr1	1290237	1290437	genic|chr1:1290087-1290587	genic	0.035082	SCNN1D
chr1	1290237	1290437	genic|chr1:1290087-1290587	genic	0.021479	UBE2J2
chr1	1291683	1292355	genic|chr1:1291533-1292505	genic	0.023345	PUSL1
chr1	1291683	1292355	genic|chr1:1291533-1292505	genic	0.024375	ACAP3
chr1	1291683	1292355	genic|chr1:1291533-1292505	genic	0.044602	SCNN1D
chr1	1291683	1292355	genic|chr1:1291533-1292505	genic	0.02903	UBE2J2
chr1	1298711	1299326	genic|chr1:1298561-1299476	genic	0.0158	TAS1R3
chr1	1298711	1299326	genic|chr1:1298561-1299476	genic	0.019902	CPTP
chr1	1298711	1299326	genic|chr1:1298561-1299476	genic	0.019962	INTS11
chr1	1298711	1299326	genic|chr1:1298561-1299476	genic	0.043623	PUSL1
chr1	1298711	1299326	genic|chr1:1298561-1299476	genic	0.047082	ACAP3
chr1	1298711	1299326	genic|chr1:1298561-1299476	genic	0.029262	SCNN1D
chr1	1298711	1299326	genic|chr1:1298561-1299476	genic	0.022133	UBE2J2
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.017196	AURKAIP1
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.026288	MXRA8
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.032529	DVL1
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.059711	TAS1R3
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.079674	CPTP
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.079981	INTS11
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.262535	PUSL1
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.262425	ACAP3
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.068954	SCNN1D
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.055649	UBE2J2
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.032298	C1QTNF12
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.02305	B3GALT6
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.02305	SDF4
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.021727	TNFRSF4
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.020053	TNFRSF18
chr1	1304489	1304940	genic|chr1:1304339-1305090	genic	0.015265	TTLL10
chr1	1315526	1315967	genic|chr1:1315376-1316117	genic	0.016423	TAS1R3
chr1	1315526	1315967	genic|chr1:1315376-1316117	genic	0.028725	CPTP
chr1	1315526	1315967	genic|chr1:1315376-1316117	genic	0.028972	INTS11
chr1	1315526	1315967	genic|chr1:1315376-1316117	genic	0.028874	PUSL1
chr1	1315526	1315967	genic|chr1:1315376-1316117	genic	0.026269	ACAP3
chr1	1334744	1335185	genic|chr1:1334594-1335335	genic	0.018642	MXRA8
chr1	1334744	1335185	genic|chr1:1334594-1335335	genic	0.032149	DVL1
chr1	1334744	1335185	genic|chr1:1334594-1335335	genic	0.101438	TAS1R3
chr1	1334744	1335185	genic|chr1:1334594-1335335	genic	0.048748	CPTP
chr1	1334744	1335185	genic|chr1:1334594-1335335	genic	0.048384	INTS11
chr1	1344692	1344892	genic|chr1:1344542-1345042	genic	0.03546	DVL1
chr1	1348049	1348249	genic|chr1:1347899-1348399	genic	0.015099	MXRA8
chr1	1348049	1348249	genic|chr1:1347899-1348399	genic	0.033099	DVL1
chr1	1351620	1352264	intergenic|chr1:1351470-1352414	intergenic	0.052844	MXRA8
chr1	1351620	1352264	intergenic|chr1:1351470-1352414	intergenic	0.073774	DVL1
chr1	1351620	1352264	intergenic|chr1:1351470-1352414	intergenic	0.018822	TAS1R3
chr1	1354314	1354514	genic|chr1:1354164-1354664	genic	0.039124	MXRA8
chr1	1354314	1354514	genic|chr1:1354164-1354664	genic	0.03725	DVL1
chr1	1355065	1355642	genic|chr1:1354915-1355792	genic	0.055871	MXRA8
chr1	1355065	1355642	genic|chr1:1354915-1355792	genic	0.045011	DVL1
chr1	1360655	1360855	intergenic|chr1:1360505-1361005	intergenic	0.016068	MXRA8
chr1	1362083	1362283	intergenic|chr1:1361933-1362433	intergenic	0.04386	MXRA8
chr1	1362083	1362283	intergenic|chr1:1361933-1362433	intergenic	0.016574	DVL1
chr1	1371913	1372336	intergenic|chr1:1371763-1372486	intergenic	0.017233	MRPL20
chr1	1371913	1372336	intergenic|chr1:1371763-1372486	intergenic	0.02097	CCNL2
chr1	1371913	1372336	intergenic|chr1:1371763-1372486	intergenic	0.116377	AURKAIP1
chr1	1371913	1372336	intergenic|chr1:1371763-1372486	intergenic	0.049509	MXRA8
chr1	1371913	1372336	intergenic|chr1:1371763-1372486	intergenic	0.028616	DVL1
chr1	1371913	1372336	intergenic|chr1:1371763-1372486	intergenic	0.01732	TAS1R3
chr1	1402075	1402275	genic|chr1:1401925-1402425	genic	0.051922	MRPL20
chr1	1402075	1402275	genic|chr1:1401925-1402425	genic	0.049934	CCNL2
chr1	1420044	1420244	genic|chr1:1419894-1420394	genic	0.018876	TMEM88B
chr1	1420044	1420244	genic|chr1:1419894-1420394	genic	0.025766	ANKRD65
chr1	1422882	1423082	intergenic|chr1:1422732-1423232	intergenic	0.017326	ATAD3C
chr1	1422882	1423082	intergenic|chr1:1422732-1423232	intergenic	0.023045	VWA1
chr1	1422882	1423082	intergenic|chr1:1422732-1423232	intergenic	0.025041	LINC01770
chr1	1422882	1423082	intergenic|chr1:1422732-1423232	intergenic	0.062495	TMEM88B
chr1	1422882	1423082	intergenic|chr1:1422732-1423232	intergenic	0.070985	ANKRD65
chr1	1422882	1423082	intergenic|chr1:1422732-1423232	intergenic	0.019951	MRPL20
chr1	1430253	1430913	genic|chr1:1430103-1431063	genic	0.030596	ATAD3B
chr1	1430253	1430913	genic|chr1:1430103-1431063	genic	0.060908	ATAD3C
chr1	1430253	1430913	genic|chr1:1430103-1431063	genic	0.147416	VWA1
chr1	1430253	1430913	genic|chr1:1430103-1431063	genic	0.147779	LINC01770
chr1	1430253	1430913	genic|chr1:1430103-1431063	genic	0.155902	TMEM88B
chr1	1430253	1430913	genic|chr1:1430103-1431063	genic	0.095485	ANKRD65
chr1	1430253	1430913	genic|chr1:1430103-1431063	genic	0.033194	MRPL20
chr1	1430253	1430913	genic|chr1:1430103-1431063	genic	0.022957	CCNL2
chr1	1432014	1432214	genic|chr1:1431864-1432364	genic	0.020669	ATAD3C
chr1	1432014	1432214	genic|chr1:1431864-1432364	genic	0.045924	VWA1
chr1	1432014	1432214	genic|chr1:1431864-1432364	genic	0.046037	LINC01770
chr1	1432014	1432214	genic|chr1:1431864-1432364	genic	0.040386	TMEM88B
chr1	1432014	1432214	genic|chr1:1431864-1432364	genic	0.025383	ANKRD65
chr1	1440727	1441391	genic|chr1:1440577-1441541	genic	0.018388	ATAD3B
chr1	1440727	1441391	genic|chr1:1440577-1441541	genic	0.061159	ATAD3C
chr1	1440727	1441391	genic|chr1:1440577-1441541	genic	0.059079	VWA1
chr1	1440727	1441391	genic|chr1:1440577-1441541	genic	0.050367	LINC01770
chr1	1440727	1441391	genic|chr1:1440577-1441541	genic	0.022621	TMEM88B
chr1	1440727	1441391	genic|chr1:1440577-1441541	genic	0.019431	ANKRD65
chr1	1462347	1462547	genic|chr1:1462197-1462697	genic	0.022365	ATAD3B
chr1	1504738	1505189	intergenic|chr1:1504588-1505339	intergenic	0.039266	ATAD3A
chr1	1510995	1511195	intergenic|chr1:1510845-1511345	intergenic	0.048869	ATAD3A
chr1	1534215	1534415	genic|chr1:1534065-1534565	genic	0.016334	TMEM240
chr1	1541166	1541669	genic|chr1:1541016-1541819	genic	0.108021	TMEM240
chr1	1541166	1541669	genic|chr1:1541016-1541819	genic	0.01791	ATAD3A
chr1	1548773	1548973	genic|chr1:1548623-1549123	genic	0.02153	TMEM240
chr1	1551061	1551747	genic|chr1:1550911-1551897	genic	0.02394	SSU72
chr1	1551061	1551747	genic|chr1:1550911-1551897	genic	0.055841	TMEM240
chr1	1551061	1551747	genic|chr1:1550911-1551897	genic	0.015432	ATAD3A
chr1	1594313	1594513	intergenic|chr1:1594163-1594663	intergenic	0.017922	FNDC10
chr1	1597167	1597929	genic|chr1:1597017-1598079	genic	0.017899	MMP23B
chr1	1597167	1597929	genic|chr1:1597017-1598079	genic	0.023098	MIB2
chr1	1597167	1597929	genic|chr1:1597017-1598079	genic	0.115534	FNDC10
chr1	1597167	1597929	genic|chr1:1597017-1598079	genic	0.026713	SSU72
chr1	1598585	1598785	genic|chr1:1598435-1598935	genic	0.029776	FNDC10
chr1	1604082	1604282	intergenic|chr1:1603932-1604432	intergenic	0.020433	FNDC10
chr1	1611360	1611560	intergenic|chr1:1611210-1611710	intergenic	0.018691	MMP23B
chr1	1611360	1611560	intergenic|chr1:1611210-1611710	intergenic	0.052515	MIB2
chr1	1611360	1611560	intergenic|chr1:1611210-1611710	intergenic	0.030751	FNDC10
chr1	1630377	1630577	genic|chr1:1630227-1630727	genic	0.053889	MMP23B
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.020197	NADK
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.034976	SLC35E2
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.040316	CDK11A
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.040397	CDK11B
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.083941	SLC35E2B
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.077391	MMP23B
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.03091	MIB2
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.030854	FNDC10
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.023305	SSU72
chr1	1659067	1659267	genic|chr1:1658917-1659417	genic	0.017666	TMEM240
chr1	1677821	1678021	genic|chr1:1677671-1678171	genic	0.017744	SLC35E2B
chr1	1678347	1679150	genic|chr1:1678197-1679300	genic	0.015218	CDK11A
chr1	1678347	1679150	genic|chr1:1678197-1679300	genic	0.015264	CDK11B
chr1	1678347	1679150	genic|chr1:1678197-1679300	genic	0.053792	SLC35E2B
chr1	1713552	1714039	genic|chr1:1713402-1714189	genic	0.015159	CDK11B
chr1	1748727	1748927	intergenic|chr1:1748577-1749077	intergenic	0.020609	SLC35E2
chr1	1753512	1753712	genic|chr1:1753362-1753862	genic	0.019761	SLC35E2
chr1	1782121	1782562	intergenic|chr1:1781971-1782712	intergenic	0.088632	NADK
chr1	1783404	1783604	intergenic|chr1:1783254-1783754	intergenic	0.042338	NADK
chr1	1789111	1789311	genic|chr1:1788961-1789461	genic	0.015187	NADK
chr1	1858696	1859450	genic|chr1:1858546-1859600	genic	0.01635	GNB1
chr1	1880928	1881325	genic|chr1:1880778-1881475	genic	0.015476	GNB1
chr1	1883157	1883691	genic|chr1:1883007-1883841	genic	0.028861	GNB1
chr1	1889915	1890378	genic|chr1:1889765-1890528	genic	0.1022	GNB1
chr1	1906282	1906482	intergenic|chr1:1906132-1906632	intergenic	0.036693	TMEM52
chr1	1906282	1906482	intergenic|chr1:1906132-1906632	intergenic	0.04881	CALML6
chr1	1906282	1906482	intergenic|chr1:1906132-1906632	intergenic	0.038691	GNB1
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.018734	PRKCZ
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.034109	GABRD
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.039087	CFAP74
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.172337	TMEM52
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.263886	CALML6
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.124439	GNB1
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.027865	NADK
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.027755	SLC35E2
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.021084	CDK11A
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.021062	CDK11B
chr1	1908425	1909378	intergenic|chr1:1908275-1909528	intergenic	0.01888	SLC35E2B
chr1	1943604	1944501	genic|chr1:1943454-1944651	genic	0.01769	CFAP74
chr1	1943604	1944501	genic|chr1:1943454-1944651	genic	0.019983	TMEM52
chr1	1959850	1960315	genic|chr1:1959700-1960465	genic	0.021059	GABRD
chr1	1959850	1960315	genic|chr1:1959700-1960465	genic	0.028195	CFAP74
chr1	1996178	1996378	genic|chr1:1996028-1996528	genic	0.015114	CFAP74
chr1	2044925	2045348	intergenic|chr1:2044775-2045498	intergenic	0.117224	PRKCZ
chr1	2044925	2045348	intergenic|chr1:2044775-2045498	intergenic	0.032915	GABRD
chr1	2044925	2045348	intergenic|chr1:2044775-2045498	intergenic	0.019962	CFAP74
