chromosome	start	end	seq_name	seq_class	seq_score	gene_name
chr1	1471593	1471854	promoter|chr1:1471443-1472004	promoter	1.0	ATAD3B
chr1	1511662	1512242	promoter|chr1:1511512-1512392	promoter	1.0	ATAD3A
chr1	1539309	1541384	promoter|chr1:1539159-1541534	promoter	1.0	TMEM240
chr1	1573869	1575450	promoter|chr1:1573719-1575600	promoter	1.0	SSU72
chr1	1599258	1599668	promoter|chr1:1599108-1599818	promoter	1.0	FNDC10
chr1	1599996	1600789	promoter|chr1:1599846-1600939	promoter	1.0	FNDC10
chr1	1614836	1615885	promoter|chr1:1614686-1616035	promoter	1.0	MIB2
chr1	1631057	1632280	promoter|chr1:1630907-1632430	promoter	1.0	MMP23B
chr1	1692442	1693500	promoter|chr1:1692292-1693650	promoter	1.0	SLC35E2B
chr1	1724018	1724665	promoter|chr1:1723868-1724815	promoter	1.0	CDK11A
chr1	1724018	1724665	promoter|chr1:1723868-1724815	promoter	1.0	CDK11B
chr1	1745720	1746540	promoter|chr1:1745570-1746690	promoter	1.0	SLC35E2
chr1	1778343	1779605	promoter|chr1:1778193-1779755	promoter	1.0	NADK
chr1	1891017	1891270	promoter|chr1:1890867-1891420	promoter	1.0	GNB1
chr1	1891623	1891823	promoter|chr1:1891473-1891973	promoter	1.0	GNB1
chr1	1914726	1914926	promoter|chr1:1914576-1915076	promoter	1.0	CALML6
chr1	1918887	1919575	promoter|chr1:1918737-1919725	promoter	1.0	TMEM52
chr1	2003480	2004212	promoter|chr1:2003330-2004362	promoter	1.0	CFAP74
chr1	2018401	2018835	promoter|chr1:2018251-2018985	promoter	1.0	GABRD
chr1	2019228	2020396	promoter|chr1:2019078-2020546	promoter	1.0	GABRD
chr1	2049224	2050569	promoter|chr1:2049074-2050719	promoter	1.0	PRKCZ
chr1	2194675	2195440	promoter|chr1:2194525-2195590	promoter	1.0	FAAP20
chr1	2228594	2228794	promoter|chr1:2228444-2228944	promoter	1.0	SKI
chr1	2229180	2229714	promoter|chr1:2229030-2229864	promoter	1.0	SKI
chr1	2391041	2391241	promoter|chr1:2390891-2391391	promoter	1.0	RER1
chr1	2391041	2391241	promoter|chr1:2390891-2391391	promoter	1.0	MORN1
chr1	2391569	2391874	promoter|chr1:2391419-2392024	promoter	1.0	RER1
chr1	2391569	2391874	promoter|chr1:2391419-2392024	promoter	1.0	MORN1
chr1	2412055	2414646	promoter|chr1:2411905-2414796	promoter	1.0	PEX10
chr1	2476214	2476414	promoter|chr1:2476064-2476564	promoter	1.0	PLCH2
chr1	2525592	2527010	promoter|chr1:2525442-2527160	promoter	1.0	PANK4
chr1	2530145	2530462	promoter|chr1:2529995-2530612	promoter	1.0	HES5
chr1	2556264	2556484	promoter|chr1:2556114-2556634	promoter	1.0	TNFRSF14
chr1	2586539	2587531	promoter|chr1:2586389-2587681	promoter	1.0	FAM213B
chr1	2632942	2633142	promoter|chr1:2632792-2633292	promoter	1.0	MMEL1
chr1	3021294	3021976	promoter|chr1:3021144-3022126	promoter	1.0	ACTRT2
chr1	3069077	3069280	promoter|chr1:3068927-3069430	promoter	1.0	PRDM16
chr1	3069661	3070101	promoter|chr1:3069511-3070251	promoter	1.0	PRDM16
chr1	3454382	3455463	promoter|chr1:3454232-3455613	promoter	1.0	ARHGEF16
chr1	3610673	3611812	promoter|chr1:3610523-3611962	promoter	1.0	MEGF6
chr1	3624282	3624482	promoter|chr1:3624132-3624632	promoter	1.0	TPRG1L
chr1	3624789	3625091	promoter|chr1:3624639-3625241	promoter	1.0	TPRG1L
chr1	3649779	3650245	promoter|chr1:3649629-3650395	promoter	1.0	WRAP73
chr1	3651533	3652152	promoter|chr1:3651383-3652302	promoter	1.0	TP73
chr1	3652464	3653427	promoter|chr1:3652314-3653577	promoter	1.0	TP73
chr1	3752300	3752500	promoter|chr1:3752150-3752650	promoter	1.0	CCDC27
chr1	3771712	3772886	promoter|chr1:3771562-3773036	promoter	1.0	SMIM1
chr1	3796404	3796944	promoter|chr1:3796254-3797094	promoter	1.0	LRRC47
chr1	3856637	3858086	promoter|chr1:3856487-3858236	promoter	1.0	DFFB
chr1	3856637	3858086	promoter|chr1:3856487-3858236	promoter	1.0	CEP104
chr1	3899611	3899811	promoter|chr1:3899461-3899961	promoter	1.0	LINC01134
chr1	3899611	3899811	promoter|chr1:3899461-3899961	promoter	1.0	C1orf174
chr1	3900186	3900935	promoter|chr1:3900036-3901085	promoter	1.0	LINC01134
chr1	3900186	3900935	promoter|chr1:3900036-3901085	promoter	1.0	C1orf174
chr1	3940511	3940711	promoter|chr1:3940361-3940861	promoter	1.0	LINC01346
chr1	4411950	4412150	promoter|chr1:4411800-4412300	promoter	1.0	LINC01777
chr1	4654944	4655144	promoter|chr1:4654794-4655294	promoter	1.0	AJAP1
chr1	5991159	5993230	promoter|chr1:5991009-5993380	promoter	1.0	NPHP4
chr1	6025912	6027086	promoter|chr1:6025762-6027236	promoter	1.0	KCNAB2
chr1	6179174	6179643	promoter|chr1:6179024-6179793	promoter	1.0	CHD5
chr1	6180034	6181665	promoter|chr1:6179884-6181815	promoter	1.0	CHD5
chr1	6199301	6200154	promoter|chr1:6199151-6200304	promoter	1.0	RPL22
chr1	6205945	6206362	promoter|chr1:6205795-6206512	promoter	1.0	RNF207
chr1	6235884	6236339	promoter|chr1:6235734-6236489	promoter	1.0	ICMT
chr1	6235884	6236339	promoter|chr1:6235734-6236489	promoter	1.0	LINC00337
chr1	6244091	6244291	promoter|chr1:6243941-6244441	promoter	1.0	HES3
chr1	6260024	6261869	promoter|chr1:6259874-6262019	promoter	1.0	GPR153
chr1	6392650	6394171	promoter|chr1:6392500-6394321	promoter	1.0	ACOT7
chr1	6419220	6420057	promoter|chr1:6419070-6420207	promoter	1.0	HES2
chr1	6423508	6424318	promoter|chr1:6423358-6424468	promoter	1.0	ESPN
chr1	6424687	6425104	promoter|chr1:6424537-6425254	promoter	1.0	ESPN
chr1	6466095	6466570	promoter|chr1:6465945-6466720	promoter	1.0	TNFRSF25
chr1	6489732	6491074	promoter|chr1:6489582-6491224	promoter	1.0	PLEKHG5
chr1	6491601	6491801	promoter|chr1:6491451-6491951	promoter	1.0	PLEKHG5
chr1	6553983	6554702	promoter|chr1:6553833-6554852	promoter	1.0	NOL9
chr1	6553983	6554702	promoter|chr1:6553833-6554852	promoter	1.0	TAS1R1
chr1	6555177	6555377	promoter|chr1:6555027-6555527	promoter	1.0	NOL9
chr1	6555177	6555377	promoter|chr1:6555027-6555527	promoter	1.0	TAS1R1
chr1	6579492	6580318	promoter|chr1:6579342-6580468	promoter	1.0	ZBTB48
chr1	6601176	6604454	promoter|chr1:6601026-6604604	promoter	1.0	KLHL21
chr1	6612838	6614527	promoter|chr1:6612688-6614677	promoter	1.0	PHF13
chr1	6624769	6625845	promoter|chr1:6624619-6625995	promoter	1.0	THAP3
chr1	6701286	6702270	promoter|chr1:6701136-6702420	promoter	1.0	DNAJC11
chr1	6724628	6724844	promoter|chr1:6724478-6724994	promoter	1.0	LINC01672
chr1	6784212	6784717	promoter|chr1:6784062-6784867	promoter	1.0	CAMTA1
chr1	6785146	6785423	promoter|chr1:6784996-6785573	promoter	1.0	CAMTA1
chr1	7771144	7771908	promoter|chr1:7770994-7772058	promoter	1.0	VAMP3
chr1	7783459	7784528	promoter|chr1:7783309-7784678	promoter	1.0	PER3
chr1	7852894	7853144	promoter|chr1:7852744-7853294	promoter	1.0	UTS2
chr1	7942382	7942582	promoter|chr1:7942232-7942732	promoter	1.0	TNFRSF9
chr1	7943065	7943265	promoter|chr1:7942915-7943415	promoter	1.0	TNFRSF9
chr1	7961132	7961753	promoter|chr1:7960982-7961903	promoter	1.0	PARK7
chr1	8026233	8026950	promoter|chr1:8026083-8027100	promoter	1.0	ERRFI1
chr1	8208571	8208771	promoter|chr1:8208421-8208921	promoter	1.0	LINC01714
chr1	8317984	8318746	promoter|chr1:8317834-8318896	promoter	1.0	SLC45A1
chr1	8816877	8818066	promoter|chr1:8816727-8818216	promoter	1.0	RERE
chr1	8877994	8879353	promoter|chr1:8877844-8879503	promoter	1.0	ENO1
chr1	8944784	8945252	promoter|chr1:8944634-8945402	promoter	1.0	CA6
chr1	8945733	8945933	promoter|chr1:8945583-8946083	promoter	1.0	CA6
chr1	9026245	9026445	promoter|chr1:9026095-9026595	promoter	1.0	SLC2A7
chr1	9069423	9069928	promoter|chr1:9069273-9070078	promoter	1.0	SLC2A5
chr1	9128401	9129976	promoter|chr1:9128251-9130126	promoter	1.0	GPR157
chr1	9181350	9182438	promoter|chr1:9181200-9182588	promoter	1.0	LINC01759
chr1	9181350	9182438	promoter|chr1:9181200-9182588	promoter	1.0	MIR34AHG
chr1	9234276	9235276	promoter|chr1:9234126-9235426	promoter	1.0	H6PD
chr1	9291861	9292410	promoter|chr1:9291711-9292560	promoter	1.0	SPSB1
chr1	9292724	9292981	promoter|chr1:9292574-9293131	promoter	1.0	SPSB1
chr1	9538886	9540217	promoter|chr1:9538736-9540367	promoter	1.0	SLC25A33
chr1	9588563	9588973	promoter|chr1:9588413-9589123	promoter	1.0	TMEM201
chr1	9589501	9589701	promoter|chr1:9589351-9589851	promoter	1.0	TMEM201
chr1	9651631	9652794	promoter|chr1:9651481-9652944	promoter	1.0	PIK3CD
chr1	9823369	9824720	promoter|chr1:9823219-9824870	promoter	1.0	CLSTN1
chr1	9909698	9911027	promoter|chr1:9909548-9911177	promoter	1.0	CTNNBIP1
chr1	9942479	9943818	promoter|chr1:9942329-9943968	promoter	1.0	LZIC
chr1	9942479	9943818	promoter|chr1:9942329-9943968	promoter	1.0	NMNAT1
chr1	9996686	9997952	promoter|chr1:9996536-9998102	promoter	1.0	RBP7
chr1	10032718	10033817	promoter|chr1:10032568-10033967	promoter	1.0	UBE4B
chr1	10209779	10211609	promoter|chr1:10209629-10211759	promoter	1.0	KIF1B
chr1	10398840	10399425	promoter|chr1:10398690-10399575	promoter	1.0	PGD
chr1	10430001	10431339	promoter|chr1:10429851-10431489	promoter	1.0	APITD1-CORT
chr1	10430001	10431339	promoter|chr1:10429851-10431489	promoter	1.0	CENPS
chr1	10449618	10449818	promoter|chr1:10449468-10449968	promoter	1.0	CORT
chr1	10450138	10450725	promoter|chr1:10449988-10450875	promoter	1.0	CORT
chr1	10472197	10472656	promoter|chr1:10472047-10472806	promoter	1.0	DFFA
chr1	10474822	10475482	promoter|chr1:10474672-10475632	promoter	1.0	PEX14
chr1	10796297	10796780	promoter|chr1:10796147-10796930	promoter	1.0	CASZ1
chr1	10981937	10982137	promoter|chr1:10981787-10982287	promoter	1.0	C1orf127
chr1	11012264	11013424	promoter|chr1:11012114-11013574	promoter	1.0	TARDBP
chr1	11047139	11047339	promoter|chr1:11046989-11047489	promoter	1.0	MASP2
chr1	11059607	11060276	promoter|chr1:11059457-11060426	promoter	1.0	SRM
chr1	11099304	11100242	promoter|chr1:11099154-11100392	promoter	1.0	EXOSC10
chr1	11189121	11189388	promoter|chr1:11188971-11189538	promoter	1.0	ANGPTL7
chr1	11189711	11189911	promoter|chr1:11189561-11190061	promoter	1.0	ANGPTL7
chr1	11262240	11262795	promoter|chr1:11262090-11262945	promoter	1.0	MTOR
chr1	11272816	11273781	promoter|chr1:11272666-11273931	promoter	1.0	UBIAD1
chr1	11478739	11479730	promoter|chr1:11478589-11479880	promoter	1.0	DISP3
chr1	11609430	11609630	promoter|chr1:11609280-11609780	promoter	1.0	LINC01647
chr1	11654100	11655801	promoter|chr1:11653950-11655951	promoter	1.0	FBXO2
chr1	11654100	11655801	promoter|chr1:11653950-11655951	promoter	1.0	FBXO44
chr1	11663673	11665278	promoter|chr1:11663523-11665428	promoter	1.0	FBXO6
chr1	11680616	11681977	promoter|chr1:11680466-11682127	promoter	1.0	MAD2L2
chr1	11690792	11692495	promoter|chr1:11690642-11692645	promoter	1.0	DRAXIN
chr1	11735966	11737085	promoter|chr1:11735816-11737235	promoter	1.0	AGTRAP
chr1	11762046	11762887	promoter|chr1:11761896-11763037	promoter	1.0	C1orf167
chr1	11805534	11806528	promoter|chr1:11805384-11806678	promoter	1.0	CLCN6
chr1	11805534	11806528	promoter|chr1:11805384-11806678	promoter	1.0	MTHFR
chr1	11847683	11847883	promoter|chr1:11847533-11848033	promoter	1.0	NPPA
chr1	11858280	11858480	promoter|chr1:11858130-11858630	promoter	1.0	NPPB
chr1	11858835	11859842	promoter|chr1:11858685-11859992	promoter	1.0	NPPB
chr1	11926328	11926875	promoter|chr1:11926178-11927025	promoter	1.0	KIAA2013
chr1	11934034	11935282	promoter|chr1:11933884-11935432	promoter	1.0	PLOD1
chr1	11979597	11980756	promoter|chr1:11979447-11980906	promoter	1.0	MFN2
chr1	12019141	12019898	promoter|chr1:12018991-12020048	promoter	1.0	MIIP
chr1	12062923	12064084	promoter|chr1:12062773-12064234	promoter	1.0	TNFRSF8
chr1	12166837	12167822	promoter|chr1:12166687-12167972	promoter	1.0	TNFRSF1B
chr1	12229608	12231385	promoter|chr1:12229458-12231535	promoter	1.0	VPS13D
chr1	12617631	12618701	promoter|chr1:12617481-12618851	promoter	1.0	DHRS3
chr1	12644446	12644646	promoter|chr1:12644296-12644796	promoter	1.0	AADACL4
chr1	12716014	12716214	promoter|chr1:12715864-12716364	promoter	1.0	AADACL3
chr1	12746084	12746285	promoter|chr1:12745934-12746435	promoter	1.0	C1orf158
chr1	12774747	12774947	promoter|chr1:12774597-12775097	promoter	1.0	PRAMEF12
chr1	12791296	12791496	promoter|chr1:12791146-12791646	promoter	1.0	PRAMEF1
chr1	12831310	12831510	promoter|chr1:12831160-12831660	promoter	1.0	PRAMEF11
chr1	12848204	12848856	promoter|chr1:12848054-12849006	promoter	1.0	HNRNPCL4
chr1	12848204	12848856	promoter|chr1:12848054-12849006	promoter	1.0	HNRNPCL3
chr1	12848204	12848856	promoter|chr1:12848054-12849006	promoter	1.0	HNRNPCL1
chr1	12856985	12857185	promoter|chr1:12856835-12857335	promoter	1.0	PRAMEF2
chr1	12886101	12886301	promoter|chr1:12885951-12886451	promoter	1.0	PRAMEF4
chr1	12942423	12942623	promoter|chr1:12942273-12942773	promoter	1.0	PRAMEF9
chr1	13116754	13116954	promoter|chr1:13116604-13117104	promoter	1.0	HNRNPCL2
chr1	13303442	13303642	promoter|chr1:13303292-13303792	promoter	1.0	PRAMEF10
chr1	13303442	13303642	promoter|chr1:13303292-13303792	promoter	1.0	PRAMEF33
chr1	13347034	13347234	promoter|chr1:13346884-13347384	promoter	1.0	PRAMEF13
chr1	13347034	13347234	promoter|chr1:13346884-13347384	promoter	1.0	PRAMEF14
chr1	13371847	13372047	promoter|chr1:13371697-13372197	promoter	1.0	PRAMEF19
chr1	13389531	13389731	promoter|chr1:13389381-13389881	promoter	1.0	PRAMEF17
chr1	13410349	13410549	promoter|chr1:13410199-13410699	promoter	1.0	PRAMEF20
chr1	13513163	13514356	promoter|chr1:13513013-13514506	promoter	1.0	LRRC38
chr1	13583135	13583335	promoter|chr1:13582985-13583485	promoter	1.0	PDPN
chr1	13583656	13584612	promoter|chr1:13583506-13584762	promoter	1.0	PDPN
chr1	13704754	13704954	promoter|chr1:13704604-13705104	promoter	1.0	PRDM2
chr1	14597662	14599971	promoter|chr1:14597512-14600121	promoter	1.0	KAZN
chr1	15152455	15154983	promoter|chr1:15152305-15155133	promoter	1.0	TMEM51
chr1	15171524	15171812	promoter|chr1:15171374-15171962	promoter	1.0	C1orf195
chr1	15247116	15247774	promoter|chr1:15246966-15247924	promoter	1.0	FHAD1
chr1	15409160	15409994	promoter|chr1:15409010-15410144	promoter	1.0	EFHD2
chr1	15438341	15438541	promoter|chr1:15438191-15438691	promoter	1.0	CTRC
chr1	15456627	15456827	promoter|chr1:15456477-15456977	promoter	1.0	CELA2A
chr1	15476000	15476200	promoter|chr1:15475850-15476350	promoter	1.0	CELA2B
chr1	15524273	15525165	promoter|chr1:15524123-15525315	promoter	1.0	CASP9
chr1	15526671	15527226	promoter|chr1:15526521-15527376	promoter	1.0	DNAJC16
chr1	15584523	15585210	promoter|chr1:15584373-15585360	promoter	1.0	AGMAT
chr1	15616814	15617557	promoter|chr1:15616664-15617707	promoter	1.0	DDI2
chr1	15617917	15618117	promoter|chr1:15617767-15618267	promoter	1.0	DDI2
chr1	15659612	15659812	promoter|chr1:15659462-15659962	promoter	1.0	RSC1A1
chr1	15684202	15685319	promoter|chr1:15684052-15685469	promoter	1.0	PLEKHM2
chr1	15736109	15736554	promoter|chr1:15735959-15736704	promoter	1.0	SLC25A34
chr1	15742347	15742800	promoter|chr1:15742197-15742950	promoter	1.0	TMEM82
chr1	15757594	15759620	promoter|chr1:15757444-15759770	promoter	1.0	FBLIM1
chr1	15807599	15807799	promoter|chr1:15807449-15807949	promoter	1.0	UQCRHL
chr1	15847198	15847963	promoter|chr1:15847048-15848113	promoter	1.0	SPEN
chr1	15975039	15976232	promoter|chr1:15974889-15976382	promoter	1.0	ZBTB17
chr1	16004067	16004335	promoter|chr1:16003917-16004485	promoter	1.0	C1orf64
chr1	16018690	16018890	promoter|chr1:16018540-16019040	promoter	1.0	HSPB7
chr1	16021890	16022090	promoter|chr1:16021740-16022240	promoter	1.0	CLCNKA
chr1	16043635	16043835	promoter|chr1:16043485-16043985	promoter	1.0	CLCNKB
chr1	16072458	16074051	promoter|chr1:16072308-16074201	promoter	1.0	FAM131C
chr1	16154749	16156474	promoter|chr1:16154599-16156624	promoter	1.0	EPHA2
chr1	16212332	16212776	promoter|chr1:16212182-16212926	promoter	1.0	ARHGEF19
chr1	16236224	16237313	promoter|chr1:16236074-16237463	promoter	1.0	RSG1
chr1	16351914	16352646	promoter|chr1:16351764-16352796	promoter	1.0	FBXO42
chr1	16366929	16368083	promoter|chr1:16366779-16368233	promoter	1.0	SZRD1
chr1	16437324	16437524	promoter|chr1:16437174-16437674	promoter	1.0	SPATA21
chr1	16440227	16441046	promoter|chr1:16440077-16441196	promoter	1.0	NECAP2
chr1	16534979	16535752	promoter|chr1:16534829-16535902	promoter	1.0	LINC01783
chr1	16538623	16538823	promoter|chr1:16538473-16538973	promoter	1.0	FAM231B
chr1	16612613	16613052	promoter|chr1:16612463-16613202	promoter	1.0	NBPF1
chr1	16613505	16613992	promoter|chr1:16613355-16614142	promoter	1.0	NBPF1
chr1	16921759	16922049	promoter|chr1:16921609-16922199	promoter	1.0	CROCC
chr1	16980066	16980778	promoter|chr1:16979916-16980928	promoter	1.0	MFAP2
chr1	17011026	17012119	promoter|chr1:17010876-17012269	promoter	1.0	ATP13A2
chr1	17053735	17054325	promoter|chr1:17053585-17054475	promoter	1.0	SDHB
chr1	17118388	17118928	promoter|chr1:17118238-17119078	promoter	1.0	PADI2
chr1	17119353	17119884	promoter|chr1:17119203-17120034	promoter	1.0	PADI2
chr1	17205025	17205225	promoter|chr1:17204875-17205375	promoter	1.0	PADI1
chr1	17248911	17249422	promoter|chr1:17248761-17249572	promoter	1.0	PADI3
chr1	17308058	17308294	promoter|chr1:17307908-17308444	promoter	1.0	PADI4
chr1	17372095	17372295	promoter|chr1:17371945-17372445	promoter	1.0	PADI6
chr1	17439239	17440113	promoter|chr1:17439089-17440263	promoter	1.0	RCC2
chr1	17539547	17540009	promoter|chr1:17539397-17540159	promoter	1.0	ARHGEF10L
chr1	17540377	17541006	promoter|chr1:17540227-17541156	promoter	1.0	ARHGEF10L
chr1	17755211	17755412	promoter|chr1:17755061-17755562	promoter	1.0	ACTL8
chr1	18065556	18065756	promoter|chr1:18065406-18065906	promoter	1.0	LINC01654
chr1	18106873	18108345	promoter|chr1:18106723-18108495	promoter	1.0	IGSF21
chr1	18480512	18481029	promoter|chr1:18480362-18481179	promoter	1.0	KLHDC7A
chr1	18630905	18631855	promoter|chr1:18630755-18632005	promoter	1.0	PAX7
chr1	18859561	18859761	promoter|chr1:18859411-18859911	promoter	1.0	TAS1R2
chr1	18902470	18902968	promoter|chr1:18902320-18903118	promoter	1.0	ALDH4A1
chr1	18955512	18957438	promoter|chr1:18955362-18957588	promoter	1.0	IFFO2
chr1	19209689	19210453	promoter|chr1:19209539-19210603	promoter	1.0	UBR4
chr1	19251453	19252113	promoter|chr1:19251303-19252263	promoter	1.0	EMC1
chr1	19251453	19252113	promoter|chr1:19251303-19252263	promoter	1.0	MRTO4
chr1	19288336	19289182	promoter|chr1:19288186-19289332	promoter	1.0	AKR7A3
chr1	19311240	19312833	promoter|chr1:19311090-19312983	promoter	1.0	AKR7A2
chr1	19311240	19312833	promoter|chr1:19311090-19312983	promoter	1.0	PQLC2
chr1	19484618	19486079	promoter|chr1:19484468-19486229	promoter	1.0	CAPZB
chr1	19596464	19597360	promoter|chr1:19596314-19597510	promoter	1.0	MINOS1-NBL1
chr1	19596464	19597360	promoter|chr1:19596314-19597510	promoter	1.0	MINOS1
chr1	19643128	19643328	promoter|chr1:19642978-19643478	promoter	1.0	NBL1
chr1	19643696	19644192	promoter|chr1:19643546-19644342	promoter	1.0	NBL1
chr1	19664757	19666031	promoter|chr1:19664607-19666181	promoter	1.0	HTR6
chr1	19799207	19800594	promoter|chr1:19799057-19800744	promoter	1.0	TMCO4
chr1	19815178	19815378	promoter|chr1:19815028-19815528	promoter	1.0	RNF186
chr1	19815867	19817456	promoter|chr1:19815717-19817606	promoter	1.0	RNF186
chr1	19882220	19882902	promoter|chr1:19882070-19883052	promoter	1.0	OTUD3
chr1	19923259	19923717	promoter|chr1:19923109-19923867	promoter	1.0	PLA2G2E
chr1	19980339	19980539	promoter|chr1:19980189-19980689	promoter	1.0	PLA2G2A
chr1	20070107	20070307	promoter|chr1:20069957-20070457	promoter	1.0	PLA2G5
chr1	20119466	20119666	promoter|chr1:20119316-20119816	promoter	1.0	PLA2G2D
chr1	20139229	20139429	promoter|chr1:20139079-20139579	promoter	1.0	PLA2G2F
chr1	20177264	20177464	promoter|chr1:20177114-20177614	promoter	1.0	PLA2G2C
chr1	20185462	20185662	promoter|chr1:20185312-20185812	promoter	1.0	UBXN10
chr1	20185977	20186634	promoter|chr1:20185827-20186784	promoter	1.0	UBXN10
chr1	20185977	20186634	promoter|chr1:20185827-20186784	promoter	1.0	UBXN10-AS1
chr1	20290394	20291018	promoter|chr1:20290244-20291168	promoter	1.0	VWA5B1
chr1	20428694	20428894	promoter|chr1:20428544-20429044	promoter	1.0	LINC01141
chr1	20485442	20485642	promoter|chr1:20485292-20485792	promoter	1.0	CAMK2N1
chr1	20486039	20486335	promoter|chr1:20485889-20486485	promoter	1.0	CAMK2N1
chr1	20486700	20487371	promoter|chr1:20486550-20487521	promoter	1.0	CAMK2N1
chr1	20507832	20508281	promoter|chr1:20507682-20508431	promoter	1.0	MUL1
chr1	20552022	20553695	promoter|chr1:20551872-20553845	promoter	1.0	FAM43B
chr1	20588753	20590008	promoter|chr1:20588603-20590158	promoter	1.0	CDA
chr1	20633014	20633554	promoter|chr1:20632864-20633704	promoter	1.0	PINK1
chr1	20633861	20634061	promoter|chr1:20633711-20634211	promoter	1.0	PINK1
chr1	20661047	20661994	promoter|chr1:20660897-20662144	promoter	1.0	DDOST
chr1	20717476	20718400	promoter|chr1:20717326-20718550	promoter	1.0	KIF17
chr1	20732186	20732740	promoter|chr1:20732036-20732890	promoter	1.0	SH2D5
chr1	20733125	20733562	promoter|chr1:20732975-20733712	promoter	1.0	SH2D5
chr1	20786315	20786976	promoter|chr1:20786165-20787126	promoter	1.0	HP1BP3
chr1	21175724	21177137	promoter|chr1:21175574-21177287	promoter	1.0	EIF4G3
chr1	21289475	21291310	promoter|chr1:21289325-21291460	promoter	1.0	ECE1
chr1	21439989	21440204	promoter|chr1:21439839-21440354	promoter	1.0	NBPF3
chr1	21509112	21510352	promoter|chr1:21508962-21510502	promoter	1.0	ALPL
chr1	21668317	21669881	promoter|chr1:21668167-21670031	promoter	1.0	RAP1GAP
chr1	21782517	21784176	promoter|chr1:21782367-21784326	promoter	1.0	USP48
chr1	21812164	21812364	promoter|chr1:21812014-21812514	promoter	1.0	LDLRAD2
