,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
non-targeting|12|non-targeting:12-12,2000,negative control,101.994873046875,0.0,85.3822021484375,0.0,98.4345703125,0.0,91.4580078125,0.0,84.8399658203125,0.0,89.629638671875,0.0,96.232421875,0.0,102.8126220703125,0.0,95.3448486328125,0.0,93.849365234375,0.0,76.246826171875,0.0,90.9195556640625,0.0,82.9273681640625,0.0,110.978759765625,0.0,73.7412109375,0.0,113.2926025390625,0.0,102.6953125,0.0,97.0626220703125,0.0,89.245361328125,0.0,92.4129638671875,0.0,93.47505493164063,0.0,5.0,1.9706957290442448
non-targeting|13|non-targeting:13-13,2000,negative control,100.783935546875,0.0,83.7740478515625,0.0,96.6396484375,0.0,89.6558837890625,0.0,83.0108642578125,0.0,88.2041015625,0.0,94.823486328125,0.0,99.8167724609375,0.0,92.92724609375,0.0,91.92236328125,0.0,74.9320068359375,0.0,89.0989990234375,0.0,81.2022705078125,0.0,107.242431640625,0.0,71.595703125,0.0,111.953369140625,0.0,100.8204345703125,0.0,95.28857421875,0.0,86.96435546875,0.0,91.119384765625,0.0,91.5887939453125,0.0,5.0,1.961842340202468
non-targeting|14|non-targeting:14-14,2000,negative control,92.708740234375,0.0,76.9818115234375,0.0,88.7049560546875,0.0,83.73583984375,0.0,75.366455078125,0.0,79.9742431640625,0.0,87.2666015625,0.0,93.90869140625,0.0,84.7613525390625,0.0,84.5657958984375,0.0,68.239990234375,0.0,82.645751953125,0.0,74.30859375,0.0,99.7132568359375,0.0,64.8441162109375,0.0,104.82373046875,0.0,92.955078125,0.0,86.702880859375,0.0,80.134033203125,0.0,83.658447265625,0.0,84.30001831054688,0.0,5.0,1.925827668956517
non-targeting|15|non-targeting:15-15,2000,negative control,105.477294921875,0.0,86.7933349609375,0.0,100.009521484375,0.0,93.25244140625,0.0,85.029296875,0.0,90.7115478515625,0.0,98.649169921875,0.0,103.62548828125,0.0,95.961669921875,0.0,94.47412109375,0.0,78.113037109375,0.0,91.904052734375,0.0,84.5384521484375,0.0,111.2059326171875,0.0,74.29443359375,0.0,114.8082275390625,0.0,103.94921875,0.0,98.114990234375,0.0,90.132568359375,0.0,94.712890625,0.0,94.78788452148437,0.0,5.0,1.9767528307798767
non-targeting|16|non-targeting:16-16,2000,negative control,97.9031982421875,0.0,80.8515625,0.0,92.997314453125,0.0,86.06884765625,0.0,79.2451171875,0.0,84.3997802734375,0.0,91.4644775390625,0.0,97.7105712890625,0.0,89.1199951171875,0.0,87.85302734375,0.0,73.0938720703125,0.0,86.828857421875,0.0,77.9674072265625,0.0,104.96630859375,0.0,68.14208984375,0.0,107.6270751953125,0.0,97.01416015625,0.0,91.775634765625,0.0,83.47119140625,0.0,88.1441650390625,0.0,88.33223266601563,0.0,5.0,1.9461192077071006
non-targeting|17|non-targeting:17-17,2000,negative control,91.599609375,0.0,74.1397705078125,0.0,86.0928955078125,0.0,79.6395263671875,0.0,72.6488037109375,0.0,77.1402587890625,0.0,84.76904296875,0.0,89.47705078125,0.0,82.3563232421875,0.0,81.3253173828125,0.0,65.720703125,0.0,79.354248046875,0.0,71.7760009765625,0.0,97.1524658203125,0.0,61.3455810546875,0.0,101.2799072265625,0.0,89.8751220703125,0.0,84.9085693359375,0.0,76.4722900390625,0.0,80.7001953125,0.0,81.38868408203125,0.0,5.0,1.9105640267275725
non-targeting|18|non-targeting:18-18,2000,negative control,108.270751953125,0.0,91.0992431640625,0.0,103.384765625,0.0,96.1043701171875,0.0,89.927490234375,0.0,95.27783203125,0.0,102.6663818359375,0.0,108.8179931640625,0.0,100.98828125,0.0,98.9168701171875,0.0,81.75244140625,0.0,96.048095703125,0.0,88.5579833984375,0.0,116.7593994140625,0.0,77.4830322265625,0.0,120.830322265625,0.0,108.9918212890625,0.0,101.760498046875,0.0,93.7371826171875,0.0,98.766845703125,0.0,99.007080078125,0.0,5.0,1.995666252465392
non-targeting|19|non-targeting:19-19,2000,negative control,98.7799072265625,0.0,81.6334228515625,0.0,93.9346923828125,0.0,88.21875,0.0,81.0191650390625,0.0,85.62060546875,0.0,93.06884765625,0.0,97.9444580078125,0.0,91.7198486328125,0.0,90.3214111328125,0.0,73.6219482421875,0.0,87.647705078125,0.0,79.98876953125,0.0,106.489013671875,0.0,70.9195556640625,0.0,108.47900390625,0.0,99.3157958984375,0.0,93.058349609375,0.0,85.7479248046875,0.0,89.5286865234375,0.0,89.85289306640625,0.0,5.0,1.9535320650014583
non-targeting|20|non-targeting:20-20,2000,negative control,94.4986572265625,0.0,78.604736328125,0.0,90.368408203125,0.0,85.426513671875,0.0,77.08056640625,0.0,82.4210205078125,0.0,89.300048828125,0.0,94.24951171875,0.0,87.8187255859375,0.0,86.4256591796875,0.0,69.2919921875,0.0,84.32763671875,0.0,76.3018798828125,0.0,102.2374267578125,0.0,66.9945068359375,0.0,104.59326171875,0.0,94.0784912109375,0.0,89.9224853515625,0.0,81.2275390625,0.0,85.5201416015625,0.0,86.03446044921876,0.0,5.0,1.9346724394445445
non-targeting|21|non-targeting:21-21,2000,negative control,97.7886962890625,0.0,80.5118408203125,0.0,92.6964111328125,0.0,87.676513671875,0.0,80.3475341796875,0.0,84.656494140625,0.0,92.2215576171875,0.0,98.2808837890625,0.0,89.4163818359375,0.0,88.9471435546875,0.0,71.947998046875,0.0,85.9375,0.0,78.4124755859375,0.0,103.6956787109375,0.0,68.6800537109375,0.0,108.6781005859375,0.0,96.9827880859375,0.0,91.39794921875,0.0,84.1212158203125,0.0,88.0379638671875,0.0,88.52175903320312,0.0,5.0,1.9470500352916342
non-targeting|22|non-targeting:22-22,2000,negative control,101.2176513671875,0.0,83.797607421875,0.0,96.8740234375,0.0,90.867919921875,0.0,82.177001953125,0.0,87.6357421875,0.0,94.940673828125,0.0,100.5340576171875,0.0,92.6590576171875,0.0,93.1953125,0.0,75.331787109375,0.0,89.8175048828125,0.0,81.7044677734375,0.0,107.9283447265625,0.0,72.63916015625,0.0,110.9029541015625,0.0,99.7772216796875,0.0,93.9381103515625,0.0,87.2685546875,0.0,90.8497314453125,0.0,91.70284423828124,0.0,5.0,1.962382805875415
non-targeting|23|non-targeting:23-23,2000,negative control,105.685302734375,0.0,87.735595703125,0.0,100.9586181640625,0.0,95.22216796875,0.0,86.9102783203125,0.0,92.2237548828125,0.0,99.6898193359375,0.0,104.70654296875,0.0,98.2149658203125,0.0,97.0980224609375,0.0,79.5064697265625,0.0,93.7850341796875,0.0,86.380126953125,0.0,113.8564453125,0.0,77.288818359375,0.0,117.2078857421875,0.0,105.28125,0.0,98.47216796875,0.0,92.14208984375,0.0,96.240966796875,0.0,96.43031616210938,0.0,5.0,1.9842135906672143
non-targeting|24|non-targeting:24-24,2000,negative control,101.85791015625,0.0,84.87841796875,0.0,97.73681640625,0.0,91.026123046875,0.0,82.4403076171875,0.0,89.752197265625,0.0,96.4046630859375,0.0,101.650390625,0.0,95.071533203125,0.0,93.4915771484375,0.0,76.7958984375,0.0,90.9305419921875,0.0,82.63525390625,0.0,109.421142578125,0.0,73.8988037109375,0.0,112.649658203125,0.0,102.1365966796875,0.0,95.8492431640625,0.0,88.552978515625,0.0,91.9608154296875,0.0,92.95704345703125,0.0,5.0,1.968282302323408
non-targeting|25|non-targeting:25-25,2000,negative control,96.9749755859375,0.0,80.215576171875,0.0,92.84765625,0.0,85.8818359375,0.0,78.632080078125,0.0,83.4615478515625,0.0,91.452880859375,0.0,97.5068359375,0.0,89.7874755859375,0.0,88.618408203125,0.0,71.522216796875,0.0,85.824951171875,0.0,77.8077392578125,0.0,104.66552734375,0.0,68.86376953125,0.0,106.7296142578125,0.0,96.1781005859375,0.0,90.666015625,0.0,82.7626953125,0.0,87.452880859375,0.0,87.89263916015625,0.0,5.0,1.9439525052673516
non-targeting|26|non-targeting:26-26,2000,negative control,94.754638671875,0.0,78.470947265625,0.0,91.17041015625,0.0,85.311767578125,0.0,77.6976318359375,0.0,82.5980224609375,0.0,89.274169921875,0.0,95.46630859375,0.0,88.0760498046875,0.0,86.8448486328125,0.0,70.734375,0.0,84.5498046875,0.0,75.7330322265625,0.0,102.781005859375,0.0,67.1839599609375,0.0,105.8831787109375,0.0,96.236328125,0.0,89.178466796875,0.0,82.2376708984375,0.0,85.9068603515625,0.0,86.50447387695313,0.0,5.0,1.9370385690813303
non-targeting|27|non-targeting:27-27,2000,negative control,107.22998046875,0.0,90.99755859375,0.0,104.0166015625,0.0,95.5792236328125,0.0,89.4134521484375,0.0,93.91455078125,0.0,102.21435546875,0.0,107.7801513671875,0.0,100.2945556640625,0.0,98.7291259765625,0.0,81.3656005859375,0.0,95.092041015625,0.0,88.88232421875,0.0,115.4696044921875,0.0,78.6082763671875,0.0,119.2479248046875,0.0,107.7071533203125,0.0,101.869873046875,0.0,93.54296875,0.0,97.027099609375,0.0,98.44912109375,0.0,5.0,1.9932118433198625
non-targeting|28|non-targeting:28-28,2000,negative control,103.063232421875,0.0,84.697021484375,0.0,98.0179443359375,0.0,92.1251220703125,0.0,84.3250732421875,0.0,89.815185546875,0.0,96.977294921875,0.0,101.9052734375,0.0,95.31396484375,0.0,94.04443359375,0.0,76.8148193359375,0.0,90.987060546875,0.0,83.013671875,0.0,110.518310546875,0.0,73.784912109375,0.0,113.446533203125,0.0,102.1983642578125,0.0,96.0802001953125,0.0,88.53515625,0.0,92.6944580078125,0.0,93.41790161132812,0.0,5.0,1.9704301077723998
non-targeting|29|non-targeting:29-29,2000,negative control,97.4244384765625,0.0,79.7716064453125,0.0,91.5634765625,0.0,86.28369140625,0.0,78.8865966796875,0.0,83.8271484375,0.0,90.6580810546875,0.0,97.7244873046875,0.0,88.720703125,0.0,87.6441650390625,0.0,71.4652099609375,0.0,85.2867431640625,0.0,78.1536865234375,0.0,103.8773193359375,0.0,68.4002685546875,0.0,106.8792724609375,0.0,95.7843017578125,0.0,90.1107177734375,0.0,83.2783203125,0.0,87.2255859375,0.0,87.648291015625,0.0,5.0,1.942743452549386
non-targeting|30|non-targeting:30-30,2000,negative control,112.652587890625,0.0,94.239990234375,0.0,107.20166015625,0.0,101.1719970703125,0.0,92.69580078125,0.0,98.01513671875,0.0,106.756103515625,0.0,112.3851318359375,0.0,104.4423828125,0.0,102.9078369140625,0.0,84.9112548828125,0.0,100.2440185546875,0.0,91.174560546875,0.0,121.5946044921875,0.0,80.657958984375,0.0,123.0386962890625,0.0,111.4149169921875,0.0,106.0089111328125,0.0,97.395751953125,0.0,101.9998779296875,0.0,102.545458984375,0.0,5.0,2.010916433288553
non-targeting|31|non-targeting:31-31,2000,negative control,90.5755615234375,0.0,74.762939453125,0.0,86.7047119140625,0.0,80.8267822265625,0.0,74.574951171875,0.0,79.304931640625,0.0,85.0328369140625,0.0,90.77197265625,0.0,84.0396728515625,0.0,82.3721923828125,0.0,66.8974609375,0.0,80.0546875,0.0,72.843994140625,0.0,98.018310546875,0.0,64.44677734375,0.0,101.1607666015625,0.0,90.7314453125,0.0,85.1710205078125,0.0,78.0322265625,0.0,82.8734130859375,0.0,82.45983276367187,0.0,5.0,1.91624244967601
non-targeting|32|non-targeting:32-32,2000,negative control,95.0059814453125,0.0,78.93359375,0.0,91.8095703125,0.0,85.1793212890625,0.0,77.9700927734375,0.0,83.2164306640625,0.0,90.2025146484375,0.0,95.0533447265625,0.0,88.190673828125,0.0,87.69580078125,0.0,70.9134521484375,0.0,84.9320068359375,0.0,76.6947021484375,0.0,102.5750732421875,0.0,68.1209716796875,0.0,105.5797119140625,0.0,96.139892578125,0.0,89.3687744140625,0.0,82.543212890625,0.0,86.5657958984375,0.0,86.8345458984375,0.0,5.0,1.938692537483906
non-targeting|33|non-targeting:33-33,2000,negative control,84.7713623046875,0.0,70.3751220703125,0.0,81.0343017578125,0.0,75.9715576171875,0.0,68.98681640625,0.0,74.444091796875,0.0,80.112548828125,0.0,84.8487548828125,0.0,78.3004150390625,0.0,76.7508544921875,0.0,62.2813720703125,0.0,75.1129150390625,0.0,68.17431640625,0.0,92.2774658203125,0.0,58.8956298828125,0.0,95.879638671875,0.0,85.7493896484375,0.0,79.44189453125,0.0,72.3006591796875,0.0,76.566162109375,0.0,77.11376342773437,0.0,5.0,1.8871318987676573
non-targeting|34|non-targeting:34-34,2000,negative control,91.6842041015625,0.0,76.382080078125,0.0,88.9163818359375,0.0,81.771728515625,0.0,75.7928466796875,0.0,80.2093505859375,0.0,86.52978515625,0.0,92.0072021484375,0.0,84.986572265625,0.0,83.604736328125,0.0,68.77880859375,0.0,81.431640625,0.0,74.532470703125,0.0,100.15087890625,0.0,65.6646728515625,0.0,103.072021484375,0.0,92.3646240234375,0.0,87.0213623046875,0.0,79.838623046875,0.0,83.5367431640625,0.0,83.91383666992188,0.0,5.0,1.9238335781580915
non-targeting|35|non-targeting:35-35,2000,negative control,88.0615234375,0.0,72.22021484375,0.0,84.4683837890625,0.0,77.471923828125,0.0,71.9356689453125,0.0,76.717529296875,0.0,82.623291015625,0.0,88.13232421875,0.0,81.929931640625,0.0,79.6927490234375,0.0,64.7608642578125,0.0,78.015625,0.0,71.1280517578125,0.0,95.9100341796875,0.0,61.8258056640625,0.0,98.478759765625,0.0,88.3797607421875,0.0,82.8543701171875,0.0,75.0582275390625,0.0,79.4130859375,0.0,79.95390625,0.0,5.0,1.9028396866110568
non-targeting|36|non-targeting:36-36,2000,negative control,99.3897705078125,0.0,82.4158935546875,0.0,95.6468505859375,0.0,89.0552978515625,0.0,81.8856201171875,0.0,87.150146484375,0.0,94.45361328125,0.0,99.9503173828125,0.0,92.000732421875,0.0,91.470458984375,0.0,73.919189453125,0.0,88.80517578125,0.0,80.8778076171875,0.0,107.3934326171875,0.0,71.6278076171875,0.0,111.1978759765625,0.0,100.746337890625,0.0,93.177978515625,0.0,86.6478271484375,0.0,90.1959228515625,0.0,90.90040283203125,0.0,5.0,1.958565807835176
non-targeting|37|non-targeting:37-37,2000,negative control,88.901611328125,0.0,72.9693603515625,0.0,84.7191162109375,0.0,78.5909423828125,0.0,72.0452880859375,0.0,76.946533203125,0.0,83.5172119140625,0.0,88.68994140625,0.0,82.599609375,0.0,81.115234375,0.0,65.0948486328125,0.0,78.6041259765625,0.0,71.0408935546875,0.0,95.915771484375,0.0,62.8853759765625,0.0,98.937744140625,0.0,88.943359375,0.0,82.7596435546875,0.0,76.748046875,0.0,79.1881103515625,0.0,80.51063842773438,0.0,5.0,1.905853270494546
non-targeting|38|non-targeting:38-38,2000,negative control,106.72021484375,0.0,88.803955078125,0.0,102.81005859375,0.0,96.0201416015625,0.0,88.28857421875,0.0,93.288818359375,0.0,100.1981201171875,0.0,106.4505615234375,0.0,98.9439697265625,0.0,98.062255859375,0.0,80.2598876953125,0.0,94.5625,0.0,86.384765625,0.0,114.2288818359375,0.0,77.830078125,0.0,117.1954345703125,0.0,107.073486328125,0.0,99.815185546875,0.0,92.543212890625,0.0,96.5633544921875,0.0,97.3021728515625,0.0,5.0,1.9881225385921661
non-targeting|39|non-targeting:39-39,2000,negative control,110.0057373046875,0.0,91.9385986328125,0.0,105.1600341796875,0.0,98.7271728515625,0.0,90.319580078125,0.0,95.6771240234375,0.0,103.974853515625,0.0,109.2314453125,0.0,101.4871826171875,0.0,99.785888671875,0.0,82.9549560546875,0.0,98.551025390625,0.0,89.9349365234375,0.0,118.3983154296875,0.0,79.687744140625,0.0,120.5673828125,0.0,109.6080322265625,0.0,102.645751953125,0.0,95.34130859375,0.0,100.4132080078125,0.0,100.22051391601562,0.0,5.0,2.0009566254102245
non-targeting|40|non-targeting:40-40,2000,negative control,95.0177001953125,0.0,78.2279052734375,0.0,90.3548583984375,0.0,83.841552734375,0.0,76.6632080078125,0.0,81.47802734375,0.0,88.7066650390625,0.0,94.2603759765625,0.0,87.56884765625,0.0,86.3804931640625,0.0,69.8175048828125,0.0,83.3668212890625,0.0,76.1639404296875,0.0,101.0579833984375,0.0,67.3299560546875,0.0,104.496826171875,0.0,94.3409423828125,0.0,88.59765625,0.0,81.41015625,0.0,85.9371337890625,0.0,85.750927734375,0.0,5.0,1.9332388273473469
non-targeting|41|non-targeting:41-41,2000,negative control,98.7628173828125,0.0,82.4072265625,0.0,95.927734375,0.0,89.68701171875,0.0,81.8404541015625,0.0,86.20947265625,0.0,93.8548583984375,0.0,99.342529296875,0.0,92.03857421875,0.0,91.72021484375,0.0,74.23291015625,0.0,87.72998046875,0.0,81.0765380859375,0.0,107.8408203125,0.0,71.625244140625,0.0,110.3074951171875,0.0,99.0203857421875,0.0,93.0899658203125,0.0,86.01708984375,0.0,90.8707275390625,0.0,90.6801025390625,0.0,5.0,1.9575120025453911
non-targeting|42|non-targeting:42-42,2000,negative control,100.5672607421875,0.0,84.21923828125,0.0,94.741455078125,0.0,89.254638671875,0.0,82.01953125,0.0,87.001220703125,0.0,94.2801513671875,0.0,100.7855224609375,0.0,92.6844482421875,0.0,91.2279052734375,0.0,74.7413330078125,0.0,88.8665771484375,0.0,80.8585205078125,0.0,108.1529541015625,0.0,71.2144775390625,0.0,111.3671875,0.0,100.5772705078125,0.0,94.1988525390625,0.0,85.9920654296875,0.0,90.3953857421875,0.0,91.1572998046875,0.0,5.0,1.959791452343219
non-targeting|43|non-targeting:43-43,2000,negative control,111.28271484375,0.0,93.7861328125,0.0,107.3065185546875,0.0,99.495361328125,0.0,91.7659912109375,0.0,96.837646484375,0.0,105.046630859375,0.0,110.7069091796875,0.0,103.5908203125,0.0,102.9051513671875,0.0,85.208740234375,0.0,99.3675537109375,0.0,91.1173095703125,0.0,119.5926513671875,0.0,81.804931640625,0.0,122.803466796875,0.0,111.7789306640625,0.0,105.4093017578125,0.0,96.939697265625,0.0,101.4443359375,0.0,101.90953979492187,0.0,5.0,2.0082148403986664
non-targeting|44|non-targeting:44-44,2000,negative control,89.53271484375,0.0,73.056884765625,0.0,85.305908203125,0.0,79.0792236328125,0.0,72.3712158203125,0.0,76.989990234375,0.0,84.22021484375,0.0,88.4476318359375,0.0,81.9705810546875,0.0,80.9727783203125,0.0,65.734375,0.0,78.38232421875,0.0,71.109375,0.0,96.7862548828125,0.0,62.39794921875,0.0,99.6536865234375,0.0,88.8118896484375,0.0,83.379150390625,0.0,76.07568359375,0.0,80.552734375,0.0,80.7415283203125,0.0,5.0,1.907096965718294
