target_id	ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	type	locus	distance_mean_HuangfuDE	distance_rank_HuangfuDE	sig_dist_gt_NC_max_HuangfuDE	distance_mean_HuangfuESC	distance_rank_HuangfuESC	sig_dist_gt_NC_max_HuangfuESC	n_datasets_with_data	n_datasets_significant	classification
ENSG00000116731|chr1:13704871-13705208	ENSG00000116731	PRDM2	PRDM2		C2H2 ZF	targeting	chr1:13704871-13705208	112.13946533203124	38.0	True	539.7203430175781	851.0	False	2	1	HuangfuDE-specific
ENSG00000198040|chr12:133037459-133037943	ENSG00000198040	ZNF84	ZNF84		C2H2 ZF	targeting	chr12:133037459-133037943	110.41716918945312	63.0	True	539.7018402099609	852.0	False	2	1	HuangfuDE-specific
ENSG00000069011|chr5:135034178-135034269	ENSG00000069011	PITX1	PITX1	Paired-related HD factors	Homeodomain	targeting	chr5:135034178-135034269	112.20086669921876	37.0	True	539.140283203125	863.0	False	2	1	HuangfuDE-specific
ENSG00000143514|chr1:223845711-223845967	ENSG00000143514	TP53BP2	TP53BP2			targeting	chr1:223845711-223845967	111.01514892578123	51.0	True	538.405322265625	876.0	False	2	1	HuangfuDE-specific
ENSG00000184271|chr12:51217777-51218095	ENSG00000184271	POU6F1	POU6F1	POU domain factors	Homeodomain; POU	targeting	chr12:51217777-51218095	110.92860107421876	54.0	True	537.7460205078125	886.0	False	2	1	HuangfuDE-specific
ENSG00000105610|chr19:12886990-12887223	ENSG00000105610	KLF1	KLF1	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	chr19:12886990-12887223	114.00497436523438	21.0	True	537.6418518066406	887.0	False	2	1	HuangfuDE-specific
ENSG00000108840|chr17:44123413-44123610	ENSG00000108840	HDAC5	HDAC5		Unknown	targeting	chr17:44123413-44123610	111.33400268554688	46.0	True	537.328579711914	897.0	False	2	1	HuangfuDE-specific
ENSG00000075426|chr2:28392854-28393581	ENSG00000075426	FOSL2	FOSL2	Fos-related	bZIP	targeting	chr2:28392854-28393581	112.60972900390624	33.0	True	535.6617401123046	930.0	False	2	1	HuangfuDE-specific
ENSG00000100987|chr20:25077611-25078007	ENSG00000100987	VSX1	VSX1	Paired-related HD factors	Homeodomain	targeting	chr20:25077611-25078007	110.37670288085936	64.0	True	531.3244995117187	1017.0	False	2	1	HuangfuDE-specific
ENSG00000005073|chr7:27184970-27185227	ENSG00000005073	HOXA11	HOXA11		Homeodomain	targeting	chr7:27184970-27185227	111.29627685546876	47.0	True	531.033578491211	1021.0	False	2	1	HuangfuDE-specific
ENSG00000188342|chr13:45120463-45120684	ENSG00000188342	GTF2F2	GTF2F2		Unknown	targeting	chr13:45120463-45120684	123.96878662109376	3.0	True	529.8885101318359	1042.0	False	2	1	HuangfuDE-specific
ENSG00000196458|chr12:132956111-132956348	ENSG00000196458	ZNF605	ZNF605		C2H2 ZF	targeting	chr12:132956111-132956348	116.563232421875	11.0	True	528.5161407470703	1060.0	False	2	1	HuangfuDE-specific
ENSG00000006468|chr7:13988864-13989683	ENSG00000006468	ETV1	ETV1	Ets-related	Ets	targeting	chr7:13988864-13989683	116.06377563476562	13.0	True	528.4832122802734	1061.0	False	2	1	HuangfuDE-specific
ENSG00000186230|chr19:57435341-57435564	ENSG00000186230	ZNF749	ZNF749		C2H2 ZF	targeting	chr19:57435341-57435564	116.64827270507811	10.0	True	527.70048828125	1073.0	False	2	1	HuangfuDE-specific
ENSG00000167491|chr19:19405761-19406238	ENSG00000167491	GATAD2A	GATAD2A		GATA	targeting	chr19:19405761-19406238	113.14151000976562	29.0	True	527.4759979248047	1076.0	False	2	1	HuangfuDE-specific
ENSG00000141380|chr18:26090413-26090627	ENSG00000141380	SS18	SS18			targeting	chr18:26090413-26090627	113.21419067382811	27.0	True	526.0258239746094	1115.0	False	2	1	HuangfuDE-specific
ENSG00000185947|chr16:31884557-31884981	ENSG00000185947	ZNF267	ZNF267		C2H2 ZF	targeting	chr16:31884557-31884981	109.99723510742189	69.0	True	525.4276885986328	1126.0	False	2	1	HuangfuDE-specific
ENSG00000171476|chr4:56655786-56656017	ENSG00000171476	HOPX	HOPX		Homeodomain	targeting	chr4:56655786-56656017	111.24873046875	48.0	True	520.6558166503906	1217.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXB	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000260428|chr8:144266603-144266696	ENSG00000260428	SCXA	SCX		bHLH	targeting	chr8:144266603-144266696	110.93283081054688	52.0	True	520.409213256836	1227.0	False	2	1	HuangfuDE-specific
ENSG00000129084|chr11:14519918-14520317	ENSG00000129084	PSMA1	PSMA1			targeting	chr11:14519918-14520317	113.3039794921875	26.0	True	520.0520477294922	1233.0	False	2	1	HuangfuDE-specific
ENSG00000064490|chr19:19192941-19193190	ENSG00000064490	RFXANK	RFXANK		Unknown	targeting	chr19:19192941-19193190	112.20889892578126	36.0	True	516.23759765625	1313.0	False	2	1	HuangfuDE-specific
ENSG00000122180|chr1:203085771-203085972	ENSG00000122180	MYOG	MYOG	MyoD/ASC-related factors	bHLH	targeting	chr1:203085771-203085972	110.79487915039064	57.0	True	516.1918579101563	1315.0	False	2	1	HuangfuDE-specific
ENSG00000179588|chr16:88453285-88453532	ENSG00000179588	ZFPM1	ZFPM1		C2H2 ZF	targeting	chr16:88453285-88453532	110.63502197265623	60.0	True	516.0719940185547	1316.0	False	2	1	HuangfuDE-specific
ENSG00000007545|chr16:1614195-1614395	ENSG00000007545	CRAMP1L	CRAMP1		Myb/SANT	targeting	chr16:1614195-1614395	119.111474609375	6.0	True	512.37021484375	1393.0	False	2	1	HuangfuDE-specific
ENSG00000137203|chr6:10411951-10412352	ENSG00000137203	TFAP2A	TFAP2A	AP-2	AP-2	targeting	chr6:10411951-10412352	111.90665283203126	40.0	True	512.1638275146485	1395.0	False	2	1	HuangfuDE-specific
ENSG00000161277|chr19:36054165-36054394	ENSG00000161277	THAP8	THAP8		THAP finger	targeting	chr19:36054165-36054394	110.50912475585938	62.0	True	511.4335632324219	1406.0	False	2	1	HuangfuDE-specific
ENSG00000142025|chr19:41845109-41845457	ENSG00000142025	DMRTC2	DMRTC2	DMRT factors	DM	targeting	chr19:41845109-41845457	110.36889038085936	65.0	True	509.6380035400391	1439.0	False	2	1	HuangfuDE-specific
ENSG00000171540|chr5:77638317-77638693	ENSG00000171540	OTP	OTP		Homeodomain	targeting	chr5:77638317-77638693	111.4917236328125	44.0	True	508.8810974121094	1460.0	False	2	1	HuangfuDE-specific
ENSG00000143867|chr2:19358516-19358616	ENSG00000143867	OSR1	OSR1	Other factors with up to three adjacent zinc fingers	C2H2 ZF	targeting	chr2:19358516-19358616	113.98397827148438	22.0	True	507.66794738769534	1485.0	False	2	1	HuangfuDE-specific
ENSG00000186184|chr13:27621865-27621958	ENSG00000186184					positive control	chr13:27621865-27621958	111.9715576171875		True	503.032846069336		False	2	1	HuangfuDE-specific
ENSG00000099949|chr22:20982302-20982395	ENSG00000099949	LZTR1	LZTR1		Unknown	targeting	chr22:20982302-20982395	114.49506225585938	19.0	True	501.9032806396484	1584.0	False	2	1	HuangfuDE-specific
ENSG00000101096|chr20:51542468-51542723	ENSG00000101096	NFATC2	NFATC2		Rel	targeting	chr20:51542468-51542723	121.32630004882812	4.0	True	501.528759765625	1588.0	False	2	1	HuangfuDE-specific
ENSG00000177374|chr17:2055106-2055552	ENSG00000177374	HIC1	HIC1		C2H2 ZF	targeting	chr17:2055106-2055552	110.33366088867189	66.0	True	500.1779815673828	1616.0	False	2	1	HuangfuDE-specific
ENSG00000134046|chr18:54224191-54224625	ENSG00000134046	MBD2	MBD2		MBD	targeting	chr18:54224191-54224625	117.37674560546876	9.0	True	497.3844451904297	1657.0	False	2	1	HuangfuDE-specific
ENSG00000134874|chr13:95643045-95644713	ENSG00000134874	DZIP1	DZIP1		C2H2 ZF	targeting	chr13:95643045-95644713	110.78375244140624	58.0	True	496.6820129394531	1673.0	False	2	1	HuangfuDE-specific
ENSG00000273706|chr17:36936747-36937765	ENSG00000273706	LHX1	LHX1	HD-LIM	Homeodomain	targeting	chr17:36936747-36937765	109.92597045898438	70.0	True	487.245474243164	1797.0	False	2	1	HuangfuDE-specific
ENSG00000183621|chr10:31031657-31031890	ENSG00000183621	ZNF438	ZNF438		C2H2 ZF	targeting	chr10:31031657-31031890	111.72367553710936	42.0	True	486.4559753417969	1806.0	False	2	1	HuangfuDE-specific
ENSG00000141968|chr19:6772667-6772935	ENSG00000141968	VAV1	VAV1		Unknown	targeting	chr19:6772667-6772935	115.33807983398438	15.0	True	482.5277954101563	1844.0	False	2	1	HuangfuDE-specific
ENSG00000125845|chr20:6767708-6767829	ENSG00000125845	BMP2	BMP2		Unknown	targeting	chr20:6767708-6767829	110.27189331054689	68.0	True	480.896728515625	1865.0	False	2	1	HuangfuDE-specific
ENSG00000155090|chr8:102653367-102653853	ENSG00000155090	KLF10	KLF10	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	chr8:102653367-102653853	116.35934448242188	12.0	True	478.9423553466797	1891.0	False	2	1	HuangfuDE-specific
ENSG00000242441|chr2:48617809-48617927	ENSG00000242441	GTF2A1L	GTF2A1L		Unknown	targeting	chr2:48617809-48617927	113.17654418945312	28.0	True	476.6258605957031	1916.0	False	2	1	HuangfuDE-specific
ENSG00000106479|chr7:149838423-149838637	ENSG00000106479	ZNF862	ZNF862		Unknown	targeting	chr7:149838423-149838637	110.90643310546876	55.0	True	474.47259521484375	1932.0	False	2	1	HuangfuDE-specific
ENSG00000132170|chr3:12287955-12288395	ENSG00000132170	PPARG	PPARG	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	chr3:12287955-12288395	113.08827514648438	30.0	True	456.6595703125	2048.0	False	2	1	HuangfuDE-specific
ENSG00000142700|chr1:50423378-50423475	ENSG00000142700	DMRTA2	DMRTA2	DMRT factors	DM	targeting	chr1:50423378-50423475	113.53890991210938	23.0	True	440.8555480957031	2103.0	False	2	1	HuangfuDE-specific
ENSG00000020426|chr14:60734731-60734847	ENSG00000020426	MNAT1	MNAT1		Unknown	targeting	chr14:60734731-60734847	118.82308349609374	7.0	True	436.1719970703125	2114.0	False	2	1	HuangfuDE-specific
ENSG00000136492|chr17:61863088-61863499	ENSG00000136492	BRIP1	BRIP1			targeting	chr17:61863088-61863499	125.413818359375	2.0	True	394.6179748535157	2155.0	False	2	1	HuangfuDE-specific
ENSG00000173145|chr10:94362680-94362949	ENSG00000173145	NOC3L	NOC3L		Unknown	targeting	chr10:94362680-94362949	96.90700073242188	773.0	False	697.5328063964844	1.0	True	2	1	HuangfuESC-specific
ENSG00000117133|chr1:84479276-84479689	ENSG00000117133	RPF1	RPF1			targeting	chr1:84479276-84479689	105.48798828125	187.0	False	669.5195831298828	2.0	True	2	1	HuangfuESC-specific
ENSG00000177125|chr9:126860430-126860845	ENSG00000177125	ZBTB34	ZBTB34		C2H2 ZF	targeting	chr9:126860430-126860845	102.16290893554688	339.0	False	664.8975555419922	3.0	True	2	1	HuangfuESC-specific
ENSG00000068305|chr15:99565983-99566412	ENSG00000068305	MEF2A	MEF2A	Regulators of differentiation	MADS box	targeting	chr15:99565983-99566412	81.89170532226562	1926.0	False	657.3028869628906	4.0	True	2	1	HuangfuESC-specific
ENSG00000128000|chr19:40055862-40056189	ENSG00000128000	ZNF780B	ZNF780B	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:40055862-40056189	100.50429077148438	447.0	False	649.0390594482421	5.0	True	2	1	HuangfuESC-specific
ENSG00000168724|chr5:34929559-34930047	ENSG00000168724	DNAJC21	DNAJC21		Unknown	targeting	chr5:34929559-34930047	106.30411376953126	155.0	False	639.0901763916015	6.0	True	2	1	HuangfuESC-specific
ENSG00000197757|chr12:54016889-54017041	ENSG00000197757	HOXC6	HOXC6		Homeodomain	targeting	chr12:54016889-54017041	105.70313720703123	177.0	False	637.5805694580079	8.0	True	2	1	HuangfuESC-specific
ENSG00000139687|chr13:48303814-48303919	ENSG00000139687	RB1	RB1		Unknown	targeting	chr13:48303814-48303919	80.20593872070313	1992.0	False	635.9707275390625	9.0	True	2	1	HuangfuESC-specific
ENSG00000168795|chr9:37464997-37465440	ENSG00000168795	ZBTB5	ZBTB5	BTB-POZ	C2H2 ZF	targeting	chr9:37464997-37465440	90.83892211914062	1325.0	False	635.7039916992187	10.0	True	2	1	HuangfuESC-specific
ENSG00000146007|chr5:140700458-140700950	ENSG00000146007	ZMAT2	ZMAT2		Unknown	targeting	chr5:140700458-140700950	81.479736328125	1944.0	False	635.3793792724609	11.0	True	2	1	HuangfuESC-specific
ENSG00000116478|chr1:32292127-32292611	ENSG00000116478	HDAC1	HDAC1		Unknown	targeting	chr1:32292127-32292611	84.990380859375	1764.0	False	635.2242950439453	12.0	True	2	1	HuangfuESC-specific
ENSG00000142528|chr19:50025980-50026224	ENSG00000142528	ZNF473	ZNF473		C2H2 ZF	targeting	chr19:50025980-50026224	89.68307495117188	1440.0	False	631.6472869873047	13.0	True	2	1	HuangfuESC-specific
ENSG00000010803|chr1:41160713-41160902	ENSG00000010803	SCMH1	SCMH1		Unknown	targeting	chr1:41160713-41160902	97.9143310546875	661.0	False	631.1720672607422	14.0	True	2	1	HuangfuESC-specific
ENSG00000113722|chr5:150166777-150167060	ENSG00000113722	CDX1	CDX1	HOX	Homeodomain	targeting	chr5:150166777-150167060	100.2787841796875	464.0	False	631.0649383544921	15.0	True	2	1	HuangfuESC-specific
ENSG00000177873|chr3:40477174-40477349	ENSG00000177873	ZNF619	ZNF619		C2H2 ZF	targeting	chr3:40477174-40477349	101.13416137695312	412.0	False	629.143310546875	16.0	True	2	1	HuangfuESC-specific
ENSG00000074219|chr19:49361570-49362385	ENSG00000074219	TEAD2	TEAD2	TEF-1-related factors	TEA	targeting	chr19:49361570-49362385	91.94548950195312	1207.0	False	629.0102355957031	17.0	True	2	1	HuangfuESC-specific
ENSG00000104881|chr19:45404905-45405041	ENSG00000104881	PPP1R13L	PPP1R13L		Unknown	targeting	chr19:45404905-45405041	93.21106567382812	1082.0	False	628.1986907958984	18.0	True	2	1	HuangfuESC-specific
ENSG00000140968|chr16:85899166-85899243	ENSG00000140968	IRF8	IRF8	Interferon-regulatory factors	IRF	targeting	chr16:85899166-85899243	91.5994384765625	1251.0	False	628.0620147705079	19.0	True	2	1	HuangfuESC-specific
ENSG00000103495|chr16:29806750-29806974	ENSG00000103495	MAZ	MAZ	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr16:29806750-29806974	94.93145751953124	940.0	False	626.8001403808594	20.0	True	2	1	HuangfuESC-specific
ENSG00000105127|chr19:15379705-15379777	ENSG00000105127	AKAP8	AKAP8		C2H2 ZF	targeting	chr19:15379705-15379777	100.06276245117188	481.0	False	626.6263702392578	21.0	True	2	1	HuangfuESC-specific
ENSG00000155090|chr8:102655616-102655842	ENSG00000155090	KLF10	KLF10	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	chr8:102655616-102655842	95.61105346679688	886.0	False	625.4072631835937	22.0	True	2	1	HuangfuESC-specific
ENSG00000261787|chr8:66962512-66962576	ENSG00000261787	TCF24	TCF24		bHLH	targeting	chr8:66962512-66962576	92.66384887695312	1131.0	False	625.1783905029297	23.0	True	2	1	HuangfuESC-specific
ENSG00000062370|chr19:44356328-44356682	ENSG00000062370	ZNF112	ZNF112		C2H2 ZF	targeting	chr19:44356328-44356682	83.371826171875	1867.0	False	624.4395111083984	24.0	True	2	1	HuangfuESC-specific
ENSG00000172789|chr12:54016889-54017344	ENSG00000172789	HOXC5	HOXC5		Homeodomain	targeting	chr12:54016889-54017344	100.60303955078123	439.0	False	624.0676666259766	25.0	True	2	1	HuangfuESC-specific
ENSG00000101544|chr18:80109299-80109786	ENSG00000101544	ADNP2	ADNP2		Homeodomain	targeting	chr18:80109299-80109786	85.50538940429688	1734.0	False	623.5755645751954	26.0	True	2	1	HuangfuESC-specific
ENSG00000169136|chr19:49929110-49929479	ENSG00000169136	ATF5	ATF5		bZIP	targeting	chr19:49929110-49929479	90.34586181640626	1380.0	False	622.8770050048828	27.0	True	2	1	HuangfuESC-specific
ENSG00000214513|chr2:73202554-73202681	ENSG00000214513	NOTO	NOTO	NK	Homeodomain	targeting	chr2:73202554-73202681	84.32463989257812	1812.0	False	622.5060485839844	28.0	True	2	1	HuangfuESC-specific
ENSG00000099956|chr22:23791770-23791831	ENSG00000099956	SMARCB1	SMARCB1		Unknown	targeting	chr22:23791770-23791831	98.11099853515626	643.0	False	622.359017944336	29.0	True	2	1	HuangfuESC-specific
ENSG00000166925|chr7:100479017-100479259	ENSG00000166925	TSC22D4	TSC22D4		Unknown	targeting	chr7:100479017-100479259	100.74695434570312	431.0	False	621.3900177001954	30.0	True	2	1	HuangfuESC-specific
ENSG00000164920|chr8:98944419-98944821	ENSG00000164920	OSR2	OSR2	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr8:98944419-98944821	86.54317626953124	1670.0	False	621.3618957519532	31.0	True	2	1	HuangfuESC-specific
ENSG00000185591|chr12:53380184-53380609	ENSG00000185591	SP1	SP1	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	chr12:53380184-53380609	80.90616455078126	1967.0	False	620.8512268066406	32.0	True	2	1	HuangfuESC-specific
ENSG00000188620|chr10:123135982-123136378	ENSG00000188620	HMX3	HMX3		Homeodomain	targeting	chr10:123135982-123136378	96.97213134765624	762.0	False	620.6550048828125	33.0	True	2	1	HuangfuESC-specific
ENSG00000112658|chr6:43171413-43171886	ENSG00000112658	SRF	SRF	Responders to external signals (SRF/RLM1)	MADS box	targeting	chr6:43171413-43171886	81.87044677734374	1929.0	False	620.4679321289062	34.0	True	2	1	HuangfuESC-specific
ENSG00000134323|chr2:15940571-15940796	ENSG00000134323	MYCN	MYCN	bHLH-ZIP	bHLH	targeting	chr2:15940571-15940796	92.708349609375	1125.0	False	620.1442443847657	35.0	True	2	1	HuangfuESC-specific
ENSG00000124664|chr6:34555882-34556298	ENSG00000124664	SPDEF	SPDEF	Ets-related	Ets	targeting	chr6:34555882-34556298	96.71275024414062	790.0	False	618.6721221923829	37.0	True	2	1	HuangfuESC-specific
ENSG00000060566|chr19:4153665-4154011	ENSG00000060566	CREB3L3	CREB3L3	CREB-related	bZIP	targeting	chr19:4153665-4154011	106.13850708007811	160.0	False	618.4975860595703	38.0	True	2	1	HuangfuESC-specific
ENSG00000146285|chr6:107824001-107824322	ENSG00000146285	SCML4	SCML4		AT hook	targeting	chr6:107824001-107824322	92.19586181640624	1177.0	False	618.0992706298828	39.0	True	2	1	HuangfuESC-specific
ENSG00000162419|chr1:28668819-28669201	ENSG00000162419	GMEB1	GMEB1		SAND	targeting	chr1:28668819-28669201	83.43711547851562	1864.0	False	617.7978485107421	40.0	True	2	1	HuangfuESC-specific
ENSG00000118689|chr6:108560893-108561192	ENSG00000118689	FOXO3	FOXO3	FOX	Forkhead	targeting	chr6:108560893-108561192	88.96152954101562	1491.0	False	617.4149536132812	41.0	True	2	1	HuangfuESC-specific
