guide_id	n_cells_detected	frac_cells_detected	n_cells_assigned	frac_cells_assigned	total_umi	mean_umi	median_umi	std_umi	max_umi	total_cells	label	gene_name
NGFRAP1#chrX:103376320-103376338(+)	29980	0.029857851529393253	2330	0.0023205068066539784	922990.0	30.786857905270182	1.0	159.8731946251161	3624.0	1004091	positive_control	NGFRAP1
POLR1D#chr13:27621863-27621881(-)	69	6.871887109833671e-05	18	1.7926662025653052e-05	1480.0	21.44927536231884	1.0	66.1380936148838	409.0	1004091	positive_control	POLR1D
POLR1D#chr13:27621883-27621901(-)	4	3.9837026723673455e-06	2	1.9918513361836728e-06	23.0	5.75	4.0	4.968651728587948	14.0	1004091	positive_control	POLR1D
POLR1D#chr13:27621915-27621933(-)	8	7.967405344734691e-06	3	2.987777004275509e-06	120.0	15.0	1.0	28.81405906844782	90.0	1004091	positive_control	POLR1D
TFRC#chr3:196082075-196082093(-)	11816	0.011767857694173137	1709	0.0017020369667689482	262475.0	22.2135240352065	1.0	79.20425923958166	1391.0	1004091	positive_control	TFRC
non-targeting_00006	462	0.0004601176586584284	96	9.560886413681629e-05	7231.0	15.651515151515152	1.0	52.40528239829876	575.0	1004091	non_targeting	
non-targeting_00010	185	0.00018424624859698973	42	4.182887805985712e-05	1761.0	9.518918918918919	1.0	24.794090815591613	219.0	1004091	non_targeting	
non-targeting_00013	1135	0.0011303756332842342	132	0.0001314621881881224	25042.0	22.06343612334802	1.0	95.55855474812228	1358.0	1004091	non_targeting	
non-targeting_00018	130	0.00012947033685193872	52	5.178813474077549e-05	1747.0	13.438461538461539	2.0	22.994314965009487	133.0	1004091	non_targeting	
non-targeting_00020	906	0.0009023086552912037	171	0.000170303289243704	25796.0	28.47240618101545	1.0	94.56203104524747	942.0	1004091	non_targeting	
non-targeting_00021	1252	0.001246898936450979	168	0.0001673155122394285	26075.0	20.826677316293928	1.0	93.26890676335805	1596.0	1004091	non_targeting	
non-targeting_00026	552	0.0005497509687866937	89	8.863738446017343e-05	6597.0	11.951086956521738	1.0	43.93596458854377	548.0	1004091	non_targeting	
non-targeting_00037	129	0.00012847441118384688	46	4.581258073222447e-05	1044.0	8.093023255813954	2.0	13.764036872043137	89.0	1004091	non_targeting	
non-targeting_00047	220	0.00021910364698020398	91	9.06292357963571e-05	2295.0	10.431818181818182	1.0	18.048416862419526	121.0	1004091	non_targeting	
non-targeting_00062	10	9.959256680918363e-06	0	0.0	11.0	1.1	1.0	0.3	2.0	1004091	non_targeting	
non-targeting_00081	28	2.7885918706571418e-05	7	6.9714796766428544e-06	228.0	8.142857142857142	1.0	15.783613305564472	76.0	1004091	non_targeting	
non-targeting_00095	339	0.0003376188014831325	114	0.00011353552616246934	3942.0	11.628318584070797	1.0	26.36454042019547	220.0	1004091	non_targeting	
non-targeting_00131	23	2.2906290366112235e-05	9	8.963331012826526e-06	123.0	5.3478260869565215	1.0	6.906888153847161	25.0	1004091	non_targeting	
non-targeting_00148	1548	0.0015416929342061626	134	0.00013345403952430606	36354.0	23.484496124031008	1.0	113.95457475883555	1795.0	1004091	non_targeting	
non-targeting_00158	335	0.00033363509881076517	82	8.166590478353058e-05	5285.0	15.776119402985074	1.0	40.80738186641865	344.0	1004091	non_targeting	
non-targeting_00162	2921	0.0029090988764962538	257	0.00025595289669960193	80175.0	27.447791852105443	1.0	137.65868847100356	2636.0	1004091	non_targeting	
non-targeting_00164	1229	0.0012239926460848667	281	0.000279855112733806	26948.0	21.926769731489017	1.0	63.18219492317336	590.0	1004091	non_targeting	
non-targeting_00166	1557	0.0015506562652189892	345	0.0003435943554916835	28896.0	18.558766859344892	1.0	69.82958369979599	1538.0	1004091	non_targeting	
non-targeting_00169	1516	0.0015098233128272237	173	0.00017229514057988767	49538.0	32.67678100263852	1.0	180.3044984246678	2801.0	1004091	non_targeting	
non-targeting_00170	3236	0.003222815461945182	255	0.00025396104536341824	87412.0	27.012360939431396	1.0	161.3471308494915	3274.0	1004091	non_targeting	
non-targeting_00176	2498	0.002487822318893407	203	0.00020217291062264278	52795.0	21.13490792634107	1.0	108.33083896540397	1741.0	1004091	non_targeting	
non-targeting_00179	715	0.000712086852685663	123	0.00012249885717529588	16602.0	23.21958041958042	1.0	93.092844293024	1046.0	1004091	non_targeting	
non-targeting_00183	3609	0.0035942957361434374	462	0.0004601176586584284	111821.0	30.98392906622333	1.0	218.80472869926703	3294.0	1004091	non_targeting	
non-targeting_00186	301	0.0002997736260956427	169	0.00016831143790752034	4439.0	14.747508305647841	6.0	19.77588808638977	115.0	1004091	non_targeting	
non-targeting_00190	1932	0.0019241283907534277	244	0.00024300586301440806	57016.0	29.511387163561075	1.0	114.77908105561858	1342.0	1004091	non_targeting	
non-targeting_00205	1811	0.0018036213849143155	647	0.000644363907255418	33677.0	18.595803423522916	1.0	39.085276291826354	357.0	1004091	non_targeting	
non-targeting_00215	1920	0.0019121772827363256	187	0.0001862380999331734	51918.0	27.040625	1.0	158.7177178975598	2843.0	1004091	non_targeting	
non-targeting_00227	685	0.0006822090826429078	156	0.00015536440422232647	17251.0	25.183941605839415	1.0	88.57989773235212	1300.0	1004091	non_targeting	
non-targeting_00234	1280	0.0012747848551575504	438	0.0004362154426242243	27733.0	21.66640625	1.0	49.90777866685674	536.0	1004091	non_targeting	
non-targeting_00250	1593	0.0015865095892702952	192	0.00019121772827363257	45783.0	28.740112994350284	1.0	128.35045109693118	2128.0	1004091	non_targeting	
non-targeting_00265	21	2.091443902992856e-05	9	8.963331012826526e-06	603.0	28.714285714285715	3.0	49.69060738796653	187.0	1004091	non_targeting	
non-targeting_00271	793	0.0007897690547968262	135	0.0001344499651923979	22145.0	27.925598991172762	1.0	93.69400041045101	1059.0	1004091	non_targeting	
non-targeting_00284	2287	0.0022776820029260297	264	0.0002629243763762448	57536.0	25.15784871010057	1.0	117.44057473860853	1929.0	1004091	non_targeting	
non-targeting_00287	476	0.00047406061801171407	102	0.0001015844181453673	9880.0	20.756302521008404	1.0	59.897667129072055	457.0	1004091	non_targeting	
non-targeting_00289	380	0.0003784517538748978	101	0.00010058849247727547	6021.0	15.844736842105263	1.0	38.57234622565499	224.0	1004091	non_targeting	
non-targeting_00293	806	0.0008027160884820201	254	0.0002529651196953264	11339.0	14.068238213399503	1.0	33.89289887523019	296.0	1004091	non_targeting	
non-targeting_00296	1209	0.0012040741327230301	178	0.00017727476892034685	32900.0	27.212572373862695	1.0	117.49786746001342	1528.0	1004091	non_targeting	
non-targeting_00298	4264	0.00424662704874359	417	0.00041530100359429573	119583.0	28.044793621013135	1.0	139.02202003799692	3245.0	1004091	non_targeting	
non-targeting_00306	91	9.06292357963571e-05	47	4.68085064003163e-05	1411.0	15.505494505494505	5.0	22.267787618324483	143.0	1004091	non_targeting	
non-targeting_00316	67	6.672701976215303e-05	6	5.975554008551018e-06	128.0	1.9104477611940298	1.0	1.7765583303124193	11.0	1004091	non_targeting	
non-targeting_00320	881	0.0008774105135889077	141	0.00014042551920094893	19910.0	22.599318955732123	1.0	87.78662837883768	1129.0	1004091	non_targeting	
non-targeting_00324	40	3.983702672367345e-05	4	3.9837026723673455e-06	102.0	2.55	1.0	3.7812035121109253	21.0	1004091	non_targeting	
non-targeting_00326	1267	0.0012618378214723565	132	0.0001314621881881224	29411.0	23.21310181531176	1.0	116.75698242907389	1560.0	1004091	non_targeting	
non-targeting_00327	371	0.00036948842286207127	123	0.00012249885717529588	7079.0	19.080862533692724	1.0	41.79798593672365	346.0	1004091	non_targeting	
non-targeting_00340	2861	0.0028493433364107437	511	0.0005089180163949283	72374.0	25.29674938832576	1.0	77.99743912610495	1040.0	1004091	non_targeting	
non-targeting_00341	1568	0.0015616114475679992	146	0.0001454051475414081	41262.0	26.315051020408163	1.0	132.6816870543529	1635.0	1004091	non_targeting	
non-targeting_00347	2095	0.002086464274652397	239	0.00023802623467394888	44230.0	21.112171837708832	1.0	94.80077499763308	1538.0	1004091	non_targeting	
non-targeting_00352	336	0.000334631024478857	137	0.00013644181652858157	3583.0	10.663690476190476	1.0	22.058296478269636	198.0	1004091	non_targeting	
non-targeting_00407	1332	0.0013265729898983259	228	0.00022707105232493867	36537.0	27.43018018018018	1.0	95.96794895846666	1200.0	1004091	non_targeting	
non-targeting_00410	111	0.00011054774915819382	29	2.888184437466325e-05	473.0	4.261261261261262	2.0	5.752730196656744	39.0	1004091	non_targeting	
non-targeting_00412	8996	0.008959347310154159	577	0.0005746491104889896	236615.0	26.302245442418855	1.0	164.43149943793603	4631.0	1004091	non_targeting	
non-targeting_00426	436	0.00043422359128804063	138	0.00013743774219667342	4644.0	10.65137614678899	1.0	21.496266433575954	190.0	1004091	non_targeting	
non-targeting_00431	678	0.000675237602966265	141	0.00014042551920094893	17754.0	26.1858407079646	1.0	77.01341284618229	816.0	1004091	non_targeting	
non-targeting_00445	1416	0.0014102307460180403	228	0.00022707105232493867	34799.0	24.57556497175141	1.0	84.05247013778195	942.0	1004091	non_targeting	
non-targeting_00446	1832	0.0018245358239442442	216	0.00021511994430783665	76262.0	41.627729257641924	1.0	199.99480903655626	3604.0	1004091	non_targeting	
non-targeting_00461	1827	0.0018195561956037849	263	0.00026192845070815296	49373.0	27.02408319649699	1.0	99.59098878267099	1061.0	1004091	non_targeting	
non-targeting_00474	917	0.0009132638376402139	115	0.00011453145183056117	21827.0	23.802617230098146	1.0	108.31855194490086	1322.0	1004091	non_targeting	
non-targeting_00483	999	0.0009949297424237445	161	0.00016034403256278565	19517.0	19.536536536536538	1.0	68.17752262298347	825.0	1004091	non_targeting	
non-targeting_00484	506	0.0005039383880544692	210	0.00020914439029928562	6633.0	13.108695652173912	1.0	28.765682154959908	327.0	1004091	non_targeting	
non-targeting_00485	195	0.00019420550527790808	72	7.170664810261221e-05	4223.0	21.656410256410258	1.0	57.90168411204615	656.0	1004091	non_targeting	
non-targeting_00492	188	0.0001872340256012652	58	5.77636887493265e-05	2702.0	14.372340425531915	1.0	31.041833147555995	185.0	1004091	non_targeting	
non-targeting_00496	1774	0.0017667721351949175	210	0.00020914439029928562	57750.0	32.55355129650507	1.0	158.70460746625636	1888.0	1004091	non_targeting	
non-targeting_00497	646	0.0006433679815873262	196	0.0001952014309459999	14027.0	21.71362229102167	1.0	57.76312819195194	591.0	1004091	non_targeting	
non-targeting_00501	532	0.0005298324554248569	132	0.0001314621881881224	10788.0	20.278195488721803	1.0	53.59681050204256	579.0	1004091	non_targeting	
non-targeting_00503	1423	0.001417202225694683	197	0.00019619735661409175	42558.0	29.907238229093466	1.0	127.79109840538904	1534.0	1004091	non_targeting	
non-targeting_00509	62	6.174739142169385e-05	24	2.390221603420407e-05	466.0	7.516129032258065	2.0	13.105947843882811	68.0	1004091	non_targeting	
non-targeting_00516	1088	0.001083567126883918	151	0.0001503847758818673	36377.0	33.434742647058826	1.0	143.86157232380677	1527.0	1004091	non_targeting	
non-targeting_00517	68	6.772294543024487e-05	15	1.4938885021377544e-05	228.0	3.3529411764705883	1.0	4.34458657710392	19.0	1004091	non_targeting	
non-targeting_00518	178	0.00017727476892034685	89	8.863738446017343e-05	2446.0	13.741573033707866	3.0	25.245993381034303	171.0	1004091	non_targeting	
non-targeting_00528	2236	0.002226889793853346	236	0.00023503845766967337	63067.0	28.205277280858677	1.0	130.32802769244984	2236.0	1004091	non_targeting	
non-targeting_00531	670	0.0006672701976215303	189	0.00018822995126935706	14696.0	21.934328358208955	1.0	54.0843055344701	377.0	1004091	non_targeting	
non-targeting_00538	507	0.000504934313722561	150	0.00014938885021377544	10953.0	21.60355029585799	1.0	61.43230127754747	543.0	1004091	non_targeting	
non-targeting_00539	1303	0.0012976911455236627	307	0.00030574918010419373	21236.0	16.29777436684574	1.0	54.71224146139141	979.0	1004091	non_targeting	
non-targeting_00544	2151	0.00214223611206554	272	0.0002708917817209795	51630.0	24.00278940027894	1.0	108.20211553934159	1435.0	1004091	non_targeting	
non-targeting_00545	3567	0.00355246685808358	256	0.0002549569710315101	96649.0	27.095318194561255	1.0	170.76523755140946	2914.0	1004091	non_targeting	
non-targeting_00550	1652	0.0016452692036877136	250	0.0002489814170229591	30997.0	18.763317191283292	1.0	60.47177546374145	800.0	1004091	non_targeting	
non-targeting_00559	697	0.0006941601906600099	163	0.0001623358838989693	13180.0	18.90961262553802	1.0	58.47727373243808	554.0	1004091	non_targeting	
non-targeting_00570	1189	0.0011841556193611933	140	0.00013942959353285708	41671.0	35.047098402018506	1.0	157.4349301885483	2240.0	1004091	non_targeting	
non-targeting_00582	517	0.0005148935704034793	148	0.00014739699887759177	10550.0	20.406189555125724	1.0	56.333709691174114	674.0	1004091	non_targeting	
non-targeting_00599	1240	0.001234947828433877	150	0.00014938885021377544	32692.0	26.364516129032257	1.0	108.58572961664333	1324.0	1004091	non_targeting	
non-targeting_00609	264	0.0002629243763762448	78	7.768220211116323e-05	4036.0	15.287878787878787	1.0	36.01273560566441	364.0	1004091	non_targeting	
non-targeting_00610	469	0.0004670891383350712	148	0.00014739699887759177	8064.0	17.19402985074627	1.0	43.22316126932697	345.0	1004091	non_targeting	
non-targeting_00611	97	9.660478980490812e-05	48	4.780443206840814e-05	627.0	6.463917525773196	4.0	6.716746045258595	34.0	1004091	non_targeting	
non-targeting_00612	1014	0.001009868627445122	180	0.00017926662025653055	37545.0	37.02662721893491	1.0	133.08260800464734	1511.0	1004091	non_targeting	
non-targeting_00620	3220	0.003206880651255713	235	0.00023404253200158152	69588.0	21.6111801242236	1.0	117.26773952007295	1924.0	1004091	non_targeting	
non-targeting_00629	962	0.0009580804927043465	125	0.00012449070851147954	20674.0	21.490644490644492	1.0	95.05579068540682	1236.0	1004091	non_targeting	
non-targeting_00634	214	0.00021312809297165296	91	9.06292357963571e-05	2794.0	13.05607476635514	1.0	25.88285319019984	219.0	1004091	non_targeting	
non-targeting_00635	1020	0.001015844181453673	136	0.00013544589086048975	15201.0	14.902941176470588	1.0	65.99213701807379	1136.0	1004091	non_targeting	
non-targeting_00642	271	0.0002698958560528876	108	0.00010755997215391832	5625.0	20.756457564575644	1.0	41.75167876507571	260.0	1004091	non_targeting	
non-targeting_00652	629	0.0006264372452297651	115	0.00011453145183056117	13972.0	22.213036565977742	1.0	76.410607944961	731.0	1004091	non_targeting	
non-targeting_00657	2150	0.0021412401863974482	217	0.00021611586997592847	54231.0	25.22372093023256	1.0	114.66838616704553	1744.0	1004091	non_targeting	
non-targeting_00659	5269	0.005247532345175885	399	0.0003973743415686427	144052.0	27.339533118238755	1.0	171.61436462381744	3258.0	1004091	non_targeting	
non-targeting_00664	2611	0.0026003619193877845	345	0.0003435943554916835	59834.0	22.916124090386823	1.0	94.93775225084012	1262.0	1004091	non_targeting	
non-targeting_00678	1268	0.0012628337471404483	195	0.00019420550527790808	42257.0	33.32570977917981	1.0	126.05902328522758	1202.0	1004091	non_targeting	
non-targeting_00688	104	0.00010357626948155098	39	3.884110105558162e-05	592.0	5.6923076923076925	2.5	6.7269219773935855	31.0	1004091	non_targeting	
non-targeting_00689	254	0.0002529651196953264	110	0.00010955182349010199	4542.0	17.881889763779526	2.0	30.807278558432003	206.0	1004091	non_targeting	
non-targeting_00692	3	2.987777004275509e-06	1	9.959256680918364e-07	12.0	4.0	3.0	2.943920288775949	8.0	1004091	non_targeting	
non-targeting_00696	2155	0.0021462198147379073	185	0.00018424624859698973	56775.0	26.34570765661253	1.0	134.81200358232962	2250.0	1004091	non_targeting	
non-targeting_00698	156	0.00015536440422232647	69	6.871887109833671e-05	1725.0	11.057692307692308	2.0	19.175050691811236	114.0	1004091	non_targeting	
non-targeting_00699	1909	0.0019012221003873156	207	0.0002061566132950101	47029.0	24.635411210057622	1.0	109.5087278256187	1364.0	1004091	non_targeting	
non-targeting_00702	1877	0.0018693524790083767	231	0.0002300588293292142	54886.0	29.241342567927543	1.0	136.92573239423544	1887.0	1004091	non_targeting	
non-targeting_00709	258	0.00025694882236769375	101	0.00010058849247727547	3997.0	15.492248062015504	1.0	31.369669132106655	195.0	1004091	non_targeting	
non-targeting_00712	3146	0.003133182151816917	309	0.0003077410314403774	101769.0	32.348696757787664	1.0	158.48528129265964	3752.0	1004091	non_targeting	
non-targeting_00718	1169	0.0011642371059993567	190	0.0001892258769374489	47278.0	40.44311377245509	1.0	187.57747522155378	2422.0	1004091	non_targeting	
non-targeting_00749	366	0.00036450879452161206	157	0.0001563603298904183	8449.0	23.084699453551913	1.0	44.771562693327645	345.0	1004091	non_targeting	
non-targeting_00750	176	0.00017528291758416319	64	6.373924275787753e-05	2061.0	11.710227272727273	1.0	22.795062961152194	122.0	1004091	non_targeting	
non-targeting_00753	1092	0.0010875508295562853	173	0.00017229514057988767	23427.0	21.453296703296704	1.0	79.38607508690158	1358.0	1004091	non_targeting	
non-targeting_00756	2646	0.002635219317770999	211	0.00021014031596737747	66703.0	25.20899470899471	1.0	166.45846794845937	3963.0	1004091	non_targeting	
non-targeting_00762	987	0.0009829786344066425	255	0.00025396104536341824	15761.0	15.968591691995947	1.0	43.798493475713286	473.0	1004091	non_targeting	
non-targeting_00769	882	0.0008784064392569996	181	0.00018026254592462237	28704.0	32.54421768707483	1.0	97.71245690940506	947.0	1004091	non_targeting	
non-targeting_00771	401	0.00039936619290482635	82	8.166590478353058e-05	7511.0	18.73067331670823	1.0	59.08177081544517	569.0	1004091	non_targeting	
non-targeting_00781	3612	0.003597283513147713	410	0.0004083295239176529	120668.0	33.40753045404208	1.0	229.3959085661301	3612.0	1004091	non_targeting	
non-targeting_00784	806	0.0008027160884820201	99	9.85966411410918e-05	15527.0	19.26426799007444	1.0	87.63683176345504	1163.0	1004091	non_targeting	
non-targeting_00787	366	0.00036450879452161206	139	0.00013843366786476524	6281.0	17.161202185792348	1.0	42.547481964336846	434.0	1004091	non_targeting	
non-targeting_00797	1243	0.0012379356054381524	171	0.000170303289243704	23417.0	18.839098954143203	1.0	76.19426108439511	953.0	1004091	non_targeting	
non-targeting_00803	438	0.0004362154426242243	127	0.0001264825598476632	6391.0	14.591324200913242	1.0	35.26131564975299	344.0	1004091	non_targeting	
non-targeting_00811	4	3.9837026723673455e-06	1	9.959256680918364e-07	16.0	4.0	3.0	3.082207001484488	9.0	1004091	non_targeting	
non-targeting_00823	1509	0.001502851833150581	162	0.0001613399582308775	18387.0	12.184890656063619	1.0	53.75071571953683	671.0	1004091	non_targeting	
non-targeting_00827	2356	0.002346400874024366	216	0.00021511994430783665	59407.0	25.215195246179967	1.0	135.16348947201755	2173.0	1004091	non_targeting	
non-targeting_00843	1436	0.0014301492593798769	190	0.0001892258769374489	34435.0	23.979805013927578	1.0	100.60010886743737	1070.0	1004091	non_targeting	
non-targeting_00852	129	0.00012847441118384688	42	4.182887805985712e-05	818.0	6.341085271317829	1.0	11.098219791620473	80.0	1004091	non_targeting	
non-targeting_00856	1204	0.0011990945043825708	129	0.00012847441118384688	32417.0	26.924418604651162	1.0	129.50721872828197	1713.0	1004091	non_targeting	
non-targeting_00860	6402	0.006375916127123936	454	0.00045215025331369366	206470.0	32.25085910652921	1.0	183.50239731941812	2436.0	1004091	non_targeting	
non-targeting_00862	570	0.0005676776308123467	92	9.162516146444894e-05	17479.0	30.664912280701753	1.0	145.89507764531558	2164.0	1004091	non_targeting	
non-targeting_00863	3606	0.0035913079591391615	233	0.00023205068066539785	78498.0	21.768718801996673	1.0	143.61653307413948	2740.0	1004091	non_targeting	
non-targeting_00881	2577	0.002566500446672662	192	0.00019121772827363257	76162.0	29.554520760574313	1.0	162.2706704996248	2410.0	1004091	non_targeting	
non-targeting_00886	1437	0.0014311451850479687	171	0.000170303289243704	32882.0	22.882393876130827	1.0	86.08538722237077	917.0	1004091	non_targeting	
non-targeting_00903	2727	0.0027158892968864377	360	0.0003585332405130611	67420.0	24.723138980564723	1.0	89.5866725551169	1021.0	1004091	non_targeting	
non-targeting_00907	465	0.0004631054356627039	142	0.00014142144486904075	9453.0	20.329032258064515	1.0	43.94269626431057	366.0	1004091	non_targeting	
non-targeting_00923	670	0.0006672701976215303	166	0.00016532366090324483	13344.0	19.916417910447763	1.0	54.71578286592746	516.0	1004091	non_targeting	
non-targeting_00932	194	0.00019320957960981624	96	9.560886413681629e-05	3533.0	18.211340206185568	4.0	46.289894192895	332.0	1004091	non_targeting	
non-targeting_00934	306	0.0003047532544361019	95	9.461293846872445e-05	4943.0	16.15359477124183	1.0	37.41874774970498	240.0	1004091	non_targeting	
non-targeting_00940	575	0.0005726572591528058	237	0.00023603438333776521	16297.0	28.342608695652174	1.0	60.64108961518127	515.0	1004091	non_targeting	
non-targeting_00954	497	0.0004949750570416426	121	0.0001205070058391122	9634.0	19.38430583501006	1.0	55.22289929741011	557.0	1004091	non_targeting	
non-targeting_00962	823	0.0008196468248395812	139	0.00013843366786476524	26469.0	32.161603888213854	1.0	117.1604061168344	1544.0	1004091	non_targeting	
non-targeting_00963	1980	0.001971932822821836	226	0.000225079200988755	52059.0	26.292424242424243	1.0	154.84773832323165	1917.0	1004091	non_targeting	
non-targeting_00977	1546	0.001539701082869979	175	0.00017428699191607134	34625.0	22.396507115135833	1.0	88.81022523795654	893.0	1004091	non_targeting	
non-targeting_00979	970	0.0009660478980490812	214	0.00021312809297165296	33617.0	34.656701030927834	1.0	109.67478016184847	1098.0	1004091	non_targeting	
non-targeting_00984	880	0.0008764145879208159	122	0.00012150293150720403	17763.0	20.18522727272727	1.0	85.95720928008933	1281.0	1004091	non_targeting	
non-targeting_00986	3061	0.003048528470029111	294	0.00029280214641899986	116927.0	38.19895459000327	1.0	209.39040490201384	2745.0	1004091	non_targeting	
non-targeting_00987	2323	0.0023135353269773356	207	0.0002061566132950101	52405.0	22.559190701678865	1.0	120.5816414204279	2388.0	1004091	non_targeting	
non-targeting_00991	74	7.369849943879589e-05	19	1.892258769374489e-05	2033.0	27.472972972972972	1.0	73.73129134630604	363.0	1004091	non_targeting	
non-targeting_00996	240	0.0002390221603420407	93	9.262108713254077e-05	5029.0	20.954166666666666	1.0	45.2420571220948	327.0	1004091	non_targeting	
non-targeting_00998	1350	0.001344499651923979	144	0.00014341329620522441	37559.0	27.82148148148148	1.0	144.95373457822873	2746.0	1004091	non_targeting	
non-targeting_00999	1303	0.0012976911455236627	168	0.0001673155122394285	31449.0	24.13584036838066	1.0	103.59127339428538	1135.0	1004091	non_targeting	
non-targeting_01008	162	0.0001613399582308775	81	8.066997911543875e-05	2386.0	14.728395061728396	3.5	23.05736932393248	139.0	1004091	non_targeting	
non-targeting_01012	681	0.0006782253799705406	151	0.0001503847758818673	17081.0	25.08223201174743	1.0	73.54321249625437	786.0	1004091	non_targeting	
non-targeting_01018	559	0.0005567224484633365	123	0.00012249885717529588	14323.0	25.622540250447226	1.0	92.92019924395554	929.0	1004091	non_targeting	
non-targeting_01031	800	0.0007967405344734691	131	0.00013046626252003054	12878.0	16.0975	1.0	55.76367987991826	702.0	1004091	non_targeting	
non-targeting_01034	87	8.664553312398976e-05	30	2.9877770042755088e-05	1623.0	18.655172413793103	1.0	32.23399632721867	131.0	1004091	non_targeting	
non-targeting_01035	752	0.0007489361024050608	155	0.00015436847855423462	16682.0	22.18351063829787	1.0	70.09456639953805	747.0	1004091	non_targeting	
non-targeting_01044	404	0.00040235396990910186	86	8.564960745589793e-05	7637.0	18.903465346534652	1.0	59.267501387055624	462.0	1004091	non_targeting	
non-targeting_01047	789	0.0007857853521244588	108	0.00010755997215391832	13283.0	16.835234474017746	1.0	62.50775952320176	529.0	1004091	non_targeting	
non-targeting_01053	587	0.0005846083671699079	152	0.0001513807015499591	13840.0	23.577512776831345	1.0	57.63291021021965	455.0	1004091	non_targeting	
non-targeting_01055	8078	0.008045087546845854	619	0.0006164779885488467	179066.0	22.167120574399604	1.0	111.43151359351218	1882.0	1004091	non_targeting	
non-targeting_01086	336	0.000334631024478857	124	0.0001234947828433877	5582.0	16.613095238095237	1.0	33.95917114278873	218.0	1004091	non_targeting	
non-targeting_01089	906	0.0009023086552912037	147	0.00014640107320949993	22315.0	24.630242825607063	1.0	126.0410648741071	1453.0	1004091	non_targeting	
non-targeting_01093	590	0.0005875961441741835	289	0.0002878225180785407	21708.0	36.79322033898305	2.0	56.182794472277386	284.0	1004091	non_targeting	
non-targeting_01101	1351	0.001345495577592071	193	0.00019221365394172442	41840.0	30.969652109548484	1.0	132.3989433647341	2334.0	1004091	non_targeting	
non-targeting_01102	1060	0.0010556812081773464	223	0.0002220914239844795	23454.0	22.126415094339624	1.0	65.35494568037143	582.0	1004091	non_targeting	
non-targeting_01107	145	0.00014440922187331626	34	3.386147271512244e-05	4254.0	29.337931034482757	1.0	78.10295775137126	525.0	1004091	non_targeting	
non-targeting_01109	1479	0.001472974063107826	185	0.00018424624859698973	36203.0	24.478025693035836	1.0	104.97592059720125	1352.0	1004091	non_targeting	
non-targeting_01117	2390	0.002380262346739489	269	0.000267904004716704	51753.0	21.65397489539749	1.0	90.144432775135	1124.0	1004091	non_targeting	
non-targeting_01130	58	5.77636887493265e-05	20	1.9918513361836725e-05	311.0	5.362068965517241	3.0	8.278968526169956	54.0	1004091	non_targeting	
non-targeting_01136	1222	0.001217021166408224	153	0.00015237662721805095	29197.0	23.892798690671032	1.0	104.6711511481301	1275.0	1004091	non_targeting	
