guide_id	n_cells_detected	frac_cells_detected	n_cells_assigned	frac_cells_assigned	total_umi	mean_umi	median_umi	std_umi	max_umi	total_cells	gene_name
NGFRAP1#chrX:103376320-103376338(+)	43360	0.2286931893100702	2211	0.01166145391062189	538651.0	12.422762915129152	1.0	59.36227341428582	1162.0	189599	NGFRAP1
POLR1D#chr13:27621863-27621881(-)	12978	0.06844972811038033	1175	0.0061972900700953066	116753.0	8.996224379719525	1.0	34.40611080017761	531.0	189599	POLR1D
POLR1D#chr13:27621883-27621901(-)	535	0.0028217448404263736	49	0.00025844018164652765	4355.0	8.14018691588785	1.0	37.92832606011069	375.0	189599	POLR1D
POLR1D#chr13:27621915-27621933(-)	12708	0.06702566996661374	700	0.003692002594950395	121604.0	9.56909033679572	1.0	45.38643776479918	824.0	189599	POLR1D
TFRC#chr3:196082075-196082093(-)	60703	0.3201651907446769	2854	0.015052822008554897	865285.0	14.254402583068382	1.0	69.98732735170182	1580.0	189599	TFRC
non-targeting_00006	1404	0.007405102347586221	77	0.0004061202854445435	13088.0	9.321937321937321	1.0	55.93969639454633	939.0	189599	
non-targeting_00010	4432	0.02337565071545736	227	0.0011972636986481997	38789.0	8.752030685920577	1.0	42.33829526417325	574.0	189599	
non-targeting_00013	2059	0.01085976191857552	90	0.0004746860479221937	17439.0	8.469645458960661	1.0	47.963149874836915	622.0	189599	
non-targeting_00018	3029	0.015975822657292495	182	0.0009599206746871028	26453.0	8.733245295477055	1.0	42.154976937726495	526.0	189599	
non-targeting_00020	5463	0.028813443108877155	255	0.0013449438024462155	52204.0	9.555921654768442	1.0	54.64585978767121	810.0	189599	
non-targeting_00021	3271	0.01725220069726106	227	0.0011972636986481997	30945.0	9.460409660654234	1.0	42.501341079965385	564.0	189599	
non-targeting_00026	5666	0.02988412386141277	139	0.0007331262295687213	54329.0	9.588598658665726	1.0	68.71791202970877	1225.0	189599	
non-targeting_00037	9904	0.052236562429126734	496	0.002616047552993423	95862.0	9.679119547657512	1.0	53.61719066009843	1064.0	189599	
non-targeting_00047	520	0.002742630499106008	64	0.00033755452296689326	4502.0	8.657692307692308	1.0	28.442555779851094	204.0	189599	
non-targeting_00062	5945	0.03135565060997157	309	0.0016297554311995317	57369.0	9.649957947855341	1.0	52.330775868756106	913.0	189599	
non-targeting_00081	928	0.004894540583019953	82	0.000432491732551332	8882.0	9.571120689655173	1.0	38.481848974135744	518.0	189599	
non-targeting_00095	1021	0.005385049499206219	176	0.0009282749381589565	7294.0	7.1439764936336925	1.0	16.81360146945295	136.0	189599	
non-targeting_00131	2692	0.014198387122294948	176	0.0009282749381589565	23436.0	8.705794947994056	1.0	42.56299845108026	617.0	189599	
non-targeting_00148	7113	0.037516020654117375	232	0.0012236351457549882	65385.0	9.192323913960355	1.0	64.88042500506715	1192.0	189599	
non-targeting_00158	2377	0.012536985954567271	102	0.0005379775209784862	23754.0	9.993268826251578	1.0	59.42025300435789	1510.0	189599	
non-targeting_00162	5763	0.030395729935284468	357	0.0018829213234247016	56129.0	9.739545375672392	1.0	43.58934384327546	643.0	189599	
non-targeting_00164	17003	0.0896787430313451	1051	0.00554327818184695	170592.0	10.03305299064871	1.0	52.904242489503446	1341.0	189599	
non-targeting_00166	7050	0.03718374042057184	272	0.0014346067226092966	66847.0	9.481843971631205	1.0	59.86123928078147	999.0	189599	
non-targeting_00169	9819	0.05178824782831133	256	0.001350218091867573	103056.0	10.495569813626643	1.0	74.91379066571248	1693.0	189599	
non-targeting_00170	20236	0.10673052073059457	481	0.0025369332116730575	206905.0	10.224599723265467	1.0	71.56428948066343	1380.0	189599	
non-targeting_00176	11245	0.05930938454316742	347	0.0018301784292111246	122002.0	10.849444197421077	1.0	67.79878955874877	1247.0	189599	
non-targeting_00179	4537	0.02392945110469992	254	0.0013396695130248578	43368.0	9.558739255014327	1.0	46.767854591079505	611.0	189599	
non-targeting_00183	2261	0.011925168381689777	129	0.0006803833353551443	22648.0	10.016806722689076	1.0	45.6502256885499	635.0	189599	
non-targeting_00186	265	0.0013976866966597926	73	0.00038502312775911266	2067.0	7.8	1.0	17.984941290077852	139.0	189599	
non-targeting_00190	4243	0.022378810014820755	307	0.0016192068523568162	41234.0	9.718123968889936	1.0	42.869551694315064	716.0	189599	
non-targeting_00205	3985	0.021018043344110466	215	0.0011339722255919072	38046.0	9.547302383939774	1.0	46.34354105607617	568.0	189599	
non-targeting_00215	9013	0.04753717055469702	274	0.0014451553014520118	81061.0	8.993786752468656	1.0	55.48267337194325	1058.0	189599	
non-targeting_00227	2283	0.012041202748959647	86	0.00045358889023676283	19408.0	8.501095050372317	1.0	56.62630321731111	1055.0	189599	
non-targeting_00234	1650	0.008702577545240217	87	0.0004588631796581206	13949.0	8.453939393939393	1.0	46.18767380756366	642.0	189599	
non-targeting_00250	3969	0.020933654713368742	177	0.0009335492275803143	36917.0	9.301335348954396	1.0	53.01541583997028	804.0	189599	
non-targeting_00265	5290	0.027900991038982272	347	0.0018301784292111246	48195.0	9.110586011342155	1.0	41.22040052118963	536.0	189599	
non-targeting_00271	15060	0.07943079868564708	699	0.0036867283055290376	157041.0	10.427689243027888	1.0	56.218081251503435	1032.0	189599	
non-targeting_00284	2944	0.015527508056477091	87	0.0004588631796581206	24670.0	8.37975543478261	1.0	55.60775084723364	930.0	189599	
non-targeting_00287	4331	0.02284294748390023	203	0.0010706807525356146	41199.0	9.512583698914801	1.0	59.14496602651513	1042.0	189599	
non-targeting_00289	8227	0.04339157906950986	297	0.0015664639581432392	79775.0	9.696730278351769	1.0	58.878114353545314	1160.0	189599	
non-targeting_00293	1731	0.009129794988370191	95	0.0005010574950289822	16053.0	9.273830155979203	1.0	53.95451474862613	809.0	189599	
non-targeting_00296	3830	0.02020052848380002	201	0.0010601321736928991	37519.0	9.796083550913838	1.0	46.82418574929417	767.0	189599	
non-targeting_00298	10988	0.05795389216187849	334	0.0017616126667334743	117128.0	10.659628685839097	1.0	76.04426209233854	1681.0	189599	
non-targeting_00306	8764	0.04622387248877895	365	0.0019251156387955634	81586.0	9.309219534459151	1.0	62.4239985323985	1557.0	189599	
non-targeting_00316	746	0.00393461990833285	154	0.000812240570889087	4447.0	5.961126005361931	1.0	14.445416940399396	154.0	189599	
non-targeting_00320	15048	0.07936750721259078	541	0.0028533905769545197	154692.0	10.279904306220097	1.0	64.28807206369271	1235.0	189599	
non-targeting_00324	132	0.0006962062036192174	35	0.00018460012974751976	946.0	7.166666666666667	1.0	14.331659521718503	102.0	189599	
non-targeting_00326	5581	0.029435809260597367	377	0.0019884071118518557	54304.0	9.730155886041928	1.0	43.44769011721016	778.0	189599	
non-targeting_00327	5839	0.030796575931307656	229	0.001207812277490915	55304.0	9.471484843295086	1.0	60.245696353650224	897.0	189599	
non-targeting_00340	11337	0.05979461916993233	409	0.0021571843733353023	116675.0	10.29152333068713	1.0	59.251445868177186	965.0	189599	
non-targeting_00341	16666	0.08790130749634756	555	0.0029272306288535277	178407.0	10.704848193927758	1.0	64.57463173893076	1137.0	189599	
non-targeting_00347	11208	0.059114235834577186	588	0.0031012821797583323	109711.0	9.78863311920057	1.0	50.039228251574286	802.0	189599	
non-targeting_00352	3775	0.019910442565625346	184	0.0009704692535298182	36866.0	9.765827814569537	1.0	52.271104275646586	674.0	189599	
non-targeting_00407	871	0.004593906086002564	32	0.00016877726148344663	8597.0	9.870264064293915	1.0	62.2828658976997	955.0	189599	
non-targeting_00410	45	0.00023734302396109685	17	8.966292016308104e-05	168.0	3.7333333333333334	2.0	4.106363625182531	20.0	189599	
non-targeting_00412	2237	0.011798585435577193	101	0.0005327032315571284	21757.0	9.725972284309343	1.0	58.11823004737919	1185.0	189599	
non-targeting_00426	4523	0.023855611052800912	179	0.0009440978064230297	40150.0	8.876851647136856	1.0	62.348248504776855	966.0	189599	
non-targeting_00431	6856	0.036160528272828445	528	0.0027848248144768696	69571.0	10.147462077012836	1.0	44.330445923758994	666.0	189599	
non-targeting_00445	3702	0.019525419437866235	276	0.0014557038802947273	31884.0	8.612641815235008	1.0	35.01405339671838	369.0	189599	
non-targeting_00446	8820	0.04651923269637498	294	0.0015506410898791661	93146.0	10.56077097505669	1.0	63.2836167436599	1421.0	189599	
non-targeting_00461	20905	0.11025902035348288	782	0.004124494327501727	216083.0	10.336426692178904	1.0	61.86337606231188	1122.0	189599	
non-targeting_00474	6983	0.036830363029340875	317	0.0016719497465703932	75022.0	10.743519977087212	1.0	66.1441558624687	1644.0	189599	
non-targeting_00483	10072	0.05312264305191483	536	0.002827019129847731	101349.0	10.06245035742653	1.0	48.15717758394883	673.0	189599	
non-targeting_00484	861	0.004541163191788987	249	0.0013132980659180692	6327.0	7.348432055749129	1.0	13.703237254260216	110.0	189599	
non-targeting_00485	1791	0.009446252353651654	93	0.0004905089161862668	16180.0	9.034059184812953	1.0	45.740723689939095	625.0	189599	
non-targeting_00492	2751	0.014509570198155054	619	0.003264785151820421	18588.0	6.756815703380589	1.0	15.687588716339697	395.0	189599	
non-targeting_00496	3929	0.020722683136514434	154	0.000812240570889087	38491.0	9.796640366505471	1.0	57.92080962172974	901.0	189599	
non-targeting_00497	3488	0.018396721501695683	141	0.0007436748084114368	34104.0	9.777522935779816	1.0	54.20665138536609	946.0	189599	
non-targeting_00501	5422	0.02859719724260149	304	0.0016033839840927432	52219.0	9.630947989671707	1.0	51.11738273767984	934.0	189599	
non-targeting_00503	7525	0.03968902789571675	451	0.002378704529032326	71432.0	9.492624584717609	1.0	46.34195711008134	840.0	189599	
non-targeting_00509	53	0.0002795373393319585	15	7.911434132036561e-05	467.0	8.81132075471698	1.0	15.421201533803163	68.0	189599	
non-targeting_00516	11526	0.060791459870568935	541	0.0028533905769545197	122014.0	10.585979524553185	1.0	65.3667600330716	1388.0	189599	
non-targeting_00517	194	0.0010232121477433953	29	0.00015295439321937353	1836.0	9.463917525773196	1.0	25.29885774515705	143.0	189599	
non-targeting_00518	3061	0.016144599918775943	141	0.0007436748084114368	26880.0	8.781443972557987	1.0	46.081440009698156	648.0	189599	
non-targeting_00528	2035	0.010733178972462934	99	0.000522154652714413	18327.0	9.005896805896805	1.0	53.267365715229104	874.0	189599	
non-targeting_00531	5751	0.030332438462228176	278	0.0014662524591374426	58863.0	10.235263432446532	1.0	54.95580919977369	939.0	189599	
non-targeting_00538	4131	0.02178808959962869	106	0.000559074678663917	37209.0	9.00726216412491	1.0	63.99027814031002	963.0	189599	
non-targeting_00539	2491	0.01313825494860205	127	0.0006698347565124289	21906.0	8.794058610999599	1.0	47.70186816511664	555.0	189599	
non-targeting_00544	4354	0.022964256140591457	171	0.000901903491052168	42255.0	9.704869085898025	1.0	60.77563986277151	903.0	189599	
non-targeting_00545	8941	0.04715742171635926	375	0.00197785853300914	93288.0	10.433732244715356	1.0	62.90859326714453	1204.0	189599	
non-targeting_00550	3062	0.0161498742081973	212	0.001118149357327834	27869.0	9.101567602873939	1.0	48.14353475553611	635.0	189599	
non-targeting_00559	1400	0.00738400518990079	339	0.0017879841138402628	9756.0	6.968571428571429	1.0	13.3600849319065	85.0	189599	
non-targeting_00570	6873	0.03625019119299153	324	0.0017088697725198972	70387.0	10.241088316601193	1.0	55.94501093057905	1011.0	189599	
non-targeting_00582	51460	0.2714149336230676	2337	0.012326014377712963	717430.0	13.941507967353283	1.0	84.31502311908211	2319.0	189599	
non-targeting_00599	1789	0.00943570377480894	221	0.0011656179621200534	13727.0	7.6730016769144775	1.0	23.438151739174568	323.0	189599	
non-targeting_00609	4520	0.023839788184536838	180	0.0009493720958443874	45204.0	10.000884955752213	1.0	67.36478097664248	1346.0	189599	
non-targeting_00610	2159	0.01138719086071129	135	0.0007120290718832905	20096.0	9.308012968967114	1.0	45.746751233689494	638.0	189599	
non-targeting_00611	9361	0.0493726232733295	467	0.0024630931597740494	94145.0	10.057152013673752	1.0	55.22723491258077	1018.0	189599	
non-targeting_00612	1931	0.010184652872641734	92	0.0004852346267649091	18381.0	9.5189021232522	1.0	51.88669316938705	779.0	189599	
non-targeting_00620	2679	0.014129821359817298	102	0.0005379775209784862	27153.0	10.135498320268757	1.0	59.738817539823025	800.0	189599	
non-targeting_00629	11181	0.05897183002020053	397	0.0020938929002790097	112487.0	10.060549145872463	1.0	67.09496132288105	1292.0	189599	
non-targeting_00634	5269	0.027790230961133762	218	0.0011497950938559802	52992.0	10.057316378819511	1.0	63.270075292287004	891.0	189599	
non-targeting_00635	3012	0.015886159737129417	290	0.0015295439321937351	25099.0	8.333001328021249	1.0	28.603049873067153	365.0	189599	
non-targeting_00642	6346	0.033470640667936015	250	0.001318572355339427	61938.0	9.760163882760795	1.0	64.28257005857724	1409.0	189599	
non-targeting_00652	9944	0.052447534005981046	246	0.001297475197653996	103464.0	10.404666130329847	1.0	74.82677207347109	1476.0	189599	
non-targeting_00657	1625	0.008570720309706275	143	0.0007542233872541522	16152.0	9.939692307692308	1.0	36.211159264651286	396.0	189599	
non-targeting_00659	4742	0.02501068043607825	203	0.0010706807525356146	44977.0	9.484816533108393	1.0	57.706975162909316	820.0	189599	
non-targeting_00664	7288	0.038439021302854974	320	0.0016877726148344665	68347.0	9.378018660812295	1.0	51.007254975931346	891.0	189599	
non-targeting_00678	7709	0.04065949714924657	279	0.0014715267485588004	78772.0	10.218186535218576	1.0	60.39008513788652	960.0	189599	
non-targeting_00688	731	0.0038555055670124842	113	0.000595994704613421	6172.0	8.443228454172367	1.0	22.88896633156601	178.0	189599	
non-targeting_00689	2183	0.011513773806823875	106	0.000559074678663917	18376.0	8.4177737059093	1.0	53.587970966736094	897.0	189599	
non-targeting_00692	5772	0.03044319854007669	281	0.0014820753274015159	55581.0	9.629417879417879	1.0	52.60066138470898	983.0	189599	
non-targeting_00696	14558	0.07678310539612551	419	0.0022099272675488793	146350.0	10.052891880752851	1.0	67.31653042245502	1267.0	189599	
non-targeting_00698	10213	0.053866317860326265	462	0.002436721712667261	99261.0	9.719083521002643	1.0	52.24569040531392	834.0	189599	
non-targeting_00699	18494	0.09754270855858944	934	0.004926186319548099	197244.0	10.665296853033416	1.0	51.46588826379105	980.0	189599	
non-targeting_00702	4562	0.024061308340233862	242	0.0012763780399685652	44103.0	9.667470407715914	1.0	48.1448989164188	610.0	189599	
non-targeting_00709	3284	0.01732076645973871	205	0.0010812293313783301	31430.0	9.570645554202192	1.0	45.51226431273148	593.0	189599	
non-targeting_00712	27879	0.14704191477803152	812	0.0042827230101424585	312843.0	11.22145701065318	1.0	73.22920161987787	1818.0	189599	
non-targeting_00718	10835	0.05714692588041076	358	0.0018881956128460593	111005.0	10.245039224734656	1.0	68.25788285155012	1245.0	189599	
non-targeting_00749	747	0.003939894197754207	130	0.000685657624776502	5665.0	7.5836680053547525	1.0	19.206045482221157	187.0	189599	
non-targeting_00750	1961	0.010342881555282464	106	0.000559074678663917	18553.0	9.46098929117797	1.0	51.631985635686334	749.0	189599	
non-targeting_00753	4258	0.022457924356141117	309	0.0016297554311995317	41456.0	9.73602630342884	1.0	45.3977704378148	540.0	189599	
non-targeting_00756	12419	0.06550140032384137	458	0.00241562455498183	134658.0	10.84290200499235	1.0	64.89525804411744	1785.0	189599	
non-targeting_00762	1033	0.005448340972262512	144	0.0007594976766755099	8943.0	8.65730880929332	1.0	28.000184747670307	263.0	189599	
non-targeting_00769	15093	0.07960485023655188	556	0.0029325049182748852	167170.0	11.075995494600146	1.0	70.77504779036323	1711.0	189599	
non-targeting_00771	5163	0.027231156282469846	365	0.0019251156387955634	49417.0	9.571373232616695	1.0	43.599009278920384	572.0	189599	
non-targeting_00781	486	0.002563304658779846	95	0.0005010574950289822	4119.0	8.475308641975309	1.0	19.37018644327222	122.0	189599	
non-targeting_00784	4159	0.021935769703426707	132	0.0006962062036192174	42426.0	10.201009858138976	1.0	63.180513923891816	841.0	189599	
non-targeting_00787	6182	0.03260565720283335	528	0.0027848248144768696	56615.0	9.15803946942737	1.0	36.89289672946061	471.0	189599	
non-targeting_00797	3491	0.018412544369959757	131	0.0006909319141978597	33894.0	9.708965912346033	1.0	65.4113929839571	1428.0	189599	
non-targeting_00803	3064	0.016160422787040017	157	0.0008280634391531601	30488.0	9.950391644908617	1.0	56.96267403772471	1097.0	189599	
non-targeting_00811	1538	0.008111857130048155	102	0.0005379775209784862	13583.0	8.831599479843954	1.0	40.26651608306425	560.0	189599	
non-targeting_00823	3921	0.02068048882114357	201	0.0010601321736928991	33346.0	8.504463147156338	1.0	41.68560193636985	569.0	189599	
non-targeting_00827	6334	0.03340734919487972	267	0.0014082352755025078	58556.0	9.24471108304389	1.0	49.1320638012742	758.0	189599	
non-targeting_00843	1727	0.009108697830684761	142	0.0007489490978327944	15849.0	9.177185871453387	1.0	35.46950198415067	498.0	189599	
non-targeting_00852	1713	0.009034857778785753	203	0.0010706807525356146	15008.0	8.761237594862815	1.0	27.249526377266573	207.0	189599	
non-targeting_00856	2477	0.013064414896703042	124	0.0006540118882483558	22961.0	9.26968106580541	1.0	43.85238686882245	556.0	189599	
non-targeting_00860	6483	0.03419321831866202	184	0.0009704692535298182	59115.0	9.118463674224897	1.0	70.81032383797508	1328.0	189599	
non-targeting_00862	4403	0.023222696322237987	130	0.000685657624776502	42918.0	9.747444923915513	1.0	69.93992613624593	1043.0	189599	
non-targeting_00863	8508	0.04487365439691138	397	0.0020938929002790097	86769.0	10.19851904090268	1.0	54.61879658981078	1002.0	189599	
non-targeting_00881	11802	0.062247163750863664	372	0.001962035664745067	123834.0	10.492628368073207	1.0	67.08279203980169	1309.0	189599	
non-targeting_00886	1179	0.0062183872277807375	63	0.00033228023354553557	9628.0	8.16624257845632	1.0	38.27993200905666	572.0	189599	
non-targeting_00903	782	0.004124494327501727	46	0.00024261731338245455	7038.0	9.0	1.0	53.27643490910443	572.0	189599	
non-targeting_00907	1160	0.006118175728774941	183	0.0009651949641084604	9487.0	8.178448275862069	1.0	28.514697680302497	489.0	189599	
non-targeting_00923	692	0.0036498082795795336	45	0.00023734302396109685	7011.0	10.13150289017341	1.0	49.408159579177166	592.0	189599	
non-targeting_00932	390	0.002056972874329506	71	0.0003744745489163972	3211.0	8.233333333333333	1.0	20.15553411734741	117.0	189599	
non-targeting_00934	15184	0.08008481057389544	636	0.003354448071983502	153642.0	10.11867755532139	1.0	61.06732999198665	1228.0	189599	
non-targeting_00940	2498	0.013175174974551554	156	0.0008227891497318024	25103.0	10.049239391513211	1.0	48.58135955506919	674.0	189599	
non-targeting_00954	1676	0.008839709070195517	133	0.0007014804930405751	14165.0	8.451670644391408	1.0	32.39119003247159	305.0	189599	
non-targeting_00962	9157	0.048296668231372526	362	0.0019092927705314901	88414.0	9.65534563721743	1.0	54.14345615256276	1150.0	189599	
non-targeting_00963	3079	0.016239537128360383	132	0.0006962062036192174	30887.0	10.03150373497889	1.0	58.732586424120726	851.0	189599	
non-targeting_00977	1271	0.006703621854545646	184	0.0009704692535298182	10317.0	8.117230527143981	1.0	22.152172604569515	196.0	189599	
non-targeting_00979	10428	0.055000290085918176	267	0.0014082352755025078	98245.0	9.42126965861143	1.0	66.95750213883866	1547.0	189599	
non-targeting_00984	1699	0.008961017726886745	80	0.0004219431537086166	17023.0	10.01942319011183	1.0	58.37120339799338	1190.0	189599	
non-targeting_00986	17088	0.0901270576321605	532	0.0028059219721623006	192002.0	11.236072097378278	1.0	71.69647454312106	1346.0	189599	
non-targeting_00987	4810	0.025369332116730575	213	0.0011234236467491917	45652.0	9.491060291060291	1.0	56.59241538698594	832.0	189599	
non-targeting_00991	1545	0.008148777155997659	110	0.0005801718363493478	15090.0	9.766990291262136	1.0	40.57751474941988	644.0	189599	
non-targeting_00996	10670	0.05627666812588674	281	0.0014820753274015159	98070.0	9.191190253045923	1.0	67.49231340307537	1600.0	189599	
non-targeting_00998	5664	0.029873575282570057	262	0.0013818638283957193	58014.0	10.242584745762711	1.0	54.46209854628127	1080.0	189599	
non-targeting_00999	6941	0.03660884287364385	320	0.0016877726148344665	64530.0	9.296931277913846	1.0	55.06955566285445	823.0	189599	
non-targeting_01008	8978	0.047352570424949496	453	0.0023892531078750414	87012.0	9.69169079973268	1.0	54.7643207840188	1116.0	189599	
non-targeting_01012	2329	0.012283820062342101	100	0.0005274289421357708	21454.0	9.211678832116789	1.0	62.4633396726742	1076.0	189599	
non-targeting_01018	2926	0.015432570846892653	133	0.0007014804930405751	26915.0	9.198564593301436	1.0	49.253156471538695	749.0	189599	
non-targeting_01031	461	0.0024314474232459034	46	0.00024261731338245455	4117.0	8.93058568329718	1.0	30.08209226314095	260.0	189599	
non-targeting_01034	2683	0.01415091851750273	112	0.0005907204151920632	25073.0	9.345136041744317	1.0	52.240599965594924	680.0	189599	
non-targeting_01035	4846	0.02555920653589945	257	0.0013554923812889308	46158.0	9.524969046636402	1.0	49.138808163771685	667.0	189599	
non-targeting_01044	4762	0.025116166224505403	127	0.0006698347565124289	48832.0	10.254514909701806	1.0	76.65229030755047	1567.0	189599	
non-targeting_01047	2001	0.010553853132136772	98	0.0005168803632930553	19518.0	9.754122938530735	1.0	57.646335219688936	810.0	189599	
non-targeting_01053	5299	0.027948459643774494	155	0.0008175148603104447	51156.0	9.653896961690885	1.0	69.21838619306742	1380.0	189599	
non-targeting_01055	1269	0.006693073275702931	68	0.00035865168065232414	12588.0	9.919621749408984	1.0	56.633363885425965	726.0	189599	
non-targeting_01086	1670	0.008808063333667371	101	0.0005327032315571284	15892.0	9.51616766467066	1.0	46.41612784620623	783.0	189599	
non-targeting_01089	1303	0.006872399116029093	103	0.0005432518103998439	12033.0	9.234842670759786	1.0	41.81628623431726	538.0	189599	
non-targeting_01093	1217	0.00641881022579233	77	0.0004061202854445435	11444.0	9.403451109285127	1.0	44.165324961195196	479.0	189599	
non-targeting_01101	8433	0.04447808269030955	433	0.0022837673194478873	85343.0	10.12012332503261	1.0	52.967604206233865	844.0	189599	
non-targeting_01102	1105	0.005828089810600267	56	0.0002953602075960316	12808.0	11.590950226244344	1.0	65.4912042693798	907.0	189599	
non-targeting_01107	1965	0.010363978712967896	112	0.0005907204151920632	17322.0	8.815267175572519	1.0	41.6533369537369	449.0	189599	
non-targeting_01109	6928	0.0365402771111662	234	0.0012341837245977035	70759.0	10.213481524249422	1.0	74.96435956562645	1520.0	189599	
non-targeting_01117	16376	0.08637176356415383	736	0.0038818770141192727	180115.0	10.99871763556424	1.0	69.56115798603753	2610.0	189599	
non-targeting_01130	318	0.001677224035991751	144	0.0007594976766755099	1650.0	5.188679245283019	1.0	6.634358643290867	48.0	189599	
non-targeting_01136	8241	0.04346541912140887	258	0.0013607666707102885	78692.0	9.548841160053392	1.0	65.67723472926842	1142.0	189599	
non-targeting_01139	6703	0.035353561991360714	224	0.0011814408303841264	69204.0	10.32433238848277	1.0	66.53185460639489	1111.0	189599	
non-targeting_01142	9355	0.049340977536801355	400	0.002109715768543083	95101.0	10.165793693212185	1.0	68.15071003948786	1200.0	189599	
non-targeting_01155	5136	0.027088750468093187	259	0.0013660409601316463	50324.0	9.79828660436137	1.0	62.635101682653655	1226.0	189599	
non-targeting_01177	6350	0.03349173782562144	236	0.001244732303440419	64875.0	10.216535433070867	1.0	68.99177774105253	1286.0	189599	
non-targeting_01185	569	0.0030010706807525357	67	0.0003533773912309664	4415.0	7.759226713532513	1.0	23.26843483904687	167.0	189599	
non-targeting_01188	5890	0.031065564691796898	230	0.0012130865669122727	60504.0	10.2723259762309	1.0	61.284963257025474	1010.0	189599	
non-targeting_01190	3397	0.017916761164352132	222	0.0011708922515414112	31016.0	9.130409184574624	1.0	42.71075031124269	449.0	189599	
non-targeting_01197	1044	0.005506358155897447	70	0.0003692002594950395	9105.0	8.721264367816092	1.0	36.85492278200124	473.0	189599	
non-targeting_01206	4534	0.023913628236435846	164	0.000864983465102664	49504.0	10.918394353771504	1.0	69.66052570272616	1216.0	189599	
non-targeting_01209	3319	0.017505366589486232	170	0.0008966292016308103	33557.0	10.110575474540525	1.0	55.16491591415564	783.0	189599	
non-targeting_01215	1538	0.008111857130048155	62	0.0003270059441241779	14545.0	9.457087126137841	1.0	61.322749676821324	714.0	189599	
non-targeting_01218	3490	0.0184072700805384	121	0.0006381890199842826	33662.0	9.645272206303725	1.0	64.88182523292849	1218.0	189599	
non-targeting_01224	7404	0.03905083887573247	280	0.001476801037980158	76276.0	10.30199891950297	1.0	63.61372441018914	1333.0	189599	
non-targeting_01227	6167	0.032526542861512985	204	0.0010759550419569724	64631.0	10.480136208853576	1.0	67.21143185158118	1146.0	189599	
non-targeting_01236	9374	0.04944118903580715	439	0.002315413055976034	91616.0	9.773415831021977	1.0	52.121510734929274	1057.0	189599	
non-targeting_01241	6144	0.032405234204821755	296	0.0015611896687218814	60390.0	9.8291015625	1.0	57.62450932523469	939.0	189599	
non-targeting_01242	20489	0.10806491595419807	600	0.0031645736528146244	221865.0	10.828493337888624	1.0	71.03650018623546	2673.0	189599	
non-targeting_01245	1077	0.005680409706802251	81	0.0004272174431299743	10273.0	9.53853296193129	1.0	41.34675311788067	553.0	189599	
non-targeting_01269	751	0.003960991355439638	129	0.0006803833353551443	5862.0	7.805592543275632	1.0	19.450836536230145	180.0	189599	
non-targeting_01273	13260	0.0699370777272032	426	0.0022468472934983833	140223.0	10.574886877828055	1.0	63.71494460259057	1777.0	189599	
