target_id	ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	type	cell_count	distance_mean	distance_rank_targeting	sig_distance_gt_NC_max	pval_mean	sig_pval_lt_0p05	n_outlier_grnas_in_run	n_grnas_in_run	locus
ENSG00000163159|chr1:151189714-151190216	ENSG00000163159	VPS72	VPS72		Unknown	targeting	122	30.925997924804687	14.0	True	0.00285	True	910	13534	chr1:151189714-151190216
ENSG00000106399|chr7:7640061-7640747	ENSG00000106399	RPA3	RPA3			targeting	58	27.46004638671875	15.0	True	0.13465	False	910	13534	chr7:7640061-7640747
ENSG00000117505|chr1:93345941-93346316	ENSG00000117505	DR1	DR1		Unknown	targeting	92	24.989434814453126	16.0	True	0.0388	True	910	13534	chr1:93345941-93346316
ENSG00000143190|chr1:167220883-167221072	ENSG00000143190	POU2F1	POU2F1	POU domain factors	Homeodomain; POU	targeting	554	23.69264831542969	17.0	True	0.0	True	910	13534	chr1:167220883-167221072
ENSG00000149136|chr11:57335432-57335883	ENSG00000149136	SSRP1	SSRP1		HMG/Sox	targeting	119	23.52938842773437	18.0	True	0.0149	True	910	13534	chr11:57335432-57335883
ENSG00000095951|chr6:12011754-12012053	ENSG00000095951	HIVEP1	HIVEP1		C2H2 ZF	targeting	597	23.22548828125	19.0	True	0.0	True	910	13534	chr6:12011754-12012053
ENSG00000162702|chr1:200409523-200410048	ENSG00000162702	ZNF281	ZNF281	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	148	22.612918090820312	20.0	True	0.00635	True	910	13534	chr1:200409523-200410048
ENSG00000198546|chr10:133308569-133309307	ENSG00000198546	ZNF511	ZNF511		C2H2 ZF	targeting	109	22.4778076171875	21.0	True	0.0309	True	910	13534	chr10:133308569-133309307
ENSG00000134058|chr5:69234849-69235121	ENSG00000134058	CDK7	CDK7		Unknown	targeting	80	22.361700439453124	22.0	True	0.0904	False	910	13534	chr5:69234849-69235121
ENSG00000102901|chr16:67833458-67833896	ENSG00000102901	CENPT	CENPT		Unknown	targeting	57	22.061456298828126	23.0	True	0.2593	False	910	13534	chr16:67833458-67833896
ENSG00000138433|chr2:174395256-174395707	ENSG00000138433	CIR1	CIR1		Unknown	targeting	229	21.84267578125	24.0	True	0.00035	True	910	13534	chr2:174395256-174395707
ENSG00000079246|chr2:216109402-216109580	ENSG00000079246	XRCC5	XRCC5			targeting	100	21.58037109375	25.0	True	0.05065	False	910	13534	chr2:216109402-216109580
ENSG00000100084|chr22:19431326-19431744	ENSG00000100084	HIRA	HIRA		Unknown	targeting	138	21.40094909667969	26.0	True	0.01465	True	910	13534	chr22:19431326-19431744
ENSG00000023608|chr14:61762410-61762796	ENSG00000023608	SNAPC1	SNAPC1			targeting	177	21.029928588867183	27.0	True	0.00475	True	910	13534	chr14:61762410-61762796
ENSG00000162613|chr1:77978618-77979051	ENSG00000162613	FUBP1	FUBP1		Unknown	targeting	125	21.020660400390625	28.0	True	0.0231	True	910	13534	chr1:77978618-77979051
ENSG00000165060|chr9:69035708-69036096	ENSG00000165060	FXN	FXN			targeting	161	20.913482666015625	29.0	True	0.0066	True	910	13534	chr9:69035708-69036096
ENSG00000110768|chr11:18322583-18322852	ENSG00000110768	GTF2H1	GTF2H1		Unknown	targeting	290	20.68511962890625	30.0	True	0.0002	True	910	13534	chr11:18322583-18322852
ENSG00000130724|chr19:58554638-58555089	ENSG00000130724	CHMP2A	CHMP2A			targeting	193	20.642758178710935	31.0	True	0.0032	True	910	13534	chr19:58554638-58555089
ENSG00000147596|chr8:70070761-70071232	ENSG00000147596	PRDM14	PRDM14		C2H2 ZF	targeting	134	20.417282104492188	32.0	True	0.0206	True	910	13534	chr8:70070761-70071232
ENSG00000167771|chr11:63916556-63917162	ENSG00000167771	RCOR2	RCOR2		Myb/SANT	targeting	2000	20.26555480957031	33.0	True	0.0	True	910	13534	chr11:63916556-63917162
ENSG00000204231|chr6:33200036-33200671	ENSG00000204231	RXRB	RXRB	RXR-related receptors (NR2)	Nuclear receptor	targeting	412	20.26332092285156	34.0	True	0.0	True	910	13534	chr6:33200036-33200671
ENSG00000137947|chr1:88891086-88891504	ENSG00000137947	GTF2B	GTF2B		Unknown	targeting	57	19.98400268554688	35.0	True	0.3188499999999999	False	910	13534	chr1:88891086-88891504
ENSG00000147133|chrX:71366391-71366859	ENSG00000147133	TAF1	TAF1		Unknown	targeting	55	19.55866394042969	36.0	True	0.3452499999999999	False	910	13534	chrX:71366391-71366859
ENSG00000164975|chr9:15422862-15423120	ENSG00000164975	SNAPC3	SNAPC3			targeting	179	19.551937866210935	37.0	True	0.00615	True	910	13534	chr9:15422862-15423120
ENSG00000159086|chr21:32771283-32771775	ENSG00000159086	PAXBP1	PAXBP1		Unknown	targeting	142	19.40528259277344	38.0	True	0.0194	True	910	13534	chr21:32771283-32771775
ENSG00000008018|chr6:170552827-170553285	ENSG00000008018	PSMB1	PSMB1			targeting	216	19.35823974609375	39.0	True	0.00345	True	910	13534	chr6:170552827-170553285
ENSG00000178163|chr4:10457085-10457415	ENSG00000178163	ZNF518B	ZNF518B	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	997	18.71636047363281	40.0	True	0.0	True	910	13534	chr4:10457085-10457415
ENSG00000172273|chr11:119121581-119121664	ENSG00000172273	HINFP	HINFP	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	23	18.357373046875	41.0	True	0.9443	False	910	13534	chr11:119121581-119121664
ENSG00000138380|chr2:202912011-202912298	ENSG00000138380	CARF	CARF		Unknown	targeting	308	17.796481323242187	42.0	True	0.00045	True	910	13534	chr2:202912011-202912298
ENSG00000168036|chr3:41199511-41199710	ENSG00000168036	CTNNB1	CTNNB1		Unknown	targeting	313	17.70640869140625	43.0	True	0.0003	True	910	13534	chr3:41199511-41199710
ENSG00000115568|chr2:218659385-218659623	ENSG00000115568	ZNF142	ZNF142	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	174	17.6721923828125	44.0	True	0.01265	True	910	13534	chr2:218659385-218659623
ENSG00000151657|chr10:7787585-7787993	ENSG00000151657	KIN	KIN		C2H2 ZF	targeting	290	17.543301391601563	45.0	True	0.0006	True	910	13534	chr10:7787585-7787993
ENSG00000127152|chr14:99271339-99271702	ENSG00000127152	BCL11B	BCL11B		C2H2 ZF	targeting	656	17.39954833984375	46.0	True	0.0	True	910	13534	chr14:99271339-99271702
ENSG00000188342|chr13:45120463-45120684	ENSG00000188342	GTF2F2	GTF2F2		Unknown	targeting	409	17.13923034667969	47.0	True	0.0001	True	910	13534	chr13:45120463-45120684
ENSG00000105821|chr7:103344313-103344797	ENSG00000105821	DNAJC2	DNAJC2		Myb/SANT	targeting	57	17.05762634277344	48.0	True	0.4378499999999999	False	910	13534	chr7:103344313-103344797
ENSG00000153487|chr13:110713704-110714184	ENSG00000153487	ING1	ING1			targeting	681	17.044680786132812	49.0	True	0.0	True	910	13534	chr13:110713704-110714184
ENSG00000108509|chr17:4987228-4987616	ENSG00000108509	CAMTA2	CAMTA2		CG-1	targeting	1249	16.167678833007812	50.0	True	0.0	True	910	13534	chr17:4987228-4987616
ENSG00000183495|chr12:131949997-131950319	ENSG00000183495	EP400	EP400		Unknown	targeting	426	15.904745483398438	51.0	True	0.0	True	910	13534	chr12:131949997-131950319
ENSG00000140307|chr15:59657160-59657490	ENSG00000140307	GTF2A2	GTF2A2		Unknown	targeting	463	15.794784545898438	52.0	True	5e-05	True	910	13534	chr15:59657160-59657490
ENSG00000135801|chr1:229625966-229626136	ENSG00000135801	TAF5L	TAF5L		Unknown	targeting	504	15.363565063476562	53.0	True	5e-05	True	910	13534	chr1:229625966-229626136
ENSG00000078246|chr12:2877252-2877713	ENSG00000078246	TULP3	TULP3			targeting	667	15.362057495117188	54.0	True	0.0	True	910	13534	chr12:2877252-2877713
ENSG00000116580|chr1:155856958-155857187	ENSG00000116580	GON4L	GON4L		Unknown	targeting	54	14.802542114257813	55.0	True	0.58685	False	910	13534	chr1:155856958-155857187
ENSG00000170325|chr11:130002305-130002835	ENSG00000170325	PRDM10	PRDM10		C2H2 ZF	targeting	439	14.735858154296874	56.0	True	5e-05	True	910	13534	chr11:130002305-130002835
ENSG00000134014|chr8:28093183-28093376	ENSG00000134014	ELP3	ELP3			targeting	96	14.64334716796875	57.0	True	0.2144	False	910	13534	chr8:28093183-28093376
ENSG00000101057|chr20:43667115-43667545	ENSG00000101057	MYBL2	MYBL2	Myb/SANT domain factors	Myb/SANT	targeting	229	14.479217529296877	58.0	True	0.01135	True	910	13534	chr20:43667115-43667545
ENSG00000113387|chr5:32585577-32585974	ENSG00000113387	SUB1	SUB1		Unknown	targeting	479	14.237777709960938	59.0	True	0.00015	True	910	13534	chr5:32585577-32585974
ENSG00000146007|chr5:140700458-140700950	ENSG00000146007	ZMAT2	ZMAT2		Unknown	targeting	93	14.232559204101562	60.0	True	0.2277	False	910	13534	chr5:140700458-140700950
ENSG00000198026|chr20:45971950-45972198	ENSG00000198026	ZNF335	ZNF335	Other factors with up to three adjacent zinc fingers	C2H2 ZF	targeting	130	14.172366333007812	61.0	True	0.09855	False	910	13534	chr20:45971950-45972198
ENSG00000111358|chr12:123633820-123633924	ENSG00000111358	GTF2H3	GTF2H3		Unknown	targeting	217	13.9748779296875	62.0	True	0.01575	True	910	13534	chr12:123633820-123633924
ENSG00000181827|chr15:56243337-56243756	ENSG00000181827	RFX7	RFX7	RFX-related factors	RFX	targeting	1179	13.96575927734375	63.0	True	0.0	True	910	13534	chr15:56243337-56243756
ENSG00000166860|chr12:57006094-57006515	ENSG00000166860	ZBTB39	ZBTB39		C2H2 ZF	targeting	1727	13.927581787109377	64.0	True	0.0	True	910	13534	chr12:57006094-57006515
ENSG00000159479|chr1:43389549-43389779	ENSG00000159479	MED8	MED8			targeting	297	13.61817626953125	65.0	True	0.00455	True	910	13534	chr1:43389549-43389779
ENSG00000111704|chr12:7789786-7789930	ENSG00000111704	NANOG	NANOG		Homeodomain	targeting	417	13.273873901367187	66.0	True	0.0006	True	910	13534	chr12:7789786-7789930
ENSG00000123349|chr12:53295544-53295946	ENSG00000123349	PFDN5	PFDN5			targeting	372	13.246224975585935	67.0	True	0.00145	True	910	13534	chr12:53295544-53295946
ENSG00000117133|chr1:84479276-84479689	ENSG00000117133	RPF1	RPF1			targeting	49	12.807723999023438	68.0	True	0.75835	False	910	13534	chr1:84479276-84479689
ENSG00000175792|chr3:128123370-128123809	ENSG00000175792	RUVBL1	RUVBL1			targeting	98	12.656658935546876	69.0	True	0.2907999999999999	False	910	13534	chr3:128123370-128123809
ENSG00000165417|chr14:81220447-81220931	ENSG00000165417	GTF2A1	GTF2A1		Unknown	targeting	812	12.359173583984376	70.0	True	0.0	True	910	13534	chr14:81220447-81220931
ENSG00000198034|chrX:72276872-72277245	ENSG00000198034	RPS4X	RPS4X			targeting	196	12.206045532226565	71.0	True	0.04285	True	910	13534	chrX:72276872-72277245
ENSG00000106459|chr7:129611731-129612109	ENSG00000106459	NRF1	NRF1	NRF	Unknown	targeting	253	12.025546264648437	72.0	True	0.0162	True	910	13534	chr7:129611731-129612109
ENSG00000161980|chr16:53124-53651	ENSG00000161980	POLR3K	POLR3K			targeting	219	11.8353515625	73.0	True	0.0354	True	910	13534	chr16:53124-53651
ENSG00000154832|chr18:50287456-50287678	ENSG00000154832	CXXC1	CXXC1		CxxC	targeting	381	11.422235107421876	74.0	True	0.003	True	910	13534	chr18:50287456-50287678
ENSG00000131013|chr6:149545865-149546043	ENSG00000131013	PPIL4	PPIL4			targeting	525	11.325259399414062	75.0	True	0.00095	True	910	13534	chr6:149545865-149546043
ENSG00000115163|chr2:26786054-26786312	ENSG00000115163	CENPA	CENPA		Unknown	targeting	51	11.124072265625	76.0	True	0.8205	False	910	13534	chr2:26786054-26786312
ENSG00000178691|chr17:31937137-31937387	ENSG00000178691	SUZ12	SUZ12		Unknown	targeting	680	10.955075073242188	77.0	True	0.0003	True	910	13534	chr17:31937137-31937387
ENSG00000144161|chr2:112254687-112255063	ENSG00000144161	ZC3H8	ZC3H8		CCCH ZF	targeting	159	10.515603637695312	78.0	True	0.13365	False	910	13534	chr2:112254687-112255063
ENSG00000181896|chr19:19668823-19669115	ENSG00000181896	ZNF101	ZNF101		C2H2 ZF	targeting	1122	10.504067993164062	79.0	True	5e-05	True	910	13534	chr19:19668823-19669115
ENSG00000141052|chr17:12665905-12666064	ENSG00000141052	MYOCD	MYOCD		Unknown	targeting	2000	10.424954223632811	80.0	True	0.0	True	910	13534	chr17:12665905-12666064
ENSG00000186141|chr1:145824185-145824322	ENSG00000186141	POLR3C	POLR3C			targeting	146	10.138357543945313	81.0	True	0.2024999999999999	False	910	13534	chr1:145824185-145824322
ENSG00000182759|chr8:143430250-143430742	ENSG00000182759	MAFA	MAFA	Maf-related	bZIP	targeting	1516	9.62696533203125	82.0	True	0.0	True	910	13534	chr8:143430250-143430742
ENSG00000115738|chr2:8679225-8679485	ENSG00000115738	ID2	ID2		bHLH	targeting	1330	9.543978881835937	83.0	True	0.0	True	910	13534	chr2:8679225-8679485
ENSG00000023734|chr12:15882411-15882581	ENSG00000023734	STRAP	STRAP			targeting	129	9.28525390625	84.0	True	0.31275	False	910	13534	chr12:15882411-15882581
ENSG00000112592|chr6:170554354-170554621	ENSG00000112592	TBP	TBP		TBP	targeting	320	9.1297119140625	85.0	True	0.0263	True	910	13534	chr6:170554354-170554621
ENSG00000137492|chr11:76380661-76381075	ENSG00000137492	PRKRIR	THAP12		THAP finger	targeting	1249	9.123486328125	86.0	True	0.0	True	910	13534	chr11:76380661-76381075
ENSG00000006704|chr7:74453961-74454260	ENSG00000006704	GTF2IRD1	GTF2IRD1		GTF2I-like	targeting	2000	9.001318359375	87.0	True	0.0	True	910	13534	chr7:74453961-74454260
ENSG00000178150|chr19:48271358-48271621	ENSG00000178150	ZNF114	ZNF114		C2H2 ZF	targeting	1063	8.97718505859375	88.0	True	0.00015	True	910	13534	chr19:48271358-48271621
ENSG00000204366|chr6:31901544-31902077	ENSG00000204366	ZBTB12	ZBTB12	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	8.85665283203125	89.0	True	0.0	True	910	13534	chr6:31901544-31902077
ENSG00000122085|chr2:241102129-241102342	ENSG00000122085	MTERFD2	MTERF4		mTERF	targeting	999	8.845233154296874	90.0	True	5e-05	True	910	13534	chr2:241102129-241102342
ENSG00000129534|chr14:45253069-45253203	ENSG00000129534	MIS18BP1	MIS18BP1		Myb/SANT	targeting	76	8.694967651367188	91.0	True	0.7263	False	910	13534	chr14:45253069-45253203
ENSG00000145912|chr5:178153560-178153998	ENSG00000145912	NHP2	NHP2			targeting	161	8.576284790039063	92.0	True	0.2508499999999999	False	910	13534	chr5:178153560-178153998
ENSG00000147124|chrX:47482683-47483208	ENSG00000147124	ZNF41	ZNF41		C2H2 ZF	targeting	2000	8.569015502929688	93.0	True	0.0	True	910	13534	chrX:47482683-47483208
ENSG00000170322|chr11:129895173-129895561	ENSG00000170322	NFRKB	NFRKB		Unknown	targeting	212	8.514007568359375	94.0	True	0.1385	False	910	13534	chr11:129895173-129895561
ENSG00000103363|chr16:2777223-2777598	ENSG00000103363	TCEB2	ELOB			targeting	514	8.49034423828125	95.0	True	0.0054	True	910	13534	chr16:2777223-2777598
ENSG00000100393|chr22:41091729-41092903	ENSG00000100393	EP300	EP300		Unknown	targeting	2000	8.453854370117188	96.0	True	0.0	True	910	13534	chr22:41091729-41092903
ENSG00000130844|chr19:53554801-53554910	ENSG00000130844	ZNF331	ZNF331	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	1920	8.40184326171875	97.0	True	0.0	True	910	13534	chr19:53554801-53554910
ENSG00000020426|chr14:60734731-60734847	ENSG00000020426	MNAT1	MNAT1		Unknown	targeting	138	8.35653076171875	98.0	True	0.3503999999999999	False	910	13534	chr14:60734731-60734847
ENSG00000213015|chr19:55635027-55635217	ENSG00000213015	ZNF580	ZNF580		C2H2 ZF	targeting	2000	8.08994140625	99.0	True	0.0	True	910	13534	chr19:55635027-55635217
ENSG00000197935|chr6:29005332-29005593	ENSG00000197935	ZNF311	ZNF311		C2H2 ZF	targeting	1690	8.011358642578125	100.0	True	5e-05	True	910	13534	chr6:29005332-29005593
ENSG00000123374|chr12:55966798-55967310	ENSG00000123374	CDK2	CDK2			targeting	2000	7.9814300537109375	101.0	True	0.0	True	910	13534	chr12:55966798-55967310
ENSG00000115816|chr2:37231360-37231620	ENSG00000115816	CEBPZ	CEBPZ		Unknown	targeting	411	7.972991943359375	102.0	True	0.0204	True	910	13534	chr2:37231360-37231620
ENSG00000112658|chr6:43171413-43171886	ENSG00000112658	SRF	SRF	Responders to external signals (SRF/RLM1)	MADS box	targeting	805	7.770693969726563	103.0	True	0.001	True	910	13534	chr6:43171413-43171886
ENSG00000096401|chr6:44387559-44388219	ENSG00000096401	CDC5L	CDC5L		Myb/SANT	targeting	157	7.58773193359375	104.0	True	0.3195	False	910	13534	chr6:44387559-44388219
ENSG00000009954|chr7:73522094-73522291	ENSG00000009954	BAZ1B	BAZ1B			targeting	1853	7.52322998046875	105.0	True	0.0	True	910	13534	chr7:73522094-73522291
ENSG00000172819|chr12:53220106-53220349	ENSG00000172819	RARG	RARG	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	2000	7.457257080078125	106.0	True	0.0	True	910	13534	chr12:53220106-53220349
ENSG00000175787|chr9:94259319-94259530	ENSG00000175787	ZNF169	ZNF169		C2H2 ZF	targeting	1251	7.377560424804687	107.0	True	0.00015	True	910	13534	chr9:94259319-94259530
ENSG00000169136|chr19:49929110-49929479	ENSG00000169136	ATF5	ATF5		bZIP	targeting	64	7.337628173828125	108.0	True	0.906	False	910	13534	chr19:49929110-49929479
ENSG00000079432|chr19:42283973-42284838	ENSG00000079432	CIC	CIC		HMG/Sox	targeting	2000	7.2952392578125	109.0	True	0.0001	True	910	13534	chr19:42283973-42284838
ENSG00000185811|chr7:50304289-50304799	ENSG00000185811	IKZF1	IKZF1	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	2000	7.223638916015625	110.0	True	0.0	True	910	13534	chr7:50304289-50304799
ENSG00000127445|chr19:9835357-9835572	ENSG00000127445	PIN1	PIN1		MBD	targeting	2000	7.2120361328125	111.0	True	0.0	True	910	13534	chr19:9835357-9835572
ENSG00000189079|chr12:45729704-45729957	ENSG00000189079	ARID2	ARID2		ARID/BRIGHT; RFX	targeting	2000	7.119454956054687	112.0	True	0.0	True	910	13534	chr12:45729704-45729957
ENSG00000204356|chr6:31958538-31958965	ENSG00000204356	NELFE	NELFE			targeting	314	7.029656982421875	113.0	True	0.07755	False	910	13534	chr6:31958538-31958965
ENSG00000138095|chr2:43995605-43995992	ENSG00000138095	LRPPRC	LRPPRC			targeting	477	7.009268188476563	114.0	True	0.02	True	910	13534	chr2:43995605-43995992
ENSG00000135829|chr1:182839339-182839821	ENSG00000135829	DHX9	DHX9			targeting	1089	6.968862915039063	115.0	True	0.00065	True	910	13534	chr1:182839339-182839821
ENSG00000122778|chr7:138981054-138981477	ENSG00000122778	KIAA1549	KIAA1549		Unknown	targeting	1100	6.961325073242188	116.0	True	0.00135	True	910	13534	chr7:138981054-138981477
ENSG00000066136|chr1:40691737-40692027	ENSG00000066136	NFYC	NFYC	Heteromeric CCAAT-binding	Unknown	targeting	663	6.7847412109375	117.0	True	0.00635	True	910	13534	chr1:40691737-40692027
ENSG00000185513|chr20:43507694-43507924	ENSG00000185513	L3MBTL1	L3MBTL1		C2H2 ZF	targeting	2000	6.746371459960938	118.0	True	0.00015	True	910	13534	chr20:43507694-43507924
ENSG00000186496|chr18:35377057-35377303	ENSG00000186496	ZNF396	ZNF396		C2H2 ZF	targeting	2000	6.745388793945312	119.0	True	0.0	True	910	13534	chr18:35377057-35377303
ENSG00000166478|chr11:9461024-9461502	ENSG00000166478	ZNF143	ZNF143	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	1050	6.74407958984375	120.0	True	0.0012	True	910	13534	chr11:9461024-9461502
ENSG00000165804|chr14:21097948-21098619	ENSG00000165804	ZNF219	ZNF219		C2H2 ZF	targeting	1360	6.730194091796875	121.0	True	0.00025	True	910	13534	chr14:21097948-21098619
ENSG00000132604|chr16:69385778-69385971	ENSG00000132604	TERF2	TERF2		Myb/SANT	targeting	503	6.640133666992187	122.0	True	0.02435	True	910	13534	chr16:69385778-69385971
ENSG00000118707|chr20:36573621-36575052	ENSG00000118707	TGIF2	TGIF2	TALE-type homeo domain factors	Homeodomain	targeting	2000	6.604605102539063	123.0	True	0.0	True	910	13534	chr20:36573621-36575052
ENSG00000153767|chr3:120742738-120742974	ENSG00000153767	GTF2E1	GTF2E1			targeting	294	6.570458984375	124.0	True	0.12335	False	910	13534	chr3:120742738-120742974
ENSG00000124813|chr6:45422307-45422407	ENSG00000124813	RUNX2	RUNX2	Runt-related factors	Runt	targeting	1116	6.542251586914063	125.0	True	0.00175	True	910	13534	chr6:45422307-45422407
ENSG00000104064|chr15:50354626-50355055	ENSG00000104064	GABPB1	GABPB1		Unknown	targeting	360	6.464126586914063	126.0	True	0.07585	False	910	13534	chr15:50354626-50355055
ENSG00000125651|chr19:6393083-6393145	ENSG00000125651	GTF2F1	GTF2F1		Unknown	targeting	109	6.4593505859375	127.0	True	0.70845	False	910	13534	chr19:6393083-6393145
ENSG00000166986|chr12:57488029-57488506	ENSG00000166986	MARS	MARS1			targeting	333	6.458392333984375	128.0	True	0.08675	False	910	13534	chr12:57488029-57488506
ENSG00000156469|chr8:96261507-96261624	ENSG00000156469	MTERFD1	MTERF3		mTERF	targeting	129	6.347528076171875	129.0	True	0.5953999999999999	False	910	13534	chr8:96261507-96261624
ENSG00000143379|chr1:150926319-150926833	ENSG00000143379	SETDB1	SETDB1		MBD	targeting	1400	6.31878662109375	130.0	True	0.0006999999999999	True	910	13534	chr1:150926319-150926833
ENSG00000253831|chr1:157099693-157099811	ENSG00000253831	ETV3L	ETV3L		Ets	targeting	1824	6.3029632568359375	131.0	True	0.0002	True	910	13534	chr1:157099693-157099811
ENSG00000198393|chr12:132986403-132986470	ENSG00000198393	ZNF26	ZNF26		C2H2 ZF	targeting	1133	6.277279663085937	132.0	True	0.0013	True	910	13534	chr12:132986403-132986470
ENSG00000167785|chr19:8832123-8832315	ENSG00000167785	ZNF558	ZNF558	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	1731	6.230172729492187	133.0	True	0.0003	True	910	13534	chr19:8832123-8832315
ENSG00000204947|chr7:149126112-149126304	ENSG00000204947	ZNF425	ZNF425		C2H2 ZF	targeting	2000	6.203067016601563	134.0	True	0.00035	True	910	13534	chr7:149126112-149126304
ENSG00000160973|chr8:144475400-144475825	ENSG00000160973	FOXH1	FOXH1	FOX	Forkhead	targeting	731	6.0730743408203125	135.0	True	0.00645	True	910	13534	chr8:144475400-144475825
ENSG00000156030|chr14:73786788-73787138	ENSG00000156030	ELMSAN1	MIDEAS		Myb/SANT	targeting	1834	6.02232666015625	136.0	True	0.0003	True	910	13534	chr14:73786788-73787138
ENSG00000186812|chr18:35241100-35241256	ENSG00000186812	ZNF397	ZNF397		C2H2 ZF	targeting	726	5.9685546875	137.0	True	0.01115	True	910	13534	chr18:35241100-35241256
ENSG00000153250|chr2:160493615-160493833	ENSG00000153250	RBMS1	RBMS1			targeting	2000	5.926882934570313	138.0	True	0.0003	True	910	13534	chr2:160493615-160493833
ENSG00000275700|chr17:36948966-36949088	ENSG00000275700	AATF	AATF		Unknown	targeting	160	5.907110595703125	139.0	True	0.5146	False	910	13534	chr17:36948966-36949088
ENSG00000101115|chr20:51801947-51802476	ENSG00000101115	SALL4	SALL4		C2H2 ZF	targeting	106	5.8590576171875	140.0	True	0.78465	False	910	13534	chr20:51801947-51802476
ENSG00000132382|chr17:4555048-4555425	ENSG00000132382	MYBBP1A	MYBBP1A		Unknown	targeting	197	5.852987670898438	141.0	True	0.3626	False	910	13534	chr17:4555048-4555425
ENSG00000079102|chr8:92095014-92095233	ENSG00000079102	RUNX1T1	RUNX1T1		Unknown	targeting	811	5.824630737304688	142.0	True	0.00995	True	910	13534	chr8:92095014-92095233
ENSG00000109381|chr4:139177160-139177202	ENSG00000109381	ELF2	ELF2	Ets-related	Ets	targeting	2000	5.763836669921875	143.0	True	0.0003	True	910	13534	chr4:139177160-139177202
ENSG00000025434|chr11:47248900-47249373	ENSG00000025434	NR1H3	NR1H3		Nuclear receptor	targeting	2000	5.66246337890625	144.0	True	0.0019	True	910	13534	chr11:47248900-47249373
ENSG00000134323|chr2:15941813-15942200	ENSG00000134323	MYCN	MYCN	bHLH-ZIP	bHLH	targeting	2000	5.512445068359375	145.0	True	0.00045	True	910	13534	chr2:15941813-15942200
